Instances,feature_TimeOfDay,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario1,-90,c1,base,right,left,right,0.1,100,100,40,20,60,40,0,1,3032.706466768388,1
scenario2,-30,c4,left,base,right,base,0.8,80,0,100,0,20,0,20,0,1.962215268166512,0
scenario3,-90,c2,right,left,base,left,0.6,60,100,20,100,80,20,40,0,1.7384428070270783,0
scenario4,-60,c4,left,right,right,base,0.6,20,20,40,80,0,60,100,0,4.260789282388158,0
scenario5,-90,c2,base,left,right,base,1.0,40,60,0,60,100,100,0,0,1.8372496675010577,0
scenario6,-30,c4,right,base,left,right,0.4,0,80,80,40,80,100,60,0,1.002536380755926,0
scenario7,0,c2,base,left,right,left,0.2,80,40,60,60,40,20,80,0,3.101160743640956,0
scenario8,60,c4,right,base,left,base,0.1,100,40,0,40,20,20,100,0,2.314128411377349,0
scenario9,90,c1,left,right,base,left,0.2,60,80,80,0,100,80,100,0,4.459611722950375,0
scenario10,30,c1,left,right,base,right,0.8,0,20,100,100,100,60,0,0,3.4728701142074767,0
scenario11,0,c2,right,base,base,left,0.4,20,60,20,20,60,60,80,0,2.67781380830881,0
scenario12,-60,c1,base,left,left,right,0.8,40,0,0,80,40,80,60,0,1.5169100694598905,0
scenario13,30,c2,right,base,base,left,0.8,100,80,40,60,0,0,40,0,0.7489118773058618,0
scenario14,-60,c1,left,right,base,left,1.0,0,60,60,40,40,40,20,0,2.318746927424398,0
scenario15,0,c4,right,base,left,base,0.4,40,40,40,100,80,80,20,0,3.8566290001527848,0
scenario16,-30,c1,left,right,base,right,1.0,20,0,80,80,60,20,40,0,4.011389036023938,0
scenario17,90,c4,right,base,left,base,0.2,40,20,100,20,20,40,80,0,2.5221511969069232,0
scenario18,-30,c2,base,left,right,left,0.2,40,100,60,100,60,0,60,0,2.795199206014447,0
scenario19,-90,c1,left,right,base,left,0.1,80,40,100,100,0,100,60,0,2.811805642470593,0
scenario20,0,c1,base,left,left,right,0.6,0,0,20,40,100,0,100,0,2.6013314659300235,0
scenario21,60,c4,left,right,right,base,0.8,60,20,60,20,40,100,40,0,3.323302032578201,0
scenario22,30,c1,left,right,base,right,1.0,100,100,20,0,20,80,80,0,3.4325908249281367,0
scenario23,-30,c1,base,left,left,right,0.1,80,60,40,0,80,60,40,0,3.2583695466730647,0
scenario24,-30,c2,base,left,right,left,0.4,60,40,0,0,0,40,0,0,2.874991626407704,0
scenario25,0,c4,right,base,left,base,1.0,60,100,80,20,0,0,20,0,1.8838095282181777,0
scenario26,-30,c2,right,base,base,left,0.6,20,20,60,0,100,100,80,0,3.707455112192012,0
scenario27,60,c1,base,left,left,right,0.2,60,80,20,80,20,60,20,0,2.23880707577074,0
scenario28,-30,c4,right,base,left,base,0.6,0,60,100,60,60,80,100,0,2.712838405589139,0
scenario29,-90,c4,left,right,right,base,0.4,0,0,80,100,40,40,80,0,4.491629235201826,0
scenario30,-30,c2,base,left,right,base,0.2,100,20,20,40,40,80,0,0,1.5898381849740806,0
scenario31,0,c2,base,left,right,left,0.8,0,60,0,100,20,20,60,0,3.2064059742860103,0
scenario32,0,c2,base,left,right,left,1.0,100,0,100,40,80,60,40,0,2.928264864125512,0
scenario33,90,c2,base,left,right,base,0.4,20,100,40,20,100,20,60,0,1.9458557754506864,0
scenario34,0,c4,right,base,left,right,0.1,20,100,100,0,40,100,0,0,0.9846184201642324,0
scenario35,30,c4,left,base,right,base,0.1,80,80,60,80,80,40,100,0,2.2640218799850054,0
scenario36,30,c1,left,right,base,right,0.6,40,80,100,40,60,20,20,0,3.7971064565691366,0
scenario37,90,c1,left,right,base,right,0.1,60,20,0,60,80,0,60,0,3.0552389411143643,0
scenario38,-60,c2,right,left,base,left,0.4,80,80,80,80,100,0,0,0,1.4301970086973674,0
