Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario171,-60,20,20,40,100,0,0.6,40,60,20,60,40,c4,1e-05,right,base,left,base,0,2.300814959102937,0
scenario172,-60,40,20,60,40,40,0.6,40,60,20,60,60,c1,1e-05,base,right,left,right,0,2.632957061655896,0
scenario173,60,40,20,60,80,40,0.6,0,100,20,60,60,c2,1e-05,right,left,base,left,0,2.841520276967185,0
scenario174,30,60,20,20,0,80,0.6,100,0,20,60,60,c4,1e-05,left,right,right,base,0,3.7049492047935617,0
scenario175,-90,20,20,0,100,40,0.2,80,20,20,60,80,c1,1e-05,left,right,base,right,0,3.2878623303907,0
scenario176,-30,60,100,80,0,0,0.8,100,0,20,60,80,c2,1e-05,right,base,base,left,0,2.472267651238458,0
scenario177,-90,60,40,80,0,0,0.8,80,20,20,60,80,c4,1e-05,right,base,left,right,1,0.0,1
scenario178,30,20,80,0,0,100,0.6,40,60,20,60,100,c1,1e-05,left,right,base,left,0,3.513237529178942,0
scenario179,-60,0,20,0,20,0,0.8,80,20,20,60,100,c2,1e-05,base,left,right,left,0,1.6503895894733314,0
scenario180,30,80,80,0,100,40,0.6,80,20,20,60,100,c4,1e-05,left,base,right,base,0,2.0291264939073232,0
scenario181,90,20,100,40,0,80,0.8,0,100,20,80,0,c1,1e-05,base,left,left,right,0,2.5874397473773625,0
scenario182,-90,40,80,60,100,60,0.6,60,40,20,80,0,c2,1e-05,base,left,right,base,0,2.190464807350777,0
scenario183,0,40,40,0,40,80,0.6,0,100,20,80,0,c4,1e-05,right,base,left,base,0,2.607434585370482,0
scenario184,-30,80,60,20,80,40,0.6,100,0,20,80,20,c1,1e-05,base,right,left,right,0,3.27306264110135,0
scenario185,-90,20,80,20,60,100,0.6,20,80,20,80,20,c2,1e-05,right,left,base,left,0,3.4691742729516384,0
scenario186,-90,40,100,80,0,80,0.4,40,60,20,80,20,c4,1e-05,left,right,right,base,0,4.339018139201107,0
scenario187,-60,60,60,40,60,40,0.6,60,40,20,80,40,c1,1e-05,left,right,base,right,0,3.013811935393703,0
scenario188,60,20,60,40,0,80,0.4,60,100,20,80,40,c2,1e-05,right,base,base,left,0,3.179374489542081,0
scenario189,60,20,80,20,60,40,0.6,40,0,20,80,40,c4,1e-05,right,base,left,right,0,0.419709967444399,1
scenario190,-90,60,20,20,100,0,0.6,20,80,20,80,60,c1,1e-05,left,right,base,left,0,3.4740939567920104,0
scenario191,30,60,80,20,60,0,0.6,20,80,20,80,60,c2,1e-05,base,left,right,left,0,3.288324456677445,0
scenario192,60,20,100,20,60,0,0.6,0,100,20,80,60,c4,1e-05,left,base,right,base,0,2.1629963455444234,0
scenario193,90,20,60,0,40,0,0.8,0,100,20,80,80,c1,1e-05,base,left,left,right,0,1.4925792769802768,0
scenario194,0,80,80,20,40,40,0.8,40,60,20,80,80,c2,1e-05,base,left,right,base,0,1.9200849970679568,0
scenario195,60,40,20,20,40,0,0.8,100,0,20,80,80,c4,1e-05,right,base,left,base,0,2.3424435605039187,0
scenario196,-90,20,20,60,0,80,0.8,0,100,20,80,100,c1,1e-05,base,right,left,right,1,0.0,1
scenario197,-60,40,20,20,40,80,0.8,0,100,20,80,100,c2,1e-05,right,left,base,left,0,3.868075347729235,0
scenario198,90,60,100,0,0,0,0.6,0,100,20,80,100,c4,1e-05,left,right,right,base,0,4.250264871660276,0
scenario199,-60,80,40,60,0,80,0.6,40,60,20,100,0,c1,1e-05,left,right,base,right,0,4.1269781504612695,0
scenario200,60,20,40,40,40,0,0.8,40,60,20,100,0,c2,1e-05,right,base,base,left,0,3.4601695944042064,0
scenario201,-30,60,80,20,0,60,0.4,100,0,20,100,0,c4,1e-05,right,base,left,right,1,0.0,1
scenario202,0,60,60,60,0,80,0.4,100,80,20,100,20,c1,1e-05,left,right,base,left,0,3.871739836804825,0
scenario203,90,20,60,100,100,40,0.6,40,60,20,100,20,c2,1e-05,base,left,right,left,0,3.390254690618113,0
scenario204,30,20,100,40,80,40,0.6,0,100,20,100,20,c4,1e-05,left,base,right,base,0,2.690409896895789,0
scenario205,-60,60,20,60,100,60,0.6,0,100,20,100,40,c1,1e-05,base,left,left,right,0,2.487899066975299,0
scenario206,90,80,80,20,60,100,0.6,40,60,20,100,40,c2,1e-05,base,left,right,base,0,1.75652262069702,0
scenario207,-90,40,80,0,40,40,0.6,40,60,20,100,40,c4,1e-05,right,base,left,base,0,2.6285422665721985,0
scenario208,30,0,60,0,40,40,0.6,0,100,20,100,60,c1,1e-05,base,right,left,right,0,3.558300523526541,0
scenario209,90,80,100,20,100,40,0.6,40,60,20,100,60,c2,1e-05,right,left,base,left,0,2.819843025335574,0
scenario210,0,20,100,20,0,0,0.8,40,60,20,100,60,c4,1e-05,left,right,right,base,0,3.9196563189203744,0
scenario211,-90,80,20,0,0,0,0.8,80,20,20,100,80,c1,1e-05,left,right,base,right,0,3.155340146939309,0
scenario212,30,60,60,40,100,40,0.6,0,100,20,100,80,c2,1e-05,right,base,base,left,0,2.7892151922601727,0
scenario213,60,20,100,0,0,60,0.4,80,20,20,100,80,c4,1e-05,right,base,left,right,0,1.022022074268285,0
scenario214,90,0,20,0,80,40,0.6,0,100,20,100,100,c1,1e-05,left,right,base,left,0,3.988979516495292,0
scenario215,30,60,100,20,0,0,0.8,20,80,20,100,100,c2,1e-05,base,left,right,left,0,3.113317843258039,0
