Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario131,-90,20,40,0,0,0,0.8,0,100,20,20,20,c2,0.01492,right,base,base,left,0,3.005293027662257,0
scenario132,-90,20,80,0,0,0,0.8,0,100,20,20,20,c4,0.01595,right,base,left,right,0,0.948987696765983,0
scenario133,-90,20,40,0,0,0,0.8,0,100,20,20,40,c1,0.01606,base,right,left,right,0,3.2010054248454405,0
scenario134,-90,20,40,0,0,0,0.8,0,100,20,20,40,c2,0.01619,right,left,base,left,0,3.74878992844765,0
scenario135,-90,20,40,0,0,0,0.8,0,100,20,20,40,c4,0.01565,right,base,left,base,0,3.84412374716087,0
scenario136,-90,20,60,0,0,0,0.8,0,100,20,20,60,c1,0.01572,left,right,base,right,0,3.202977655823385,0
scenario137,-90,20,60,0,0,0,0.8,0,100,20,20,60,c2,0.0155,base,left,right,left,0,1.957293958403873,0
scenario138,-90,20,40,0,0,0,0.8,0,100,20,20,60,c4,0.01535,left,right,right,base,0,4.324520210570275,0
scenario139,-90,20,40,0,0,0,0.8,0,100,20,20,80,c1,0.01572,left,right,base,left,0,3.859834226554271,0
scenario140,-90,20,40,0,0,0,0.8,0,100,20,20,80,c2,0.01528,base,left,right,base,0,1.8720906926247705,0
scenario141,-90,20,80,0,0,0,0.8,0,100,20,20,80,c4,0.01538,left,base,right,base,0,2.340885732146577,0
scenario142,-90,20,60,0,0,0,0.8,0,100,20,20,100,c1,0.01516,base,left,left,right,0,2.3846440601027896,0
scenario143,-90,20,60,0,0,0,0.8,0,100,20,20,100,c2,0.01567,right,base,base,left,0,2.626672530190655,0
scenario144,-90,20,40,0,0,0,0.8,0,100,20,20,100,c4,0.01551,right,base,left,right,0,0.934715181025396,0
scenario145,-90,20,60,0,0,0,0.8,0,100,20,40,0,c1,0.01549,base,right,left,right,0,2.857451037660655,0
scenario146,-90,20,40,0,0,0,0.8,0,100,20,40,0,c2,0.01585,right,left,base,left,0,3.945875499013326,0
scenario147,-90,20,40,0,0,0,0.8,0,100,20,40,0,c4,0.0156,right,base,left,base,0,2.758612462554077,0
scenario148,-90,20,40,0,0,0,0.8,0,100,20,40,20,c1,0.01556,left,right,base,right,0,3.799540014425161,0
scenario149,-90,20,40,0,0,0,0.8,0,100,20,40,20,c2,0.01587,base,left,right,left,1,0.0,1
scenario150,-90,20,40,0,0,0,0.8,0,100,20,40,20,c4,0.01562,left,right,right,base,0,3.933948168307286,0
scenario151,-90,20,40,0,0,0,0.8,0,100,20,40,40,c1,0.01566,left,right,base,left,0,4.620420306939068,0
scenario152,-90,20,40,0,0,0,0.8,0,100,20,40,40,c2,0.01549,base,left,right,base,0,1.7416055558423071,0
scenario153,-90,20,40,0,0,0,0.8,0,100,20,40,40,c4,0.01576,left,base,right,base,0,2.2284307316502225,0
scenario154,-90,20,60,0,0,0,0.8,0,100,20,40,60,c1,0.01519,base,left,left,right,0,2.328361467201739,0
scenario155,-90,20,80,0,0,0,0.8,0,100,20,40,60,c2,0.01585,right,base,base,left,0,2.912412924943138,0
scenario156,-90,20,40,0,0,0,0.8,0,100,20,40,60,c4,0.01558,right,base,left,right,0,0.9351121465069936,0
scenario157,-90,20,40,0,0,0,0.8,0,100,20,40,80,c1,0.01564,base,right,left,right,0,1.95447463856937,0
scenario158,-90,20,40,0,0,0,0.8,0,100,20,40,80,c2,0.01542,right,left,base,left,0,2.629207107577921,0
scenario159,-90,20,40,0,0,0,0.8,0,100,20,40,80,c4,0.01594,right,base,left,base,0,3.789279007338046,0
scenario160,-90,20,40,0,0,0,0.8,0,100,20,40,100,c1,0.01552,left,right,base,right,0,3.829330076708118,0
scenario161,-90,20,60,0,0,0,0.8,0,100,20,40,100,c2,0.01526,base,left,right,left,0,13.452423286628315,0
scenario162,-90,20,40,0,0,0,0.8,0,100,20,40,100,c4,0.01494,left,right,right,base,0,4.151196707766053,0
scenario163,-90,20,40,0,0,0,0.8,0,100,20,60,0,c1,0.01598,left,right,base,left,0,3.17931545629924,0
scenario164,-90,20,40,0,0,0,0.8,0,100,20,60,0,c2,0.01545,base,left,right,base,0,1.7391145592849109,0
scenario165,-90,20,40,0,0,0,0.8,0,100,20,60,0,c4,0.01513,left,base,right,base,0,2.5309137194502003,0
scenario166,-90,20,40,0,0,0,0.8,0,100,20,60,20,c1,0.01552,base,left,left,right,0,3.956451731599593,0
scenario167,-90,20,80,0,0,0,0.8,0,100,20,60,20,c2,0.01525,right,base,base,left,0,2.374024918396187,0
scenario168,-90,20,40,0,0,0,0.8,0,100,20,60,20,c4,0.01574,right,base,left,right,0,0.947176473743501,0
scenario169,-90,20,60,0,0,0,0.8,0,100,20,60,40,c1,0.01547,base,right,left,right,0,3.215992237386099,0
scenario170,-90,20,80,0,0,0,0.8,0,100,20,60,40,c2,0.01564,right,left,base,left,0,4.766688658907483,0
scenario171,-90,20,40,0,0,0,0.8,0,100,20,60,40,c4,0.01545,right,base,left,base,0,2.3645888496726752,0
scenario172,-90,20,60,0,0,0,0.8,0,100,20,60,60,c1,0.01596,left,right,base,right,0,2.840002905727675,0
scenario173,-90,20,60,0,0,0,0.8,0,100,20,60,60,c2,0.01563,base,left,right,left,0,3.1736819657159163,0
scenario174,-90,20,40,0,0,0,0.8,0,100,20,60,60,c4,0.01554,left,right,right,base,0,4.2233041799158695,0
scenario175,-90,20,80,0,0,0,0.8,0,100,20,60,80,c1,0.0154,left,right,base,left,0,3.8471628502316406,0
scenario176,-90,20,40,0,0,0,0.8,0,100,20,60,80,c2,0.01558,base,left,right,base,0,1.7354603209430552,0
scenario177,-90,20,80,0,0,0,0.8,0,100,20,60,80,c4,0.01556,left,base,right,base,0,2.3336415959363976,0
scenario178,-90,20,80,0,0,0,0.8,0,100,20,60,100,c1,0.01568,base,left,left,right,0,1.8889340342253227,0
scenario179,-90,20,40,0,0,0,0.8,0,100,20,60,100,c2,0.01576,right,base,base,left,0,2.461919541064525,0
scenario180,-90,20,40,0,0,0,0.8,0,100,20,60,100,c4,0.01583,right,base,left,right,0,1.0267276454181222,0
scenario181,-90,20,80,0,0,0,0.8,0,100,20,80,0,c1,0.01535,base,right,left,right,0,3.2457644266947603,0
scenario182,-90,20,40,0,0,0,0.8,0,100,20,80,0,c2,0.01535,right,left,base,left,0,3.8939047925795873,0
scenario183,-90,20,40,0,0,0,0.8,0,100,20,80,0,c4,0.01611,right,base,left,base,0,8.80108264590517,0
scenario184,-90,20,40,0,0,0,0.8,0,100,20,80,20,c1,0.01551,left,right,base,right,0,3.606743417586447,0
scenario185,-90,20,80,0,0,0,0.8,0,100,20,80,20,c2,0.01543,base,left,right,left,1,0.0,1
scenario186,-90,20,80,0,0,0,0.8,0,100,20,80,20,c4,0.01503,left,right,right,base,0,4.617804549469223,0
scenario187,-90,20,40,0,0,0,0.8,0,100,20,80,40,c1,0.01518,left,right,base,left,0,3.633995227417995,0
scenario188,-90,20,40,0,0,0,0.8,0,100,20,80,40,c2,0.01521,base,left,right,base,0,1.784491838366805,0
scenario189,-90,20,80,0,0,0,0.8,0,100,20,80,40,c4,0.01519,left,base,right,base,0,2.7837684735478687,0
scenario190,-90,20,40,0,0,0,0.8,0,100,20,80,60,c1,0.01504,base,left,left,right,0,2.6390488019118914,0
scenario191,-90,20,40,0,0,0,0.8,0,100,20,80,60,c2,0.01569,right,base,base,left,0,2.03414125666003,0
scenario192,-90,20,60,0,0,0,0.8,0,100,20,80,60,c4,0.01543,right,base,left,right,0,0.9343260904493276,0
scenario193,-90,20,40,0,0,0,0.8,0,100,20,80,80,c1,0.01576,base,right,left,right,0,1.970983080814456,0
scenario194,-90,20,60,0,0,0,0.8,0,100,20,80,80,c2,0.01611,right,left,base,left,0,3.179357659402876,0
scenario195,-90,20,40,0,0,0,0.8,0,100,20,80,80,c4,0.01554,right,base,left,base,0,4.380420928754238,0
scenario196,-90,20,60,0,0,0,0.8,0,100,20,80,100,c1,0.01547,left,right,base,right,0,3.639962085453015,0
scenario197,-90,20,40,0,0,0,0.8,0,100,20,80,100,c2,0.0163,base,left,right,left,0,3.2998471727983256,0
scenario198,-90,20,80,0,0,0,0.8,0,100,20,80,100,c4,0.01504,left,right,right,base,0,6.7806511266841,0
scenario199,-90,20,80,0,0,0,0.8,0,100,20,100,0,c1,0.01558,left,right,base,left,0,3.562765441594173,0
scenario200,-90,20,40,0,0,0,0.8,0,100,20,100,0,c2,0.01519,base,left,right,base,0,1.8484006868073488,0
scenario201,-90,20,40,0,0,0,0.8,0,100,20,100,0,c4,0.01563,left,base,right,base,0,2.3027419715815767,0
scenario202,-90,20,40,0,0,0,0.8,0,100,20,100,20,c1,0.0155,base,left,left,right,0,2.085169357506346,0
scenario203,-90,20,60,0,0,0,0.8,0,100,20,100,20,c2,0.01568,right,base,base,left,0,2.988407469099535,0
scenario204,-90,20,40,0,0,0,0.8,0,100,20,100,20,c4,0.01541,right,base,left,right,0,0.939287935769016,0
scenario205,-90,20,40,0,0,0,0.8,0,100,20,100,40,c1,0.01664,base,right,left,right,0,1.9719671022245724,0
