Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.3104,0.0419,-0.0518,-0.0154,-0.732,0.0611,0.0109,-0.0184,0.4499,0.0058,0.0144,-0.1158
Z_{2},0.5395,-0.118,0.0964,-0.1316,0.3459,-0.1014,-0.0267,0.1034,0.2217,0.0283,-0.0649,-0.8639
