instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario1,20,40,0,0,0,0.8,0,100,0,0,0,c1,0.05918,1,2,0,1,0,809.6067935634443,0
scenario2,20,100,0,0,80,0.4,80,20,0,0,0,c2,0.00204,0,1,2,0,0,3.1753999499925736,0
scenario3,20,100,0,0,100,0.2,0,100,0,0,0,c4,0.00144,2,0,1,2,1,0.0,1
scenario4,60,20,0,0,0,0.8,80,20,0,0,20,c1,0.00135,1,2,0,2,0,2.536985305173407,0
scenario5,20,40,0,100,40,0.6,0,100,0,0,20,c2,0.00126,2,0,0,1,0,9999.0,0
scenario6,60,20,0,0,80,0.4,0,100,0,0,20,c4,0.00137,1,0,2,0,1,0.0,1
scenario7,80,100,0,0,0,0.8,0,100,0,0,40,c1,0.00128,0,2,1,2,0,9999.0,0
scenario8,40,100,0,0,0,0.8,80,20,0,0,40,c2,0.00219,0,1,2,1,0,4.09486468948205,0
scenario9,20,100,0,40,40,0.8,0,100,0,0,40,c4,0.00266,1,2,2,0,0,1.0593387484277044,0
scenario10,80,20,0,0,0,0.8,0,100,0,0,60,c1,0.00158,0,1,1,2,0,4403.365905662015,0
scenario11,20,20,0,40,40,0.8,0,100,0,0,60,c2,0.00265,2,1,0,1,0,3.201667832559425,0
scenario12,20,100,20,0,0,0.8,0,100,0,0,60,c4,0.00126,2,0,1,0,0,1.9567383858986749,0
scenario13,60,60,0,20,40,0.8,0,100,0,0,80,c1,0.00269,1,2,0,1,0,9993.767246319594,0
scenario14,20,40,0,0,80,0.4,80,20,0,0,80,c2,0.00154,0,1,2,0,0,2.7729013972363363,0
scenario15,20,40,0,0,100,0.2,0,100,0,0,80,c4,0.00172,2,0,1,2,0,0.9457233725945428,0
scenario16,20,80,0,20,40,0.8,80,20,0,0,100,c1,0.00127,1,2,0,2,0,2.642785870048948,0
scenario17,60,80,0,0,80,0.4,0,100,0,0,100,c2,0.0013,2,0,0,1,0,3.052117433736448,0
scenario18,20,60,0,0,0,0.8,80,20,0,0,100,c4,0.00424,1,0,2,0,1,0.0,1
scenario19,20,60,0,60,40,0.6,0,100,0,20,0,c1,0.00219,0,2,1,2,0,9999.0,0
scenario20,60,60,0,0,0,0.8,0,100,0,20,0,c2,0.01783,0,1,2,1,0,3.6280457436214615,0
scenario21,60,40,0,60,40,0.6,0,100,0,20,0,c4,0.00135,1,2,2,0,0,9999.0,0
scenario22,20,100,0,80,40,0.6,0,100,0,20,20,c1,0.00127,0,1,1,2,0,9999.0,0
scenario23,60,100,0,20,40,0.8,0,100,0,20,20,c2,0.00268,2,1,0,1,0,9999.0,0
scenario24,20,60,0,20,40,0.8,0,100,0,20,20,c4,0.00733,2,0,1,0,0,3.402976087966766,0
scenario25,20,20,0,0,0,0.8,80,20,0,20,40,c1,0.00351,1,2,0,1,0,3.4996646169601924,0
scenario26,60,20,0,20,40,0.8,0,100,0,20,40,c2,0.00291,0,1,2,0,0,3.955137824117338,0
scenario27,60,60,0,0,0,0.8,80,20,0,20,40,c4,0.00155,2,0,1,2,1,0.0,1
scenario28,20,80,0,0,20,0.8,0,100,0,20,60,c1,0.00188,1,2,0,2,0,2566.860548976573,0
scenario29,20,20,0,0,80,0.4,0,100,0,20,60,c2,0.00427,2,0,0,1,0,3.898135269084644,0
