Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},-0.6756,-0.3776,-0.6687,-0.4741,0.3784,-0.0989,-0.542,-0.6952,0.3624,-0.3556,0.1297,-0.1665
Z_{2},0.5886,0.0571,0.204,0.3082,0.4963,-0.8324,0.8267,0.6516,-0.3814,0.0241,0.395,-0.3868
