Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.5587,0.1282,0.1172,0.0356,0.1381,-0.0209,-0.1003,-0.0035,0.1646,-0.0334,-0.0627,-0.6307
Z_{2},0.1207,0.0607,-0.0374,0.0972,-0.8024,0.1191,0.0562,-0.0304,0.6099,0.1536,0.1526,0.2416
