Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario39,c1,left,right,base,right,0.4,0,80,60,40,100,80,60,0,1019.345957756418,0
scenario40,c4,right,base,left,base,0.8,80,80,60,80,20,0,100,0,4.881308287970679,0
scenario41,c4,left,right,right,base,0.2,80,60,20,60,20,100,20,1,0.0,1
scenario42,c1,base,left,left,right,0.2,40,20,0,0,20,60,80,0,4.78580356630071,0
scenario43,c2,base,left,right,base,0.6,20,100,60,60,0,60,100,0,3.6684772032921416,0
scenario44,c4,left,base,right,base,0.4,20,100,80,60,100,20,40,0,2.112043598692623,0
scenario45,c2,right,left,base,left,1.0,0,80,60,60,60,20,20,0,5199.124810860761,0
scenario46,c4,right,base,left,base,0.4,100,80,100,40,80,60,0,0,1.9356428742461576,0
scenario47,c1,left,right,base,right,0.6,40,20,20,80,40,0,0,0,2.879467252968352,0
scenario48,c2,base,left,right,left,0.2,0,40,0,20,80,80,80,0,5.030245404996861,0
scenario49,c4,left,base,right,base,0.8,20,20,60,20,80,100,60,0,2.474975623562333,0
scenario50,c2,base,left,right,left,0.4,20,80,20,20,60,40,80,0,5.843628231230187,0
scenario51,c4,right,base,left,base,0.1,60,20,40,40,0,80,20,0,3.1023436390091867,0
scenario52,c2,right,base,base,left,0.1,60,20,60,100,40,0,40,0,3.988681720995402,0
scenario53,c4,right,base,left,base,0.4,40,60,80,20,0,60,60,0,3.4435603682318034,0
scenario54,c1,base,right,left,right,1.0,0,0,100,100,20,100,100,0,9999.0,0
scenario55,c1,left,right,base,right,0.8,40,0,100,40,60,40,60,0,1.9716371111954056,0
scenario56,c1,left,right,base,left,0.2,80,40,40,0,0,60,40,0,4.361266912313214,0
scenario57,c1,base,left,left,right,0.6,80,40,80,40,60,80,100,0,4.655786455237031,0
scenario58,c1,left,right,base,right,0.1,80,100,0,0,60,40,0,0,2.216064340051935,0
scenario59,c4,right,base,left,base,1.0,60,0,40,0,100,0,40,0,3.693864247162351,0
scenario60,c1,base,left,left,right,0.8,60,20,0,60,40,20,0,0,2.505957812037828,0
scenario61,c2,right,base,base,left,0.2,100,60,40,0,60,80,60,0,3.6735900332692135,0
scenario62,c1,base,left,left,right,0.8,100,80,80,0,0,100,80,0,4.756466811680819,0
scenario63,c2,base,left,right,left,0.8,40,0,20,0,100,20,20,0,4.7712830682380565,0
scenario64,c1,left,right,base,right,0.6,20,0,0,20,20,80,20,0,3.452928252722489,0
scenario65,c4,left,right,right,base,1.0,80,20,100,20,100,40,80,0,1.7185796590861715,0
scenario66,c4,left,right,right,base,1.0,60,80,100,80,40,20,80,0,2.1533578423947963,0
scenario67,c2,right,base,base,left,0.4,20,20,80,80,60,100,20,0,9999.0,0
scenario68,c4,right,base,left,base,0.1,40,40,60,20,100,20,100,0,4.916325508731432,0
scenario69,c4,right,base,left,base,0.2,80,0,20,100,60,0,80,0,3.18264431339529,0
scenario70,c4,left,base,right,base,0.8,100,40,0,40,0,20,60,1,0.0,1
scenario71,c1,left,right,base,right,0.6,80,0,40,60,40,40,20,0,2.908708793947387,0
scenario72,c4,right,base,left,right,0.6,100,20,100,100,60,100,0,0,0.7941578746873418,0
scenario73,c2,base,left,right,base,0.8,0,60,0,100,40,40,40,0,3.946647899512852,0
scenario74,c4,left,right,right,base,0.8,40,0,40,100,40,60,100,0,1.839470572050719,0
scenario75,c1,left,right,base,right,0.1,60,80,40,80,20,100,0,0,2.775405835445888,0
scenario76,c2,base,left,right,left,0.6,80,80,100,60,60,0,40,0,3.189771362831554,0
scenario77,c2,base,left,right,left,0.2,80,100,20,80,100,40,60,0,3.4825336467250563,0
scenario78,c4,right,base,left,right,0.2,20,100,40,60,20,0,60,1,0.0,1
scenario79,c4,right,base,left,base,0.1,0,80,20,80,100,60,40,0,5.356738980326691,0
scenario80,c4,right,base,left,base,0.2,80,20,0,60,100,80,100,0,3.4998902989700893,0
scenario81,c1,left,right,base,right,1.0,0,100,40,60,100,60,0,0,7057.671354191921,0
scenario82,c4,right,base,left,base,1.0,20,20,20,100,80,20,20,0,3.77795366434177,0
scenario83,c1,left,right,base,right,0.6,20,100,40,40,60,20,80,0,4.468608037281853,0
scenario84,c2,right,left,base,left,1.0,20,40,40,80,100,80,100,0,9999.0,0
scenario85,c1,base,right,left,right,0.4,60,100,60,0,60,60,60,0,5.178319587300237,0
scenario86,c2,base,left,right,left,0.1,40,40,100,80,60,60,80,0,4.855344881663185,0
scenario87,c1,left,right,base,right,0.4,80,20,80,0,80,80,40,0,2.741850404053923,0
scenario88,c4,right,base,left,base,0.4,100,60,80,100,20,40,20,0,3.005212293337179,0
scenario89,c2,base,left,right,left,0.4,60,80,0,40,20,0,40,0,1.5761935718861648,0
scenario90,c2,base,left,right,left,0.8,100,40,20,80,80,0,40,0,3.502946500540665,0
scenario91,c2,right,left,base,left,0.8,20,40,20,40,40,100,0,0,3.696104325980725,0
scenario92,c2,base,left,right,left,0.8,60,20,20,100,20,80,60,0,4.236708807218055,0
scenario93,c2,right,left,base,left,1.0,100,60,80,60,40,40,100,0,9999.0,0
scenario94,c1,left,right,base,right,0.1,20,40,100,20,40,40,20,0,3.717723007539536,0
scenario95,c2,base,left,right,left,0.2,0,0,60,80,0,100,100,0,4.898614746547321,0
scenario96,c1,base,right,left,right,0.8,80,100,100,20,0,20,20,0,4.853090885564722,0
scenario97,c1,base,right,left,right,0.2,100,60,80,80,100,20,0,0,2.959097099022616,0
scenario98,c4,left,base,right,base,0.6,0,0,80,40,40,60,80,0,9278.31314670225,0
scenario99,c1,left,right,base,right,1.0,80,40,60,40,20,40,40,0,3.0538494292002145,0
scenario100,c4,left,right,right,base,0.2,100,100,40,20,0,40,80,0,2.0601844281267057,0
scenario101,c4,right,base,left,base,0.2,0,40,100,40,0,0,20,0,3.637322999569666,0
scenario102,c2,base,left,right,left,1.0,80,80,100,0,80,80,20,0,3.8227133508097,0
scenario103,c2,base,left,right,base,0.2,100,20,80,40,80,0,100,0,4.068226679239096,0
scenario104,c1,base,left,left,right,1.0,60,60,60,20,60,80,40,0,4.54250579842,0
scenario105,c2,right,base,base,left,1.0,0,20,40,20,40,60,60,0,4.1796200394450045,0
scenario106,c4,left,base,right,base,0.1,0,20,0,0,100,100,0,0,9128.399376271484,0
scenario107,c4,left,right,right,base,0.4,100,20,20,20,60,60,100,0,2.0209573087137667,0
scenario108,c2,base,left,right,left,0.8,80,100,40,40,80,80,80,0,5.164542345809654,0
scenario109,c2,base,left,right,base,0.2,40,80,60,0,60,0,0,0,2.65863925427772,0
scenario110,c1,base,right,left,right,0.2,0,20,80,60,60,40,40,0,4737.890532881348,0
scenario111,c2,right,base,base,left,0.6,60,100,100,100,100,60,20,0,3.33111003892798,0
scenario112,c1,left,right,base,right,0.1,40,60,60,60,0,40,60,0,3.103959180296605,0
scenario113,c1,left,right,base,right,0.8,40,80,80,20,100,0,40,0,3.1846106548227207,0
scenario114,c1,base,left,left,right,0.1,100,60,40,0,40,0,80,0,4.974972464785555,0
scenario115,c1,left,right,base,left,0.6,100,40,20,60,100,100,60,0,4.206820480259803,0
scenario116,c4,left,base,right,base,0.6,40,80,80,80,20,80,20,1,0.0,1
scenario117,c2,right,left,base,left,0.1,60,0,0,20,80,60,0,0,4.067304172847545,0
scenario118,c2,right,left,base,left,0.4,80,60,20,100,0,20,100,0,9999.0,0
scenario119,c1,left,right,base,left,0.2,20,20,60,80,40,80,80,0,4.888673099979983,0
scenario120,c1,base,right,left,right,0.8,100,60,40,40,100,100,20,0,4.790318608869546,0
scenario121,c2,base,left,right,base,0.6,0,60,100,80,20,0,60,0,2.619923898788731,0
scenario122,c4,right,base,left,base,0.4,20,40,60,0,80,0,80,0,9999.0,0
scenario123,c4,right,base,left,base,1.0,40,100,20,60,40,80,40,0,3.521132966173733,0
scenario124,c2,base,left,right,left,0.4,80,0,60,20,80,40,100,0,5.087546195330728,0
scenario125,c4,left,base,right,base,0.8,40,0,0,60,20,0,80,0,1.9367019914911248,0
scenario126,c2,right,base,base,left,0.1,20,60,0,20,20,100,100,0,4.000327282939187,0
scenario127,c1,left,right,base,left,0.4,40,20,0,20,20,40,60,0,5.6654183729623,0
scenario128,c1,left,right,base,right,0.1,60,0,80,0,40,80,100,0,5.791974633876283,0
scenario129,c1,base,left,left,right,0.4,0,80,40,40,20,60,20,0,9999.0,0
scenario130,c2,base,left,right,base,1.0,60,100,80,100,0,100,40,0,4.118610660204069,0
scenario131,c4,left,right,right,base,0.6,0,20,100,80,80,40,100,0,9999.0,0
scenario132,c4,right,base,left,base,0.1,60,80,80,100,60,20,60,0,3.523629237416644,0
scenario133,c4,right,base,left,base,0.6,60,0,60,100,0,40,80,0,3.51595057190779,0
scenario134,c4,right,base,left,right,0.1,100,0,0,40,100,40,100,1,0.0,1
scenario135,c2,base,left,right,left,0.1,0,60,20,20,100,80,20,0,5.175551011749557,0
scenario136,c2,base,left,right,left,0.4,40,100,0,100,0,80,0,0,4.777995403513544,0
scenario137,c1,base,right,left,right,1.0,40,100,60,80,80,60,0,0,5.024410516030972,0
scenario138,c2,right,left,base,left,0.6,100,0,0,0,60,20,40,0,3.49938595480205,0
scenario139,c2,base,left,right,left,0.6,60,100,80,20,80,80,60,0,5.360630699341257,0
scenario140,c4,right,base,left,base,0.1,80,20,80,60,80,20,80,0,3.6892321073901706,0
scenario141,c4,left,base,right,base,0.1,80,40,100,100,20,60,0,0,2.3521232486737125,0
scenario142,c4,left,base,right,base,1.0,40,100,100,60,60,100,60,0,1.6648337188908044,0
scenario143,c2,right,left,base,left,1.0,80,0,80,80,0,0,60,0,3.9474021587276735,0
scenario144,c2,right,base,base,left,0.2,0,100,100,0,80,20,0,0,3.950926226518002,0
scenario145,c4,right,base,left,right,0.4,0,40,20,60,40,0,100,1,0.0,1
scenario146,c4,right,base,left,right,0.4,60,40,100,60,20,20,20,1,0.0,1
scenario147,c1,left,right,base,left,0.8,0,60,100,60,40,80,0,0,9999.0,0
scenario148,c4,left,base,right,base,0.8,100,80,40,60,80,40,0,1,0.0,1
scenario149,c2,base,left,right,left,0.1,100,80,20,40,40,20,20,0,3.0245224897923126,0
scenario150,c2,right,left,base,left,0.2,20,60,20,60,60,60,0,0,9999.0,0
scenario151,c2,right,base,base,left,0.8,60,80,0,80,60,40,20,0,3.5910351434183325,0
scenario152,c4,left,right,right,base,0.6,80,40,60,80,60,20,40,0,2.213580768667656,0
scenario153,c2,right,left,base,left,0.6,0,100,60,60,20,100,80,0,5.368643034675715,0
scenario154,c4,right,base,left,base,0.6,60,80,20,0,0,60,100,0,3.0106645470592857,0
scenario155,c1,base,left,left,right,0.8,80,20,60,80,40,60,20,0,4.96644350869308,0
scenario156,c1,left,right,base,right,0.2,60,100,0,40,100,100,40,0,3.028359640351556,0
scenario157,c1,base,right,left,right,1.0,40,80,40,100,80,0,60,0,4.7570469573570815,0
scenario158,c1,left,right,base,right,0.2,20,0,100,20,100,100,80,0,1.9268825852237628,0
scenario159,c1,left,right,base,left,0.8,60,60,40,100,0,0,0,0,2.8344817766591475,0
scenario160,c1,base,left,left,right,0.1,100,40,100,0,0,80,60,0,5.087093175004945,0
scenario161,c4,left,right,right,base,1.0,0,60,100,0,0,60,80,0,8664.51501447351,0
scenario162,c1,left,right,base,left,0.1,0,60,60,40,60,60,100,0,9999.0,0
scenario163,c4,right,base,left,base,0.1,40,0,20,0,80,100,40,0,3.288266371129976,0
scenario164,c1,base,left,left,right,1.0,60,0,20,40,100,20,0,0,2.8687755099338017,0
scenario165,c1,left,right,base,right,0.1,80,0,100,40,80,100,20,0,1.7586144112872548,0
scenario166,c2,right,base,base,left,1.0,80,60,0,100,80,100,0,1,0.0,1
scenario167,c4,right,base,left,base,0.6,100,80,0,100,40,80,80,0,3.4853429420573234,0
scenario168,c1,base,right,left,right,0.8,40,60,0,80,0,80,100,0,9999.0,0
scenario169,c2,right,base,base,left,0.2,60,40,60,0,100,100,20,0,4.048387090608264,0
scenario170,c4,left,right,right,base,0.4,0,0,40,80,80,0,20,0,9999.0,0
scenario171,c2,base,left,right,left,0.4,20,20,100,40,20,40,0,0,3.8119386855655737,0
scenario172,c2,base,left,right,left,0.8,20,0,80,40,20,100,40,0,6.526646593001068,0
scenario173,c4,right,base,left,right,0.6,80,20,0,40,100,60,60,1,0.0,1
scenario174,c4,right,base,left,base,0.4,100,100,100,80,100,0,0,0,2.1446583181382857,0
scenario175,c1,left,right,base,right,0.8,0,40,80,20,20,20,60,0,3684.445175985596,0
scenario176,c4,right,base,left,base,0.1,100,100,0,60,60,0,20,0,2.5882982420857426,0
scenario177,c1,base,left,left,right,1.0,40,100,80,20,60,20,0,0,4.674300624443597,0
scenario178,c4,left,base,right,base,1.0,100,60,100,100,100,20,40,0,2.332740425053088,0
scenario179,c2,base,left,right,left,0.1,0,80,100,20,0,0,100,0,3.468199991584053,0
scenario180,c1,left,right,base,right,0.4,20,60,60,0,0,20,20,0,5.534808934347649,0
scenario181,c4,right,base,left,base,0.2,100,0,20,40,20,80,40,0,3.2579170960698725,0
scenario182,c1,left,right,base,right,0.4,20,80,40,80,40,60,40,0,3.554368438972886,0
scenario183,c1,left,right,base,right,0.2,80,80,20,20,40,100,40,0,2.928159761601968,0
scenario184,c4,left,right,right,base,0.4,40,80,40,0,20,20,40,0,1.9646892293173688,0
scenario185,c4,left,base,right,base,0.2,60,100,80,80,20,60,100,1,0.0,1
scenario186,c2,base,left,right,left,0.6,100,20,40,60,0,100,100,0,5.081677789053912,0
scenario187,c2,base,left,right,base,0.2,100,20,100,0,60,40,20,0,2.6937509905129104,0
scenario188,c4,right,base,left,base,0.2,40,40,20,60,0,20,80,0,3.276662117823401,0
scenario189,c2,base,left,right,base,0.1,20,80,60,100,100,100,20,0,3.662203637666608,0
scenario190,c2,right,base,base,left,0.8,20,40,60,100,60,40,40,0,9999.0,0
scenario191,c2,base,left,right,left,0.6,20,40,80,0,40,60,0,0,6.911276340817636,0
scenario192,c1,left,right,base,right,0.4,40,20,100,40,40,20,100,0,3893.322961431328,0
scenario193,c4,right,base,left,right,1.0,20,20,0,80,0,0,40,1,0.0,1
scenario194,c4,left,right,right,base,0.8,80,100,0,0,40,0,60,0,1.6641591300509953,0
scenario195,c4,right,base,left,base,0.4,40,100,100,100,40,100,80,0,3.4553833140456915,0
scenario196,c4,right,base,left,base,0.6,80,20,40,20,80,0,0,0,2.7383834772037026,0
scenario197,c1,left,right,base,right,0.6,60,40,0,100,60,0,100,0,3.13288698990138,0
scenario198,c2,base,left,right,left,1.0,80,0,60,100,40,80,60,0,5.6729312945571415,0
scenario199,c4,right,base,left,base,0.1,80,60,0,20,20,20,80,0,3.371345240517344,0
scenario200,c1,left,right,base,right,0.4,80,80,0,60,0,40,80,0,3.115460617025174,0
scenario201,c4,left,right,right,base,0.6,80,60,60,40,0,100,0,0,2.222874485933885,0
scenario202,c1,left,right,base,right,0.1,60,80,100,60,100,80,80,0,3.053799850450309,0
scenario203,c1,left,right,base,left,0.2,20,80,80,100,80,40,100,0,9999.0,0
scenario204,c4,right,base,left,right,0.2,40,0,40,20,60,80,20,1,0.0,1
scenario205,c4,left,base,right,base,0.2,60,60,20,20,100,0,60,1,0.0,1
scenario206,c1,left,right,base,right,0.8,100,0,60,60,80,20,60,0,3.0541799429521665,0
scenario207,c4,right,base,left,base,0.1,20,80,20,0,20,100,60,0,3.4074064814256,0
scenario208,c1,left,right,base,right,0.6,40,80,60,20,80,60,80,0,3.696874577693735,0
scenario209,c2,base,left,right,left,1.0,60,40,40,40,60,40,20,0,4.710193503042546,0
scenario210,c1,left,right,base,left,0.4,60,20,40,100,100,60,80,0,4.613067695074704,0
scenario211,c1,left,right,base,right,0.1,0,0,20,100,100,20,80,0,2622.818439809689,0
scenario212,c1,base,right,left,right,0.6,20,100,20,0,100,80,0,0,4.984414629451991,0
scenario213,c4,left,right,right,base,0.1,80,100,0,80,0,80,40,0,1.9692759718738977,0
scenario214,c4,left,base,right,base,0.6,40,40,80,0,0,40,100,0,9999.0,0
scenario215,c2,base,left,right,left,1.0,80,20,20,0,60,20,60,0,4.921479543830356,0
scenario216,c1,base,left,left,right,0.8,40,40,0,60,80,100,100,0,5.0931839072869645,0
scenario217,c2,base,left,right,left,1.0,20,100,0,20,40,0,100,0,4.8867096700301085,0
scenario218,c2,base,left,right,base,0.4,60,0,40,40,20,100,60,0,4.178820119558789,0
scenario219,c2,base,left,right,left,0.6,40,0,40,80,100,40,80,0,3.247043874620313,0
scenario220,c1,left,right,base,right,0.4,100,0,80,100,60,60,40,0,1.8150253985889675,0
scenario221,c4,right,base,left,base,0.8,0,100,60,0,100,40,40,0,9999.0,0
scenario222,c1,left,right,base,left,1.0,40,20,20,60,20,0,20,0,4.256181332931045,0
scenario223,c1,base,right,left,right,0.6,60,100,40,0,40,100,20,0,3.506002586470969,0
scenario224,c4,right,base,left,base,0.2,20,100,60,100,20,20,0,0,3.439385446633945,0
scenario225,c1,left,right,base,right,0.8,20,40,20,60,0,80,20,0,3.3489003432484243,0
scenario226,c4,right,base,left,right,0.8,100,40,40,80,60,60,60,1,0.0,1
scenario227,c2,right,left,base,left,0.4,60,60,80,40,40,20,60,0,3.946335783042211,0
scenario228,c1,left,right,base,left,0.8,80,0,60,0,60,100,80,0,5.163648036465958,0
scenario229,c4,left,base,right,base,0.6,20,100,40,100,80,40,40,1,0.0,1
scenario230,c4,right,base,left,base,1.0,60,40,0,60,40,60,40,0,3.1380012756078624,0
scenario231,c4,right,base,left,base,0.6,40,60,0,60,100,20,0,0,3.158430846557585,0
scenario232,c4,left,base,right,base,0.8,80,60,40,80,60,20,100,1,0.0,1
scenario233,c1,left,right,base,left,0.4,40,40,80,40,100,0,80,0,11.196528318785182,0
scenario234,c1,base,right,left,right,0.1,20,100,100,60,60,80,100,0,9999.0,0
scenario235,c1,base,right,left,right,1.0,60,60,20,80,40,100,80,0,4.595674014016223,0
scenario236,c4,right,base,left,right,0.4,0,60,80,100,60,80,80,1,0.0,1
scenario237,c1,left,right,base,right,0.1,100,100,60,40,80,0,60,0,3.1535532651235685,0
scenario238,c2,base,left,right,left,0.2,60,0,100,60,40,40,0,0,3.4947892005013603,0
scenario239,c4,right,base,left,right,0.4,0,100,20,20,20,40,0,1,0.0,1
scenario240,c4,right,base,left,base,0.2,60,40,80,80,80,80,0,0,3.1860872064515395,0
scenario241,c1,left,right,base,right,0.4,0,100,20,40,0,0,60,0,9999.0,0
scenario242,c2,base,left,right,left,0.2,60,20,100,20,80,60,60,0,4.6699004856303095,0
scenario243,c2,base,left,right,left,0.6,20,0,20,80,20,20,100,0,4.26101561805266,0
scenario244,c4,left,base,right,base,0.6,40,20,60,0,60,80,100,0,9999.0,0
scenario245,c1,left,right,base,left,0.2,40,40,100,80,80,100,40,0,4.809443972797855,0
scenario246,c1,left,right,base,right,0.8,0,20,80,100,0,60,0,0,883.089764116546,0
scenario247,c4,right,base,left,base,1.0,20,80,80,60,20,60,80,0,3.234055362299081,0
scenario248,c4,left,right,right,base,0.4,60,40,0,20,0,100,20,0,2.156005950504988,0
scenario249,c1,left,right,base,right,0.2,100,40,0,80,20,0,0,0,2.602759088439914,0
scenario250,c4,right,base,left,base,0.8,80,20,20,100,0,40,40,0,2.987539536994428,0
scenario251,c1,left,right,base,right,0.2,100,80,60,20,40,20,0,0,2.7735353904521736,0
scenario252,c1,left,right,base,right,0.6,40,40,100,0,20,80,80,0,3.133369028438059,0
scenario253,c1,left,right,base,right,0.1,100,20,100,60,20,60,40,0,2.784271927700348,0
scenario254,c2,right,base,base,left,0.8,20,100,80,60,0,100,0,0,3.8414714198953366,0
scenario255,c2,right,left,base,left,0.4,40,40,40,60,60,20,0,0,3.2633415219130075,0
scenario256,c2,base,left,right,left,1.0,0,80,0,40,80,20,40,0,3.6092409570918513,0
scenario257,c2,base,left,right,base,0.8,20,40,100,100,100,60,60,0,2.747984465307173,0
scenario258,c1,base,left,left,right,0.8,60,20,20,40,60,100,80,0,5.301111989830161,0
scenario259,c2,right,left,base,left,0.4,100,80,40,80,0,40,40,0,3.9608281883545673,0
scenario260,c1,left,right,base,left,0.6,60,60,20,80,60,60,20,0,3.1733396909029925,0
scenario261,c1,base,right,left,right,0.2,20,0,0,100,80,60,20,0,5.098736720899863,0
scenario262,c4,right,base,left,base,1.0,100,0,20,20,40,60,60,0,3.3725948644998898,0
scenario263,c4,right,base,left,base,0.2,100,80,60,20,20,40,60,0,3.0991121976125875,0
scenario264,c2,base,left,right,left,0.1,40,60,0,100,40,0,20,0,3.487940525316985,0
scenario265,c1,left,right,base,right,0.2,40,60,20,100,60,40,40,0,3.1219412752888887,0
scenario266,c4,right,base,left,base,0.1,100,100,80,80,40,40,80,0,3.224822661416676,0
scenario267,c2,base,left,right,left,0.1,40,0,60,40,20,80,80,0,5.084660099662204,0
scenario268,c1,left,right,base,right,0.8,100,80,100,0,100,60,100,0,3.1884793662137985,0
scenario269,c4,right,base,left,base,1.0,80,100,0,0,60,60,100,0,4.974522125987607,0
scenario270,c4,right,base,left,base,0.8,80,40,80,20,40,40,80,0,3.502351891564979,0
scenario271,c4,right,base,left,right,0.2,20,80,40,40,60,60,100,1,0.0,1
scenario272,c2,base,left,right,base,0.4,0,60,20,60,80,100,40,0,3.855104153819188,0
scenario273,c1,left,right,base,left,1.0,20,40,0,0,100,40,80,0,5.454142538769116,0
scenario274,c2,base,left,right,left,0.8,0,20,100,40,100,80,40,0,5.266172565454668,0
scenario275,c2,right,base,base,left,1.0,40,20,80,0,100,0,60,0,9999.0,0
scenario276,c1,base,left,left,right,0.8,60,100,20,60,100,40,100,0,9999.0,0
scenario277,c1,left,right,base,right,0.4,80,60,0,80,80,100,60,0,2.633404900176764,0
scenario278,c4,left,base,right,base,1.0,20,0,40,20,80,100,0,0,1.6360933089095684,0
scenario279,c4,left,right,right,base,1.0,100,80,40,40,60,0,80,0,2.138138029623568,0
scenario280,c1,left,right,base,right,0.6,80,60,80,0,100,20,20,0,2.758573627040944,0
scenario281,c4,left,right,right,base,1.0,80,80,80,40,40,0,20,0,2.7015435654873627,0
scenario282,c4,right,base,left,base,0.2,0,40,40,100,40,20,0,0,3.001706324994727,0
scenario283,c1,left,right,base,right,0.1,20,100,20,40,0,60,80,0,3.937521323707456,0
scenario284,c2,base,left,right,base,0.1,80,80,20,80,0,20,0,0,2.030602256475585,0
scenario285,c2,right,left,base,left,0.6,40,0,100,100,0,0,20,0,3.909515496169708,0
scenario286,c4,right,base,left,base,0.2,0,60,40,0,20,80,100,0,9999.0,0
scenario287,c4,left,right,right,base,0.6,80,20,80,100,40,100,100,0,2.3205519203323948,0
scenario288,c2,base,left,right,base,0.8,100,80,80,20,60,80,100,0,4.164175464834908,0
scenario289,c4,right,base,left,base,0.4,20,20,0,20,100,60,40,0,2.9003260005680067,0
scenario290,c2,base,left,right,base,0.4,0,0,0,60,60,80,60,0,4.060615760701751,0
scenario291,c2,base,left,right,left,0.1,20,20,40,60,60,40,100,0,4.940464584419309,0
scenario292,c4,right,base,left,base,0.2,100,40,60,60,60,60,80,0,3.378127525157704,0
scenario293,c4,right,base,left,base,0.2,60,80,20,60,80,100,80,0,3.001636876702105,0
scenario294,c1,base,right,left,right,0.2,0,80,0,0,40,100,80,0,9999.0,0
scenario295,c2,base,left,right,base,0.8,100,100,100,80,100,100,80,0,4.068885428706065,0
scenario296,c2,right,base,base,left,1.0,40,60,60,80,20,40,0,0,4.1565604060065455,0
scenario297,c1,left,right,base,right,0.6,20,40,40,40,80,0,20,0,5.80509100068693,0
scenario298,c2,base,left,right,left,0.6,100,80,0,20,60,100,60,0,5.067038177954503,0
scenario299,c1,base,right,left,right,0.1,0,0,60,80,40,0,60,0,9999.0,0
scenario300,c2,base,left,right,base,0.1,40,80,0,40,80,40,0,0,4.038380507662908,0
