Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario320,c4,right,base,left,right,0,100,80,100,80,20,100,0.4,True,0.0,1
scenario321,c2,base,left,right,base,0,100,80,60,80,0,80,0.1,False,3.004,0
scenario322,c4,right,base,left,right,0,0,20,80,80,0,0,0.8,True,0.0,1
scenario323,c4,right,base,left,right,20,100,100,0,100,0,100,0.1,True,0.0,1
scenario324,c4,left,right,right,base,0,100,80,20,80,0,100,0.6,True,0.0,1
scenario325,c4,right,base,left,right,40,100,80,100,80,0,100,0.2,True,0.0,1
scenario326,c1,base,left,left,right,0,100,80,20,80,20,100,0.1,False,3.967,0
scenario327,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario328,c4,right,base,left,right,20,80,100,0,60,80,60,0.4,True,0.0,1
scenario329,c1,base,left,left,right,0,100,80,40,80,0,100,0.1,False,3.703,0
scenario330,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario331,c4,right,base,left,right,0,80,80,60,40,100,60,0.8,False,0.991,0
scenario332,c1,base,left,left,right,0,60,100,80,80,100,80,1.0,False,5.064,0
scenario333,c4,right,base,left,right,20,80,80,60,40,80,100,0.8,True,0.0,1
scenario334,c1,base,left,left,right,0,80,20,80,80,100,100,0.2,False,5732.822,0
scenario335,c4,right,base,left,right,0,80,100,100,40,100,60,0.8,True,0.0,1
scenario336,c4,left,right,right,base,0,80,100,80,60,100,80,1.0,True,0.0,1
scenario337,c4,right,base,left,right,40,80,100,100,60,100,60,1.0,True,0.0,1
scenario338,c4,right,base,left,right,0,40,20,80,40,100,80,1.0,True,0.0,1
scenario339,c4,right,base,left,right,0,0,100,60,80,80,80,0.8,True,0.0,1
scenario340,c4,left,right,right,base,20,40,100,60,60,100,60,1.0,False,1.778,0
scenario341,c1,base,left,left,right,20,60,20,80,80,100,60,1.0,False,9999.0,0
scenario342,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,0.893,0
scenario343,c1,base,left,left,right,20,60,40,100,60,100,60,0.2,False,9999.0,0
scenario344,c2,right,base,base,left,0,0,60,40,60,80,100,0.6,False,3.91,0
scenario345,c1,base,left,left,right,20,100,0,40,60,20,100,0.8,False,4.335,0
scenario346,c4,right,base,left,base,20,80,100,100,60,60,60,1.0,False,3.384,0
scenario347,c4,left,base,right,base,0,20,20,80,20,100,40,1.0,False,9999.0,0
scenario348,c4,right,base,left,right,40,40,0,60,80,100,40,1.0,False,0.931,0
scenario349,c4,right,base,left,right,0,60,40,60,60,100,100,0.4,False,0.772,0
scenario350,c4,left,base,right,base,0,100,80,80,60,80,100,0.8,True,0.0,1
scenario351,c4,right,base,left,right,0,60,100,60,60,100,80,1.0,False,0.778,0
scenario352,c1,base,left,left,right,0,80,40,80,40,100,100,0.2,False,4.865,0
scenario353,c4,left,base,right,base,40,60,100,60,60,100,80,1.0,False,1.572,0
scenario354,c4,left,base,right,base,0,100,80,80,60,80,100,0.8,False,1.772,0
scenario355,c1,base,left,left,right,0,40,0,80,60,100,80,0.8,False,9999.0,0
scenario356,c4,left,base,right,base,0,100,100,20,60,80,100,1.0,True,0.0,1
scenario357,c1,base,left,left,right,20,60,40,100,40,100,100,0.2,False,9999.0,0
scenario358,c4,right,base,left,right,20,80,40,100,60,100,60,1.0,True,0.0,1
scenario359,c2,base,left,right,left,60,20,40,20,80,80,0,0.8,False,4.934,0
scenario360,c4,right,base,left,right,0,60,40,80,40,20,60,1.0,False,0.989,0
scenario361,c1,left,right,base,left,0,100,20,80,40,100,100,0.1,False,4.032,0
scenario362,c2,base,left,right,base,0,100,80,100,20,80,100,1.0,False,3.975,0
scenario363,c2,right,left,base,left,40,80,100,100,40,40,60,1.0,False,3.997,0
scenario364,c4,right,base,left,right,20,80,100,80,60,20,60,1.0,True,0.0,1
scenario365,c4,right,base,left,right,0,80,60,80,40,100,100,0.1,False,0.891,0
scenario366,c4,left,base,right,base,0,100,100,20,60,80,100,1.0,True,0.0,1
scenario367,c4,left,base,right,base,20,60,40,100,60,80,80,0.4,False,1.584,0
scenario368,c1,left,right,base,right,0,80,80,20,20,100,100,1.0,False,2358.748,0
scenario369,c1,base,left,left,right,0,100,20,80,20,0,100,0.1,False,4.869,0
scenario370,c4,right,base,left,right,40,80,80,80,60,20,80,1.0,False,0.94,0
scenario371,c4,left,base,right,base,0,0,80,80,20,100,80,0.2,False,9999.0,0
scenario372,c1,base,right,left,right,0,100,20,80,40,80,100,0.1,False,4.848,0
scenario373,c2,right,left,base,left,20,60,100,80,20,40,60,1.0,False,3.929,0
scenario374,c2,base,left,right,base,20,100,100,100,20,80,100,1.0,False,3.983,0
scenario375,c4,right,base,left,right,20,80,40,100,0,40,40,1.0,False,0.897,0
scenario376,c1,base,left,left,right,0,40,80,20,60,100,80,0.6,False,5.055,0
scenario377,c2,base,left,right,left,0,100,80,100,20,80,100,1.0,False,4.247,0
scenario378,c4,left,base,right,base,0,100,100,20,60,80,100,1.0,True,0.0,1
scenario379,c4,right,base,left,right,0,100,0,100,20,20,80,0.1,True,0.0,1
scenario380,c4,left,right,right,base,40,100,100,100,20,100,100,0.1,True,0.0,1
scenario381,c2,right,base,base,left,100,60,60,80,60,80,80,0.8,False,3.928,0
scenario382,c1,left,right,base,right,20,80,100,40,40,100,80,1.0,False,3.691,0
scenario383,c1,base,right,left,right,0,100,40,80,40,60,0,0.4,False,5.126,0
scenario384,c2,right,base,base,left,20,60,20,60,40,60,80,1.0,False,4.113,0
scenario385,c1,base,left,left,right,0,0,60,40,60,80,60,0.8,False,5.039,0
scenario386,c2,base,left,right,left,0,60,60,20,60,100,60,0.8,False,5.393,0
scenario387,c4,left,right,right,base,0,80,100,80,40,40,60,1.0,False,1.734,0
scenario388,c4,left,base,right,base,0,20,100,40,40,80,60,0.2,True,0.0,1
scenario389,c2,base,left,right,left,0,0,100,80,20,80,100,1.0,False,5.003,0
scenario390,c1,left,right,base,left,100,100,20,100,0,60,0,0.2,False,1831.372,0
scenario391,c1,left,right,base,right,80,0,0,100,60,100,60,0.1,False,3.54,0
scenario392,c1,left,right,base,right,100,60,0,100,100,80,100,0.4,False,3.039,0
scenario393,c1,left,right,base,right,100,60,0,0,0,0,40,0.8,False,1445.935,0
scenario394,c1,left,right,base,left,100,40,100,100,0,80,100,0.2,False,4.61,0
scenario395,c1,left,right,base,right,80,0,0,80,100,40,20,0.1,False,2.891,0
scenario396,c1,left,right,base,right,100,0,80,100,60,20,0,0.4,False,2.974,0
scenario397,c1,left,right,base,right,80,40,0,100,80,20,100,0.1,False,2.635,0
scenario398,c1,left,right,base,right,100,80,100,100,100,60,20,0.4,False,2.615,0
scenario399,c1,left,right,base,right,100,80,100,80,40,100,80,0.2,False,7.549,0
scenario400,c1,left,right,base,left,100,40,60,100,0,60,0,0.4,False,9999.0,0
scenario401,c1,left,right,base,left,100,100,0,80,20,0,40,0.6,False,4.629,0
scenario402,c1,left,right,base,right,100,80,100,100,100,60,20,0.4,False,2.649,0
scenario403,c1,left,right,base,right,100,60,80,100,100,20,40,0.4,False,2.795,0
scenario404,c1,base,right,left,right,100,80,100,100,40,60,20,0.2,False,4.892,0
scenario405,c1,left,right,base,right,80,80,100,100,100,60,40,0.2,False,2.803,0
scenario406,c4,left,right,right,base,100,60,100,100,100,80,0,0.4,True,0.0,1
scenario407,c4,right,base,left,base,100,100,100,100,60,60,0,0.2,False,3.204,0
scenario408,c2,right,left,base,left,100,80,20,100,100,80,40,0.2,False,4.136,0
scenario409,c1,left,right,base,right,80,80,80,100,100,60,20,0.6,False,3.229,0
scenario410,c1,left,right,base,right,100,80,100,80,100,20,60,0.2,False,2.169,0
scenario411,c1,left,right,base,right,80,80,100,100,40,60,20,0.6,False,3.22,0
scenario412,c1,left,right,base,left,20,60,100,100,100,80,40,0.4,False,3.991,0
scenario413,c4,left,right,right,base,100,80,100,80,100,60,40,0.4,False,2.37,0
scenario414,c4,left,right,right,base,100,60,100,100,100,80,0,0.4,True,0.0,1
scenario415,c1,left,right,base,left,100,20,80,20,100,60,40,0.8,False,2.382,0
scenario416,c1,base,left,left,right,80,80,100,80,80,60,60,0.4,False,4.091,0
scenario417,c1,left,right,base,left,100,80,80,80,100,40,60,0.2,False,3.636,0
scenario418,c4,right,base,left,base,100,60,100,100,60,80,20,0.1,False,2.937,0
scenario419,c1,left,right,base,right,80,80,80,80,100,40,20,0.4,False,3.088,0
scenario420,c4,right,base,left,right,100,60,80,20,100,60,0,0.4,True,0.0,1
scenario421,c2,right,base,base,left,20,60,60,100,100,80,20,0.4,False,4.177,0
scenario422,c4,left,right,right,base,100,80,80,80,60,40,60,1.0,True,0.0,1
scenario423,c2,base,left,right,base,40,80,100,100,80,100,20,0.2,False,2.779,0
scenario424,c2,base,left,right,base,80,80,0,100,80,80,0,0.8,True,0.0,1
scenario425,c1,left,right,base,left,20,60,40,80,80,80,60,0.2,False,4.798,0
scenario426,c4,left,right,right,base,100,60,100,100,100,80,0,0.4,True,0.0,1
scenario427,c4,left,right,right,base,100,60,60,60,80,40,60,0.8,False,2.011,0
scenario428,c2,right,base,base,left,40,60,80,100,100,80,0,0.4,False,4.016,0
scenario429,c2,right,left,base,left,100,80,100,100,80,80,0,0.1,False,3.51,0
scenario430,c4,left,base,right,base,40,100,100,100,100,40,40,0.1,True,0.0,1
scenario431,c4,right,base,left,base,100,60,100,100,80,100,40,0.2,False,2.977,0
scenario432,c1,left,right,base,left,100,20,60,0,100,60,40,0.8,False,3.054,0
scenario433,c1,left,right,base,left,100,0,100,20,100,60,40,1.0,False,3.368,0
scenario434,c1,base,left,left,right,100,80,100,60,0,80,80,0.2,False,5.238,0
scenario435,c4,left,right,right,base,100,60,100,100,40,60,20,0.4,True,0.0,1
scenario436,c4,left,right,right,base,0,80,60,80,80,80,60,0.6,False,1.934,0
scenario437,c1,left,right,base,left,100,40,80,20,100,60,20,0.8,False,4.254,0
scenario438,c4,left,right,right,base,100,60,100,100,100,80,0,0.4,False,2.105,0
scenario439,c2,right,base,base,left,0,60,100,40,80,100,0,0.1,False,9999.0,0
scenario440,c1,base,left,left,right,80,20,60,0,100,40,40,0.8,False,5.093,0
scenario441,c1,left,right,base,right,40,80,60,80,100,80,100,0.4,False,3.149,0
scenario442,c1,left,right,base,left,100,60,100,0,100,100,20,0.1,False,4.127,0
scenario443,c1,left,right,base,left,0,20,40,40,20,60,40,0.6,False,5.041,0
scenario444,c1,base,left,left,right,40,100,80,100,100,40,40,0.2,False,2.812,0
scenario445,c2,right,left,base,left,100,100,80,100,100,60,20,0.8,False,4.005,0
scenario446,c2,base,left,right,base,100,20,0,0,100,60,40,0.8,False,2.171,0
scenario447,c1,base,right,left,right,20,80,80,20,100,60,20,0.8,False,4.258,0
scenario448,c1,left,right,base,right,100,40,80,0,100,40,0,0.6,False,2.484,0
scenario449,c4,right,base,left,base,100,40,80,60,100,100,40,0.4,False,3.927,0
scenario450,c4,left,right,right,base,100,60,100,100,100,80,0,0.4,False,2.116,0
scenario451,c4,right,base,left,base,100,60,80,100,100,80,0,0.6,False,3.176,0
scenario452,c2,base,left,right,base,0,80,100,60,60,100,20,0.2,False,3.99,0
scenario453,c2,base,left,right,base,40,60,100,0,100,60,40,0.8,False,2.699,0
scenario454,c2,right,base,base,left,80,100,40,100,100,60,80,1.0,False,3.699,0
scenario455,c4,left,base,right,base,100,40,80,80,100,100,80,0.6,True,0.0,1
scenario456,c4,right,base,left,base,100,20,0,20,80,80,20,0.6,False,2.649,0
scenario457,c2,right,base,base,left,80,20,0,20,80,60,100,1.0,False,3.888,0
scenario458,c2,right,base,base,left,60,60,0,80,60,80,100,0.6,False,4.277,0
scenario459,c4,right,base,left,right,80,20,80,0,100,60,20,1.0,True,0.0,1
scenario460,c2,right,base,base,left,80,0,100,20,100,60,80,0.6,False,4.031,0
scenario461,c1,left,right,base,left,100,80,80,0,80,60,40,1.0,False,8.114,0
scenario462,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario463,c1,left,right,base,right,80,60,20,100,80,0,100,0.1,False,2.874,0
scenario464,c1,left,right,base,right,100,0,80,100,60,20,20,0.2,False,2.865,0
scenario465,c4,right,base,left,base,80,60,100,100,100,80,100,0.4,False,3.424,0
scenario466,c1,left,right,base,right,80,40,20,100,100,80,100,0.4,False,2.911,0
scenario467,c1,left,right,base,left,100,40,100,100,0,80,80,0.2,False,2020.956,0
scenario468,c1,left,right,base,right,80,40,0,100,80,20,60,0.1,False,2.954,0
scenario469,c4,left,right,right,base,100,60,80,100,100,80,100,0.4,False,2.823,0
scenario470,c1,left,right,base,right,100,60,0,100,100,80,0,0.4,False,3.033,0
scenario471,c4,left,base,right,base,60,20,0,60,20,20,40,0.6,True,0.0,1
scenario472,c2,right,left,base,left,80,100,0,80,100,40,20,0.1,False,2.424,0
scenario473,c1,left,right,base,left,100,60,100,100,100,80,20,0.6,False,4.621,0
scenario474,c2,right,left,base,left,80,100,0,80,100,40,20,0.1,False,2.786,0
scenario475,c2,right,left,base,left,80,100,0,40,80,40,40,0.1,False,4.101,0
scenario476,c1,left,right,base,right,60,80,0,80,100,40,0,0.2,False,2.671,0
scenario477,c2,right,left,base,left,100,80,0,60,100,40,40,0.1,False,3.881,0
scenario478,c2,right,left,base,left,80,20,100,80,40,40,20,0.1,False,3.853,0
scenario479,c1,base,left,left,right,100,100,0,60,100,40,80,0.1,False,3.284,0
scenario480,c2,base,left,right,left,60,100,0,100,100,40,20,0.2,False,3.236,0
scenario481,c1,left,right,base,left,100,80,20,80,100,20,60,0.2,False,2.355,0
scenario482,c2,right,left,base,left,80,100,40,100,100,60,100,0.6,False,3.944,0
scenario483,c1,left,right,base,left,80,100,0,100,80,20,40,0.2,False,2.698,0
scenario484,c2,base,left,right,left,80,100,0,100,100,40,20,0.2,False,4.037,0
scenario485,c2,right,left,base,left,80,100,0,80,80,40,40,0.2,False,4.049,0
scenario486,c1,left,right,base,left,100,80,20,80,100,20,60,0.2,False,2.436,0
scenario487,c2,right,left,base,left,60,100,60,100,100,60,60,0.2,False,3.993,0
scenario488,c2,right,left,base,left,100,100,0,60,80,20,60,0.1,False,2.689,0
scenario489,c1,base,right,left,right,60,80,0,80,100,40,100,0.8,False,4.909,0
scenario490,c2,right,left,base,left,60,80,0,60,100,40,40,0.1,False,3.421,0
scenario491,c1,left,right,base,right,80,100,0,40,100,60,0,0.4,False,3.114,0
scenario492,c4,right,base,left,right,80,80,0,0,100,40,0,0.1,True,0.0,1
scenario493,c1,base,left,left,right,60,100,0,100,100,40,0,1.0,False,4.557,0
scenario494,c2,right,left,base,left,80,100,20,80,60,60,40,0.2,False,4.117,0
scenario495,c1,left,right,base,left,100,60,0,60,100,60,20,0.2,False,4.647,0
scenario496,c2,right,left,base,left,60,80,0,60,80,40,20,0.2,True,0.0,1
scenario497,c1,left,right,base,right,100,80,0,40,100,60,60,0.1,False,3.137,0
scenario498,c4,right,base,left,right,80,80,0,0,100,40,0,0.1,True,0.0,1
scenario499,c1,base,right,left,right,80,80,100,40,100,80,0,0.4,False,5.241,0
scenario500,c1,left,right,base,right,60,40,0,80,100,60,80,0.1,False,2.846,0
scenario501,c4,left,base,right,base,80,80,0,40,100,20,60,0.2,True,0.0,1
scenario502,c2,base,left,right,left,60,80,80,60,100,60,40,0.4,False,3.583,0
scenario503,c2,right,left,base,left,60,80,60,100,100,60,40,0.2,False,4.014,0
scenario504,c2,right,left,base,left,80,20,40,100,80,80,60,0.4,False,3.983,0
scenario505,c1,left,right,base,left,100,40,20,80,100,60,100,0.1,False,4.588,0
scenario506,c4,right,base,left,right,60,100,20,60,100,60,0,0.1,True,0.0,1
scenario507,c1,base,right,left,right,60,80,80,60,100,20,20,0.2,True,0.0,1
scenario508,c4,left,base,right,base,100,80,80,20,100,20,80,0.4,True,0.0,1
scenario509,c4,right,base,left,right,80,100,0,20,40,60,0,0.1,False,0.984,0
scenario510,c4,right,base,left,right,80,80,0,0,100,40,0,0.1,True,0.0,1
scenario511,c4,left,right,right,base,100,40,40,80,100,0,100,0.2,False,1.843,0
scenario512,c1,base,left,left,right,60,20,0,100,100,40,20,0.1,False,2.707,0
scenario513,c4,left,right,right,base,0,80,60,100,20,40,40,0.1,True,0.0,1
scenario514,c2,right,base,base,left,100,80,100,60,100,100,0,0.2,False,6148.997,0
scenario515,c4,left,base,right,base,60,20,20,80,80,80,80,0.6,False,2.875,0
scenario516,c4,left,base,right,base,40,40,20,60,100,40,60,0.2,True,0.0,1
scenario517,c4,right,base,left,base,20,40,60,80,100,80,20,0.2,False,3.416,0
scenario518,c1,base,right,left,right,80,60,0,80,80,60,100,0.1,False,4.603,0
scenario519,c2,base,left,right,left,80,100,100,60,0,40,20,0.2,False,4.674,0
scenario520,c1,base,left,left,right,100,40,0,60,100,80,40,0.1,False,4.622,0
scenario521,c2,base,left,right,base,0,60,60,20,100,0,80,0.6,False,2.465,0
scenario522,c4,right,base,left,right,80,80,0,0,100,40,0,0.1,True,0.0,1
scenario523,c4,left,base,right,base,40,60,60,40,40,0,60,0.8,False,2.021,0
scenario524,c2,right,left,base,left,40,80,80,80,80,60,80,0.4,False,2.321,0
scenario525,c4,left,base,right,base,60,20,20,80,80,80,100,0.6,False,1.831,0
scenario526,c1,left,right,base,left,100,20,60,60,100,80,20,0.8,False,5.165,0
scenario527,c2,right,left,base,left,60,20,0,80,80,80,60,0.6,False,4.014,0
scenario528,c4,left,base,right,base,40,20,0,80,80,60,80,0.4,False,1.897,0
scenario529,c2,right,left,base,left,100,0,60,60,100,0,100,0.1,True,0.0,1
scenario530,c4,right,base,left,base,100,60,0,60,80,100,100,0.1,False,3.511,0
scenario531,c2,right,left,base,left,40,20,0,80,60,80,60,0.8,False,9999.0,0
scenario532,c1,base,right,left,right,100,60,0,60,100,80,40,0.2,False,5.285,0
scenario533,c1,base,right,left,right,100,60,40,40,100,20,80,0.6,False,4.378,0
scenario534,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario535,c1,left,right,base,right,100,0,100,100,60,20,20,0.8,False,1.922,0
scenario536,c4,right,base,left,right,0,60,100,80,40,100,60,1.0,False,0.843,0
scenario537,c4,right,base,left,base,80,60,100,80,100,20,40,0.4,False,2.303,0
scenario538,c1,left,right,base,right,100,60,0,100,100,80,20,0.4,False,2.94,0
scenario539,c4,right,base,left,right,80,80,0,20,20,20,40,0.6,True,0.0,1
scenario540,c4,right,base,left,base,60,20,0,0,100,40,0,0.2,False,2.397,0
scenario541,c4,right,base,left,right,0,60,100,60,60,100,80,0.8,False,0.807,0
scenario542,c4,right,base,left,base,0,60,80,80,40,0,80,1.0,False,3.335,0
scenario543,c4,left,base,right,base,60,20,0,60,20,20,40,0.1,True,0.0,1
scenario544,c1,left,right,base,right,100,60,20,100,80,0,100,0.1,False,2.521,0
scenario545,c4,left,right,right,base,0,80,0,0,100,40,0,0.1,True,0.0,1
scenario546,c4,right,base,left,right,0,60,100,60,60,100,80,0.8,True,0.0,1
scenario547,c4,right,base,left,right,0,80,0,60,80,80,80,1.0,False,0.811,0
scenario548,c2,right,left,base,left,40,60,80,40,60,80,80,0.6,False,3.861,0
scenario549,c1,left,right,base,left,20,60,100,40,60,80,80,0.8,False,4.023,0
scenario550,c4,right,base,left,base,20,100,100,80,60,100,60,0.8,False,4.917,0
scenario551,c1,base,right,left,right,0,80,40,20,40,100,80,0.1,False,9999.0,0
scenario552,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario553,c1,left,right,base,right,100,0,100,100,60,20,20,0.8,False,2.65,0
scenario554,c4,right,base,left,right,0,60,100,80,40,100,60,1.0,True,0.0,1
scenario555,c4,right,base,left,base,80,60,100,80,100,20,40,0.4,False,2.087,0
scenario556,c1,left,right,base,right,100,60,0,100,100,80,20,0.4,False,3.012,0
scenario557,c4,right,base,left,right,80,80,0,20,20,20,40,0.6,True,0.0,1
scenario558,c4,right,base,left,base,60,20,0,0,100,40,0,0.2,False,2.673,0
scenario559,c4,right,base,left,right,0,60,100,60,60,100,80,0.8,True,0.0,1
scenario560,c4,right,base,left,base,0,60,80,80,40,0,80,1.0,False,2.369,0
scenario561,c4,left,base,right,base,60,20,0,60,20,20,40,0.1,True,0.0,1
scenario562,c1,left,right,base,right,100,60,20,100,80,0,100,0.1,False,2.655,0
scenario563,c4,left,right,right,base,0,80,0,0,100,40,0,0.1,True,0.0,1
scenario564,c4,right,base,left,base,80,60,100,80,100,20,40,0.4,False,2.001,0
scenario565,c1,base,right,left,right,0,80,100,100,100,0,40,0.6,True,0.0,1
scenario566,c1,left,right,base,right,40,60,80,80,20,20,40,0.1,False,3.8,0
scenario567,c4,right,base,left,base,60,60,100,80,100,40,40,0.4,False,2.228,0
scenario568,c2,right,left,base,left,80,20,80,80,100,20,40,0.2,True,0.0,1
scenario569,c4,right,base,left,base,60,100,100,100,100,80,60,0.6,False,2.486,0
scenario570,c4,right,base,left,right,60,60,100,60,100,20,40,0.6,True,0.0,1
scenario571,c4,left,base,right,base,60,60,100,60,100,20,40,0.4,False,1.769,0
scenario572,c4,left,right,right,base,60,80,80,60,100,0,40,0.1,True,0.0,1
scenario573,c4,right,base,left,right,60,60,100,60,80,80,40,0.8,True,0.0,1
scenario574,c4,right,base,left,base,80,60,80,80,100,40,20,0.6,False,2.108,0
scenario575,c2,base,left,right,base,100,80,80,80,80,100,60,0.4,False,2.643,0
scenario576,c1,base,right,left,right,0,80,100,100,100,0,40,0.6,False,3.054,0
scenario577,c1,base,left,left,right,80,40,80,40,60,100,40,0.8,False,9999.0,0
scenario578,c2,right,left,base,left,80,40,100,80,80,20,40,0.4,True,0.0,1
scenario579,c2,right,left,base,left,100,20,100,80,0,40,20,0.1,False,3430.968,0
scenario580,c1,left,right,base,left,60,100,100,80,100,20,60,0.6,False,2.758,0
scenario581,c2,base,left,right,base,20,60,60,0,40,40,20,0.1,False,2.79,0
scenario582,c4,right,base,left,right,60,80,80,40,100,100,60,0.8,True,0.0,1
scenario583,c1,left,right,base,right,40,40,100,80,0,0,20,0.1,False,1330.884,0
scenario584,c4,right,base,left,right,60,80,100,60,80,60,40,1.0,True,0.0,1
scenario585,c1,base,right,left,right,0,60,100,80,80,0,40,0.6,False,4.769,0
scenario586,c1,left,right,base,left,0,40,100,60,100,40,40,0.4,False,2.307,0
scenario587,c1,left,right,base,left,80,60,100,80,60,20,20,0.2,False,3.172,0
scenario588,c2,right,left,base,left,80,40,100,80,80,20,40,0.4,False,2.294,0
scenario589,c1,base,left,left,right,40,100,80,60,100,60,40,0.2,False,3.585,0
scenario590,c1,left,right,base,right,40,80,60,60,100,100,20,1.0,False,3.193,0
scenario591,c4,left,right,right,base,80,80,100,100,60,20,0,0.2,True,0.0,1
scenario592,c4,left,right,right,base,20,80,80,60,100,40,40,1.0,True,0.0,1
scenario593,c4,right,base,left,base,20,80,100,80,80,0,20,0.8,True,0.0,1
scenario594,c4,right,base,left,right,60,80,60,60,100,100,60,0.8,False,0.765,0
scenario595,c4,left,base,right,base,100,40,80,0,0,0,20,0.2,False,7418.147,0
scenario596,c1,left,right,base,left,80,80,80,80,60,40,40,0.2,False,2.686,0
scenario597,c2,right,left,base,left,40,100,100,80,60,20,20,0.4,True,0.0,1
scenario598,c2,right,left,base,left,40,20,100,80,0,40,0,0.2,False,2.306,0
scenario599,c1,left,right,base,right,100,80,80,60,80,20,0,0.4,False,2.995,0
scenario600,c4,left,right,right,base,80,80,100,100,60,20,0,0.2,True,0.0,1
scenario601,c4,right,base,left,right,60,100,100,100,60,20,40,0.2,True,0.0,1
scenario602,c4,left,base,right,base,80,80,100,100,0,20,0,0.2,False,9999.0,0
scenario603,c2,right,base,base,left,60,100,80,80,80,20,20,0.6,True,0.0,1
scenario604,c4,left,base,right,base,100,20,80,0,20,0,20,0.1,True,0.0,1
scenario605,c4,left,right,right,base,20,100,80,60,80,60,20,1.0,True,0.0,1
scenario606,c4,left,base,right,base,100,80,0,100,40,20,20,0.8,True,0.0,1
scenario607,c1,left,right,base,right,0,60,100,40,80,0,0,0.2,False,2.611,0
scenario608,c1,left,right,base,right,0,100,40,80,100,100,20,1.0,False,3.052,0
scenario609,c2,base,left,right,left,40,80,80,40,40,40,20,0.8,False,3.212,0
scenario610,c1,left,right,base,right,100,40,100,60,80,100,0,0.4,False,2.772,0
scenario611,c4,left,base,right,base,100,80,100,100,80,20,0,0.2,True,0.0,1
scenario612,c4,left,right,right,base,80,80,100,100,60,20,0,0.2,True,0.0,1
scenario613,c4,left,base,right,base,80,100,100,100,100,0,0,0.1,True,0.0,1
scenario614,c2,base,left,right,base,0,100,60,60,80,60,20,1.0,False,3.784,0
scenario615,c4,left,right,right,base,100,60,80,80,0,20,40,0.4,False,9999.0,0
scenario616,c1,left,right,base,right,80,80,80,100,0,20,100,0.1,False,1.794,0
scenario617,c4,right,base,left,right,100,40,80,20,0,0,0,0.1,True,0.0,1
scenario618,c4,left,base,right,base,80,100,20,80,80,20,20,0.2,True,0.0,1
scenario619,c2,right,base,base,left,60,0,100,80,80,20,40,0.4,True,0.0,1
scenario620,c4,left,base,right,base,80,80,100,80,0,40,60,0.1,False,8958.16,0
scenario621,c1,left,right,base,right,0,40,80,40,0,0,0,0.1,False,9999.0,0
scenario622,c4,right,base,left,right,80,80,0,100,60,20,60,0.6,True,0.0,1
scenario623,c2,right,left,base,left,40,100,60,40,40,20,0,0.8,False,3.788,0
scenario624,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario625,c4,left,base,right,base,80,20,0,60,20,20,40,0.1,True,0.0,1
scenario626,c4,left,right,right,base,0,80,80,0,100,60,0,0.1,False,1.791,0
scenario627,c4,left,base,right,base,0,80,0,0,20,40,0,0.1,True,0.0,1
scenario628,c4,right,base,left,right,0,60,100,80,20,100,60,1.0,True,0.0,1
scenario629,c4,left,base,right,base,60,20,0,60,20,20,40,1.0,True,0.0,1
scenario630,c4,right,base,left,right,0,60,100,80,40,60,40,0.1,False,1.006,0
scenario631,c4,left,right,right,base,0,80,0,0,100,40,20,0.1,True,0.0,1
scenario632,c4,right,base,left,right,0,60,100,20,60,100,100,0.8,False,1.013,0
scenario633,c1,left,right,base,right,80,0,100,100,60,20,20,0.6,False,2.815,0
scenario634,c2,right,base,base,left,100,0,20,100,80,0,100,0.1,True,0.0,1
scenario635,c4,right,base,left,base,0,60,0,0,100,40,0,0.2,False,2.92,0
scenario636,c2,base,left,right,base,100,0,0,20,0,0,100,0.2,False,4.171,0
scenario637,c2,base,left,right,base,100,100,40,0,20,0,100,1.0,False,3.425,0
scenario638,c2,right,left,base,left,0,40,100,0,0,40,100,0.1,False,2.911,0
scenario639,c2,right,left,base,left,100,60,0,20,100,60,100,1.0,True,0.0,1
scenario640,c2,right,left,base,left,0,100,100,100,80,100,20,1.0,False,9999.0,0
scenario641,c1,left,right,base,left,80,60,0,60,0,100,100,1.0,False,4.168,0
scenario642,c2,right,left,base,left,20,60,0,0,0,20,40,1.0,False,3.597,0
scenario643,c2,right,left,base,left,100,100,0,80,40,40,60,1.0,False,3.851,0
scenario644,c1,base,right,left,right,100,100,0,0,0,0,40,0.4,False,9999.0,0
scenario645,c2,right,left,base,left,20,80,20,20,100,0,0,1.0,False,2.232,0
scenario646,c2,base,left,right,base,100,0,0,20,40,0,0,0.4,False,2.688,0
scenario647,c2,right,left,base,left,40,60,0,40,0,0,100,0.8,False,5.904,0
scenario648,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
