Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario26,c2,right,base,base,left,1.0,80,100,0,0,40,40,0,0,2.058648383667699,0
scenario27,c4,left,base,right,base,0.1,40,20,0,0,0,100,60,1,0.0,1
scenario28,c4,right,base,left,base,1.0,40,20,80,80,20,80,100,0,3.16424469055961,0
scenario29,c1,base,left,left,right,0.4,80,80,20,80,20,40,60,0,4.3833877404480335,0
scenario30,c1,left,right,base,left,0.1,20,40,60,100,100,0,60,0,4.754538692047278,0
scenario31,c1,left,right,base,right,0.2,60,0,60,0,0,60,100,0,5.565800564409721,0
scenario32,c4,right,base,left,right,0.6,40,0,100,60,0,40,0,1,0.0,1
scenario33,c2,base,left,right,left,0.4,100,20,100,40,100,20,0,0,3.150968042054051,0
scenario34,c1,left,right,base,right,0.6,0,20,20,100,80,80,40,0,3023.353889479072,0
scenario35,c4,left,right,right,base,0.2,100,60,80,0,80,80,80,1,0.0,1
scenario36,c4,right,base,left,base,0.2,60,20,40,20,20,40,20,0,3.5386708980608206,0
scenario37,c1,left,right,base,left,0.4,20,60,20,20,40,100,100,0,1096.8409569621074,0
scenario38,c2,base,left,right,left,0.1,60,0,20,0,20,0,0,1,0.0,1
scenario39,c2,base,left,right,left,0.8,20,60,80,80,60,40,0,0,3.885609938900631,0
scenario40,c4,right,base,left,base,0.8,100,80,60,40,80,100,60,0,3.214722053691977,0
scenario41,c4,right,base,left,right,0.6,80,0,60,100,60,20,100,1,0.0,1
scenario42,c1,base,right,left,right,0.1,80,100,40,60,80,60,0,0,3.853474854597492,0
scenario43,c1,left,right,base,right,0.8,40,40,80,100,40,20,80,0,3.386910225409105,0
scenario44,c4,right,base,left,base,0.2,20,100,0,40,0,0,40,0,2.4388739416441507,0
scenario45,c2,base,left,right,left,0.8,0,100,0,60,100,100,20,0,3.7601011222263137,0
scenario46,c4,right,base,left,base,1.0,0,60,100,0,100,0,100,0,2.2499499142239703,0
scenario47,c1,left,right,base,right,0.4,40,100,60,100,100,80,80,0,3.116097776388573,0
scenario48,c1,base,right,left,right,1.0,100,40,20,20,20,20,20,0,2.644954495601016,0
scenario49,c1,left,right,base,right,0.2,100,60,60,60,60,100,40,0,2.866292832947595,0
scenario50,c2,base,left,right,left,1.0,0,0,0,80,80,60,80,0,3.696641902852266,0
scenario51,c4,left,base,right,base,0.8,60,100,40,100,40,60,100,1,0.0,1
scenario52,c4,right,base,left,base,0.8,40,80,20,20,0,60,0,0,2.4563197962096988,0
scenario53,c1,left,right,base,right,0.6,100,20,0,40,60,60,60,0,2.2781923953539605,0
scenario54,c2,base,left,right,base,0.6,40,80,80,0,40,100,40,0,4.157054410113869,0
scenario55,c4,right,base,left,base,0.1,60,80,100,40,40,0,100,0,3.2256712070033404,0
scenario56,c1,left,right,base,right,1.0,20,40,20,0,0,80,0,0,2.8164783072069213,0
scenario57,c2,base,left,right,base,0.4,40,0,100,40,80,0,60,0,2.0116896263150696,0
scenario58,c2,right,base,base,left,0.2,80,40,20,80,100,0,60,0,4.289609873824891,0
scenario59,c4,right,base,left,right,0.1,0,0,40,80,40,40,80,1,0.0,1
scenario60,c4,right,base,left,right,0.4,100,60,40,80,0,80,80,1,0.0,1
scenario61,c1,left,right,base,right,0.6,20,100,40,20,20,60,60,0,5.18819455254051,0
