Instances,PathInteraction,feature_GoalEgo,feature_WindIntensity,feature_RoadFriction,feature_FogDistance,feature_StartOther,feature_PrecipitationDeposits,feature_Cloudiness,feature_FogDensity,feature_GoalOther,feature_Precipitation,feature_Wetness,feature_StartEgo,collision,min_ttc,algo_safety
scenario1,c4,base,20,0.8,20,right,0,100,60,base,40,20,left,0,1.4130263371757048,0
scenario2,c2,left,100,0.2,100,base_left_lane,60,20,40,left,20,0,right,0,3.4735276634597088,0
scenario3,c2,left,40,0.8,40,base_left_lane,80,100,80,left,80,40,right,0,3.1249830868203645,0
scenario4,c2,left,40,0.2,0,right,60,80,0,base,80,40,base,0,2.5731579794188004,0
scenario5,c2,left,0,0.1,40,base_left_lane,20,40,20,left,80,100,right,0,3.444458043952088,0
scenario6,c2,left,0,0.6,40,right,80,20,60,base,60,0,base,0,2.7108776041958578,0
scenario7,c4,base,0,0.6,20,left,80,40,40,base,60,60,right,0,3.4886752148264897,0
scenario8,c2,left,40,0.4,80,right,100,0,80,left,20,0,base,0,4.884325726274078,0
scenario9,c2,left,20,0.1,20,base_left_lane,100,20,40,left,80,20,right,0,5.470881783873659,0
scenario10,c4,base,20,0.2,40,right,60,60,60,base,100,0,left,1,0.0,1
scenario11,c1,right,80,0.1,60,base_left_lane,60,80,20,left,100,80,left,1,0.0,1
scenario12,c2,left,40,0.4,0,base_left_lane,40,0,100,left,60,0,right,0,2.57837870180232,0
scenario13,c2,left,80,0.6,0,base_left_lane,100,40,0,left,100,0,right,0,5.7096936169116015,0
scenario14,c2,left,0,0.4,40,right,80,20,80,base,100,60,base,0,3.975585791114965,0
scenario15,c1,right,0,0.4,20,left,100,20,0,right,100,40,base,0,4173.26542260488,0
scenario16,c1,left,80,0.6,80,left,40,40,40,right,20,0,base,0,4.561840106654647,0
scenario17,c1,right,40,0.6,0,left,100,0,0,right,20,0,base,0,9999.0,0
scenario18,c1,right,80,0.6,100,base,100,80,60,right,0,0,left,0,3.3986484359779427,0
scenario19,c4,right,0,1.0,20,right,80,40,40,base,80,80,left,0,2.4919533486216805,0
scenario20,c4,base,80,0.6,60,right,60,80,40,base,40,60,left,0,2.025542325527647,0
scenario21,c1,right,80,1.0,60,left,80,40,100,right,60,80,base,0,5.002680755736009,0
scenario22,c1,right,0,0.1,80,base_left_lane,80,80,20,left,100,100,left,1,0.0,1
scenario23,c2,base,20,1.0,0,base_left_lane,40,40,80,left,40,40,right,0,2.6286392810071724,0
scenario24,c1,right,0,0.1,100,base,0,0,100,right,80,0,left,0,2.93052570903063,0
scenario25,c1,left,80,0.4,20,left,40,100,40,right,40,40,base,0,4.6302317859629,0
scenario26,c2,left,80,0.1,80,base_left_lane,0,100,60,left,20,20,right,0,5.714219276002507,0
scenario27,c4,base,20,0.8,0,right,100,80,60,base,40,80,left,0,1.96298147852624,0
scenario28,c4,base,80,0.4,60,right,20,0,20,base,20,60,left,0,1.8258243326044792,0
scenario29,c4,base,60,1.0,60,right,0,40,80,base,60,60,left,0,1.8105981798283648,0
scenario30,c4,base,0,0.2,0,right,60,100,100,base,80,40,left,0,2.2184699207758296,0
scenario31,c4,base,100,0.8,40,right,80,20,20,base,80,20,left,0,1.8786730916935688,0
scenario32,c4,base,80,1.0,20,left,80,60,80,right,60,0,right,1,0.0,1
scenario33,c4,base,100,0.1,60,left,40,80,40,right,40,100,right,1,0.0,1
scenario34,c1,left,40,0.1,40,left,80,0,20,right,60,20,base,0,7.988829304273786,0
scenario35,c2,left,40,0.6,60,right,60,80,20,left,20,60,base,0,4.874027698193942,0
scenario36,c1,left,20,0.4,20,left,20,40,40,right,100,40,base,0,4.80224792651629,0
scenario37,c2,base,80,1.0,40,base_left_lane,80,80,60,left,80,20,right,0,2.9381757002471662,0
scenario38,c4,base,40,0.1,40,right,60,20,0,base,80,100,left,0,1.4455347566003665,0
scenario39,c1,left,40,0.2,60,left,100,40,40,right,100,60,base,0,4.408194821373947,0
scenario40,c4,base,20,0.8,0,left,40,20,40,base,60,100,right,0,3.040676203832396,0
scenario41,c1,right,0,1.0,0,left,60,100,60,right,60,40,base,0,5.1921024329966645,0
scenario42,c2,left,80,0.1,60,right,60,60,100,left,40,80,base,0,4.134823699931347,0
scenario43,c4,base,80,0.1,0,right,20,80,80,base,100,40,left,0,2.1154737847826524,0
scenario44,c1,right,40,0.8,60,left,60,0,100,right,40,20,base,0,4.827941771379892,0
scenario45,c1,right,0,0.6,100,left,80,100,0,right,0,80,base,0,9999.0,0
scenario46,c2,left,80,0.4,60,base_left_lane,0,20,60,left,40,100,right,0,3.160546206251184,0
scenario47,c4,base,60,0.2,60,right,80,40,100,base,40,0,left,1,0.0,1
scenario48,c4,base,0,0.4,100,left,40,40,60,right,20,20,right,1,0.0,1
scenario49,c1,right,60,0.8,60,left,20,20,20,right,60,100,base,0,4.120832753396839,0
scenario50,c4,base,60,0.1,80,right,40,20,20,base,80,40,left,0,1.4133352718108143,0
scenario51,c1,right,100,0.4,0,left,100,100,80,right,0,80,base,0,2.467840016185164,0
scenario52,c4,base,100,0.2,80,right,100,80,40,base,20,40,left,0,2.31926939507393,0
scenario53,c1,right,80,0.4,40,base,100,80,0,right,0,100,left,0,3.129061926430709,0
scenario54,c2,base,80,0.6,80,base_left_lane,80,40,100,left,40,100,right,0,3.406817914892789,0
scenario55,c1,left,60,0.2,60,left,40,80,40,right,100,60,base,0,5.037565682082411,0
scenario56,c1,right,0,0.1,80,left,80,60,80,right,20,0,base,0,4.736820171744758,0
scenario57,c1,right,20,0.4,60,base_left_lane,80,100,80,left,0,0,left,0,2.192093896210186,0
scenario58,c2,left,60,0.2,0,base_left_lane,100,20,80,left,60,40,right,0,2.34798268751665,0
scenario59,c4,right,60,1.0,20,right,0,80,40,base,0,0,left,0,2.168568994578244,0
scenario60,c2,base,40,0.2,80,base_left_lane,80,40,100,left,20,20,right,0,5.330614191571633,0
scenario61,c4,base,0,0.4,80,right,60,80,20,base,40,20,left,1,0.0,1
scenario62,c4,base,100,0.8,60,right,40,40,80,base,80,60,left,0,2.1525851015237984,0
scenario63,c4,base,80,0.1,80,left,60,60,20,base,0,100,right,0,3.065233350870183,0
scenario64,c2,left,80,1.0,20,right,40,100,40,base,40,40,base,0,4.078057507792373,0
scenario65,c1,right,60,0.4,0,base,40,0,100,right,40,80,left,0,1.815599903827392,0
scenario66,c2,base,20,0.1,20,base_left_lane,60,60,40,left,0,60,right,0,3.0489955821594106,0
scenario67,c4,right,100,0.6,20,right,0,0,80,base,60,20,left,0,2.11578171406159,0
scenario68,c4,base,100,0.8,0,left,80,80,80,right,100,0,right,1,0.0,1
scenario69,c4,right,80,0.8,60,right,100,80,40,base,100,60,left,0,2.379179538829717,0
scenario70,c4,base,80,0.6,20,right,40,100,60,base,20,40,left,0,2.290453909927661,0
scenario71,c1,right,40,0.4,20,base,0,60,0,right,40,80,left,0,840.1145608498016,0
scenario72,c1,right,40,1.0,20,left,40,80,80,right,0,60,base,0,4.844346790168012,0
scenario73,c1,right,0,0.6,80,left,0,40,80,right,60,100,base,0,3.9453155305491774,0
scenario74,c1,right,80,1.0,0,left,80,0,60,right,60,20,base,0,4.593470060156519,0
scenario75,c1,right,0,0.2,60,left,40,60,60,right,100,0,base,0,5.0330129110886,0
scenario76,c1,left,40,0.1,0,left,0,60,60,right,40,20,base,0,2.699464404645489,0
scenario77,c2,left,80,0.6,20,base_left_lane,40,100,20,left,20,100,right,0,3.483252769933832,0
scenario78,c1,right,80,1.0,0,left,80,0,100,right,60,20,base,0,3.1932420305162705,0
