Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.7704,-0.3073,-0.3737,-0.0011,0.0197,0.2526,-0.076,-0.0615,-0.0738,0.109,-0.2321,-0.2009
Z_{2},-0.2346,-0.2982,0.5067,-0.4522,-0.1283,0.1055,-0.2625,-0.2207,-0.181,0.3755,0.0258,-0.2053
