instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario1,20,40,0,0,0,0.8,0,100,0,0,0,c1,0.05918,1,2,0,1,0,6.525150873928708,0
scenario2,20,100,0,0,80,0.4,80,20,0,0,0,c2,0.00204,0,1,2,0,0,2.2440544916708665,0
scenario3,20,100,0,0,100,0.2,0,100,0,0,0,c4,0.00144,2,0,1,2,0,0.8417633522947539,0
scenario4,60,20,0,0,0,0.8,80,20,0,0,20,c1,0.00135,1,2,0,2,0,4.155807680856516,0
scenario5,20,40,0,100,40,0.6,0,100,0,0,20,c2,0.00126,2,0,0,1,0,3.249754874644461,0
scenario6,60,20,0,0,80,0.4,0,100,0,0,20,c4,0.00137,1,0,2,0,1,0.0,1
scenario7,80,100,0,0,0,0.8,0,100,0,0,40,c1,0.00128,0,2,1,2,0,2.767497743120737,0
scenario8,40,100,0,0,0,0.8,80,20,0,0,40,c2,0.00219,0,1,2,1,0,3.665482547862746,0
scenario9,20,100,0,40,40,0.8,0,100,0,0,40,c4,0.00266,1,2,2,0,0,3.0145196408601778,0
scenario10,80,20,0,0,0,0.8,0,100,0,0,60,c1,0.00158,0,1,1,2,0,1.0700636272752335,0
scenario11,20,20,0,40,40,0.8,0,100,0,0,60,c2,0.00265,2,1,0,1,0,4.28028904817581,0
scenario12,20,100,20,0,0,0.8,0,100,0,0,60,c4,0.00126,2,0,1,0,0,48.84361109761637,0
scenario13,60,60,0,20,40,0.8,0,100,0,0,80,c1,0.00269,1,2,0,1,0,6.267149639794109,0
scenario14,20,40,0,0,80,0.4,80,20,0,0,80,c2,0.00154,0,1,2,0,0,2.0430761510228987,0
scenario15,20,40,0,0,100,0.2,0,100,0,0,80,c4,0.00172,2,0,1,2,0,0.7913304579583716,0
scenario16,20,80,0,20,40,0.8,80,20,0,0,100,c1,0.00127,1,2,0,2,0,5.044183485257593,0
scenario17,60,80,0,0,80,0.4,0,100,0,0,100,c2,0.0013,2,0,0,1,0,3.3213173637517683,0
scenario18,20,60,0,0,0,0.8,80,20,0,0,100,c4,0.00424,1,0,2,0,0,2.4914281560499187,0
scenario19,20,60,0,60,40,0.6,0,100,0,20,0,c1,0.00219,0,2,1,2,0,2.633533559975697,0
scenario20,60,60,0,0,0,0.8,0,100,0,20,0,c2,0.01783,0,1,2,1,0,5.645788535255577,0
scenario21,60,40,0,60,40,0.6,0,100,0,20,0,c4,0.00135,1,2,2,0,0,4.316343793434499,0
scenario22,20,100,0,80,40,0.6,0,100,0,20,20,c1,0.00127,0,1,1,2,0,3.486257699322751,0
scenario23,60,100,0,20,40,0.8,0,100,0,20,20,c2,0.00268,2,1,0,1,0,3.2535462173953964,0
scenario24,20,60,0,20,40,0.8,0,100,0,20,20,c4,0.00733,2,0,1,0,0,11.721108350201948,0
scenario25,20,20,0,0,0,0.8,80,20,0,20,40,c1,0.00351,1,2,0,1,0,5.745098186827626,0
scenario26,60,20,0,20,40,0.8,0,100,0,20,40,c2,0.00291,0,1,2,0,0,1.8563857595438311,0
scenario27,60,60,0,0,0,0.8,80,20,0,20,40,c4,0.00155,2,0,1,2,1,0.0,1
scenario28,20,80,0,0,20,0.8,0,100,0,20,60,c1,0.00188,1,2,0,2,0,5.528319862324506,0
scenario29,20,20,0,0,80,0.4,0,100,0,20,60,c2,0.00427,2,0,0,1,0,3.0826487660598936,0
scenario30,20,80,0,0,80,0.4,0,100,0,20,60,c4,0.00386,1,0,2,0,1,0.0,1
scenario31,40,20,0,0,0,0.8,0,100,0,20,80,c1,0.0208,0,2,1,2,0,5.699372347738142,0
scenario32,40,80,0,0,0,0.8,0,100,0,20,80,c2,0.01813,0,1,2,1,0,3.421984425611574,0
scenario33,20,20,0,0,20,0.8,0,100,0,20,80,c4,0.00169,1,2,2,0,0,3.424839317431216,0
scenario34,40,40,0,0,80,0.4,0,100,0,20,100,c1,0.00145,0,1,1,2,0,3.61821985085942,0
scenario35,20,20,20,0,0,0.8,0,100,0,20,100,c2,0.00167,2,1,0,1,0,3.7035231657326433,0
scenario36,20,20,0,80,40,0.6,0,100,0,20,100,c4,0.00135,2,0,1,0,0,13.433279214719333,0
scenario37,20,60,20,0,0,0.8,0,100,0,40,0,c1,0.00135,1,2,0,1,0,6.4104823540768505,0
scenario38,40,40,0,20,40,0.8,0,100,0,40,0,c2,0.0032,0,1,2,0,0,1.7780339387736734,0
scenario39,40,80,0,20,40,0.8,0,100,0,40,0,c4,0.00287,2,0,1,2,0,1.296205137546218,0
scenario40,40,40,0,0,0,0.8,80,20,0,40,20,c1,0.00165,1,2,0,2,0,4.175956018593296,0
scenario41,20,40,0,40,40,0.6,0,100,0,40,20,c2,0.00141,2,0,0,1,0,2.6514725647496022,0
scenario42,40,100,0,0,80,0.4,0,100,0,40,20,c4,0.00128,1,0,2,0,0,3.8937110118974334,0
scenario43,60,100,0,0,0,0.8,0,100,0,40,40,c1,0.01753,0,2,1,2,0,3.4236915194858337,0
scenario44,20,80,0,40,40,0.6,0,100,0,40,40,c2,0.00131,0,1,2,1,0,3.571825130945004,0
scenario45,20,80,0,0,0,0.8,80,20,0,40,40,c4,0.00605,1,2,2,0,0,3.159169316996522,0
scenario46,20,60,0,0,80,0.4,0,100,0,40,60,c1,0.00365,0,1,1,2,0,2.4972884796954364,0
scenario47,20,20,0,60,40,0.6,0,100,0,40,60,c2,0.00281,2,1,0,1,0,3.4185229901803647,0
scenario48,60,80,0,0,0,0.8,80,20,0,40,60,c4,0.00232,2,0,1,0,0,2.9450154631141654,0
scenario49,20,100,0,60,40,0.6,0,100,0,40,80,c1,0.00246,1,2,0,1,0,4.864789748609415,0
scenario50,60,60,0,0,80,0.4,0,100,0,40,80,c2,0.00132,0,1,2,0,0,2.235545241420189,0
scenario51,20,60,0,0,20,0.8,0,100,0,40,80,c4,0.00145,2,0,1,2,0,1.2122275678747008,0
scenario52,20,60,0,80,40,0.6,0,100,0,40,100,c1,0.00124,1,2,0,2,0,5.573353707575011,0
scenario53,80,60,0,0,0,0.8,0,100,0,40,100,c2,0.00141,2,0,0,1,0,2.754555196539459,0
scenario54,20,20,0,0,0,0.8,0,100,0,40,100,c4,0.0566,1,0,2,0,0,3.3826722254557944,0
scenario55,20,80,0,0,0,0.8,0,100,0,60,0,c1,0.05148,0,2,1,2,0,3.0649091388890657,0
scenario56,20,80,0,100,40,0.6,0,100,0,60,0,c2,0.00125,0,1,2,1,0,3.428374876565228,0
scenario57,40,40,0,0,0,0.8,0,100,0,60,0,c4,0.02135,1,2,2,0,0,2.00650683439738,0
scenario58,20,20,0,20,40,0.8,0,100,0,60,20,c1,0.00885,0,1,1,2,0,3.438993778965063,0
scenario59,20,80,0,20,40,0.8,0,100,0,60,20,c2,0.00748,2,1,0,1,0,3.573285101952212,0
scenario60,20,60,0,40,40,0.8,0,100,0,60,20,c4,0.00256,2,0,1,0,0,10.574047312475978,0
scenario61,20,20,0,0,100,0.2,0,100,0,60,40,c1,0.0017,1,2,0,1,0,6.015208166179671,0
scenario62,20,100,0,0,0,0.8,0,100,0,60,40,c2,0.04891,0,1,2,0,0,1.808309150514838,0
scenario63,60,20,0,60,40,0.6,0,100,0,60,40,c4,0.00123,2,0,1,2,0,0.961184824843793,0
scenario64,20,60,0,0,0,0.8,0,100,0,60,60,c1,0.04996,1,2,0,2,0,5.564574310660261,0
scenario65,60,40,0,0,0,0.8,0,100,0,60,60,c2,0.02163,2,0,0,1,0,3.3003193382279,0
scenario66,60,20,0,0,0,0.8,0,100,0,60,60,c4,0.02033,1,0,2,0,0,2.169207226504753,0
scenario67,60,80,0,0,0,0.8,0,100,0,60,80,c1,0.01823,0,2,1,2,0,3.602260478160098,0
scenario68,40,100,0,0,0,0.8,0,100,0,60,80,c2,0.01778,0,1,2,1,0,5.738491381528373,0
scenario69,40,60,0,0,0,0.8,0,100,0,60,80,c4,0.01721,1,2,2,0,0,2.172057464034767,0
scenario70,20,40,0,20,40,0.8,0,100,0,60,100,c1,0.00954,0,1,1,2,0,2.4576993920422576,0
scenario71,20,100,0,20,40,0.8,0,100,0,60,100,c2,0.00786,2,1,0,1,0,4.2008681212193215,0
scenario72,20,100,0,0,0,0.8,80,20,0,60,100,c4,0.00659,2,0,1,0,0,3.6964275717797097,0
scenario73,20,40,0,0,0,0.8,80,20,0,80,0,c1,0.00507,1,2,0,1,0,4.828847997470296,0
scenario74,20,40,0,0,80,0.4,0,100,0,80,0,c2,0.00437,0,1,2,0,0,1.6354324921255676,0
scenario75,20,100,0,0,80,0.4,0,100,0,80,0,c4,0.00361,2,0,1,2,0,1.0824185750891728,0
scenario76,60,40,0,20,40,0.8,0,100,0,80,20,c1,0.00363,1,2,0,2,0,6.549909006447994,0
scenario77,40,20,0,20,40,0.8,0,100,0,80,20,c2,0.00322,2,0,0,1,0,3.209152383462913,0
scenario78,60,80,0,20,40,0.8,0,100,0,80,20,c4,0.00288,1,0,2,0,0,2.8842779343116347,0
scenario79,20,40,0,60,40,0.6,0,100,0,80,40,c1,0.00284,0,2,1,2,0,2.500360812510702,0
scenario80,20,80,0,60,40,0.6,0,100,0,80,40,c2,0.00258,0,1,2,1,0,3.2233528861084446,0
scenario81,40,60,0,20,40,0.8,0,100,0,80,40,c4,0.00298,1,2,2,0,0,4.371678278476713,0
scenario82,60,100,0,0,0,0.8,80,20,0,80,60,c1,0.00244,0,1,1,2,0,2.3540816561923967,0
scenario83,40,100,0,20,40,0.8,0,100,0,80,60,c2,0.00259,2,1,0,1,0,3.662625586963181,0
scenario84,60,20,0,40,40,0.8,0,100,0,80,60,c4,0.00126,2,0,1,0,0,24.334649688455656,0
scenario85,40,80,0,0,0,0.8,80,20,0,80,80,c1,0.00205,1,2,0,1,0,4.783592187102853,0
scenario86,20,40,0,0,20,0.8,0,100,0,80,80,c2,0.00204,0,1,2,0,0,2.2287615894117923,0
scenario87,60,40,0,0,0,0.8,80,20,0,80,80,c4,0.002,2,0,1,2,1,0.0,1
scenario88,20,80,0,0,80,0.4,80,20,0,80,100,c1,0.00191,1,2,0,2,0,4.928323198064688,0
