Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario174,0,0,0,0,0,0,0,0,0.0900207170586099,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario175,0,0,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.0900207170586099,1.17630343737262
scenario176,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,1.17630343737262,0.0900207170586099
scenario177,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,1.17630343737262,-1.26632415443123
scenario178,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,0.0900207170586099,1.17630343737262
scenario179,0,0,0,0,0,0,0,0,1.17630343737262,0.0900207170586094,-1.26632415443123,0.0900207170586099
scenario180,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.0900207170586099,-1.26632415443123
scenario181,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,-1.26632415443123,0.0900207170586099
scenario182,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,1.17630343737262,-1.26632415443123
scenario183,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.0900207170586099,1.17630343737262
scenario184,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,-1.26632415443123,1.17630343737262
scenario185,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443123,0.0900207170586099
scenario186,0,0,0,0,0,0,0,0,0.0900207170586099,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario187,0,0,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.0900207170586099,1.17630343737262
scenario188,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,1.17630343737262,0.0900207170586099
scenario189,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,1.17630343737262,-1.26632415443123
scenario190,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,0.0900207170586099,1.17630343737262
scenario191,0,0,0,0,0,0,0,0,1.17630343737262,0.0900207170586094,-1.26632415443123,0.0900207170586099
scenario192,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.0900207170586099,-1.26632415443123
scenario193,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,-1.26632415443123,0.0900207170586099
scenario194,0,0,0,0,0,0,0,0,-1.26632415443124,0.0900207170586094,1.17630343737262,-1.26632415443123
scenario195,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.0900207170586099,1.17630343737262
scenario196,0,0,0,0,0,0,0,0,0.0900207170586099,1.17630343737262,-1.26632415443123,1.17630343737262
scenario197,0,0,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443123,0.0900207170586099
scenario198,0,0,0,0,0,0,0,0,0.0900207170586099,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario199,0,0,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.0900207170586099,1.17630343737262
