Row,z_1,z_2
scenario1,0.0284183803092363,-0.658863351053316
scenario2,-0.714696795930608,0.579750623405667
scenario3,0.686278415621372,0.0791127276476497
scenario4,0.0267204381494073,-1.00377350610029
scenario5,0.981446898761661,0.051597283575287
scenario6,0.0767765032757183,1.0474232449711
scenario7,-0.739077745230139,-0.763114108151254
scenario8,-0.716816865685473,0.149091908897625
scenario9,-0.497969642419104,0.442492811739941
scenario10,-0.483477256342557,-0.494090095315227
scenario11,0.662301241954422,-0.284309136819842
scenario12,0.690096427536066,0.854681597202666
scenario13,0.0284183803092363,-0.658863351053316
scenario14,-0.714696795930608,0.579750623405667
scenario15,0.686278415621372,0.0791127276476497
scenario16,0.0267204381494073,-1.00377350610029
scenario17,0.981446898761661,0.051597283575287
scenario18,0.0767765032757183,1.0474232449711
scenario19,-0.739077745230139,-0.763114108151254
scenario20,-0.716816865685473,0.149091908897625
scenario21,-0.497969642419104,0.442492811739941
scenario22,-0.483477256342557,-0.494090095315227
scenario23,0.662301241954422,-0.284309136819842
scenario24,0.690096427536066,0.854681597202666
scenario25,0.0284183803092363,-0.658863351053316
scenario26,-0.714696795930608,0.579750623405667
scenario27,0.686278415621372,0.0791127276476497
scenario28,0.0267204381494073,-1.00377350610029
scenario29,0.981446898761661,0.051597283575287
scenario30,0.0767765032757183,1.0474232449711
scenario31,-0.739077745230139,-0.763114108151254
scenario32,-0.716816865685473,0.149091908897625
scenario33,-0.497969642419104,0.442492811739941
scenario34,-0.483477256342557,-0.494090095315227
scenario35,0.662301241954422,-0.284309136819842
scenario36,0.690096427536066,0.854681597202666
scenario37,0.0284183803092363,-0.658863351053316
scenario38,-0.714696795930608,0.579750623405667
scenario39,0.686278415621372,0.0791127276476497
scenario40,0.0267204381494073,-1.00377350610029
scenario41,0.981446898761661,0.051597283575287
scenario42,0.0767765032757183,1.0474232449711
scenario43,-0.739077745230139,-0.763114108151254
scenario44,-0.716816865685473,0.149091908897625
scenario45,-0.497969642419104,0.442492811739941
scenario46,-0.483477256342557,-0.494090095315227
scenario47,0.662301241954422,-0.284309136819842
scenario48,0.690096427536066,0.854681597202666
scenario49,0.0284183803092363,-0.658863351053316
scenario50,-0.714696795930608,0.579750623405667
scenario51,0.686278415621372,0.0791127276476497
scenario52,0.0267204381494073,-1.00377350610029
scenario53,0.981446898761661,0.051597283575287
scenario54,0.0767765032757183,1.0474232449711
scenario55,-0.739077745230139,-0.763114108151254
scenario56,-0.716816865685473,0.149091908897625
scenario57,-0.497969642419104,0.442492811739941
scenario58,-0.483477256342557,-0.494090095315227
scenario59,0.662301241954422,-0.284309136819842
scenario60,0.690096427536066,0.854681597202666
scenario61,0.0284183803092363,-0.658863351053316
scenario62,-0.714696795930608,0.579750623405667
scenario63,0.686278415621372,0.0791127276476497
scenario64,0.0267204381494073,-1.00377350610029
scenario65,0.981446898761661,0.051597283575287
scenario66,0.0767765032757183,1.0474232449711
scenario67,-0.739077745230139,-0.763114108151254
scenario68,-0.716816865685473,0.149091908897625
scenario69,-0.497969642419104,0.442492811739941
scenario70,-0.483477256342557,-0.494090095315227
scenario71,0.662301241954422,-0.284309136819842
scenario72,0.690096427536066,0.854681597202666
scenario73,0.0284183803092363,-0.658863351053316
scenario74,-0.714696795930608,0.579750623405667
scenario75,0.686278415621372,0.0791127276476497
scenario76,0.0267204381494073,-1.00377350610029
scenario77,0.981446898761661,0.051597283575287
scenario78,0.0767765032757183,1.0474232449711
scenario79,-0.739077745230139,-0.763114108151254
scenario80,-0.716816865685473,0.149091908897625
scenario81,-0.497969642419104,0.442492811739941
scenario82,-0.483477256342557,-0.494090095315227
scenario83,0.662301241954422,-0.284309136819842
scenario84,0.690096427536066,0.854681597202666
scenario85,0.0284183803092363,-0.658863351053316
scenario86,-0.714696795930608,0.579750623405667
scenario87,0.686278415621372,0.0791127276476497
scenario88,0.0267204381494073,-1.00377350610029
scenario89,0.981446898761661,0.051597283575287
scenario90,0.0767765032757183,1.0474232449711
scenario91,-0.739077745230139,-0.763114108151254
scenario92,-0.716816865685473,0.149091908897625
scenario93,-0.497969642419104,0.442492811739941
scenario94,-0.483477256342557,-0.494090095315227
scenario95,0.662301241954422,-0.284309136819842
scenario96,0.690096427536066,0.854681597202666
scenario97,0.0284183803092363,-0.658863351053316
scenario98,-0.714696795930608,0.579750623405667
scenario99,0.686278415621372,0.0791127276476497
scenario100,0.0267204381494073,-1.00377350610029
scenario101,0.981446898761661,0.051597283575287
scenario102,0.0767765032757183,1.0474232449711
scenario103,-0.739077745230139,-0.763114108151254
scenario104,-0.716816865685473,0.149091908897625
scenario105,-0.497969642419104,0.442492811739941
scenario106,-0.483477256342557,-0.494090095315227
scenario107,0.662301241954422,-0.284309136819842
scenario108,0.690096427536066,0.854681597202666
scenario109,0.0284183803092363,-0.658863351053316
scenario110,-0.714696795930608,0.579750623405667
scenario111,0.686278415621372,0.0791127276476497
scenario112,0.0267204381494073,-1.00377350610029
scenario113,0.981446898761661,0.051597283575287
scenario114,0.0767765032757183,1.0474232449711
scenario115,-0.739077745230139,-0.763114108151254
scenario116,-0.716816865685473,0.149091908897625
scenario117,-0.497969642419104,0.442492811739941
scenario118,-0.483477256342557,-0.494090095315227
scenario119,0.662301241954422,-0.284309136819842
scenario120,0.690096427536066,0.854681597202666
scenario121,0.0284183803092363,-0.658863351053316
scenario122,-0.714696795930608,0.579750623405667
scenario123,0.686278415621372,0.0791127276476497
scenario124,0.0267204381494073,-1.00377350610029
scenario125,0.981446898761661,0.051597283575287
scenario126,0.0767765032757183,1.0474232449711
scenario127,-0.739077745230139,-0.763114108151254
scenario128,-0.716816865685473,0.149091908897625
scenario129,-0.497969642419104,0.442492811739941
scenario130,-0.483477256342557,-0.494090095315227
scenario131,0.662301241954422,-0.284309136819842
scenario132,0.690096427536066,0.854681597202666
scenario133,0.0284183803092363,-0.658863351053316
scenario134,-0.714696795930608,0.579750623405667
scenario135,0.686278415621372,0.0791127276476497
scenario136,0.0267204381494073,-1.00377350610029
scenario137,0.981446898761661,0.051597283575287
scenario138,0.0767765032757183,1.0474232449711
scenario139,-0.739077745230139,-0.763114108151254
scenario140,-0.716816865685473,0.149091908897625
scenario141,-0.497969642419104,0.442492811739941
scenario142,-0.483477256342557,-0.494090095315227
scenario143,0.662301241954422,-0.284309136819842
scenario144,0.690096427536066,0.854681597202666
scenario145,0.0284183803092363,-0.658863351053316
scenario146,-0.714696795930608,0.579750623405667
scenario147,0.686278415621372,0.0791127276476497
scenario148,0.0267204381494073,-1.00377350610029
scenario149,0.981446898761661,0.051597283575287
scenario150,0.0767765032757183,1.0474232449711
scenario151,-0.739077745230139,-0.763114108151254
scenario152,-0.716816865685473,0.149091908897625
scenario153,-0.497969642419104,0.442492811739941
scenario154,-0.483477256342557,-0.494090095315227
scenario155,0.662301241954422,-0.284309136819842
scenario156,0.690096427536066,0.854681597202666
scenario157,0.0284183803092363,-0.658863351053316
scenario158,-0.714696795930608,0.579750623405667
scenario159,0.686278415621372,0.0791127276476497
scenario160,0.0267204381494073,-1.00377350610029
scenario161,0.981446898761661,0.051597283575287
scenario162,0.0767765032757183,1.0474232449711
scenario163,-0.739077745230139,-0.763114108151254
scenario164,-0.716816865685473,0.149091908897625
scenario165,-0.497969642419104,0.442492811739941
scenario166,-0.483477256342557,-0.494090095315227
scenario167,0.662301241954422,-0.284309136819842
scenario168,0.690096427536066,0.854681597202666
scenario169,0.0284183803092363,-0.658863351053316
scenario170,-0.714696795930608,0.579750623405667
scenario171,0.686278415621372,0.0791127276476497
scenario172,0.0267204381494073,-1.00377350610029
scenario173,0.981446898761661,0.051597283575287
scenario174,0.0767765032757183,1.0474232449711
scenario175,-0.739077745230139,-0.763114108151254
scenario176,-0.716816865685473,0.149091908897625
scenario177,-0.497969642419104,0.442492811739941
scenario178,-0.483477256342557,-0.494090095315227
scenario179,0.662301241954422,-0.284309136819842
scenario180,0.690096427536066,0.854681597202666
scenario181,0.0284183803092363,-0.658863351053316
scenario182,-0.714696795930608,0.579750623405667
scenario183,0.686278415621372,0.0791127276476497
