Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},-0.5166,-0.8071,0.0287,0.1504,-0.5304,0.6424,-0.914,0.2982,0.2955,-0.3517,0.2996,0.2344,0.0413
Z_{2},-0.1922,-0.7361,0.0394,-0.8804,-0.2937,-0.9692,-0.662,0.4634,-0.0982,0.0161,0.2291,-0.3728,0.3936
