Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},-0.1416,0.6189,-0.5258,-0.1424,-0.1227,0.2647,0.1573,-0.3641,-0.3002,-0.4085,-0.3845,-0.4573,-0.3052
Z_{2},-0.244,-0.5393,0.2432,0.6134,-0.3117,0.1567,0.1379,-0.1952,-0.1796,-0.0806,-0.2069,-0.0053,-0.2571
