Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,left,40,0,60,40,-90,0,60,80,0.8,False,1.502,0
scenario2,right,40,0,20,20,-30,80,40,100,0.2,False,0.837,0
scenario3,left,0,60,0,80,0,0,0,40,1.0,False,1.371,0
scenario4,right,0,0,0,100,-60,20,0,40,0.6,False,0.761,0
scenario5,right,40,60,0,40,-30,80,60,20,0.8,False,0.904,0
scenario6,right,0,60,100,80,0,100,80,100,1.0,False,0.849,0
scenario7,right,80,100,60,40,30,0,100,20,1.0,False,0.861,0
scenario8,left,60,100,40,20,-30,40,80,60,0.1,False,1.481,0
scenario9,right,60,80,40,0,-60,80,0,100,0.4,False,0.956,0
scenario10,left,40,20,60,80,30,100,0,100,0.4,False,1.332,0
scenario11,right,100,100,20,80,0,20,20,80,0.6,False,0.866,0
scenario12,right,60,0,0,20,0,20,0,40,0.4,False,0.916,0
scenario13,right,0,0,0,100,-60,20,0,40,0.6,False,0.998,0
scenario14,right,0,0,20,100,90,40,20,60,0.4,False,1.017,0
scenario15,right,100,0,0,100,-60,40,0,60,0.8,False,0.906,0
scenario16,left,20,0,0,100,-60,0,0,60,0.4,False,1.433,0
scenario17,left,20,0,0,80,-60,0,0,40,0.6,False,1.397,0
scenario18,right,0,80,0,80,-60,20,80,40,0.4,False,0.746,0
scenario19,right,20,20,20,60,-90,20,20,60,0.8,False,1.04,0
scenario20,right,40,20,20,40,-90,0,0,20,0.8,False,0.79,0
scenario21,right,0,20,0,80,-60,0,0,20,0.6,False,0.847,0
scenario22,left,20,0,100,100,-90,40,0,20,0.6,False,1.721,0
scenario23,left,0,0,100,100,-60,20,0,60,0.8,False,1.422,0
scenario24,right,20,0,0,80,-90,40,20,20,0.1,False,1.745,0
scenario25,right,0,80,0,80,-60,20,80,40,0.4,False,0.864,0
scenario26,left,20,0,100,80,-30,60,20,40,0.6,False,1.394,0
scenario27,right,20,0,0,100,-60,20,0,40,0.8,False,0.907,0
scenario28,left,20,0,80,100,-90,40,0,20,0.8,False,1.716,0
scenario29,left,0,0,0,100,30,20,20,60,0.4,False,1.57,0
scenario30,left,0,0,40,100,-90,0,40,60,0.4,False,1.41,0
scenario31,left,80,60,100,100,-90,0,0,60,0.2,False,1.423,0
scenario32,left,0,0,20,60,-60,20,0,20,0.2,False,1.425,0
scenario33,left,20,0,20,40,90,40,20,80,0.8,False,1.457,0
scenario34,left,0,0,20,100,-30,0,0,40,0.4,False,1.415,0
scenario35,right,20,80,80,100,-60,20,0,100,0.8,False,0.952,0
scenario36,right,80,40,80,40,-90,0,0,0,1.0,False,1.012,0
scenario37,right,0,80,0,80,-60,20,80,40,0.4,False,0.77,0
scenario38,left,80,60,100,80,90,0,0,60,0.2,False,1.382,0
scenario39,right,20,0,100,40,60,0,20,80,0.2,False,1.82,0
scenario40,right,0,0,0,100,-90,80,0,60,1.0,False,0.826,0
scenario41,left,80,40,100,80,-90,20,0,60,0.2,False,1.402,0
scenario42,left,40,40,80,100,30,0,0,80,1.0,False,0.952,0
scenario43,left,100,40,100,20,-90,20,0,0,1.0,False,1.395,0
scenario44,right,0,20,40,60,90,20,20,80,1.0,False,2.446,0
scenario45,right,20,20,40,0,90,40,20,80,0.8,False,1.693,0
scenario46,left,20,0,20,100,-60,0,40,80,0.2,False,1.498,0
scenario47,left,40,20,0,100,-90,20,20,40,1.0,False,1.387,0
scenario48,left,0,0,20,80,-30,0,20,40,0.1,False,1.399,0
scenario49,right,0,80,0,80,-60,20,80,40,0.4,False,0.876,0
scenario50,right,0,20,80,100,-60,20,40,60,0.2,False,0.755,0
scenario51,right,0,20,20,60,90,40,80,60,1.0,False,0.906,0
scenario52,right,100,40,100,80,90,0,20,80,0.2,False,0.772,0
scenario53,left,20,20,40,60,-30,0,40,60,0.1,False,1.401,0
scenario54,right,100,60,80,20,30,100,0,20,0.8,False,0.941,0
scenario55,left,0,0,20,100,-90,80,0,60,1.0,False,1.389,0
scenario56,right,20,40,20,0,90,40,20,80,0.6,False,1.751,0
scenario57,left,20,0,0,60,-60,0,40,40,0.2,False,1.412,0
scenario58,right,20,20,0,100,60,0,20,40,1.0,False,0.899,0
scenario59,right,60,40,0,100,-90,20,0,40,0.8,False,0.834,0
scenario60,left,0,20,20,80,30,80,0,20,0.4,False,1.34,0
scenario61,right,0,20,80,100,-60,20,40,60,0.2,False,1.176,0
scenario62,right,0,80,80,20,30,100,0,40,0.8,False,0.853,0
scenario63,right,0,0,40,60,0,60,0,0,0.2,False,0.901,0
scenario64,right,60,40,80,20,-90,20,0,60,0.6,False,0.767,0
scenario65,right,100,60,60,80,60,0,0,60,0.2,False,0.934,0
scenario66,left,0,20,80,100,30,80,60,0,0.6,False,1.359,0
scenario67,right,100,60,80,20,30,100,20,20,0.8,False,2.153,0
scenario68,right,100,40,0,100,90,0,0,40,0.8,False,0.799,0
scenario69,right,40,40,20,0,90,60,0,80,0.4,False,1.473,0
scenario70,left,0,0,20,80,0,0,20,60,0.2,False,1.521,0
scenario71,left,20,60,40,60,-30,0,40,80,0.1,False,1.399,0
scenario72,right,0,100,0,80,-60,20,100,40,0.8,False,0.889,0
scenario73,right,0,0,0,100,-60,20,0,40,0.6,False,1.108,0
scenario74,left,60,100,20,40,-30,40,80,60,0.1,False,1.402,0
scenario75,right,40,60,20,40,-30,80,40,40,0.8,False,0.831,0
scenario76,right,80,100,60,40,30,0,100,20,1.0,False,2.171,0
scenario77,right,0,80,0,60,-60,40,100,20,0.4,False,1.489,0
scenario78,right,40,20,20,40,-30,80,40,100,0.4,False,0.803,0
scenario79,right,20,100,20,80,0,20,0,100,0.6,False,1.968,0
scenario80,left,20,60,0,40,-60,80,60,20,0.8,False,0.931,0
scenario81,right,40,60,0,40,-30,80,40,20,0.1,False,0.767,0
scenario82,right,100,0,20,0,-30,80,40,100,0.2,False,0.782,0
scenario83,left,40,20,60,40,-90,20,60,80,0.8,False,1.534,0
scenario84,left,40,0,60,60,-90,20,60,80,0.8,False,1.505,0
scenario85,right,40,60,0,40,-30,80,40,20,0.1,False,0.98,0
scenario86,right,40,60,0,80,-30,100,60,40,0.2,False,0.755,0
scenario87,right,40,40,0,40,-30,80,40,20,0.1,False,1.185,0
scenario88,right,0,20,0,60,0,60,40,20,0.1,False,0.897,0
scenario89,right,40,40,0,20,-30,60,60,20,0.2,False,0.935,0
scenario90,right,40,60,20,60,0,80,40,40,0.1,False,1.746,0
scenario91,right,60,40,20,40,60,100,60,20,0.1,False,0.972,0
scenario92,right,0,80,0,20,-90,80,40,0,0.1,False,0.812,0
scenario93,right,20,100,0,20,-60,100,40,0,0.1,False,1.084,0
scenario94,left,40,40,20,40,-30,100,20,40,0.1,False,0.86,0
scenario95,right,40,60,0,20,-30,80,60,40,0.2,False,1.799,0
scenario96,right,100,60,0,40,-30,60,40,40,0.8,False,1.062,0
scenario97,right,40,60,0,80,-30,100,60,40,0.2,False,1.011,0
scenario98,right,20,100,0,40,-60,80,40,20,0.8,False,0.86,0
scenario99,right,0,100,0,20,-60,80,40,0,0.1,False,0.821,0
scenario100,right,20,80,20,20,-90,100,0,0,0.1,False,1.346,0
scenario101,left,40,40,20,60,0,40,20,40,0.1,False,1.433,0
scenario102,left,40,40,0,40,-30,60,40,20,0.2,False,1.16,0
scenario103,right,100,80,0,40,0,60,100,40,0.6,False,1.607,0
scenario104,right,60,40,0,20,-90,60,20,40,0.1,False,0.863,0
scenario105,left,20,0,0,40,-90,100,40,0,0.2,False,1.389,0
scenario106,right,100,60,0,40,-60,60,20,60,0.4,False,1.069,0
scenario107,left,100,40,0,40,-30,80,40,40,0.6,False,0.845,0
scenario108,left,40,40,20,60,0,0,20,20,0.2,False,1.46,0
scenario109,right,0,100,0,20,-60,80,40,0,0.1,False,0.82,0
