Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeofDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,collision,min_ttc,algo_safety
scenario231,left,0,40,20,80,30,40,0,60,0.4,0,1.323639967551673,0
scenario232,left,0,100,80,80,30,40,0,80,0.4,0,1.0262721344365284,0
scenario233,right,0,100,20,80,30,40,0,20,1.0,0,0.8397357981253321,0
scenario234,left,0,100,20,80,30,40,0,60,1.0,0,1.5238959886190997,0
scenario235,right,0,20,20,80,30,40,0,20,0.4,0,0.9195954715506154,0
scenario236,left,0,20,20,80,30,40,0,60,0.4,0,1.4421576507772182,0
scenario237,left,0,40,20,80,30,40,80,20,0.4,0,1.459265713714974,0
scenario238,left,0,100,60,80,30,20,0,20,0.4,0,1.3079185748957918,0
scenario239,left,80,100,80,80,30,40,0,20,0.4,0,0.9331042967007304,0
scenario240,left,0,100,100,80,30,40,0,20,0.2,0,0.9423915506332062,0
scenario241,left,0,100,20,80,30,40,80,20,1.0,0,1.4640783211221733,0
scenario242,left,100,100,20,80,30,80,0,20,0.4,0,1.3330417180023733,0
scenario243,left,60,60,20,80,30,40,0,20,0.4,0,1.4983212774637171,0
scenario244,left,0,20,20,80,30,40,80,20,0.4,0,1.4051361363149424,0
scenario245,left,100,100,20,80,30,40,0,80,0.4,0,1.302672784277609,0
scenario246,left,0,100,20,80,0,40,60,20,0.4,0,0.9237746904455436,0
scenario247,left,0,100,80,60,30,40,0,20,0.4,0,1.0759000476654617,0
scenario248,left,0,40,60,80,30,40,0,20,0.4,0,1.0770704265874207,0
scenario249,left,0,40,20,80,30,20,0,20,0.4,0,1.619862051882874,0
scenario250,left,0,0,20,80,30,40,20,20,0.4,0,1.4169967383617343,0
scenario251,left,0,100,20,0,30,40,20,20,0.4,0,1.4902292113348024,0
scenario252,left,0,100,20,80,30,40,20,20,0.0,0,1.3970610190430903,0
scenario253,left,0,100,40,80,30,40,20,20,0.4,0,0.9783980106727196,0
scenario254,left,0,100,20,80,60,40,20,20,0.4,0,1.475356200485011,0
scenario255,left,0,100,20,80,90,40,20,20,0.4,0,1.378161711404061,0
scenario256,left,0,60,20,80,30,40,0,20,0.6,0,1.4708837559181542,0
scenario257,right,0,100,100,80,30,40,0,20,0.4,0,1.342067508663192,0
scenario258,left,0,100,100,80,30,40,0,60,0.4,0,2.251261308920853,0
scenario259,left,0,100,20,80,-30,40,60,20,0.4,0,1.3681135798196822,0
scenario260,left,0,100,60,80,30,40,0,20,1.0,0,1.0741258710188597,0
scenario261,left,0,100,20,80,30,20,0,20,1.0,0,0.9690397530074748,0
scenario262,left,0,60,20,100,30,40,0,20,0.4,0,1.0412941380679637,0
scenario263,left,0,20,60,80,30,40,0,20,0.4,0,1.0332815091140346,0
scenario264,left,0,20,20,80,30,20,0,20,0.4,0,1.5194703708238988,0
scenario265,left,0,100,100,80,30,40,80,20,0.4,0,1.171534905868345,0
scenario266,left,100,100,20,60,30,40,0,20,0.4,0,1.3632345104206125,0
scenario267,left,60,100,20,80,30,40,0,20,0.2,0,1.362751916613205,0
scenario268,left,0,40,20,80,30,40,0,20,1.0,0,1.460797913068786,0
scenario269,left,0,100,80,80,30,40,0,40,0.4,0,0.6067499683280527,0
scenario270,left,0,0,20,80,30,40,0,0,0.4,0,1.4279905757354392,0
scenario271,left,0,100,20,0,30,40,0,0,0.4,0,1.3542146636653465,0
scenario272,left,0,100,20,80,30,40,0,0,0.0,0,1.4633019634003213,0
scenario273,left,0,100,40,80,30,40,0,0,0.4,0,0.8884063928982143,0
scenario274,left,0,100,20,80,60,40,0,0,0.4,0,1.381462252592339,0
scenario275,left,0,100,20,80,90,40,0,0,0.4,0,1.361229124048043,0
scenario276,left,0,100,100,80,30,20,0,20,0.4,0,1.0365834011563464,0
scenario277,left,0,20,20,80,30,40,0,20,1.0,0,1.4384054060709568,0
scenario278,right,60,100,20,80,30,40,0,20,0.4,0,1.6371627315240709,0
scenario279,left,60,100,20,80,30,40,0,60,0.4,0,1.324363367864477,0
scenario280,left,0,100,20,100,30,40,0,20,0.2,0,1.3401903609712555,0
scenario281,right,0,100,20,80,30,40,0,20,0.6,0,1.6129152272260343,0
scenario282,left,0,100,20,80,30,40,0,60,0.6,0,1.44815092412142,0
scenario283,left,0,100,20,80,30,80,60,20,0.4,0,1.3902029645692406,0
scenario284,left,0,40,100,80,30,40,0,20,0.4,0,1.02992091820764,0
scenario285,left,60,100,20,80,30,40,80,20,0.4,0,1.4536015981032389,0
scenario286,left,100,100,20,80,30,40,0,40,0.4,0,1.3391302303707486,0
scenario287,right,0,100,20,100,30,40,0,20,0.4,0,0.980537939852583,0
scenario288,left,0,100,20,100,30,40,0,60,0.4,0,1.3717277339341032,0
scenario289,left,0,100,20,80,30,40,60,80,0.4,0,0.9961525199063076,0
scenario290,left,0,100,100,80,30,40,0,20,1.0,0,0.6630931566162046,0
scenario291,left,40,100,20,80,0,40,0,20,0.4,0,0.9177461710290368,0
scenario292,left,0,100,20,80,30,40,80,20,0.6,0,1.147850963928352,0
scenario293,left,0,20,100,80,30,40,0,20,0.4,0,1.0406993593474498,0
scenario294,left,0,0,20,80,30,40,0,100,0.4,0,0.8769002572452596,0
scenario295,left,0,100,20,0,30,40,0,100,0.4,0,1.1878645164380484,0
scenario296,left,0,100,40,80,30,40,0,100,0.4,0,0.6849449777731437,0
scenario297,left,0,100,20,80,30,40,0,100,0.0,0,0.7992645079254254,0
scenario298,left,0,100,20,80,60,40,0,100,0.4,0,1.6043707882358986,0
scenario299,left,0,100,20,80,90,40,0,100,0.4,0,1.4557244574535395,0
scenario300,left,80,100,20,80,30,40,60,20,0.4,0,1.3646534422983256,0
scenario301,left,0,100,20,100,30,40,80,20,0.4,0,1.323081847026198,0
scenario302,left,60,100,60,80,30,40,0,20,0.4,0,0.6058236468632674,0
scenario303,left,60,100,20,80,30,20,0,20,0.4,0,1.1853719394036346,0
scenario304,left,40,100,20,80,-30,40,0,20,0.4,0,0.9179505553517072,0
scenario305,left,0,100,60,80,30,40,0,20,0.6,0,0.9969532617328336,0
scenario306,left,0,100,20,80,30,20,0,20,0.6,0,1.045989237189137,0
scenario307,left,0,100,20,60,30,40,60,20,0.4,0,1.448222275722654,0
scenario308,left,0,80,20,80,30,40,0,20,0.8,0,1.460310550857365,0
scenario309,left,60,40,20,80,30,40,0,20,0.4,0,1.4137361428544148,0
scenario310,left,0,100,60,100,30,40,0,20,0.4,0,0.9873764253449768,0
scenario311,left,0,100,20,100,30,20,0,20,0.4,0,1.39662608583544,0
scenario312,left,60,100,20,80,30,40,0,20,1.0,0,1.3632721048816452,0
scenario313,left,0,40,20,80,30,40,0,20,0.6,0,1.3762185563706808,0
scenario314,left,60,20,20,80,30,40,0,20,0.4,0,1.4896604665190112,0
scenario315,left,0,80,20,80,30,40,100,20,0.4,0,1.5950865955766955,0
scenario316,left,0,40,20,100,30,40,0,20,0.4,0,1.453783370907663,0
scenario317,left,0,20,20,80,30,40,0,20,0.6,0,1.4370934245312228,0
scenario318,left,0,80,20,80,30,0,0,20,0.4,0,1.4118486921260107,0
scenario319,left,0,100,20,100,30,40,0,20,1.0,0,1.380492184394262,0
scenario320,left,0,100,20,80,30,40,60,40,0.4,0,1.1154018189547623,0
scenario321,left,0,20,20,100,30,40,0,20,0.4,0,1.3527808026428307,0
scenario322,left,40,100,20,80,30,80,0,20,0.4,0,1.3269770930718576,0
scenario323,left,40,100,20,80,30,40,0,80,0.4,0,1.3325661205382155,0
scenario324,left,60,100,100,80,30,40,0,20,0.4,0,1.0405020441373247,0
scenario325,left,0,0,20,80,30,40,0,20,0.4,0,1.373058481304387,0
scenario326,left,0,100,20,80,30,40,0,20,0.0,0,1.3636258015564804,0
scenario327,left,0,100,40,80,30,40,0,20,0.4,0,1.0888711973708174,0
scenario328,left,0,100,20,80,60,40,0,20,0.4,0,1.3399703845132396,0
scenario329,left,0,100,20,80,90,40,0,20,0.4,0,1.398707181628303,0
scenario330,left,0,100,100,80,30,40,0,20,0.6,0,1.038374022338561,0
scenario331,left,0,100,100,100,30,40,0,20,0.4,0,0.467832689417699,1
scenario332,left,0,100,80,80,30,40,0,20,0.8,0,0.5902749128495095,0
scenario333,left,40,100,20,60,30,40,0,20,0.4,0,1.3435401719811837,0
scenario334,left,0,100,80,80,30,40,100,20,0.4,0,0.9509647264588528,0
scenario335,left,60,100,20,80,30,40,0,20,0.6,0,1.34465616054799,0
scenario336,left,100,100,20,80,30,40,0,20,0.8,0,1.3340830250423457,0
scenario337,left,0,100,80,80,30,0,0,20,0.4,0,0.9639145559861148,0
scenario338,left,60,100,20,100,30,40,0,20,0.4,0,1.37945003252584,0
scenario339,left,0,100,20,40,0,40,0,20,0.4,0,1.343578138571832,0
scenario340,left,40,100,20,80,30,40,0,40,0.4,0,1.39846903589251,0
scenario341,left,0,100,20,100,30,40,0,20,0.6,0,1.3562951907685674,0
scenario342,left,0,100,20,40,-30,40,0,20,0.4,0,0.964015833498066,0
scenario343,left,100,100,20,80,30,40,100,20,0.4,0,1.4330624761620536,0
scenario344,left,20,0,20,80,30,40,0,20,0.4,0,1.4413711183296485,0
scenario345,left,20,100,20,0,30,40,0,20,0.4,0,1.376834407436152,0
