Instances,feature_TimeofDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,feature_Direction,Visibility,RoadSurface,VehicleStability,probability,collision,min_ttc,run_duration,algo_safety
scenario1,-90,20,80,0,0,0,0.8,0,100,left,0,0,0,0.008,0,1.3814546589482113,76.92914724349976,0
scenario2,90,60,20,0,0,0,0.8,0,100,right,0,0,20,0.00147,0,2.0739407746174483,157.86482286453247,0
scenario3,30,20,100,0,0,0,0.8,0,100,left,0,0,40,0.003,0,1.485626944425432,73.43308115005493,0
scenario4,-30,20,20,0,0,0,0.8,0,100,right,0,0,60,0.0032,0,0.7398521510522188,153.138649225235,0
scenario5,90,20,100,0,0,0,0.8,0,100,right,0,0,80,0.00299,0,2.172166761143613,108.187194108963,0
scenario6,-30,20,100,0,0,0,0.8,0,100,right,0,0,100,0.00353,0,0.7480844846526818,98.96436977386476,0
scenario7,30,20,20,0,0,0,0.8,0,100,left,0,20,0,0.00306,0,1.540203795319827,72.9240574836731,0
scenario8,-90,60,40,0,0,0,0.8,0,100,right,0,20,20,0.00237,0,0.8479080621849998,101.94287872314452,0
scenario9,30,20,60,0,0,0,0.8,0,100,right,0,20,40,0.00321,0,0.892104817708397,115.47385811805724,0
scenario10,90,20,60,0,0,0,0.8,0,100,left,0,20,60,0.0029,0,1.3660295155935058,75.19420886039734,0
scenario11,-30,20,60,0,0,0,0.8,0,100,left,0,20,80,0.00309,0,1.3998326691415754,77.30017614364624,0
scenario12,-90,20,20,0,0,0,0.8,0,100,left,0,20,100,0.0053,0,1.3828664655162193,76.78106737136841,0
scenario13,-90,60,100,0,0,0,0.8,0,100,right,0,40,0,0.00169,0,1.0928426822741273,162.4589283466339,0
scenario14,90,60,20,0,0,0,0.8,0,100,left,0,40,20,0.00165,0,1.3644157947078936,75.40422415733337,0
scenario15,60,20,20,0,0,0,0.8,0,100,right,0,40,40,0.00378,0,0.721407052458199,82.66039633750916,0
scenario16,-60,20,60,0,0,0,0.8,0,100,right,0,40,60,0.00286,0,0.79771774205448,107.38932275772096,0
scenario17,-60,60,40,0,0,0,0.8,0,100,left,0,40,80,0.00145,0,1.3841474828849585,77.12723731994629,0
scenario18,-90,20,20,0,0,0,0.8,0,100,right,0,40,100,0.00528,0,1.048381947909496,107.38703608512878,0
scenario19,-90,60,100,0,0,0,0.8,0,100,left,0,60,0,0.00175,0,1.4535096202931668,76.56658506393433,0
scenario20,0,40,80,0,0,0,0.8,0,100,left,0,60,20,0.00152,0,1.379712267869096,76.5074999332428,0
scenario21,0,40,40,0,0,0,0.8,0,100,right,0,60,40,0.00173,0,1.0060130428453609,110.06249141693117,0
scenario22,30,60,40,0,0,0,0.8,0,100,left,0,60,60,0.00145,0,1.3877973978661988,74.00815415382385,0
scenario23,-30,20,100,0,0,0,0.8,0,100,left,0,60,80,0.00343,0,1.3706135807311557,77.88479566574097,0
scenario24,30,20,100,0,0,0,0.8,0,100,right,0,60,100,0.00321,0,1.798952862226598,157.1423797607422,0
scenario25,90,20,60,0,0,0,0.8,0,100,right,0,80,0,0.0029,0,1.731560080592416,158.59505343437195,0
scenario26,90,20,100,0,0,0,0.8,0,100,left,0,80,20,0.00282,0,1.368111644685354,74.59489464759827,0
scenario27,-90,20,100,0,0,0,0.8,0,100,right,0,80,40,0.00608,0,1.9125054543650115,160.93356084823608,0
scenario28,0,40,80,0,0,0,0.8,0,100,right,0,80,60,0.00161,0,2.059846334511737,152.40890455245972,0
scenario29,90,20,20,0,0,0,0.8,0,100,left,0,80,80,0.00404,0,1.3683840497157678,74.73805737495422,0
scenario30,30,20,60,0,0,0,0.8,0,100,left,0,80,100,0.00346,0,1.5310503899535557,73.17100787162781,0
scenario31,-90,20,60,0,20,40,0.8,0,100,left,0,100,0,0.00152,0,1.3875503629802322,77.85646533966064,0
scenario32,-30,20,20,0,0,0,0.8,0,100,left,0,100,20,0.00305,0,1.360829411455036,78.16727089881897,0
scenario33,-90,60,60,0,0,0,0.8,0,100,left,0,100,40,0.00213,0,1.3943225220347266,77.04668140411377,0
scenario34,60,20,40,0,0,0,0.8,0,100,left,0,100,60,0.00401,0,1.3655508296021124,75.39813423156738,0
scenario35,-90,60,20,0,0,0,0.8,0,100,left,0,100,80,0.0015,0,1.453315106171403,76.69399452209473,0
scenario36,0,20,40,0,0,0,0.8,0,100,left,0,100,100,0.00408,0,1.4743779851227603,76.90303206443787,0
scenario37,-60,20,40,0,0,0,0.8,0,100,left,20,0,0,0.00332,0,1.403847705668462,75.8723840713501,0
