Instances,feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
scenario20,0,left,0.2,100,80,60,20,0,20,100,0,1.4752854635298451,77.85933876037598,0
scenario21,30,right,0.8,40,80,40,60,80,40,60,0,1.511964429032045,148.91902089118958,0
scenario22,60,left,0.4,100,80,80,80,40,60,0,0,1.3694866290282988,76.46798491477966,0
scenario23,60,left,0.6,0,20,100,100,60,80,40,0,1.373379580942668,74.6613085269928,0
scenario24,60,left,1.0,20,40,80,0,0,0,20,0,1.404604002981546,75.36770820617676,0
scenario25,60,left,0.1,0,0,40,80,20,0,80,0,1.359581296891475,74.83654594421387,0
scenario26,90,right,0.8,100,20,60,80,80,100,80,0,1.6210336167753672,140.03037333488464,0
scenario27,90,left,0.6,100,60,20,0,20,40,40,0,1.335978909298445,76.24350690841675,0
scenario28,0,right,0.4,0,100,60,100,80,40,40,0,0.7799908038748264,84.9314877986908,0
scenario29,60,left,0.2,80,100,20,40,100,100,60,0,1.3231180073999154,75.98105573654175,0
scenario30,60,right,0.2,60,0,0,100,40,40,20,0,0.9079330783179216,104.07789492607117,0
scenario31,30,right,0.4,40,20,80,0,60,60,100,0,0.7215876399401295,82.94615173339844,0
scenario32,-30,left,0.2,80,40,40,20,20,80,0,0,0.9524899589382262,101.416437625885,0
scenario33,-60,right,0.1,60,60,100,20,40,60,100,0,0.8161620771902266,153.4620406627655,0
scenario34,90,left,0.8,0,80,0,0,100,20,60,0,1.3587631321102178,75.1109561920166,0
scenario35,60,right,0.8,20,40,0,20,80,60,40,0,0.7213340153413017,149.96594882011414,0
scenario36,-30,right,0.6,100,0,20,60,60,20,20,0,0.825571299238073,112.74011874198914,0
scenario37,30,right,1.0,80,20,40,100,0,20,80,0,0.910940465153336,97.42125797271729,0
scenario38,90,left,1.0,20,60,60,60,40,80,0,0,1.4860169272426071,73.9389717578888,0
scenario39,-30,right,0.4,40,100,20,80,20,0,100,0,2.228358493972285,165.97890377044678,0
scenario40,-60,right,0.1,20,20,0,80,0,80,20,0,0.8610820437927773,99.2127799987793,0
scenario41,60,left,0.1,80,0,60,0,80,20,60,0,1.4240567235031794,74.50705766677856,0
scenario42,-90,left,0.6,80,60,100,80,0,60,60,0,1.7461021672132235,80.45754814147949,0
scenario43,0,left,1.0,20,20,40,40,40,40,100,0,1.5810639018121733,75.88412475585938,0
scenario44,-60,right,0.2,0,0,80,60,80,100,20,0,0.7899691516330167,113.61819314956664,0
scenario45,30,left,0.6,0,0,0,40,100,80,100,0,1.3387957010321954,74.47062063217163,0
scenario46,60,left,0.4,20,0,100,20,60,100,0,0,1.4541199361737027,75.00235056877136,0
scenario47,-60,right,0.6,40,40,60,0,100,0,80,0,2.0040315507612867,168.02200150489807,0
scenario48,-90,right,0.2,20,0,80,40,20,20,40,0,0.879190499606067,95.85502076148988,0
scenario49,-60,right,0.4,40,100,40,40,40,80,40,0,0.8826886955500609,114.55694675445557,0
scenario50,0,left,1.0,100,60,0,100,60,60,20,0,1.3197402609517903,77.55520629882812,0
scenario51,-60,right,0.2,60,60,20,0,60,80,60,0,0.971102283390232,99.93012881278992,0
scenario52,90,right,0.4,60,100,80,100,0,100,0,0,1.513492148676233,157.4026279449463,0
scenario53,60,right,0.1,80,80,20,60,0,40,80,0,1.4676645394621637,102.41078495979308,0
scenario54,30,right,0.2,80,40,60,80,40,0,100,0,0.7217640219409016,149.2450783252716,0
scenario55,-30,left,1.0,40,20,0,20,40,20,60,0,0.9852696015498325,105.1203474998474,0
scenario56,60,left,0.1,40,80,100,40,80,100,100,0,1.3844019562174874,75.3737530708313,0
scenario57,90,right,0.2,0,40,20,80,100,40,0,0,1.7476334127962443,160.11529541015625,0
scenario58,0,right,0.4,20,60,40,0,0,100,80,0,1.6521573696402656,166.5861337184906,0
scenario59,90,left,0.1,0,100,80,20,20,60,40,0,1.3671435516460777,75.92698431015015,0
scenario60,90,left,0.6,20,100,40,0,80,60,20,0,1.3640137182076677,75.52238202095032,0
scenario61,90,right,0.2,80,0,100,20,0,20,20,0,1.1066538163731947,106.88832306861876,0
scenario62,-30,right,1.0,60,80,40,60,100,60,40,0,0.81068075152252,163.0504593849182,0
scenario63,30,left,1.0,60,80,60,80,20,40,20,0,1.461899179838306,75.47570061683655,0
scenario64,90,right,1.0,40,40,80,100,80,80,60,0,0.8506300738161895,149.74963092803955,0
scenario65,30,left,0.4,80,40,0,60,60,40,40,0,1.3346801723727204,75.57267045974731,0
scenario66,30,left,0.2,20,60,0,20,100,40,80,0,1.3723044213913178,74.48615527153015,0
scenario67,30,left,0.8,80,0,80,60,100,0,0,0,1.344246161267577,75.82407593727112,0
scenario68,-90,left,0.8,20,0,100,80,60,40,100,0,1.428559668844502,78.63120150566101,0
scenario69,60,left,0.8,40,40,40,40,60,20,0,0,1.3952454553552154,76.18031001091003,0
scenario70,-30,right,0.1,60,40,100,0,20,20,80,0,0.9359222712284768,103.34785771369934,0
scenario71,60,left,0.8,20,100,60,100,20,80,80,0,1.3852604053352582,74.38302326202393,0
scenario72,-30,right,0.6,20,100,100,40,0,40,60,0,0.934696406223125,102.91880059242249,0
scenario73,60,left,0.6,60,100,20,20,40,0,40,0,1.3585118269530865,74.14704489707947,0
scenario74,30,right,0.4,100,60,100,40,80,0,20,0,1.5674646157896863,158.21934366226196,0
scenario75,90,left,0.8,100,20,0,40,20,0,100,0,1.4215166994324422,75.23139381408691,0
scenario76,60,right,0.6,0,80,40,60,40,20,20,0,2.1741726783145587,107.86020421981812,0
scenario77,-90,right,0.6,100,0,80,100,40,80,80,0,0.9278246325968852,106.183899641037,0
scenario78,-90,right,1.0,80,0,0,0,40,100,0,0,0.9218503654469002,100.56564259529114,0
scenario79,60,right,1.0,100,20,20,80,100,60,100,0,1.5064840919075213,151.187185049057,0
scenario80,60,right,0.8,20,20,80,80,40,100,60,0,1.6519636124119983,143.0502574443817,0
scenario81,-60,left,0.2,80,20,20,100,80,60,40,0,1.0863390407999312,108.66765928268433,0
scenario82,-60,left,0.1,100,60,20,60,100,100,0,0,0.6200063444317946,94.32993865013124,0
scenario83,90,left,0.8,60,0,80,0,60,40,80,0,1.332070359638872,74.77099514007568,0
scenario84,-30,right,0.4,60,80,0,40,60,80,80,0,0.8793217589193325,98.2006697654724,0
scenario85,90,left,0.1,40,60,60,100,0,40,100,0,1.4258622061638586,75.44431900978088,0
scenario86,30,left,0.8,40,100,0,20,0,100,20,0,1.0359373661842892,88.04790663719177,0
scenario87,-90,right,0.4,0,80,20,20,20,80,60,0,0.8505726571333121,107.60846090316772,0
scenario88,30,left,0.6,0,20,60,0,0,40,0,0,1.3115689297129904,75.48582410812378,0
scenario89,-30,right,0.2,20,40,60,100,60,100,100,0,1.1408426696360907,137.73063135147095,0
scenario90,-60,left,1.0,80,100,100,60,20,0,60,0,0.9961922086228314,105.36117482185364,0
scenario91,-30,left,0.1,100,80,80,0,80,80,40,0,0.8327565858973004,100.05147242546082,0
scenario92,-90,left,0.1,80,80,40,100,100,0,20,0,0.8982112424772165,94.7513382434845,0
scenario93,30,left,0.2,0,60,40,40,40,60,60,0,1.3579184589548694,76.4038405418396,0
scenario94,-90,left,0.1,60,40,20,80,60,100,40,0,0.8804192424660267,90.8818142414093,0
scenario95,90,right,0.4,80,40,20,60,40,60,20,0,0.9374940922741932,104.84436225891112,0
scenario96,-30,left,0.6,60,60,60,40,80,100,0,0,0.7619582419275502,100.92504835128784,0
scenario97,0,right,0.2,100,100,80,40,100,0,80,0,0.9878424681028846,96.6739661693573,0
scenario98,90,left,0.4,20,20,100,60,80,20,40,0,1.3736709750501717,74.84399557113647,0
scenario99,0,right,0.8,60,60,40,60,60,0,100,0,1.3689068671950222,161.11588859558103,0
scenario100,-90,left,0.6,20,20,20,0,100,20,100,0,1.3701611068670032,81.68508529663086,0
scenario101,-30,right,0.1,0,40,80,40,60,60,60,0,0.9067062738884564,114.8642315864563,0
scenario102,0,right,0.2,100,40,0,80,80,20,60,0,0.9116673009431716,143.3288803100586,0
scenario103,-30,left,0.6,40,0,80,20,0,60,40,0,1.4119760416191076,80.32394456863403,0
scenario104,90,right,0.6,80,20,0,20,20,100,80,0,0.8117404979938959,150.5352544784546,0
scenario105,90,left,1.0,100,100,100,80,20,20,0,0,0.926832947060728,93.3319320678711,0
scenario106,60,right,0.4,0,100,0,80,60,0,20,0,1.586820377958382,164.35046339035034,0
scenario107,30,right,0.8,100,100,60,0,100,20,40,0,0.9454576585304152,87.05548167228699,0
scenario108,-90,right,0.8,100,60,40,80,20,80,20,0,0.8775876937718152,109.6943142414093,0
scenario109,-60,left,0.6,0,40,100,40,20,60,20,0,1.5056581315740771,80.86269879341125,0
scenario110,-90,left,0.4,100,0,40,0,0,0,60,0,1.3951216176969516,79.83502149581909,0
scenario111,-30,left,0.8,40,20,20,100,100,80,0,0,0.8671744707763563,95.84480309486388,0
scenario112,-60,left,1.0,100,0,60,20,80,80,100,0,1.3324759046114818,80.9546000957489,0
scenario113,-60,right,0.6,80,100,80,80,60,80,0,0,1.0702679697423638,104.0122935771942,0
scenario114,30,right,0.2,20,80,100,100,40,100,40,0,0.8376309221024008,97.80788254737854,0
scenario115,-60,right,0.1,0,100,0,100,60,20,80,0,1.082836538498268,170.30039978027344,0
scenario116,90,left,0.6,100,100,80,60,40,100,100,0,1.2852073992069746,75.56802105903625,0
scenario117,-90,right,0.2,40,40,60,60,0,80,40,0,1.7416578815817796,160.23288321495056,0
scenario118,-30,right,1.0,80,60,40,80,80,40,80,0,0.7379545938795804,160.69880533218384,0
scenario119,90,right,0.2,40,80,40,20,80,0,0,0,0.8989258220295029,107.41213274002077,0
scenario120,-90,left,0.8,60,80,60,20,60,60,80,0,1.4485692140569115,80.71445345878601,0
scenario121,-30,right,0.8,0,40,40,0,40,40,40,0,0.7392847374772306,105.21194005012512,0
scenario122,30,right,0.8,60,20,100,20,20,80,40,0,0.8268086733694157,104.87182331085204,0
scenario123,30,right,0.1,60,0,60,60,0,100,60,0,1.1349101216489468,157.21386170387268,0
scenario124,0,right,0.1,40,100,0,60,20,40,0,0,0.7996696937456944,88.8532485961914,0
scenario125,30,right,0.4,80,80,20,20,100,100,100,0,0.7533869498397728,150.11096906661987,0
scenario126,-60,left,0.8,40,100,60,80,80,60,60,0,1.4905379146925704,81.06640243530273,0
scenario127,-60,left,0.4,60,60,80,20,0,20,60,0,1.4060071082849213,81.30036783218384,0
scenario128,60,left,0.2,100,20,40,60,100,80,60,0,1.7215877356497171,74.5670268535614,0
scenario129,90,left,0.4,0,0,60,60,100,0,80,0,1.3507406913626838,75.09896111488342,0
scenario130,-30,left,0.1,0,100,60,80,40,100,20,0,1.6488182491236476,80.46143817901611,0
scenario131,0,left,1.0,0,80,20,0,60,100,100,0,1.345133578092,81.31011390686035,0
scenario132,-60,right,1.0,60,40,0,40,0,40,0,0,0.8060748772474284,102.87750363349916,0
scenario133,0,left,0.1,40,20,100,100,0,0,60,0,1.3387299489012832,81.47791695594788,0
scenario134,30,right,0.1,40,60,80,80,100,20,60,0,1.1361492987247808,98.00947499275208,0
scenario135,0,left,0.4,60,0,40,20,100,60,60,0,1.4689309660763037,78.9678726196289,0
scenario136,90,right,0.8,100,80,0,100,0,60,20,0,1.1077544257307177,161.12066459655762,0
scenario137,-90,left,0.2,100,80,100,0,20,100,80,0,1.4024006221006282,81.52282547950745,0
scenario138,-30,left,0.4,80,20,80,100,20,40,20,0,1.3366362832472487,80.27609539031982,0
scenario139,90,left,0.4,20,100,60,40,0,60,100,0,1.4181576970481216,76.39276432991028,0
scenario140,30,right,0.4,0,60,20,60,20,20,0,0,1.721493597277993,159.87620520591736,0
scenario141,60,left,0.4,0,40,40,100,0,100,100,0,1.38323983341791,76.28213691711426,0
scenario142,90,left,0.1,100,20,40,40,0,100,40,0,1.3084080971272951,74.78367781639099,0
scenario143,-30,left,0.1,20,80,60,20,20,0,20,0,1.1262266545639883,104.62138390541077,0
scenario144,60,left,0.6,80,60,40,80,100,20,40,0,1.338810440215861,76.91261625289917,0
scenario145,0,right,1.0,0,20,80,0,100,20,20,0,1.8580646004714791,169.53697061538696,0
scenario146,60,right,0.6,100,40,80,20,20,40,100,0,1.798385456120579,106.74077105522156,0
scenario147,30,left,0.1,80,80,100,40,0,80,0,0,1.3673158106163974,77.01094555854797,0
scenario148,30,left,1.0,100,100,20,100,40,40,0,0,1.3476996327969455,78.81828594207764,0
scenario149,30,right,0.6,20,0,20,80,20,60,80,0,1.5495326876466111,152.4966492652893,0
scenario150,0,left,0.2,60,0,40,100,40,20,0,0,1.384130987311444,81.28443670272827,0
scenario151,30,right,0.6,60,0,0,100,80,0,40,0,1.0239725002076905,151.92461037635803,0
scenario152,30,right,0.4,0,80,100,80,0,60,40,0,0.6914485128527844,87.28458189964294,0
scenario153,30,left,0.4,100,20,0,0,40,80,80,0,1.431476352865174,75.68109583854675,0
scenario154,60,right,1.0,60,60,0,40,20,100,60,0,1.4929817712437268,152.0841989517212,0
scenario155,-60,right,0.8,100,40,40,60,0,60,80,0,0.9497124507238214,104.62637090682983,0
scenario156,-30,left,0.2,80,20,100,40,60,20,100,0,0.9895413501533618,103.64218473434448,0
scenario157,-90,left,0.2,40,0,0,0,20,60,20,0,1.7335034107222438,81.22469830513,0
scenario158,-60,right,1.0,20,60,80,20,80,40,40,0,0.7855096145044158,115.73132252693176,0
scenario159,30,left,1.0,60,40,20,20,80,60,0,0,1.3266226876346383,79.48907399177551,0
scenario160,-30,right,0.1,100,40,0,0,100,100,20,0,0.9741269490994796,105.15217447280884,0
scenario161,90,left,0.4,80,80,40,80,60,100,60,0,1.3622417355634917,77.40297937393188,0
scenario162,0,left,0.2,80,60,20,60,80,80,80,0,1.436868210709145,80.18029069900513,0
scenario163,0,left,0.6,0,80,80,80,80,0,100,0,1.4462597115273153,81.2538275718689,0
scenario164,-90,right,0.2,60,100,60,0,100,80,0,0,1.0162556865734285,100.36343455314636,0
scenario165,-60,left,0.8,0,20,0,20,40,0,0,0,1.3807118060048136,82.69702243804932,0
scenario166,60,left,0.8,0,60,100,0,100,40,0,0,1.3575976178893892,77.19785261154175,0
scenario167,-90,right,0.6,40,20,20,40,60,0,60,0,1.869690019405697,171.60070633888245,0
scenario168,30,left,0.4,20,0,60,80,80,80,60,0,1.458717875433919,77.11298656463623,0
scenario169,-60,right,0.2,0,80,60,0,40,40,100,0,1.1268131318931964,172.87948393821716,0
scenario170,90,left,0.6,60,80,100,20,80,40,60,0,1.0227772281103873,85.10763573646545,0
scenario171,90,left,0.6,40,40,100,60,100,20,100,0,1.3752672440994047,77.73653984069824,0
scenario172,0,right,0.2,40,20,100,80,60,40,80,0,0.998729418740924,115.21806383132936,0
scenario173,-90,left,0.8,40,60,80,0,40,0,40,0,1.747927574841927,82.3180820941925,0
scenario174,60,left,0.1,100,60,60,40,40,20,80,0,1.3443168751475765,78.37114238739014,0
scenario175,-90,left,0.4,40,20,80,60,60,100,20,0,1.4068287991436683,79.91454696655273,0
scenario176,60,right,1.0,40,100,20,0,40,60,80,0,3.240911271701892,170.1242995262146,0
scenario177,-30,right,1.0,20,100,20,20,60,20,40,0,0.9183156162644578,110.82654786109924,0
scenario178,-60,right,0.2,20,60,20,40,0,0,0,0,0.8491854423956114,109.43145227432252,0
scenario179,-30,left,0.8,0,100,100,100,80,60,80,0,1.408784009403729,82.85328459739685,0
scenario180,0,left,0.6,60,100,40,40,20,100,20,0,1.3605193593050104,82.10520935058594,0
scenario181,30,left,1.0,20,40,40,0,20,0,60,0,1.4949159307686597,75.8925199508667,0
scenario182,-30,right,1.0,20,0,100,60,40,0,80,0,0.744059525027274,161.5379593372345,0
scenario183,-90,left,0.2,20,60,20,80,40,20,20,0,1.3802752447719315,82.50527477264404,0
scenario184,-90,right,0.1,0,100,100,60,20,80,100,0,1.8384425019757948,172.5476360321045,0
scenario185,90,right,0.2,20,80,80,20,60,80,20,0,0.8942724871469409,102.4076042175293,0
scenario186,30,right,1.0,40,0,40,40,60,80,80,0,0.908266869806415,101.08577942848206,0
scenario187,0,left,0.8,80,100,20,60,0,20,40,0,1.3613147891409143,83.60681653022766,0
scenario188,-30,left,0.6,80,0,20,0,0,80,100,0,1.4100017556882083,83.09682202339172,0
scenario189,90,right,0.4,80,60,0,0,80,40,0,0,2.3639137024377,111.57659792900084,0
scenario190,0,left,0.6,80,40,60,0,60,60,0,0,1.3426141291595204,82.18490052223206,0
scenario191,0,right,1.0,20,80,0,80,100,80,0,0,0.8875021764048294,93.50978541374208,0
scenario192,0,right,1.0,80,20,20,20,80,0,20,0,1.7424952916402825,171.78804898262024,0
scenario193,-30,right,0.8,60,80,20,80,0,0,60,0,0.848519781987128,114.38144016265868,0
scenario194,0,right,0.8,100,80,20,20,40,40,60,0,1.847931280475054,181.4987931251526,0
scenario195,30,left,0.6,100,20,40,80,60,100,0,0,1.370446628940646,80.35489797592163,0
scenario196,-60,right,0.1,80,0,60,40,20,40,60,0,1.3693975928953783,157.34514451026917,0
scenario197,60,left,0.4,40,80,60,0,20,100,40,0,1.4277586615418183,74.77289319038391,0
scenario198,-90,left,0.4,40,100,80,80,0,20,80,0,1.4500866748929346,85.0650737285614,0
scenario199,-30,right,0.1,20,60,40,100,100,60,0,0,0.7114771727925254,97.26693153381348,0
scenario200,60,left,0.6,60,40,0,60,80,80,80,0,1.4596356310836314,75.69902276992798,0
scenario201,60,left,1.0,100,80,100,60,60,0,40,0,1.3345491817587647,78.02233481407166,0
scenario202,-60,left,0.1,40,40,20,20,60,40,20,0,0.9214261654162804,102.61658716201782,0
scenario203,0,right,0.4,80,0,0,100,20,80,100,0,0.6344550246420744,90.99474692344666,0
scenario204,0,right,0.1,80,80,0,40,80,60,40,0,1.7556640222168225,172.86391687393188,0
scenario205,0,right,0.8,0,40,100,60,40,100,60,0,0.8425858221372513,109.50134468078612,0
scenario206,60,right,0.8,60,40,60,60,80,0,20,0,0.8579755896295375,107.52438640594482,0
scenario207,90,left,0.4,60,40,60,100,20,20,20,0,1.3457495428253632,79.8370885848999,0
scenario208,-90,left,0.6,100,60,60,60,20,0,0,0,1.2978822468818665,82.26888942718506,0
scenario209,-90,right,0.2,0,20,40,100,80,60,100,0,0.7727939283607743,90.31145191192628,0
scenario210,0,left,0.6,60,40,20,100,100,40,80,0,1.480254742502101,80.5736072063446,0
scenario211,30,left,0.2,40,0,100,100,100,80,20,0,1.3240758986511874,78.1309859752655,0
scenario212,30,right,0.8,80,60,60,100,60,100,20,0,1.82800046532126,165.66380953788757,0
scenario213,-60,right,0.4,80,20,0,60,0,100,100,0,0.8699149768805168,118.73226404190063,0
scenario214,-60,left,0.8,0,60,80,100,0,80,80,0,1.51243427821594,82.71584129333496,0
scenario215,0,right,0.6,40,60,60,80,40,60,0,0,1.0688191068951098,105.54409098625185,0
scenario216,-90,left,0.6,80,100,40,100,40,20,60,0,1.3894550136090809,81.86742758750916,0
scenario217,90,left,0.1,100,0,0,80,80,60,0,0,1.3251487104047008,79.92966175079346,0
scenario218,0,left,0.8,40,40,40,0,80,80,100,0,1.904200428390012,79.48115730285645,0
scenario219,-90,left,0.8,80,40,100,40,80,40,20,0,0.6260730471163298,88.37674403190613,0
scenario220,30,left,0.2,40,80,80,40,0,40,40,0,1.0783238748681268,81.50485062599182,0
scenario221,60,right,0.6,40,0,0,0,60,40,60,0,1.6463692927583533,159.91688537597656,0
scenario222,-90,right,1.0,60,20,20,100,20,100,100,0,0.7921811494786231,114.06764030456544,0
scenario223,-90,left,0.4,20,80,0,60,100,40,60,0,0.9507236756374304,106.90713763237,0
scenario224,-90,left,0.6,0,60,40,20,80,100,40,0,1.44861684634514,81.99194097518921,0
scenario225,-90,right,0.4,60,20,40,20,0,40,20,0,0.7568154623905993,162.0275354385376,0
scenario226,-60,left,0.1,20,0,40,0,60,0,40,0,1.3821676068110151,82.01857781410217,0
scenario227,30,right,0.1,20,40,20,40,40,80,20,0,1.822853406316204,107.748126745224,0
scenario228,-60,left,1.0,0,100,0,0,100,60,60,0,1.422227415471124,82.27530431747437,0
scenario229,90,left,0.1,0,100,20,0,0,0,20,0,1.3609285365562416,79.09658360481262,0
scenario230,-60,right,0.4,80,0,40,0,100,20,0,0,0.7985654606493683,162.04885172843933,0
scenario231,-90,left,1.0,60,60,100,20,100,0,80,0,1.371838991444427,83.51471829414368,0
scenario232,-60,left,0.1,60,80,60,60,60,20,0,0,0.9422641397454588,101.46736335754396,0
scenario233,-60,left,0.2,40,20,40,80,20,20,100,0,1.4504261390987585,82.28979420661926,0
scenario234,-30,right,0.8,0,0,60,60,20,60,100,0,0.8580749594270777,93.41603446006776,0
scenario235,60,left,1.0,0,80,20,100,80,80,0,0,1.4103655869070475,79.611337184906,0
scenario236,-90,left,0.4,100,20,60,100,40,60,40,0,1.381969437473443,82.80949854850769,0
scenario237,-30,left,0.4,0,0,20,40,100,40,40,0,1.7454563516969548,83.03997349739075,0
scenario238,-30,left,0.2,100,0,20,20,0,100,80,0,0.943090980215698,106.71398520469666,0
scenario239,-90,left,0.4,60,20,100,40,40,60,0,0,0.6138698582937421,92.68445491790771,0
scenario240,0,left,0.6,40,60,80,20,80,20,0,0,1.4266197937210447,82.1315085887909,0
scenario241,0,right,1.0,60,40,80,80,20,0,40,0,1.83537280897317,172.89458918571472,0
scenario242,0,left,0.1,80,100,60,20,60,80,60,0,1.7190530872832834,79.96200609207153,0
scenario243,30,left,0.1,80,100,40,100,20,60,100,0,1.556711895052847,79.23378205299377,0
scenario244,-90,right,0.8,0,40,80,20,100,20,20,0,0.7088417433956384,162.51812505722046,0
scenario245,-60,right,1.0,40,80,80,60,40,20,20,0,0.7317454360738019,106.347238779068,0
scenario246,-60,right,0.6,100,0,100,40,0,20,80,0,0.9413046807961704,114.58831429481506,0
scenario247,90,left,0.8,40,0,40,20,40,20,80,0,1.374947814445188,78.73905992507935,0
scenario248,-30,left,0.4,100,40,100,80,40,80,0,0,0.8876190376762653,105.58973336219788,0
scenario249,30,left,0.2,0,100,80,100,60,0,20,0,1.197482852494838,79.89313340187073,0
scenario250,-90,left,0.8,20,80,0,80,0,20,0,0,1.3985825888494403,82.09643721580505,0
scenario251,-60,right,0.2,100,20,80,80,40,0,20,0,0.9252697525214152,114.7426826953888,0
scenario252,-30,right,0.4,40,20,40,60,80,100,60,0,0.8827121147090355,99.2187113761902,0
scenario253,90,left,1.0,60,20,100,0,0,60,60,0,1.415541018433075,79.56320762634277,0
scenario254,90,right,0.8,20,0,0,100,100,80,40,0,2.0266770315048164,159.63676524162292,0
scenario255,0,right,0.8,80,20,60,40,100,60,80,0,1.7906051980001385,164.62567520141602,0
scenario256,-90,right,0.1,60,0,80,40,100,0,100,0,0.7995138194181205,163.01245880126953,0
scenario257,30,right,1.0,20,60,100,0,80,80,100,0,0.6120419367449765,86.94768404960632,0
scenario258,-60,right,0.6,100,100,60,60,100,40,20,0,0.6212656912281522,99.21127915382384,0
scenario259,90,right,1.0,20,40,40,40,100,100,80,0,1.1068997666095504,148.98979020118713,0
scenario260,90,right,1.0,0,60,0,20,60,40,100,0,2.47373676773128,117.32262969017027,0
scenario261,60,left,0.2,0,40,60,20,0,60,60,0,1.4288726569518797,80.7303364276886,0
scenario262,60,right,0.2,20,100,20,60,80,40,100,0,1.7210136494656605,170.12113547325134,0
scenario263,-60,left,0.8,60,20,60,80,100,100,40,0,0.9714080171486894,102.84806180000304,0
scenario264,-30,left,0.6,100,40,60,100,100,0,60,0,1.4789015571146094,82.67420816421509,0
scenario265,60,right,0.2,60,0,80,40,40,80,100,0,0.8974036685439126,107.24784469604492,0
scenario266,90,right,0.1,0,20,20,40,40,80,80,0,0.6771993528000894,88.71888399124146,0
scenario267,60,right,0.2,60,80,80,100,20,60,60,0,0.9879828834760954,111.44476199150084,0
scenario268,0,right,0.1,0,0,0,20,20,100,80,0,0.8260629359302143,108.60593152046204,0
scenario269,30,left,0.6,60,60,100,0,60,20,20,0,1.3663916610700009,79.65429449081421,0
scenario270,90,right,0.8,40,0,20,40,80,100,60,0,1.5067346689929764,158.31899237632751,0
scenario271,-90,left,0.1,20,20,80,60,80,60,80,0,1.3734191994383005,82.23591470718384,0
scenario272,30,right,0.2,60,80,0,0,0,20,40,0,1.6754372827334374,168.81703567504883,0
scenario273,-60,right,1.0,40,60,0,80,60,100,80,0,0.8734349835174181,99.438871383667,0
scenario274,0,left,1.0,60,20,60,40,0,80,20,0,1.3567084546977874,82.58164572715759,0
scenario275,-90,left,0.2,80,0,60,20,40,40,40,0,1.3986241275667564,83.2531635761261,0
scenario276,-90,right,0.1,40,60,0,60,40,40,40,0,0.8796662538922697,97.1034026145935,0
scenario277,-30,left,0.2,20,100,80,80,100,60,0,0,1.4388714116754353,82.62948513031006,0
scenario278,-60,left,0.6,80,60,80,40,40,40,20,0,0.6576723881687476,93.32732701301576,0
scenario279,30,left,1.0,100,0,80,40,20,40,60,0,1.3409119396108025,79.52504754066467,0
scenario280,60,right,0.1,80,40,100,40,100,0,40,0,1.8308210670976044,169.05445671081543,0
scenario281,-60,left,0.4,40,0,20,100,40,0,100,0,1.3658577496233877,82.03901839256287,0
scenario282,-30,right,1.0,100,0,40,100,0,100,100,0,0.7739494853733622,166.0192551612854,0
scenario283,60,right,1.0,40,80,100,20,20,20,80,0,1.0874003639334524,171.03239059448242,0
scenario284,30,left,0.4,60,100,100,60,100,40,100,0,1.5023372454473884,81.92585754394531,0
scenario285,-60,left,0.1,80,20,80,0,20,60,0,0,1.0622245640179182,97.94903564453124,0
