Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,left,100,80,60,0,30,0,0,100,0.6,False,2.011,0
scenario2,left,100,100,20,20,-60,20,40,60,0.4,False,1.377,0
scenario3,right,0,20,40,40,-90,80,20,40,0.6,False,0.812,0
scenario4,right,20,0,100,100,0,80,40,0,0.8,False,2.047,0
scenario5,left,40,0,100,20,-60,60,20,60,0.6,False,1.353,0
scenario6,right,80,100,100,60,-30,100,0,20,0.1,False,1.142,0
scenario7,left,20,80,20,20,90,60,0,80,0.1,False,1.342,0
scenario8,right,20,0,80,80,-90,80,80,0,0.4,False,0.879,0
scenario9,right,60,40,0,40,0,20,80,60,1.0,False,1.886,0
scenario10,left,80,80,60,80,-90,40,60,40,0.1,False,1.558,0
scenario11,left,60,20,40,100,-90,20,40,80,0.2,False,1.547,0
scenario12,right,0,100,80,60,30,100,100,20,1.0,False,1.332,0
scenario13,right,100,20,0,20,0,40,100,100,0.1,False,1.625,0
scenario14,left,20,0,20,100,90,20,60,80,0.4,False,1.349,0
scenario15,right,20,60,20,20,-30,0,60,40,0.1,False,0.834,0
scenario16,right,40,20,60,100,60,20,80,80,0.2,False,2.046,0
scenario17,left,80,60,60,0,30,100,20,0,0.1,False,1.433,0
scenario18,left,0,60,20,60,-60,0,80,40,1.0,False,1.4,0
scenario19,left,0,100,100,20,-30,80,100,60,0.6,False,1.414,0
scenario20,left,100,100,60,40,60,40,80,100,1.0,False,1.449,0
scenario21,right,0,0,100,60,-60,0,0,60,0.1,False,1.179,0
scenario22,right,80,60,20,80,90,20,20,80,0.8,False,1.471,0
scenario23,right,60,0,40,40,30,40,100,40,1.0,False,1.785,0
scenario24,right,60,60,60,0,-60,80,20,0,0.8,False,0.848,0
scenario25,right,100,100,40,0,90,100,40,100,1.0,False,0.858,0
scenario26,left,40,80,20,0,-90,60,100,80,0.6,False,1.55,0
scenario27,left,100,20,60,100,-30,80,60,60,0.4,False,1.467,0
scenario28,right,80,80,100,60,60,60,80,60,0.8,False,0.767,0
scenario29,right,40,40,0,60,30,0,40,40,0.4,False,1.491,0
scenario30,left,0,80,40,0,-90,60,80,20,0.6,False,1.417,0
scenario31,left,60,60,80,80,-30,100,40,20,0.8,False,0.803,0
scenario32,left,0,0,100,100,-30,80,40,0,0.2,False,1.38,0
scenario33,right,80,60,20,100,-60,80,60,60,0.4,False,0.989,0
scenario34,left,80,0,0,0,-90,0,100,80,0.4,False,1.547,0
scenario35,left,40,20,40,40,30,60,60,0,0.4,False,1.374,0
scenario36,right,100,80,0,0,30,60,0,60,1.0,False,1.812,0
scenario37,left,60,40,60,100,-90,40,100,100,0.2,False,1.381,0
scenario38,left,0,0,80,0,-30,20,80,0,0.8,False,1.534,0
scenario39,left,80,80,100,80,60,80,20,0,0.8,False,1.339,0
scenario40,right,40,40,80,40,60,100,100,40,0.8,False,1.289,0
scenario41,left,100,60,80,40,-60,100,40,0,1.0,False,1.337,0
