Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeofDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,collision,min_ttc,algo_safety
scenario109,left,0,100,20,80,30,40,60,60,0.4,0,1.4295609977018469,0
scenario110,left,0,100,20,20,30,40,0,20,0.8,0,1.6219197579453923,0
scenario111,left,80,100,20,80,30,40,0,0,0.4,0,1.3255121281003737,0
scenario112,left,0,100,20,60,30,40,0,0,0.4,0,1.354372436790298,0
scenario113,left,100,100,100,80,30,40,0,20,0.4,0,1.351329544269681,0
scenario114,left,0,100,60,80,30,40,60,20,0.4,0,0.8703595045805067,0
scenario115,left,0,100,0,80,30,40,0,20,0.8,0,1.3324218473279337,0
scenario116,left,60,100,80,80,30,40,0,20,0.4,0,1.618398119627421,0
scenario117,left,0,100,80,80,30,40,0,20,0.6,0,0.8991399100998536,0
scenario118,left,0,40,20,80,30,40,60,20,0.4,0,1.452385518760576,0
scenario119,left,40,100,20,80,30,40,0,20,0.2,0,1.3602383857954858,0
scenario120,left,0,100,0,80,30,40,100,20,0.4,0,1.4171862534904556,0
scenario121,left,0,100,0,80,30,0,0,20,0.4,0,1.5444692824647115,0
scenario122,left,0,20,20,80,30,40,60,20,0.4,0,1.4278005484203713,0
scenario123,left,100,100,20,80,30,40,0,20,0.6,0,1.3566109048667687,0
scenario124,left,100,100,20,100,30,40,0,20,0.4,0,1.332043375593336,0
scenario125,left,40,100,20,80,30,40,80,20,0.4,0,1.286715734575265,0
scenario126,left,0,100,100,80,30,40,60,20,0.4,0,1.0618197522753348,0
scenario127,left,40,100,60,80,30,40,0,20,0.4,0,0.9645853279013892,0
scenario128,left,40,100,20,80,30,20,0,20,0.4,0,1.4429147132431623,0
scenario129,left,20,100,20,80,-30,40,0,20,0.4,0,0.9543040919369709,0
scenario130,left,60,100,20,80,30,40,60,20,0.4,0,1.4403773712672538,0
scenario131,left,0,100,20,0,-60,40,0,20,0.4,0,1.1214887178214443,0
scenario132,left,0,100,20,80,-60,40,0,20,0.0,0,0.9521209736912232,0
scenario133,left,0,100,40,80,-60,40,0,20,0.4,0,0.927546160200952,0
scenario134,left,40,100,20,80,30,40,0,20,1.0,0,1.299958600179561,0
scenario135,left,40,20,20,80,30,40,0,20,0.4,0,1.404022876097519,0
scenario136,left,0,100,20,80,30,40,60,20,0.6,0,1.467561046358415,0
scenario137,left,0,100,20,100,30,40,60,20,0.4,0,1.4025315066409425,0
scenario138,left,0,100,20,80,30,40,20,20,0.8,0,1.3185512839217186,0
scenario139,left,20,100,20,80,30,80,0,20,0.4,0,1.3419637232894126,0
scenario140,left,20,100,20,80,30,40,0,80,0.4,0,0.955133668593854,0
scenario141,left,0,100,20,80,30,0,20,20,0.4,0,1.5076160645367729,0
scenario142,left,0,100,20,40,30,40,0,20,0.2,0,1.3566409153015986,0
scenario143,left,0,100,20,80,30,40,0,0,0.8,0,1.4011246447951946,0
scenario144,left,0,100,20,40,30,40,0,60,0.4,0,1.4105011726460832,0
scenario145,left,20,100,20,60,30,40,0,20,0.4,0,1.3854725413015314,0
scenario146,left,0,100,20,80,30,40,100,0,0.4,0,1.34517873589048,0
scenario147,left,0,100,20,40,30,40,80,20,0.4,0,1.5782759085138185,0
scenario148,left,40,100,20,80,30,40,0,20,0.6,0,1.3619711448527856,0
scenario149,left,0,100,20,80,30,0,0,0,0.4,0,1.4197060624050737,0
scenario150,left,0,60,20,80,30,40,40,20,0.4,0,1.3417338588995942,0
scenario151,left,40,100,20,100,30,40,0,20,0.4,0,1.3412861988203786,0
scenario152,left,0,100,20,80,30,40,0,100,0.8,0,0.8222652748864326,0
scenario153,left,0,100,60,40,30,40,0,20,0.4,0,0.8619539473981851,0
scenario154,left,0,100,20,40,30,20,0,20,0.4,0,1.360588181686042,0
scenario155,left,20,100,20,80,30,40,0,40,0.4,0,1.3260531252278067,0
scenario156,left,0,100,20,80,30,40,100,100,0.4,0,2.0457732113003884,0
scenario157,left,0,40,20,40,30,40,0,20,0.4,0,1.4357639705807004,0
scenario158,left,0,100,20,80,30,40,40,20,0.2,0,0.9511248375535004,0
scenario159,left,0,100,20,80,30,0,0,100,0.4,0,2.036619539332514,0
scenario160,left,0,100,20,40,30,40,0,20,1.0,0,1.3239439694102528,0
scenario161,left,0,20,20,40,30,40,0,20,0.4,0,1.4276765560209264,0
scenario162,left,0,100,20,80,30,40,40,60,0.4,0,1.3157994539047957,0
scenario163,left,0,100,20,80,30,60,0,20,0.2,0,1.2943626601915863,0
scenario164,left,0,100,20,80,30,40,0,20,0.8,0,1.3564950963122062,0
scenario165,left,0,100,20,80,30,60,0,60,0.4,0,1.3554864030370837,0
scenario166,left,0,100,60,80,30,40,40,20,0.4,0,1.209053288901841,0
scenario167,left,0,100,20,80,30,20,40,20,0.4,0,1.707773049922905,0
scenario168,left,0,100,20,80,30,60,80,20,0.4,0,0.8704115606236822,0
scenario169,left,0,100,20,80,30,0,0,20,0.4,0,1.42004506572486,0
scenario170,left,0,40,20,80,30,40,40,20,0.4,0,1.404735209546959,0
scenario171,left,0,100,60,80,30,60,0,20,0.4,0,1.423173839180307,0
scenario172,left,0,80,20,80,-30,40,0,20,0.4,0,0.8039285262031401,0
scenario173,left,60,100,20,40,30,40,0,20,0.4,0,1.336307191418738,0
scenario174,left,0,60,20,80,30,40,0,20,0.2,0,1.3934901288233967,0
scenario175,left,0,100,20,80,30,40,40,20,1.0,0,1.4394713333517108,0
scenario176,left,0,0,20,20,30,40,0,20,0.4,0,1.4181327710821825,0
scenario177,left,0,100,20,20,60,40,0,20,0.4,0,1.3407796440588506,0
scenario178,left,0,100,40,20,30,40,0,20,0.4,0,0.8062775786194192,0
scenario179,left,0,20,20,80,30,40,40,20,0.4,0,1.4349777627647766,0
scenario180,left,0,100,20,40,30,40,0,20,0.6,0,1.3485567011090729,0
scenario181,left,0,60,20,80,30,40,0,60,0.4,0,1.4626930705075354,0
scenario182,left,0,40,20,80,30,60,0,20,0.4,0,1.3906279157558952,0
scenario183,left,0,100,20,80,30,60,0,20,1.0,0,1.357881204807862,0
scenario184,left,0,20,20,80,30,60,0,20,0.4,0,1.341506184388832,0
scenario185,left,0,60,20,80,30,40,80,20,0.4,0,1.5512206054893225,0
scenario186,left,0,100,100,80,30,40,40,20,0.4,0,1.1467281847915451,0
scenario187,left,20,100,20,80,30,40,0,20,0.8,0,1.3236619935530904,0
scenario188,left,0,0,0,80,30,40,0,20,0.4,0,1.4784813581149632,0
scenario189,left,0,100,0,0,30,40,0,20,0.4,0,1.0626137848704829,0
scenario190,left,0,100,0,80,30,40,0,20,0.0,0,1.355433265353346,0
scenario191,left,0,100,0,80,60,40,0,20,0.4,0,1.3586044033138698,0
scenario192,left,0,100,0,80,90,40,0,20,0.4,0,1.3531521979440977,0
scenario193,right,0,100,20,80,30,40,0,20,0.2,0,1.1488006822952104,0
scenario194,left,0,80,20,80,30,80,0,20,0.4,0,1.3221900761371783,0
scenario195,left,0,100,20,80,30,40,0,60,0.2,0,1.5952834173957824,0
scenario196,left,0,60,60,80,30,40,0,20,0.4,0,1.0476999696596505,0
scenario197,left,0,80,20,80,30,40,0,80,0.4,0,0.8518314350423489,0
scenario198,left,20,100,20,80,30,40,100,20,0.4,0,1.453134213734668,0
scenario199,left,0,100,80,80,0,40,0,20,0.4,0,1.1065552397995662,0
scenario200,left,0,100,100,80,30,60,0,20,0.4,0,1.3644370496564164,0
scenario201,left,20,100,20,80,30,0,0,20,0.4,0,1.3536387168667237,0
scenario202,left,0,100,20,80,30,40,80,20,0.2,0,1.4738513438416467,0
scenario203,left,80,80,20,80,30,40,0,20,0.4,0,1.3513079666788057,0
scenario204,left,0,100,80,80,-30,40,0,20,0.4,0,0.8670613621735543,0
scenario205,left,60,100,20,80,30,40,40,20,0.4,0,1.4854710383173908,0
scenario206,left,0,60,20,80,30,40,0,20,1.0,0,1.3349765335176815,0
scenario207,left,0,100,20,80,30,40,40,20,0.6,0,1.4648763919305707,0
scenario208,left,100,100,20,80,0,40,0,20,0.4,0,1.3600637169556031,0
scenario209,left,0,100,60,80,30,40,0,20,0.2,0,0.930845464471058,0
scenario210,left,0,80,20,60,30,40,0,20,0.4,0,1.4678839768005254,0
scenario211,left,0,100,20,80,30,20,0,20,0.2,0,1.5327731653296677,0
scenario212,left,0,100,20,100,30,40,40,20,0.4,0,1.4332103745426803,0
scenario213,left,0,0,20,80,30,40,0,20,0.1,0,1.4287796111546938,0
scenario214,left,0,100,20,0,30,40,0,20,0.1,0,1.3908894460996295,0
scenario215,left,0,100,40,80,30,40,0,20,0.1,0,0.8084139046665926,0
scenario216,left,0,100,20,80,60,40,0,20,0.1,0,1.3813853752035,0
scenario217,left,0,100,20,80,90,40,0,20,0.1,0,1.3599448947786317,0
scenario218,left,100,100,20,80,-30,40,0,20,0.4,0,0.974573830473482,0
scenario219,left,60,100,20,80,30,60,0,20,0.4,0,1.3511134392948705,0
scenario220,left,0,100,20,80,30,20,0,60,0.4,0,1.5239069804294685,0
scenario221,left,0,40,20,80,30,40,0,20,0.2,0,1.4409035039723337,0
scenario222,left,0,100,20,80,30,60,0,20,0.6,0,1.35982498776304,0
scenario223,left,0,60,100,80,30,40,0,20,0.4,0,0.8211278865613939,0
scenario224,left,0,100,20,100,30,60,0,20,0.4,0,1.3226265417153396,0
scenario225,left,0,100,60,80,30,40,80,20,0.4,0,0.7837434055219163,0
scenario226,left,0,20,20,80,30,40,0,20,0.2,0,1.402243648254357,0
scenario227,left,0,100,20,80,30,20,80,20,0.4,0,1.0527234203041296,0
scenario228,left,0,80,20,80,30,40,0,40,0.4,0,1.3377015430033463,0
scenario229,left,0,100,80,80,30,80,0,20,0.4,0,1.3471165039354285,0
scenario230,right,0,40,20,80,30,40,0,20,0.4,0,0.90975972045668,0
scenario231,left,0,40,20,80,30,40,0,60,0.4,0,1.4048932255123463,0
scenario232,left,0,100,80,80,30,40,0,80,0.4,0,0.9951896492965828,0
scenario233,right,0,100,20,80,30,40,0,20,1.0,0,0.9847051071566386,0
scenario234,left,0,100,20,80,30,40,0,60,1.0,0,1.3245313698576482,0
scenario235,right,0,20,20,80,30,40,0,20,0.4,0,0.8140548927996053,0
scenario236,left,0,20,20,80,30,40,0,60,0.4,0,1.4162054475145318,0
scenario237,left,0,40,20,80,30,40,80,20,0.4,0,1.4345246363522646,0
scenario238,left,0,100,60,80,30,20,0,20,0.4,0,1.5814361349602797,0
scenario239,left,80,100,80,80,30,40,0,20,0.4,0,0.9923038380740812,0
scenario240,left,0,100,100,80,30,40,0,20,0.2,0,1.774372781390492,0
scenario241,left,0,100,20,80,30,40,80,20,1.0,0,1.4454890463625374,0
scenario242,left,100,100,20,80,30,80,0,20,0.4,0,1.4754001461425206,0
scenario243,left,60,60,20,80,30,40,0,20,0.4,0,1.4379624470158694,0
scenario244,left,0,20,20,80,30,40,80,20,0.4,0,1.4238272464225077,0
scenario245,left,100,100,20,80,30,40,0,80,0.4,0,1.3512948963599414,0
scenario246,left,0,100,20,80,0,40,60,20,0.4,0,0.993463903496368,0
scenario247,left,0,100,80,60,30,40,0,20,0.4,0,1.206598105814042,0
scenario248,left,0,40,60,80,30,40,0,20,0.4,0,0.9827607312247554,0
scenario249,left,0,40,20,80,30,20,0,20,0.4,0,1.5753762668190268,0
scenario250,left,0,0,20,80,30,40,20,20,0.4,0,1.394777262056319,0
scenario251,left,0,100,20,0,30,40,20,20,0.4,0,1.3527626108577893,0
scenario252,left,0,100,20,80,30,40,20,20,0.0,0,1.3097582266825465,0
scenario253,left,0,100,40,80,30,40,20,20,0.4,0,1.1272482359705347,0
scenario254,left,0,100,20,80,60,40,20,20,0.4,0,1.3732340878939762,0
scenario255,left,0,100,20,80,90,40,20,20,0.4,0,1.355788874072028,0
scenario256,left,0,60,20,80,30,40,0,20,0.6,0,1.3964035012569576,0
scenario257,right,0,100,100,80,30,40,0,20,0.4,0,1.5318066306701097,0
scenario258,left,0,100,100,80,30,40,0,60,0.4,0,1.8083536448584496,0
scenario259,left,0,100,20,80,-30,40,60,20,0.4,0,1.4169688537370355,0
scenario260,left,0,100,60,80,30,40,0,20,1.0,0,0.6054472844937094,0
scenario261,left,0,100,20,80,30,20,0,20,1.0,0,1.332484734886682,0
scenario262,left,0,60,20,100,30,40,0,20,0.4,0,1.35938695288822,0
scenario263,left,0,20,60,80,30,40,0,20,0.4,0,0.9440693761393608,0
scenario264,left,0,20,20,80,30,20,0,20,0.4,0,1.415342201662422,0
scenario265,left,0,100,100,80,30,40,80,20,0.4,0,0.9710721659058535,0
scenario266,left,100,100,20,60,30,40,0,20,0.4,0,1.3422281157033862,0
scenario267,left,60,100,20,80,30,40,0,20,0.2,0,1.4228151829323412,0
scenario268,left,0,40,20,80,30,40,0,20,1.0,0,1.354770599672685,0
scenario269,left,0,100,80,80,30,40,0,40,0.4,0,1.127018775653955,0
scenario270,left,0,0,20,80,30,40,0,0,0.4,0,1.4663790891427533,0
scenario271,left,0,100,20,0,30,40,0,0,0.4,0,1.4003779733062904,0
scenario272,left,0,100,20,80,30,40,0,0,0.0,0,1.2917951244631438,0
scenario273,left,0,100,40,80,30,40,0,0,0.4,0,0.6160265691495729,0
scenario274,left,0,100,20,80,60,40,0,0,0.4,0,1.3642767967893683,0
scenario275,left,0,100,20,80,90,40,0,0,0.4,0,1.3703547584616569,0
scenario276,left,0,100,100,80,30,20,0,20,0.4,0,1.1779823320391205,0
scenario277,left,0,20,20,80,30,40,0,20,1.0,0,1.3598356308890722,0
scenario278,right,60,100,20,80,30,40,0,20,0.4,0,2.1522494961066543,0
scenario279,left,60,100,20,80,30,40,0,60,0.4,0,1.3688759762213725,0
scenario280,left,0,100,20,100,30,40,0,20,0.2,0,1.3085083607130374,0
scenario281,right,0,100,20,80,30,40,0,20,0.6,0,1.7996674943841098,0
scenario282,left,0,100,20,80,30,40,0,60,0.6,0,1.342432728503404,0
scenario283,left,0,100,20,80,30,80,60,20,0.4,0,1.3476667122684811,0
scenario284,left,0,40,100,80,30,40,0,20,0.4,0,1.0352389457296198,0
scenario285,left,60,100,20,80,30,40,80,20,0.4,0,1.406462259922122,0
scenario286,left,100,100,20,80,30,40,0,40,0.4,0,1.302864041631103,0
scenario287,right,0,100,20,100,30,40,0,20,0.4,0,1.0859281140221015,0
scenario288,left,0,100,20,100,30,40,0,60,0.4,0,1.4566401540589606,0
scenario289,left,0,100,20,80,30,40,60,80,0.4,0,1.0161503831005867,0
scenario290,left,0,100,100,80,30,40,0,20,1.0,0,1.6603154499185746,0
scenario291,left,40,100,20,80,0,40,0,20,0.4,0,1.3228445253139525,0
scenario292,left,0,100,20,80,30,40,80,20,0.6,0,1.1639667138390075,0
scenario293,left,0,20,100,80,30,40,0,20,0.4,0,1.0179246920613954,0
scenario294,left,0,0,20,80,30,40,0,100,0.4,0,0.8750896695963422,0
scenario295,left,0,100,20,0,30,40,0,100,0.4,0,1.0881037573405246,0
scenario296,left,0,100,40,80,30,40,0,100,0.4,0,0.7947839690129257,0
scenario297,left,0,100,20,80,30,40,0,100,0.0,0,0.6181109037263509,0
scenario298,left,0,100,20,80,60,40,0,100,0.4,0,1.6470671419195697,0
scenario299,left,0,100,20,80,90,40,0,100,0.4,0,1.466553829904106,0
scenario300,left,80,100,20,80,30,40,60,20,0.4,0,1.340849508378334,0
scenario301,left,0,100,20,100,30,40,80,20,0.4,0,1.137025042392076,0
scenario302,left,60,100,60,80,30,40,0,20,0.4,0,0.5592155280007198,0
scenario303,left,60,100,20,80,30,20,0,20,0.4,0,1.3937442808877043,0
scenario304,left,40,100,20,80,-30,40,0,20,0.4,0,0.8617546193295559,0
scenario305,left,0,100,60,80,30,40,0,20,0.6,0,1.015292450205113,0
scenario306,left,0,100,20,80,30,20,0,20,0.6,0,1.4653972639459871,0
scenario307,left,0,100,20,60,30,40,60,20,0.4,0,1.5108514740313,0
scenario308,left,0,80,20,80,30,40,0,20,0.8,0,1.4107742465709097,0
scenario309,left,60,40,20,80,30,40,0,20,0.4,0,1.473748985650453,0
scenario310,left,0,100,60,100,30,40,0,20,0.4,0,0.9175021812726492,0
scenario311,left,0,100,20,100,30,20,0,20,0.4,0,1.0155883766025506,0
scenario312,left,60,100,20,80,30,40,0,20,1.0,0,1.350084689711663,0
scenario313,left,0,40,20,80,30,40,0,20,0.6,0,1.440287315947009,0
scenario314,left,60,20,20,80,30,40,0,20,0.4,0,1.38292179008203,0
scenario315,left,0,80,20,80,30,40,100,20,0.4,0,1.5676531494536612,0
scenario316,left,0,40,20,100,30,40,0,20,0.4,0,1.4379484014263135,0
scenario317,left,0,20,20,80,30,40,0,20,0.6,0,1.437339941199905,0
scenario318,left,0,80,20,80,30,0,0,20,0.4,0,1.6617015981467649,0
scenario319,left,0,100,20,100,30,40,0,20,1.0,0,1.325954861150334,0
scenario320,left,0,100,20,80,30,40,60,40,0.4,0,1.007324777325695,0
scenario321,left,0,20,20,100,30,40,0,20,0.4,0,1.43426858220237,0
scenario322,left,40,100,20,80,30,80,0,20,0.4,0,1.423416366929435,0
scenario323,left,40,100,20,80,30,40,0,80,0.4,0,1.0173283288816155,0
scenario324,left,60,100,100,80,30,40,0,20,0.4,0,1.978595825881436,0
scenario325,left,0,0,20,80,30,40,0,20,0.4,0,1.36571951169218,0
scenario326,left,0,100,20,80,30,40,0,20,0.0,0,1.3202834404813222,0
scenario327,left,0,100,40,80,30,40,0,20,0.4,0,0.8919480781331585,0
scenario328,left,0,100,20,80,60,40,0,20,0.4,0,1.39145743177665,0
scenario329,left,0,100,20,80,90,40,0,20,0.4,0,1.369447265554183,0
scenario330,left,0,100,100,80,30,40,0,20,0.6,0,1.070553206716578,0
scenario331,left,0,100,100,100,30,40,0,20,0.4,0,1.9884231032115047,0
scenario332,left,0,100,80,80,30,40,0,20,0.8,0,0.9879966367597086,0
scenario333,left,40,100,20,60,30,40,0,20,0.4,0,1.4018142170421055,0
scenario334,left,0,100,80,80,30,40,100,20,0.4,0,0.919307127992652,0
scenario335,left,60,100,20,80,30,40,0,20,0.6,0,1.4575247089835788,0
scenario336,left,100,100,20,80,30,40,0,20,0.8,0,1.3440423020691306,0
scenario337,left,0,100,80,80,30,0,0,20,0.4,0,1.1526073327925077,0
scenario338,left,60,100,20,100,30,40,0,20,0.4,0,1.3428656890764017,0
scenario339,left,0,100,20,40,0,40,0,20,0.4,0,1.341523772722226,0
scenario340,left,40,100,20,80,30,40,0,40,0.4,0,1.3088759208136316,0
scenario341,left,0,100,20,100,30,40,0,20,0.6,0,1.37063916402844,0
scenario342,left,0,100,20,40,-30,40,0,20,0.4,0,0.8017322475933385,0
scenario343,left,100,100,20,80,30,40,100,20,0.4,0,1.5454483808532355,0
scenario344,left,20,0,20,80,30,40,0,20,0.4,0,1.4352021367530232,0
scenario345,left,20,100,20,0,30,40,0,20,0.4,0,1.45171052694423,0
