Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,right,20,60,100,0,-90,80,0,40,0.8,False,0.986,0
scenario2,left,80,20,0,0,0,60,0,20,0.1,False,1.307,0
scenario3,right,0,80,0,20,60,100,80,0,0.8,False,0.919,0
scenario4,right,0,20,0,80,90,20,40,60,0.2,False,1.61,0
scenario5,left,80,40,80,100,-60,0,80,80,1.0,False,1.377,0
scenario6,left,40,0,80,100,-90,80,0,80,0.2,False,1.366,0
scenario7,right,100,80,60,40,0,80,60,40,0.4,False,0.721,0
scenario8,left,20,100,20,0,30,40,80,60,0.4,False,1.571,0
scenario9,right,40,80,0,0,30,60,20,40,0.2,False,2.221,0
scenario10,right,60,0,100,0,90,80,80,40,0.4,False,1.47,0
scenario11,right,80,60,80,60,-90,0,40,60,1.0,False,2.035,0
scenario12,left,0,100,100,40,60,80,100,60,0.4,False,1.374,0
scenario13,right,100,40,0,60,-30,20,80,0,0.6,False,1.774,0
scenario14,left,20,40,20,100,-60,60,60,60,0.1,False,0.883,0
scenario15,left,60,60,80,40,-60,60,80,40,1.0,False,1.4,0
scenario16,right,40,100,60,20,-60,0,20,20,0.2,False,0.801,0
scenario17,left,0,60,80,20,-30,40,0,20,0.6,False,0.836,0
scenario18,right,80,80,40,20,60,80,80,100,1.0,False,1.572,0
scenario19,left,60,100,80,60,0,60,60,0,0.6,False,0.918,0
scenario20,right,0,20,0,20,0,20,0,40,0.8,False,0.898,0
scenario21,left,0,0,80,20,30,0,40,80,0.1,False,1.434,0
scenario22,left,20,80,60,20,60,40,40,80,0.4,False,1.353,0
scenario23,right,0,0,60,60,0,60,40,0,0.2,False,2.601,0
scenario24,left,100,40,100,40,0,100,20,80,0.1,False,1.336,0
scenario25,left,80,40,20,100,30,0,80,40,1.0,False,1.355,0
scenario26,left,100,40,80,40,-60,40,20,80,0.8,False,1.427,0
scenario27,right,100,20,80,20,90,20,60,100,0.2,False,0.812,0
scenario28,left,80,60,40,100,-90,0,40,60,0.4,False,1.565,0
scenario29,left,100,80,40,60,90,100,40,40,0.1,False,1.689,0
scenario30,left,0,20,60,20,-30,20,60,80,0.8,False,1.403,0
scenario31,left,60,100,40,100,-90,100,0,60,1.0,False,2.19,0
scenario32,left,60,20,60,100,-30,0,100,60,0.6,False,1.561,0
scenario33,right,100,0,100,20,-60,20,0,20,0.8,False,0.798,0
scenario34,right,100,20,80,80,0,100,40,20,0.8,False,1.992,0
scenario35,left,0,0,100,100,-90,80,100,20,0.6,False,1.462,0
scenario36,left,20,0,40,20,-30,80,20,80,0.4,False,1.421,0
scenario37,right,80,60,20,0,60,40,60,100,0.8,False,1.725,0
scenario38,right,80,20,80,20,30,80,0,60,0.2,False,1.662,0
scenario39,left,20,20,20,60,30,100,0,80,0.1,False,1.324,0
scenario40,right,100,80,80,80,0,0,80,0,0.2,False,0.831,0
scenario41,left,40,0,0,80,0,80,0,0,0.6,False,1.337,0
scenario42,right,80,80,80,80,-60,100,40,60,0.8,False,0.848,0
scenario43,right,80,20,100,80,-30,80,20,60,0.2,False,0.87,0
scenario44,right,0,60,60,40,-90,100,20,60,0.1,False,0.89,0
scenario45,left,100,40,0,20,60,100,100,40,0.2,False,1.39,0
scenario46,right,20,60,20,100,-90,60,60,20,1.0,False,0.847,0
scenario47,left,20,100,60,80,0,40,60,20,0.4,False,1.097,0
scenario48,right,0,100,40,0,-30,80,60,60,1.0,False,0.744,0
scenario49,left,60,40,80,80,-30,80,0,0,0.2,False,0.921,0
scenario50,left,0,40,40,0,90,20,40,20,0.6,False,1.426,0
scenario51,right,60,20,80,80,30,60,100,40,0.1,False,1.28,0
scenario52,right,0,100,20,60,-90,40,0,100,0.1,False,1.322,0
scenario53,right,0,80,20,0,-30,0,60,0,0.4,False,1.101,0
scenario54,right,40,80,20,0,30,100,20,0,0.2,False,1.653,0
scenario55,right,0,20,20,40,60,40,80,20,0.4,False,0.901,0
scenario56,right,80,100,20,40,-30,0,40,0,0.1,False,0.933,0
scenario57,left,100,80,80,20,30,60,20,60,0.1,False,1.309,0
scenario58,right,100,60,80,60,30,40,100,20,0.2,False,0.684,0
scenario59,right,20,100,100,100,-60,60,40,0,0.2,False,0.87,0
scenario60,left,0,100,100,40,0,20,0,0,1.0,False,1.616,0
scenario61,right,80,100,40,80,-60,100,40,0,0.6,False,0.942,0
scenario62,left,20,40,60,0,-30,40,40,80,0.4,False,1.452,0
scenario63,left,0,40,20,40,-60,0,40,60,0.1,False,1.432,0
scenario64,right,40,80,100,20,-60,80,0,0,0.4,False,1.481,0
scenario65,left,20,60,80,0,0,0,40,40,1.0,False,1.533,0
scenario66,left,0,80,80,20,60,100,80,60,0.4,False,1.443,0
scenario67,right,20,40,100,80,60,20,0,100,0.8,False,1.625,0
scenario68,right,100,100,80,20,30,80,80,0,1.0,False,0.955,0
scenario69,left,0,0,0,20,60,40,0,60,0.6,False,1.442,0
scenario70,left,100,0,100,80,60,20,60,40,0.1,False,1.39,0
scenario71,right,0,100,80,80,-90,100,80,0,1.0,False,0.751,0
scenario72,right,40,0,40,20,60,20,20,100,1.0,False,1.162,0
scenario73,right,60,60,0,60,60,40,0,80,1.0,False,1.698,0
scenario74,left,0,80,20,40,-30,100,100,100,0.4,False,1.807,0
scenario75,left,0,60,0,60,-30,100,0,100,0.2,False,0.632,0
scenario76,right,40,100,80,40,0,60,60,0,0.8,False,0.688,0
scenario77,left,40,0,60,0,-30,60,0,80,0.6,False,1.493,0
scenario78,right,60,20,20,0,30,0,20,100,0.8,False,0.731,0
scenario79,right,40,20,80,100,30,40,0,100,0.4,False,0.845,0
scenario80,left,60,60,60,0,-60,0,60,100,0.6,False,1.438,0
scenario81,right,40,100,20,60,-30,60,40,0,0.4,False,0.961,0
scenario82,left,40,40,60,0,-60,100,0,100,0.4,False,1.587,0
scenario83,right,40,0,60,60,90,80,0,40,0.6,False,1.986,0
scenario84,right,0,40,0,0,90,100,40,100,0.2,False,1.82,0
scenario85,left,40,60,80,40,-60,40,60,0,1.0,False,1.393,0
scenario86,right,80,80,20,100,-90,0,100,60,0.6,False,0.902,0
scenario87,left,100,40,60,0,30,20,20,60,0.6,False,1.176,0
scenario88,right,40,40,40,100,60,100,40,60,1.0,False,1.629,0
scenario89,left,40,60,80,100,0,0,20,100,0.2,False,1.383,0
scenario90,left,20,80,60,80,-60,60,40,60,0.6,False,0.913,0
scenario91,left,80,20,20,0,-60,40,80,0,0.4,False,1.375,0
scenario92,left,40,40,80,20,-90,100,60,60,0.6,False,1.732,0
scenario93,left,60,40,40,0,0,40,80,40,0.2,False,1.577,0
scenario94,left,0,40,20,60,0,100,60,60,0.4,False,1.337,0
scenario95,left,20,0,60,100,90,60,80,60,0.1,False,1.302,0
scenario96,left,60,80,60,60,-60,0,20,20,0.2,False,1.493,0
scenario97,left,100,100,100,60,-90,80,0,0,0.2,False,0.831,0
scenario98,left,80,0,100,100,-30,20,100,40,0.8,False,1.409,0
scenario99,right,100,0,0,0,-30,80,80,20,0.6,False,1.006,0
scenario100,right,20,80,0,0,30,40,60,40,0.4,False,1.638,0
scenario101,left,60,80,20,80,-60,0,60,100,1.0,False,1.767,0
scenario102,right,0,0,20,60,60,100,60,0,0.4,False,1.48,0
scenario103,left,100,60,40,20,0,0,100,40,1.0,False,1.553,0
scenario104,right,40,100,60,20,-90,40,100,80,0.1,False,1.753,0
scenario105,left,60,20,40,20,-60,60,20,40,0.4,False,1.379,0
scenario106,left,80,60,80,20,-60,60,60,100,0.1,False,0.903,0
scenario107,left,60,0,20,0,30,20,60,0,1.0,False,1.454,0
scenario108,left,20,60,60,100,-30,100,0,0,0.2,False,1.259,0
scenario109,right,20,20,100,80,60,60,0,40,1.0,False,1.944,0
scenario110,right,40,40,60,20,-90,0,0,40,0.1,False,1.334,0
scenario111,right,60,0,80,20,0,40,40,60,0.1,False,0.773,0
scenario112,left,100,60,20,40,30,60,20,40,0.4,False,1.379,0
scenario113,right,0,100,60,20,90,100,60,0,0.6,False,0.926,0
scenario114,left,60,0,0,40,-60,100,0,80,0.4,False,0.958,0
scenario115,right,40,40,80,0,-30,100,100,100,0.4,False,1.578,0
scenario116,right,40,0,100,80,90,100,0,0,0.2,False,1.665,0
scenario117,left,60,100,60,60,90,40,60,60,0.2,False,1.496,0
scenario118,right,20,0,100,40,90,100,20,80,0.2,False,2.002,0
scenario119,right,40,60,40,80,-90,80,20,60,0.2,False,0.745,0
scenario120,left,60,0,100,0,0,80,80,40,0.2,False,1.38,0
scenario121,right,0,0,40,80,-90,20,0,60,0.6,False,0.842,0
scenario122,right,20,20,20,60,0,80,100,20,1.0,False,0.832,0
scenario123,left,40,40,40,80,-30,40,40,100,0.4,False,1.402,0
scenario124,left,60,20,20,20,-60,20,40,80,0.2,False,1.016,0
scenario125,right,0,60,40,20,30,80,20,100,0.1,False,1.83,0
scenario126,right,0,0,0,60,90,20,60,40,0.1,False,1.043,0
scenario127,right,20,0,0,20,30,80,20,0,0.4,False,2.4,0
