Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,left,40,0,60,40,-90,0,60,80,0.8,False,1.319,0
scenario2,right,40,0,20,20,-30,80,40,100,0.2,False,0.831,0
scenario3,left,0,60,0,80,0,0,0,40,1.0,False,1.364,0
scenario4,right,0,0,0,100,-60,20,0,40,0.6,False,0.979,0
scenario5,right,40,60,0,40,-30,80,60,20,0.8,False,0.848,0
scenario6,right,0,60,100,80,0,100,80,100,1.0,False,1.379,0
scenario7,right,80,100,60,40,30,0,100,20,1.0,False,0.779,0
scenario8,left,60,100,40,20,-30,40,80,60,0.1,False,1.377,0
scenario9,right,60,80,40,0,-60,80,0,100,0.4,False,0.907,0
scenario10,left,40,20,60,80,30,100,0,100,0.4,False,1.315,0
scenario11,right,100,100,20,80,0,20,20,80,0.6,False,0.85,0
scenario12,right,60,0,0,20,0,20,0,40,0.4,False,1.781,0
scenario13,right,80,100,60,40,30,0,100,20,1.0,False,2.116,0
scenario14,right,80,100,80,40,90,20,100,40,0.8,False,1.419,0
scenario15,right,100,80,60,40,30,20,100,40,1.0,False,0.861,0
scenario16,left,100,100,60,40,30,0,80,40,0.8,False,0.991,0
scenario17,left,100,80,0,20,30,0,100,20,0.6,False,1.378,0
scenario18,right,80,80,60,80,30,0,80,20,0.8,False,0.748,0
scenario19,right,100,100,20,60,0,0,100,40,1.0,False,0.655,0
scenario20,right,40,100,80,40,0,0,80,0,1.0,False,1.771,0
scenario21,right,80,20,60,20,30,0,80,0,0.6,False,0.9,0
scenario22,left,100,100,100,40,-90,20,80,0,1.0,False,1.37,0
scenario23,left,0,80,100,40,30,0,100,40,1.0,False,1.175,0
scenario24,right,100,80,60,20,-90,20,100,0,0.1,False,0.638,0
scenario25,right,100,80,60,20,-90,20,100,0,0.1,False,1.119,0
scenario26,left,100,100,100,20,-30,40,100,20,1.0,False,1.408,0
scenario27,right,20,80,40,60,30,0,80,20,1.0,False,0.819,0
scenario28,left,100,100,80,60,-90,20,60,0,1.0,False,1.502,0
scenario29,left,80,80,60,60,30,0,100,40,0.8,False,1.305,0
scenario30,left,0,0,40,60,0,0,40,40,0.8,False,1.471,0
scenario31,left,80,60,100,40,0,0,100,40,0.2,False,1.352,0
scenario32,left,80,0,80,0,30,20,80,0,0.2,False,1.379,0
scenario33,left,20,80,20,40,90,20,20,60,1.0,False,1.378,0
scenario34,left,80,100,80,40,60,0,80,20,0.8,False,1.382,0
scenario35,right,20,80,80,40,30,0,100,100,1.0,False,0.742,0
scenario36,right,80,100,80,40,0,0,80,0,1.0,False,1.414,0
scenario37,right,20,80,80,40,30,0,100,100,1.0,False,0.663,0
scenario38,left,80,60,100,20,90,0,100,40,0.2,False,1.369,0
scenario39,right,20,80,100,40,60,0,20,60,0.2,False,0.791,0
scenario40,right,0,80,40,80,0,80,80,40,1.0,False,0.934,0
scenario41,left,80,40,100,20,0,20,100,40,0.2,False,1.388,0
scenario42,left,40,40,80,40,30,0,100,80,1.0,False,0.921,0
scenario43,left,100,100,100,20,-30,20,80,0,1.0,False,1.401,0
scenario44,right,0,100,40,60,90,0,20,60,1.0,False,0.825,0
scenario45,right,20,100,40,0,90,20,20,60,1.0,False,0.728,0
scenario46,left,20,0,20,60,30,0,40,60,0.6,False,1.401,0
scenario47,left,40,100,40,60,0,0,20,20,1.0,False,1.354,0
scenario48,left,60,80,80,20,60,0,100,20,0.1,False,1.531,0
scenario49,right,20,80,80,40,30,0,100,100,1.0,False,0.564,0
scenario50,right,0,20,80,60,30,20,40,40,0.6,False,0.714,0
scenario51,right,0,100,20,60,90,20,80,40,1.0,False,0.827,0
scenario52,right,100,40,100,20,90,0,100,60,0.2,False,2.174,0
scenario53,left,80,100,100,0,60,0,40,40,0.1,False,1.411,0
scenario54,right,100,60,80,20,30,100,60,20,0.8,False,1.02,0
scenario55,left,0,80,60,100,-30,80,60,40,1.0,False,1.137,0
scenario56,right,20,100,20,0,90,20,20,60,0.8,False,1.591,0
scenario57,left,80,60,60,0,30,0,40,40,0.2,False,1.567,0
scenario58,right,20,100,20,60,60,0,20,20,1.0,False,1.833,0
scenario59,right,60,100,40,80,-30,0,0,20,0.8,False,1.826,0
scenario60,left,0,100,60,60,30,80,80,20,0.4,False,0.978,0
scenario61,right,20,80,80,40,30,0,100,100,1.0,False,0.655,0
scenario62,right,0,80,80,20,30,100,40,40,0.8,False,1.837,0
scenario63,right,0,80,80,60,0,60,80,0,0.2,False,1.213,0
scenario64,right,60,100,80,20,-60,0,0,40,0.6,False,1.087,0
scenario65,right,100,60,60,20,60,0,80,40,0.2,False,1.569,0
scenario66,left,0,100,80,100,30,80,60,0,0.6,False,0.967,0
scenario67,right,100,60,80,20,30,100,80,20,0.8,False,1.801,0
scenario68,right,100,100,20,80,90,0,0,20,0.8,False,0.819,0
scenario69,right,40,100,20,0,90,40,0,60,0.6,False,2.004,0
scenario70,left,60,80,80,20,90,0,20,40,0.2,False,1.386,0
scenario71,left,80,60,40,60,60,0,40,60,0.1,False,1.45,0
scenario72,right,0,100,80,40,30,0,100,100,0.8,False,0.691,0
scenario73,right,80,100,60,40,30,0,100,20,1.0,False,0.798,0
scenario74,left,60,100,20,40,-30,40,80,60,0.1,False,1.412,0
scenario75,right,40,60,20,40,-30,80,40,40,0.8,False,0.638,0
scenario76,right,20,80,80,40,30,0,100,100,1.0,False,0.579,0
scenario77,right,0,0,0,60,-60,40,20,20,0.6,False,0.635,0
scenario78,right,40,20,20,40,-30,80,40,100,0.4,False,0.962,0
scenario79,right,20,100,20,80,0,20,0,100,0.6,False,0.91,0
scenario80,left,20,60,0,40,-60,80,60,20,0.8,False,0.839,0
scenario81,right,40,60,0,40,-30,80,40,20,0.1,False,0.792,0
scenario82,right,100,0,20,0,-30,80,40,100,0.2,False,1.079,0
scenario83,left,40,20,60,40,-90,20,60,80,0.8,False,1.541,0
scenario84,left,40,0,60,60,-90,20,60,80,0.8,False,1.569,0
scenario85,right,20,80,80,40,30,0,100,100,1.0,False,1.608,0
scenario86,right,20,80,80,80,30,20,100,100,1.0,False,0.706,0
scenario87,right,20,60,80,40,30,0,100,100,1.0,False,0.674,0
scenario88,right,0,20,80,60,60,0,100,100,1.0,False,0.998,0
scenario89,right,40,60,80,20,30,0,100,100,1.0,False,0.645,0
scenario90,right,40,80,100,60,60,0,100,100,0.8,False,0.821,0
