Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,right,20,20,60,80,-30,40,100,80,0.4,False,1.099,0
scenario2,left,80,40,0,40,0,80,20,20,0.6,False,1.419,0
scenario3,right,100,80,60,80,30,20,40,20,0.2,False,0.73,0
scenario4,left,40,40,40,40,0,20,40,100,1.0,False,1.577,0
scenario5,right,0,20,40,100,30,20,60,100,0.6,False,0.722,0
scenario6,left,80,60,60,20,0,40,40,60,1.0,False,1.467,0
scenario7,right,60,60,80,100,30,0,80,20,0.2,False,0.646,0
scenario8,left,100,60,80,0,60,60,60,0,0.1,False,1.472,0
scenario9,left,60,60,40,100,-30,100,20,0,0.2,False,0.91,0
scenario10,right,100,20,80,60,-30,80,0,40,0.2,False,1.766,0
scenario11,right,60,0,0,20,-30,80,100,60,1.0,False,0.79,0
scenario12,left,20,0,100,20,90,60,60,60,0.1,False,1.35,0
scenario13,right,20,20,40,100,-30,100,20,60,0.8,False,1.897,0
scenario14,right,0,60,100,100,30,0,40,20,0.4,False,0.699,0
scenario15,left,20,100,60,40,90,80,80,0,0.8,False,0.983,0
scenario16,left,80,20,20,60,0,0,80,100,0.8,False,1.385,0
scenario17,left,80,60,0,60,30,100,20,100,0.8,False,1.34,0
scenario18,right,0,100,100,80,-30,0,0,0,0.4,False,0.876,0
scenario19,right,0,20,80,40,30,80,0,60,1.0,False,1.88,0
scenario20,left,80,40,60,0,-90,60,0,80,0.4,False,1.473,0
scenario21,right,0,80,100,80,-90,60,0,80,0.6,False,0.965,0
scenario22,right,60,40,80,40,-60,40,20,20,1.0,False,1.5,0
scenario23,left,100,20,100,100,-90,0,60,40,0.2,False,1.002,0
scenario24,left,0,20,80,80,30,0,40,100,0.6,False,1.169,0
scenario25,left,60,100,20,0,60,40,100,40,0.8,False,1.381,0
scenario26,left,40,80,40,0,-60,100,80,100,0.1,False,0.975,0
scenario27,right,0,100,20,20,30,20,0,20,0.2,False,0.887,0
scenario28,right,40,0,20,40,-90,20,60,20,0.6,False,1.434,0
scenario29,right,0,0,80,0,90,80,100,100,0.8,False,1.904,0
scenario30,left,100,40,100,0,0,100,100,80,0.1,False,1.454,0
scenario31,left,80,0,0,20,-60,100,40,60,0.6,False,1.089,0
scenario32,right,80,40,40,40,0,100,60,100,0.6,False,2.045,0
scenario33,left,60,100,20,0,90,40,40,80,0.1,False,1.559,0
scenario34,right,100,60,80,40,-60,20,40,80,0.4,False,1.751,0
scenario35,right,100,40,60,20,60,20,20,20,1.0,False,1.665,0
scenario36,left,100,40,20,0,-30,20,0,0,0.6,False,1.36,0
scenario37,right,20,80,20,20,60,80,60,40,0.4,False,1.872,0
scenario38,right,60,20,80,80,-60,20,100,40,0.8,False,0.833,0
scenario39,left,100,80,80,80,-90,20,60,80,0.8,False,1.554,0
scenario40,left,20,100,40,20,90,40,20,40,0.2,False,1.362,0
scenario41,left,20,100,20,100,-90,0,80,40,0.4,False,1.424,0
scenario42,left,20,100,60,40,90,60,20,0,0.2,False,1.366,0
scenario43,right,20,100,100,20,-30,100,100,40,0.6,False,0.873,0
scenario44,left,0,20,20,40,0,0,100,0,0.6,False,1.381,0
scenario45,right,40,100,20,0,-90,100,100,20,0.4,False,0.746,0
scenario46,left,80,40,60,100,90,20,0,0,0.8,False,1.442,0
scenario47,right,40,60,100,80,30,40,80,0,0.1,False,0.464,1
scenario48,left,80,40,20,100,-60,0,60,0,0.8,False,1.382,0
scenario49,left,60,80,80,0,-90,40,40,40,1.0,False,1.366,0
scenario50,right,100,100,20,0,60,100,100,100,0.4,False,1.657,0
scenario51,right,40,80,0,100,0,60,40,40,1.0,False,1.163,0
scenario52,right,80,100,40,40,0,60,40,100,0.4,False,1.817,0
scenario53,right,40,100,0,20,0,40,0,20,0.8,False,2.376,0
scenario54,left,100,60,0,80,30,40,0,60,0.8,False,1.366,0
scenario55,left,40,40,80,40,90,80,60,0,0.4,False,1.383,0
scenario56,right,0,40,80,0,-60,80,20,60,0.2,False,0.974,0
scenario57,right,0,80,40,100,0,60,0,20,0.8,False,1.839,0
scenario58,left,40,20,100,60,90,100,80,100,1.0,False,1.357,0
scenario59,right,80,80,60,80,-60,80,0,60,0.8,False,1.252,0
scenario60,left,40,40,0,60,-90,40,80,60,0.1,False,0.976,0
scenario61,right,60,100,100,60,-90,60,60,20,0.2,False,0.831,0
scenario62,left,20,40,100,0,-60,0,40,100,1.0,False,1.411,0
scenario63,right,80,60,100,100,-60,40,80,60,0.2,False,1.607,0
scenario64,left,20,20,100,60,-60,80,40,100,0.6,False,0.799,0
scenario65,left,100,100,60,0,-30,20,80,80,0.4,False,1.467,0
scenario66,right,0,0,100,80,60,0,20,60,0.8,False,1.706,0
scenario67,left,100,20,60,60,60,100,80,60,0.4,False,1.532,0
scenario68,left,0,100,40,40,0,40,80,40,0.6,False,1.71,0
scenario69,right,0,40,40,20,-60,100,100,40,0.1,False,0.863,0
scenario70,right,60,20,80,60,90,80,100,20,0.6,False,1.438,0
scenario71,right,40,60,0,100,-60,0,80,100,0.4,False,0.873,0
scenario72,left,60,60,0,100,-90,60,0,60,0.1,False,0.83,0
scenario73,right,80,80,0,60,-90,80,20,100,0.2,False,1.572,0
scenario74,left,80,20,20,60,30,100,80,20,0.2,False,1.371,0
scenario75,right,60,40,60,80,60,60,100,100,1.0,False,0.842,0
scenario76,left,40,20,60,40,60,80,0,80,0.6,False,1.356,0
scenario77,left,60,60,100,80,30,40,20,80,0.2,False,1.394,0
scenario78,right,20,20,80,80,60,20,20,0,1.0,False,2.167,0
scenario79,right,40,0,0,20,0,100,100,80,0.1,False,0.763,0
scenario80,left,20,80,40,20,-30,0,60,20,0.4,False,1.466,0
scenario81,left,60,0,80,100,60,60,20,100,0.4,False,1.316,0
scenario82,right,40,0,100,0,-30,40,20,20,1.0,False,0.917,0
scenario83,left,20,100,100,20,90,60,0,60,0.4,False,1.43,0
scenario84,right,100,60,20,60,0,20,20,0,1.0,False,1.948,0
scenario85,right,40,60,40,100,0,60,40,0,0.2,False,1.624,0
scenario86,left,80,80,0,100,90,60,60,40,0.8,False,1.353,0
scenario87,right,100,80,80,0,30,80,80,0,1.0,False,1.748,0
scenario88,left,60,40,20,0,60,20,60,20,0.2,False,1.368,0
scenario89,right,80,0,40,60,60,80,100,40,0.4,False,0.737,0
scenario90,left,60,40,0,20,-90,0,0,80,0.4,False,1.544,0
scenario91,right,20,20,0,100,90,0,80,100,0.8,False,1.432,0
scenario92,left,60,80,40,80,0,60,100,80,0.6,False,1.492,0
scenario93,left,0,60,40,20,-30,0,40,0,1.0,False,1.41,0
scenario94,right,0,40,0,0,-60,40,80,40,0.1,False,0.751,0
scenario95,right,80,80,20,40,-30,80,40,80,0.6,False,0.864,0
scenario96,left,0,100,40,100,30,40,20,40,0.2,False,1.025,0
scenario97,left,80,40,40,40,-30,40,60,40,0.6,False,1.395,0
scenario98,right,60,20,60,60,60,0,60,20,0.4,False,1.122,0
scenario99,left,40,0,20,60,-90,20,20,20,1.0,False,1.406,0
scenario100,right,0,60,0,60,-60,20,80,40,0.1,False,0.938,0
scenario101,left,40,20,60,40,-90,0,40,60,0.6,False,1.525,0
scenario102,right,40,0,80,0,-30,100,80,60,0.1,False,0.893,0
scenario103,right,100,80,40,40,90,100,40,0,0.6,False,1.979,0
scenario104,left,20,0,0,40,-60,60,60,0,1.0,False,1.107,0
scenario105,left,60,80,20,80,-60,20,100,100,0.1,False,0.958,0
scenario106,right,0,100,40,80,0,0,20,0,0.1,False,2.099,0
scenario107,left,100,60,80,0,-90,40,100,60,0.8,False,1.478,0
scenario108,left,0,0,100,20,90,100,80,20,1.0,False,1.352,0
scenario109,right,20,80,0,60,30,0,20,100,0.6,False,0.734,0
scenario110,right,40,0,60,0,-30,0,60,0,0.6,False,1.516,0
scenario111,left,60,20,60,20,60,20,0,0,0.6,False,1.331,0
scenario112,right,100,0,0,60,-30,100,80,60,0.1,False,1.003,0
scenario113,right,40,0,60,80,0,80,0,40,0.4,False,1.8,0
scenario114,left,40,60,80,60,90,40,100,60,1.0,False,1.612,0
scenario115,right,100,100,20,80,90,100,0,80,0.1,False,2.004,0
scenario116,left,20,0,100,20,90,100,0,100,0.4,False,1.293,0
scenario117,right,100,60,80,40,0,0,20,0,0.2,False,0.707,0
scenario118,left,0,80,0,0,-90,60,80,100,0.2,False,1.42,0
scenario119,left,20,0,0,40,-60,20,0,40,1.0,False,1.408,0
scenario120,right,80,0,100,20,-60,80,40,80,1.0,False,0.838,0
scenario121,right,60,100,60,60,90,20,80,20,0.8,False,1.978,0
scenario122,left,100,40,60,100,60,80,20,0,0.8,False,1.498,0
scenario123,right,40,60,40,40,60,40,60,80,1.0,False,0.765,0
scenario124,right,20,80,100,100,-60,100,0,60,0.2,False,1.528,0
scenario125,left,80,20,60,20,-90,0,100,80,0.4,False,1.498,0
scenario126,left,40,0,20,20,-60,60,0,20,1.0,False,1.403,0
scenario127,right,60,40,60,0,90,60,100,40,0.2,False,2.046,0
scenario128,left,80,60,0,80,90,100,80,80,0.8,False,1.403,0
scenario129,left,40,60,20,60,-90,20,100,40,0.1,False,1.388,0
scenario130,right,100,100,0,40,30,40,100,20,0.2,False,2.191,0
scenario131,left,80,80,20,20,0,80,80,100,0.2,False,1.543,0
scenario132,left,40,20,40,80,90,80,60,0,0.2,False,1.384,0
scenario133,right,80,0,60,80,-60,0,0,40,1.0,False,0.74,0
scenario134,left,100,100,60,100,60,20,20,0,0.6,False,1.446,0
scenario135,right,0,80,80,20,0,80,100,40,0.2,False,0.7,0
scenario136,right,80,80,80,100,-60,80,20,20,0.2,False,0.829,0
scenario137,left,100,100,0,0,-90,100,60,20,0.6,False,1.368,0
scenario138,right,0,80,100,80,30,0,60,20,1.0,False,0.605,0
scenario139,right,0,40,60,0,60,80,60,40,0.4,False,0.922,0
scenario140,left,100,100,0,100,60,60,0,100,0.8,False,1.33,0
scenario141,right,100,20,100,0,60,100,40,100,0.2,False,1.835,0
scenario142,right,0,100,100,60,0,60,40,60,0.1,False,0.938,0
scenario143,left,60,0,100,80,-30,0,80,100,0.6,False,1.478,0
scenario144,left,80,0,40,40,60,100,40,100,0.1,False,1.341,0
scenario145,right,60,20,60,40,90,40,80,60,0.8,False,0.837,0
scenario146,left,20,60,40,80,60,100,60,100,0.1,False,1.374,0
scenario147,right,0,0,0,60,90,80,40,0,0.1,False,0.842,0
scenario148,left,80,40,60,60,-30,0,20,100,0.6,False,1.419,0
scenario149,right,20,60,80,0,-30,20,20,60,1.0,False,0.758,0
scenario150,left,0,0,40,80,-30,60,20,0,1.0,False,1.729,0
scenario151,left,0,100,80,60,30,40,0,20,0.8,False,0.629,0
scenario152,left,20,40,60,60,30,60,100,80,0.8,False,1.52,0
scenario153,right,40,100,0,60,-60,80,20,100,0.8,False,0.971,0
scenario154,right,100,0,20,60,-60,20,60,40,0.6,False,0.765,0
scenario155,right,100,20,100,20,-30,40,80,0,0.1,False,0.846,0
scenario156,left,0,60,20,20,0,80,0,100,0.2,False,1.363,0
scenario157,right,20,40,20,40,30,60,80,0,0.4,False,1.009,0
scenario158,right,60,20,100,20,30,40,60,80,0.6,False,0.929,0
scenario159,left,40,0,80,100,-90,60,0,60,0.4,False,1.399,0
scenario160,right,80,60,100,20,30,60,40,0,0.6,False,1.043,0
scenario161,left,20,0,60,100,0,100,40,80,0.8,False,1.442,0
scenario162,left,40,0,0,20,60,20,80,20,0.8,False,1.934,0
scenario163,left,20,80,100,40,30,80,60,0,0.1,False,1.183,0
scenario164,right,100,20,60,40,60,20,60,40,0.4,False,1.789,0
scenario165,left,60,100,0,60,30,80,80,80,0.1,False,1.253,0
scenario166,left,60,80,40,80,-30,100,100,60,0.2,False,1.511,0
scenario167,right,20,100,0,100,90,0,100,60,0.6,False,0.762,0
scenario168,right,80,60,80,0,-90,40,40,0,0.1,False,0.935,0
scenario169,right,40,40,20,60,90,0,0,80,0.1,False,0.673,0
scenario170,left,100,0,40,60,30,100,0,80,0.6,False,1.394,0
scenario171,right,20,40,60,80,-90,20,60,20,0.1,False,1.118,0
scenario172,right,100,80,20,20,0,60,20,40,0.2,False,1.52,0
scenario173,left,20,60,80,0,90,20,60,80,0.2,False,1.391,0
scenario174,right,40,80,100,20,30,0,0,100,0.4,False,3.475,0
scenario175,left,80,80,100,80,-60,100,100,20,0.6,False,1.397,0
scenario176,left,80,60,80,0,60,80,100,40,0.8,False,1.437,0
scenario177,left,40,20,80,40,0,0,20,20,0.1,False,1.495,0
scenario178,right,20,100,20,0,-60,40,100,80,0.1,False,0.825,0
scenario179,left,100,20,20,40,30,60,20,0,0.1,False,1.341,0
scenario180,left,20,60,100,100,90,40,20,80,0.8,False,1.34,0
scenario181,left,80,20,80,100,90,20,80,80,0.2,False,1.378,0
scenario182,right,20,20,0,20,0,80,20,60,0.1,False,1.033,0
scenario183,right,20,0,80,80,90,40,100,100,0.8,False,0.77,0
scenario184,left,0,100,40,60,60,100,60,80,0.8,False,1.362,0
scenario185,right,100,0,80,20,60,60,80,80,0.4,False,2.176,0
scenario186,left,80,20,60,20,30,0,80,80,0.2,False,1.879,0
scenario187,right,60,60,100,60,30,100,40,60,0.2,False,1.989,0
scenario188,right,40,80,40,0,-30,100,100,40,0.1,False,0.913,0
scenario189,right,20,100,20,20,-60,0,60,60,0.8,False,0.771,0
scenario190,left,100,40,100,100,-30,0,40,60,0.1,False,1.467,0
scenario191,left,60,40,20,80,-60,60,20,100,1.0,False,0.984,0
scenario192,right,60,100,20,0,30,0,40,0,0.6,False,2.479,0
scenario193,right,80,60,100,40,30,100,100,0,0.4,False,1.413,0
scenario194,left,100,60,60,100,90,100,100,40,0.8,False,1.454,0
scenario195,left,40,80,60,80,0,20,0,60,0.8,False,1.806,0
scenario196,right,0,40,20,80,-90,60,60,60,0.2,False,0.894,0
scenario197,left,20,60,20,20,60,20,0,40,1.0,False,1.471,0
scenario198,left,40,60,20,100,-60,60,20,20,0.1,False,1.368,0
scenario199,right,80,0,0,100,-60,20,40,60,0.4,False,1.992,0
scenario200,right,80,100,80,80,-90,20,80,20,0.8,False,0.845,0
scenario201,left,40,0,100,80,-90,80,60,40,0.4,False,1.399,0
scenario202,left,20,80,60,80,60,40,60,0,1.0,False,1.431,0
scenario203,right,0,0,40,100,0,80,20,60,0.2,False,0.883,0
scenario204,right,0,80,0,0,30,80,20,60,1.0,False,1.82,0
scenario205,left,100,20,40,60,-30,60,0,40,0.6,False,1.357,0
scenario206,right,80,100,20,0,30,20,80,20,0.6,False,1.493,0
scenario207,left,80,20,20,20,-30,100,60,80,0.2,False,1.71,0
scenario208,right,20,80,20,80,-90,0,100,80,1.0,False,0.891,0
scenario209,left,0,0,100,60,-90,60,40,0,0.4,False,1.408,0
scenario210,right,100,40,0,0,90,40,100,40,0.8,False,1.945,0
scenario211,right,0,60,0,80,-90,40,40,40,0.2,False,0.879,0
scenario212,left,60,100,40,20,90,80,80,20,0.8,False,1.369,0
scenario213,left,40,80,20,40,-30,20,100,20,0.1,False,1.368,0
scenario214,right,100,40,80,100,60,20,80,40,0.2,False,1.856,0
scenario215,right,40,20,100,60,-30,100,0,0,1.0,False,0.998,0
scenario216,left,20,40,40,80,-60,60,80,80,0.4,False,1.402,0
scenario217,left,100,40,80,0,-60,40,20,20,0.1,False,1.366,0
scenario218,right,20,100,60,100,90,100,60,40,0.4,False,0.776,0
scenario219,right,60,20,60,80,60,100,60,0,0.6,False,0.775,0
scenario220,left,40,80,60,40,-60,40,60,60,0.6,False,0.92,0
scenario221,left,80,20,0,0,0,40,20,80,0.4,False,1.396,0
scenario222,left,0,100,100,100,-30,40,0,40,1.0,False,0.824,0
scenario223,right,20,60,40,40,-90,40,20,20,0.2,False,1.013,0
scenario224,right,100,0,0,40,0,60,100,0,0.4,False,1.591,0
scenario225,left,100,20,60,0,0,20,0,100,1.0,False,1.953,0
scenario226,right,20,100,60,40,-30,80,60,20,0.2,False,0.781,0
scenario227,left,20,60,80,0,-30,100,40,0,1.0,False,1.212,0
scenario228,right,60,20,0,20,90,40,0,80,0.4,False,1.541,0
scenario229,left,0,20,40,100,60,80,80,100,0.8,False,1.457,0
scenario230,right,40,60,40,0,-90,80,100,60,0.6,False,0.918,0
scenario231,left,80,100,0,80,-90,40,40,60,0.8,False,1.028,0
scenario232,left,80,100,20,40,-60,60,60,80,1.0,False,0.884,0
scenario233,right,0,100,80,20,60,60,80,20,0.6,False,0.769,0
scenario234,right,0,20,80,0,0,20,100,20,0.4,False,0.753,0
scenario235,left,80,80,60,100,-90,0,0,40,1.0,False,1.586,0
scenario236,right,100,60,100,20,-90,60,80,60,0.6,False,0.994,0
scenario237,left,0,20,100,0,30,40,40,40,0.8,False,1.011,0
scenario238,left,40,0,0,80,0,0,100,40,0.8,False,1.688,0
scenario239,right,60,60,100,20,-30,40,60,80,0.6,False,0.968,0
scenario240,left,80,0,40,80,30,20,0,0,0.1,False,0.897,0
scenario241,right,100,40,0,20,-90,0,80,0,1.0,False,1.798,0
scenario242,right,20,0,80,0,60,20,0,20,0.1,False,1.74,0
scenario243,right,20,40,40,40,60,80,20,60,0.1,False,2.239,0
scenario244,left,60,60,20,100,-30,0,100,80,1.0,False,1.525,0
scenario245,right,60,0,0,60,30,0,80,80,0.1,False,1.764,0
scenario246,left,20,80,20,100,-30,40,40,80,1.0,False,0.853,0
scenario247,right,60,0,60,0,60,60,0,60,0.6,False,1.951,0
scenario248,left,100,40,0,100,-30,60,40,100,0.2,False,1.038,0
scenario249,left,80,20,100,60,0,100,0,100,0.4,False,1.369,0
scenario250,right,60,60,40,20,90,100,80,60,0.1,False,0.889,0
scenario251,left,80,0,80,100,-90,40,40,100,1.0,False,1.149,0
scenario252,left,100,80,40,60,30,0,0,80,0.8,False,1.331,0
scenario253,right,20,40,20,60,90,60,40,100,0.4,False,0.944,0
scenario254,right,100,80,20,80,-30,20,20,20,0.4,False,0.754,0
scenario255,right,60,40,60,40,60,80,0,20,0.1,False,0.841,0
scenario256,left,100,20,40,100,-30,60,40,0,0.8,False,0.993,0
scenario257,right,60,80,40,0,30,60,80,60,0.6,False,1.804,0
scenario258,left,20,60,20,40,0,0,20,0,0.8,False,1.392,0
scenario259,right,0,100,0,80,-90,20,100,20,0.4,False,1.834,0
scenario260,left,0,80,40,20,-90,0,60,80,1.0,False,1.398,0
scenario261,left,0,60,40,40,-60,40,60,80,0.4,False,1.37,0
scenario262,right,80,60,40,80,0,20,100,20,1.0,False,0.587,0
scenario263,right,20,80,60,40,60,80,100,80,0.8,False,0.618,0
scenario264,left,80,0,0,100,-60,60,20,60,0.2,False,1.037,0
scenario265,right,0,100,80,80,-30,20,80,0,0.4,False,0.862,0
scenario266,right,80,40,60,0,90,20,60,0,0.8,False,1.469,0
scenario267,left,40,60,100,20,90,40,100,60,0.1,False,1.354,0
scenario268,right,80,100,100,20,30,40,60,80,0.4,False,0.778,0
scenario269,left,40,0,80,20,30,40,40,60,0.8,False,1.434,0
scenario270,left,60,100,100,0,-90,20,100,60,0.1,False,1.611,0
scenario271,left,80,20,20,20,60,60,40,20,0.6,False,1.402,0
scenario272,right,40,40,20,80,-30,100,60,80,0.6,False,1.747,0
scenario273,left,20,60,60,60,60,0,100,20,0.6,False,1.42,0
scenario274,left,40,0,0,40,-60,80,80,40,0.1,False,0.962,0
scenario275,right,0,80,80,60,60,100,60,100,1.0,False,1.132,0
scenario276,right,60,20,0,80,-30,60,20,100,1.0,False,0.952,0
scenario277,right,40,20,80,0,30,0,80,100,0.2,False,3.793,0
scenario278,right,100,40,100,60,30,60,20,40,0.2,False,1.83,0
scenario279,left,80,80,40,100,60,80,40,80,0.2,False,1.37,0
scenario280,left,0,80,20,60,-60,20,60,0,0.6,False,1.38,0
scenario281,right,100,40,80,20,-30,80,0,80,0.6,False,0.873,0
scenario282,left,0,80,100,60,0,20,40,20,0.4,False,1.739,0
scenario283,right,40,100,20,60,-60,60,60,40,0.8,False,0.965,0
scenario284,left,0,60,20,80,90,0,100,100,0.8,False,1.311,0
scenario285,left,0,20,60,60,-90,60,0,80,0.8,False,1.401,0
scenario286,right,40,0,0,100,-90,60,20,40,1.0,False,0.769,0
scenario287,right,0,20,20,40,0,20,100,0,0.2,False,0.891,0
scenario288,left,40,40,0,60,-90,100,40,0,0.4,False,1.393,0
scenario289,right,20,100,60,100,0,100,0,0,0.6,False,0.829,0
scenario290,right,60,20,80,0,-60,100,60,60,0.1,False,0.89,0
scenario291,left,40,0,40,100,-60,20,60,60,0.6,False,1.519,0
scenario292,left,80,40,40,20,30,100,80,80,0.4,False,1.433,0
scenario293,left,100,60,80,60,90,0,0,40,0.4,False,1.354,0
scenario294,left,60,100,40,100,30,0,0,20,0.4,False,1.319,0
scenario295,right,80,0,100,0,-30,100,100,60,0.8,False,0.886,0
scenario296,right,100,0,60,40,0,100,0,100,0.2,False,1.374,0
scenario297,left,100,20,60,20,0,80,20,100,1.0,False,1.442,0
scenario298,left,100,80,60,60,60,0,0,60,0.1,False,1.383,0
scenario299,right,60,60,80,80,-60,60,20,0,0.4,False,0.813,0
scenario300,left,40,40,60,40,-30,60,60,20,0.6,False,1.088,0
scenario301,right,60,20,100,60,90,100,100,0,0.2,False,0.794,0
scenario302,right,0,20,60,40,30,20,100,40,0.6,False,1.606,0
scenario303,left,40,100,100,60,60,100,40,100,0.8,False,1.444,0
scenario304,left,0,60,100,100,-60,60,20,0,0.4,False,1.02,0
scenario305,right,80,0,0,40,90,40,0,60,0.4,False,1.665,0
scenario306,left,0,0,20,80,30,100,100,40,0.1,False,1.497,0
scenario307,right,0,100,40,40,-60,80,80,100,0.2,False,0.772,0
scenario308,right,100,0,100,60,-30,0,80,80,0.1,False,0.738,0
scenario309,right,80,40,80,20,60,40,100,40,0.6,False,0.779,0
scenario310,left,40,100,60,80,30,100,60,100,1.0,False,1.393,0
scenario311,right,20,60,80,40,0,0,0,80,0.1,False,1.782,0
scenario312,right,80,80,100,80,-60,0,40,0,0.6,False,0.811,0
scenario313,left,20,80,0,20,-90,0,20,0,0.4,False,1.374,0
scenario314,left,60,100,40,60,90,0,40,40,0.2,False,1.377,0
scenario315,left,20,80,80,40,90,80,60,20,0.2,False,1.365,0
scenario316,right,100,40,40,40,-60,60,40,100,1.0,False,0.92,0
scenario317,left,20,80,20,20,0,100,80,100,0.1,False,1.393,0
