Instances,feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
scenario279,30,left,1.0,100,0,80,40,20,40,60,0,1.3670337495108735,74.73807191848755,0
scenario280,60,right,0.1,80,40,100,40,100,0,40,0,2.0141903038288227,156.27133131027222,0
scenario281,-60,left,0.4,40,0,20,100,40,0,100,0,1.4111368177800925,76.60904669761658,0
scenario282,-30,right,1.0,100,0,40,100,0,100,100,0,1.7986588755929755,112.10592126846312,0
scenario283,60,right,1.0,40,80,100,20,20,20,80,0,1.0351770194350411,130.59158062934875,0
scenario284,30,left,0.4,60,100,100,60,100,40,100,0,1.448873390825137,76.49508905410767,0
scenario285,-60,left,0.1,80,20,80,0,20,60,0,0,0.8196274672960597,89.09986281394958,0
scenario286,-60,right,0.8,20,100,100,40,60,100,100,0,0.8618861498553568,99.84193110466003,0
scenario287,-30,left,0.8,40,60,100,100,20,20,60,0,1.3763966490376405,77.08453702926636,0
scenario288,90,left,0.4,40,40,80,60,20,0,40,0,1.388503582682035,74.3120265007019,0
scenario289,0,left,0.4,20,80,100,60,20,100,20,0,1.5644082486310498,78.39446115493774,0
scenario290,90,left,0.6,40,60,0,80,100,0,20,0,1.45222134140393,75.88609528541565,0
scenario291,-30,left,1.0,0,100,40,0,60,0,0,0,1.373447428354337,78.32963275909424,0
scenario292,90,right,0.6,80,80,60,40,20,80,40,0,2.238278982086044,107.25421071052553,0
scenario293,60,left,0.1,100,60,20,100,80,100,20,0,1.386377340911575,76.2351541519165,0
scenario294,30,left,0.2,40,40,20,40,20,0,0,0,1.5249961512365702,74.97187066078186,0
scenario295,-90,left,1.0,0,80,60,40,60,80,60,0,1.375955773624307,76.92904949188232,0
scenario296,0,right,0.1,60,20,0,0,100,20,100,0,0.7160783990165065,84.18593382835388,0
scenario297,30,left,0.8,60,80,0,60,40,0,80,0,1.4448476119000628,74.09668779373169,0
scenario298,60,left,0.2,100,60,80,60,60,20,80,0,1.3903807823029406,75.22291231155396,0
scenario299,0,left,0.1,80,60,20,80,20,60,20,0,1.3041912503965412,77.53584885597229,0
scenario300,0,left,0.1,20,40,80,100,0,20,40,0,1.4439640017183126,77.0923182964325,0
scenario301,30,right,0.1,100,20,60,20,100,60,20,0,2.0165086430858263,156.7816870212555,0
scenario302,-30,left,0.2,100,100,0,80,20,100,40,0,2.0254082868855647,172.17973113059998,0
scenario303,-30,right,0.4,80,20,60,0,0,0,80,0,1.863566700559508,161.7308464050293,0
scenario304,-30,right,0.2,40,80,0,100,60,40,0,0,0.9235037416157242,92.18310475349426,0
scenario305,30,left,0.6,80,100,80,0,80,100,60,0,0.866303661963527,151.1760835647583,0
scenario306,60,left,0.8,100,0,0,80,0,40,40,0,1.342971412226022,76.10001349449158,0
scenario307,30,left,0.1,60,100,100,80,80,80,80,0,1.4621686113093422,74.74162030220032,0
scenario308,-90,left,0.6,20,40,0,100,60,0,80,0,1.3722474697572942,76.97944736480713,0
scenario309,0,right,0.4,0,0,80,80,40,40,0,0,1.5411050465702107,153.05333590507507,0
scenario310,-30,right,0.6,60,20,60,20,40,40,100,0,0.7655759588566773,122.816823720932,0
scenario311,-30,right,0.1,40,100,40,60,100,80,80,0,1.7769621672985376,109.9978563785553,0
scenario312,60,right,0.6,20,60,100,60,0,60,20,0,1.440029029850559,98.9659550189972,0
scenario313,0,left,0.8,20,100,20,0,80,0,0,0,1.023509249217891,84.41673541069031,0
scenario314,30,right,1.0,20,20,0,80,40,60,40,0,2.203795394645817,149.40156435966492,0
scenario315,-30,left,0.2,40,40,0,40,80,60,20,0,1.4166973242598306,77.43703103065491,0
scenario316,30,right,0.8,20,0,40,60,60,80,20,0,0.6291373593827263,86.05192399024963,0
scenario317,-90,left,0.8,80,100,20,40,60,40,80,0,0.9711648986074598,100.13971090316772,0
scenario318,30,right,0.4,100,20,20,100,60,100,60,0,0.8286540409543474,106.27487564086914,0
scenario319,-30,right,0.8,80,80,100,100,40,20,100,0,0.7554384485635893,140.0391275882721,0
scenario320,0,left,0.4,20,40,100,20,0,0,100,0,1.351127179181716,77.47529125213623,0
scenario321,90,right,0.8,40,40,100,0,20,100,0,0,1.7019763813188928,157.892484664917,0
scenario322,90,right,0.2,0,80,40,60,20,40,80,0,0.9567250798121272,107.41290855407716,0
scenario323,-60,right,1.0,0,80,40,100,20,80,40,0,2.132954967906944,155.10002899169922,0
scenario324,30,left,1.0,100,40,20,60,60,20,60,0,1.366219618906186,75.30401873588562,0
scenario325,30,right,0.1,0,0,100,0,80,40,40,0,1.0060162742296634,105.17776155471802,0
scenario326,-90,left,0.4,80,80,60,60,80,80,100,0,1.3487794870921332,76.63925909996033,0
scenario327,-90,left,1.0,80,40,80,60,0,60,0,0,1.3945680345783666,76.73469305038452,0
scenario328,0,right,0.2,20,60,80,0,60,60,40,0,1.6881419062466363,101.55794954299928,0
scenario329,30,left,0.8,60,40,20,40,0,20,100,0,1.4220590801681523,73.69391703605652,0
scenario330,0,left,0.8,80,80,40,40,40,100,40,0,1.363071555645599,77.86897683143616,0
scenario331,-30,left,1.0,60,0,20,80,40,60,20,0,1.0940380079907046,100.560067653656,0
scenario332,-60,right,0.6,20,80,60,100,100,60,100,0,0.827675398986304,84.78401374816895,0
scenario333,60,left,0.6,40,20,60,80,0,20,0,0,1.3856050624565297,75.4046425819397,0
scenario334,0,right,0.6,100,100,0,20,0,80,40,0,1.6780215978890842,161.2588131427765,0
scenario335,-90,left,1.0,20,100,60,100,100,100,20,0,1.4444643069161325,76.50701880455017,0
scenario336,-30,right,1.0,0,40,80,60,60,80,100,0,0.7140002762909725,153.33669424057007,0
scenario337,-90,left,1.0,0,20,20,80,80,40,60,0,1.3827534274821294,77.03318119049072,0
scenario338,0,right,0.4,0,20,80,40,80,100,0,0,0.7848503259441458,102.41789674758913,0
scenario339,0,left,0.6,100,0,100,0,20,60,0,0,1.3178778593045402,77.4917368888855,0
scenario340,-90,left,1.0,40,0,60,100,80,0,0,0,1.4208498392209676,76.93652868270874,0
scenario341,-30,right,0.2,20,60,0,0,40,80,60,0,0.7532938553421343,153.37010407447815,0
scenario342,30,right,0.1,100,60,0,20,80,0,60,0,0.9869286557842316,106.67230534553528,0
scenario343,-30,right,0.1,100,60,80,80,60,100,100,0,0.802457918621695,98.38960838317873,0
scenario344,90,right,0.6,60,60,100,100,0,100,80,0,1.7250268120191012,159.6056592464447,0
scenario345,90,right,0.2,60,60,60,60,40,100,60,0,3.278253197408145,159.29866647720337,0
scenario346,-30,right,0.4,80,100,0,40,100,20,60,0,0.9702225665974388,103.82484269142152,0
scenario347,30,right,0.8,0,60,20,80,60,80,40,0,1.8367103505900364,160.51787877082825,0
scenario348,90,left,0.1,60,80,20,100,60,20,100,0,1.3679356695060951,74.70113182067871,0
scenario349,0,left,0.2,40,0,60,40,60,0,20,0,1.7656098468513295,75.70251750946045,0
scenario350,0,left,0.1,100,80,40,0,40,20,60,0,1.3605178861371985,76.98703002929688,0
scenario351,0,left,1.0,100,0,80,60,80,100,40,0,1.3471583366427482,77.92644882202148,0
scenario352,60,right,0.2,60,80,0,80,100,20,80,0,1.6002736014234775,157.1315848827362,0
scenario353,-30,right,0.6,0,80,80,80,0,100,80,0,1.17326915614067,159.4568018913269,0
scenario354,60,left,1.0,20,20,40,60,20,40,0,0,1.318410232242769,73.80087995529175,0
scenario355,0,right,0.4,40,80,100,100,80,20,80,0,0.7162628146720915,153.36472535133362,0
scenario356,-90,right,0.2,0,100,40,40,0,100,80,0,0.8115224128311685,115.61423134803772,0
scenario357,-60,right,0.6,60,20,40,40,80,80,60,0,1.5949184574513942,153.26571679115295,0
scenario358,90,left,0.8,100,100,100,20,100,80,60,0,1.4184321378561762,74.89723253250122,0
scenario359,90,left,0.4,60,60,80,80,40,20,40,0,1.358954394813905,76.17621564865112,0
scenario360,90,left,0.2,60,40,0,0,40,60,100,0,1.5079215789306926,75.37196326255798,0
scenario361,90,left,0.1,0,40,100,60,60,0,0,0,1.337802700074497,75.95377278327942,0
scenario362,-60,left,1.0,40,80,100,80,0,40,60,0,1.393511731553977,77.09476518630981,0
scenario363,-30,left,0.4,20,20,80,20,100,0,40,0,1.4019335258134686,78.00083494186401,0
scenario364,-30,right,0.8,0,20,100,0,0,80,20,0,2.492857599711343,159.21122527122498,0
scenario365,-90,left,0.6,40,60,0,40,40,80,100,0,1.5014508050185822,77.90745687484741,0
scenario366,-90,left,0.4,0,40,40,0,20,40,80,0,1.3762742671167856,77.86148929595947,0
scenario367,-30,left,0.8,20,0,40,20,80,20,100,0,1.3771967285114748,77.753653049469,0
scenario368,-90,left,1.0,40,100,40,80,100,60,40,0,1.3671350714517825,77.69901132583618,0
scenario369,-60,left,0.2,80,100,100,20,40,40,80,0,0.9503080096261632,101.30420708656312,0
scenario370,-60,left,0.4,80,40,100,0,80,100,40,0,0.9424730557634208,95.77215790748596,0
scenario371,-60,right,0.8,60,0,20,0,20,40,20,0,0.7618463302974352,152.4504930973053,0
scenario372,60,right,0.6,60,80,40,0,60,0,100,0,2.28766233773344,106.6062994003296,0
scenario373,-90,right,0.2,0,0,20,60,60,60,0,0,0.920418884068956,99.76449942588806,0
scenario374,60,left,0.1,80,20,0,20,60,20,20,0,1.2926093628331887,78.67590141296387,0
scenario375,-30,right,0.8,100,20,80,80,0,20,0,0,0.7918804723496873,153.86683225631714,0
scenario376,-60,right,0.8,80,80,0,20,60,0,60,0,0.7767811863817436,94.86689376831056,0
scenario377,90,left,0.8,80,60,20,20,80,60,100,0,1.3926719165126065,75.37700605392456,0
scenario378,60,left,0.1,20,40,60,80,80,40,40,0,1.377077813668757,76.17849850654602,0
scenario379,60,right,0.4,100,100,80,0,20,80,100,0,1.0295301442259732,161.8977553844452,0
scenario380,-90,left,0.4,40,60,100,100,60,20,40,0,1.3872381129519231,76.95325636863708,0
scenario381,-60,left,0.6,20,40,40,20,40,100,60,0,1.4228286708921467,77.91003370285034,0
scenario382,-90,right,1.0,100,60,20,100,0,0,80,0,1.014295440911347,120.31934022903442,0
scenario383,90,right,0.2,100,60,40,40,60,80,0,0,2.1844115332248992,106.6125988960266,0
scenario384,90,right,0.4,60,40,40,20,40,0,20,0,0.8096943449678674,108.31325483322144,0
scenario385,60,left,0.8,40,80,80,100,100,0,80,0,1.51019057196595,74.8926956653595,0
scenario386,-60,right,0.8,100,80,100,40,100,80,0,0,0.9617274150322938,96.25844097137453,0
scenario387,-30,left,0.1,40,0,20,60,80,40,20,0,1.097348359583758,98.70248556137084,0
scenario388,-60,right,0.1,60,40,40,80,80,0,0,0,0.9631016028770824,108.30422759056091,0
scenario389,90,left,1.0,20,100,40,80,40,40,20,0,1.3830340660261342,75.00325059890747,0
scenario390,-60,right,0.4,80,0,60,80,60,60,20,0,1.735982194176163,154.56942296028137,0
scenario391,0,left,0.2,40,60,100,40,100,40,60,0,1.3550383116408564,78.64527463912964,0
scenario392,30,left,0.2,100,20,60,20,60,40,80,0,1.5006641110560557,74.46782183647156,0
scenario393,60,left,1.0,0,100,80,40,80,20,40,0,1.376662022495176,76.74441695213318,0
scenario394,-30,left,0.8,20,60,0,80,100,100,100,0,1.5038750309462463,79.28020310401917,0
scenario395,-30,left,0.1,40,60,60,0,0,60,40,0,1.4550675331805614,78.66858863830566,0
scenario396,-90,right,0.1,80,80,80,20,40,80,40,0,0.9665385668646674,96.30627655982973,0
scenario397,60,left,0.2,40,40,100,80,40,0,60,0,1.3767631454904397,75.77666306495667,0
scenario398,30,left,0.6,20,0,40,20,0,0,0,0,1.507590204070254,75.43305373191833,0
scenario399,-30,left,0.6,40,60,40,100,20,40,20,0,1.3855214860817584,78.13924241065979,0
scenario400,30,right,0.6,60,20,80,60,80,60,60,0,1.8112842818758148,160.03446674346924,0
scenario401,-90,left,0.6,80,20,0,80,20,0,20,0,1.3599552632389664,77.32346606254578,0
scenario402,60,right,0.4,80,40,20,100,40,20,0,0,1.8296492520139933,162.3553216457367,0
scenario403,-60,right,1.0,100,40,0,0,0,20,40,0,0.8984497265073175,99.3920123577118,0
scenario404,0,right,0.2,0,40,40,80,80,80,20,0,0.7288132077280979,85.91869831085205,0
scenario405,-60,left,0.2,80,40,80,20,100,80,80,0,0.8534825058913077,95.21586155891418,0
scenario406,30,left,0.4,20,100,0,20,80,20,100,0,1.3683227730627086,75.37361073493958,0
scenario407,-60,left,1.0,100,60,20,40,20,60,80,0,1.423742404083666,78.03176689147949,0
scenario408,-90,left,0.8,20,20,40,60,60,100,60,0,1.011202481166834,104.76203656196594,0
scenario409,60,right,0.6,20,60,0,40,20,20,20,0,0.799529727479481,99.93272805213928,0
scenario410,-30,right,1.0,80,20,40,40,40,0,100,0,1.0365701644280143,109.88314962387084,0
scenario411,-30,right,0.1,100,20,100,60,100,60,60,0,0.7773188133723528,154.496356010437,0
scenario412,-90,right,0.1,20,20,80,20,0,80,100,0,0.7364661900810953,144.44089126586914,0
scenario413,-60,left,1.0,0,60,60,20,0,20,0,0,1.4933697901455794,78.26507329940796,0
scenario414,0,left,0.2,20,0,60,100,80,100,80,0,1.97522748952402,76.44675636291504,0
scenario415,-60,right,0.2,100,0,40,100,60,60,20,0,0.8964823925615507,106.041157245636,0
scenario416,30,right,1.0,20,40,100,100,100,60,0,0,0.700503610975599,82.39074468612671,0
scenario417,-60,right,0.6,40,80,20,60,40,100,40,0,1.467832457866489,178.49804592132568,0
scenario418,0,right,1.0,40,100,20,80,20,80,60,0,0.6447344872179709,87.79166507720947,0
scenario419,60,right,1.0,20,80,60,0,100,40,20,0,1.7568330615598915,160.78864884376526,0
scenario420,-60,right,0.4,60,100,20,80,20,60,60,0,1.9259449025155748,162.2124707698822,0
scenario421,-60,right,0.2,0,0,0,80,80,20,20,0,0.738542767894492,155.42343759536743,0
scenario422,-90,right,0.1,0,40,80,0,40,0,60,0,0.8778850991009309,110.88298511505128,0
scenario423,60,left,0.1,60,100,40,40,0,60,0,0,1.4194943960350668,75.78893041610718,0
scenario424,-90,right,0.6,60,20,0,100,40,40,60,0,0.837116035736858,99.98317766189577,0
scenario425,-30,right,1.0,100,80,100,40,20,40,20,0,0.93302926618666,97.37726354599,0
scenario426,-90,left,0.1,100,40,60,80,60,20,100,0,1.614269532920748,75.77673768997192,0
scenario427,-30,right,0.4,0,60,100,20,80,0,80,0,0.8253261101308953,156.2953817844391,0
scenario428,30,left,0.4,100,60,0,60,0,60,20,0,1.2965975239478982,77.77328634262085,0
scenario429,-60,left,0.4,0,80,20,0,80,60,80,0,1.389251545320569,78.66283535957336,0
scenario430,0,right,0.2,80,80,40,0,100,40,100,0,1.755152622555614,164.56005430221558,0
scenario431,90,right,0.6,80,20,60,20,100,60,0,0,0.9030657618498386,109.53477883338928,0
scenario432,-30,left,0.8,60,100,100,100,60,100,40,0,0.8476046481488353,96.59037137031557,0
scenario433,0,left,0.4,100,20,20,60,40,0,60,0,1.3365015414947896,78.01227855682373,0
scenario434,-30,right,0.6,80,40,20,60,0,100,0,0,0.7404780308262592,157.41660022735596,0
scenario435,-90,left,0.6,100,40,20,40,80,100,40,0,1.3985283522378618,79.19073677062988,0
scenario436,30,left,0.4,40,40,60,40,40,100,0,0,0.5531298762361153,159.25969791412354,0
scenario437,0,left,0.6,20,100,0,80,40,0,80,0,1.1351707365918906,87.26521801948547,0
scenario438,30,left,0.6,100,80,20,20,40,80,20,0,1.3290608818947638,77.18251919746399,0
scenario439,0,right,0.8,40,100,80,100,0,40,60,0,1.7627083982796026,163.72540307044983,0
scenario440,30,left,0.2,60,20,40,40,100,40,40,0,1.3888138261886416,76.47738909721375,0
scenario441,60,left,0.4,60,20,0,60,80,100,80,0,1.462165506021846,74.94930386543274,0
scenario442,30,left,0.6,0,40,0,40,20,0,60,0,1.4211452240040343,74.65233278274536,0
scenario443,90,left,0.4,100,100,0,60,0,80,60,0,1.3355147687341558,76.316401720047,0
scenario444,-30,left,0.2,0,0,100,100,60,20,60,0,1.4031670757690402,77.55501770973206,0
scenario445,30,right,0.2,60,80,20,0,60,100,0,0,0.8202800047368086,104.54421663284302,0
scenario446,90,left,1.0,40,0,40,20,20,20,100,0,1.3657458741695856,76.20780277252197,0
scenario447,90,left,0.4,40,20,20,100,0,60,100,0,1.4006789483136817,76.54321193695068,0
scenario448,0,right,0.6,20,40,80,60,100,80,40,0,2.085730970128363,156.04316759109497,0
scenario449,0,right,0.8,0,40,60,80,0,40,20,0,0.8167359622538599,156.88648223876953,0
scenario450,-30,left,0.2,60,60,80,20,20,100,0,0,0.7858746822876885,72.48352456092834,0
scenario451,0,left,0.6,40,100,20,20,60,20,100,0,1.4670175171607276,78.4376528263092,0
scenario452,30,right,0.1,100,60,80,100,20,80,100,0,0.8894493612235117,102.5808596611023,0
scenario453,0,right,0.8,40,20,0,0,20,60,40,0,1.315556166370118,104.22521471977234,0
scenario454,60,right,1.0,80,0,0,60,100,60,80,0,1.9322913908928163,151.07359504699707,0
scenario455,30,right,0.8,0,60,80,100,40,60,20,0,0.7871092040189748,86.85516500473022,0
scenario456,0,left,0.4,80,20,80,80,100,100,0,0,1.361253617850771,78.18035435676575,0
scenario457,-90,left,0.4,40,80,0,20,0,0,80,0,1.3884775584302904,78.826491355896,0
scenario458,-60,left,0.1,20,100,20,20,20,100,100,0,1.4475667153159113,79.71480703353882,0
scenario459,60,right,0.2,80,60,0,100,60,0,0,0,1.825834775822059,159.351491689682,0
scenario460,60,right,0.1,0,80,80,80,0,80,60,0,0.8069004117969515,108.27651524543762,0
scenario461,60,left,0.4,0,20,20,40,20,40,60,0,1.36618753090669,76.27780771255493,0
scenario462,-30,left,0.1,60,0,0,20,40,80,0,0,1.014676388270774,97.6511025428772,0
scenario463,90,right,0.2,60,20,100,0,60,100,20,0,0.8504056387717275,108.43758344650269,0
scenario464,90,left,0.8,80,20,80,60,80,40,60,0,1.3616977087906117,76.0459372997284,0
scenario465,-60,right,1.0,20,20,100,100,60,40,80,0,1.0179408702729027,93.85682511329652,0
scenario466,-30,right,0.4,20,40,80,100,40,20,60,0,0.912816540794,109.72496128082275,0
scenario467,30,right,0.1,100,0,100,0,60,20,100,0,0.887588794123119,95.15321707725523,0
scenario468,-60,left,0.8,60,60,40,100,60,40,80,0,1.510138507514913,76.13599109649658,0
scenario469,0,left,1.0,60,80,0,0,80,0,100,0,1.695225891958487,77.38801908493042,0
scenario470,90,left,0.1,80,40,20,0,40,100,100,0,1.3711858543432858,76.48078656196594,0
scenario471,60,left,0.1,0,60,60,0,60,20,100,0,1.4263383170249144,75.74634647369385,0
scenario472,-30,left,0.6,80,60,0,40,100,60,40,0,0.8977242562837705,94.75178480148315,0
scenario473,60,right,0.8,100,100,40,40,80,60,80,0,0.7399542329335226,151.14211916923523,0
scenario474,60,left,0.8,100,0,20,100,100,80,20,0,1.3390430922876082,76.30968570709229,0
scenario475,-60,right,0.8,0,100,40,100,100,20,20,0,0.9190814352828636,108.61027097702026,0
scenario476,90,right,0.6,0,0,40,100,100,100,100,0,0.746425595469813,85.69832563400269,0
scenario477,30,left,0.2,60,0,100,60,40,20,60,0,1.3467950112517475,75.98694682121277,0
scenario478,-60,left,1.0,20,100,80,60,0,80,100,0,1.411097947616243,77.39905858039856,0
scenario479,90,left,0.1,20,100,100,80,20,0,20,0,1.3480159443646471,76.4307050704956,0
scenario480,30,right,0.8,20,80,80,100,20,0,100,0,0.7536883710560681,92.35082292556764,0
scenario481,90,right,0.2,40,60,40,100,0,100,100,0,0.753407221349115,85.90328407287598,0
scenario482,30,left,0.2,0,20,0,60,80,20,0,0,1.399886050497555,75.4548830986023,0
scenario483,-90,right,0.2,20,20,40,80,0,0,60,0,0.8034825722209276,110.06065773963928,0
scenario484,0,left,0.8,100,40,80,40,20,20,80,0,1.4593673549120312,78.68302774429321,0
scenario485,-30,right,1.0,80,40,60,0,40,80,60,0,1.9284860094754148,163.15745162963867,0
scenario486,0,right,1.0,20,40,60,80,0,60,80,0,1.5990274826703414,157.64048671722412,0
scenario487,-90,right,0.4,60,100,60,0,60,0,20,0,0.9865942433153552,97.87711358070374,0
scenario488,90,left,0.6,40,80,60,0,40,20,100,0,1.4085032814997076,76.72279834747314,0
scenario489,0,right,0.2,60,100,60,60,20,60,100,0,1.8005006467220468,106.03725790977478,0
scenario490,-90,right,0.6,40,80,20,0,80,80,40,0,0.9135744992291795,93.69356369972228,0
scenario491,0,right,0.6,0,60,100,40,40,0,0,0,1.7586333734099764,165.0155863761902,0
scenario492,60,left,1.0,60,100,20,40,60,40,100,0,1.3262002494374685,76.47019553184509,0
scenario493,0,left,0.8,60,40,100,100,60,40,0,0,1.3481074017429475,77.89294672012329,0
scenario494,90,left,0.6,0,100,20,0,80,40,100,0,1.452465337010178,76.6774787902832,0
scenario495,90,left,0.4,100,40,100,40,20,20,60,0,1.3560951114737665,75.88756942749023,0
scenario496,0,right,0.4,80,100,40,60,60,100,40,0,1.2796008102087812,116.93705677986144,0
scenario497,60,left,0.2,40,80,40,20,60,60,100,0,1.3796277840489986,76.41006231307983,0
scenario498,90,left,0.6,80,20,40,0,100,80,80,0,1.5337594472473963,73.49375438690186,0
scenario499,60,right,0.4,40,100,100,80,60,40,0,0,1.806457116198299,161.67127132415771,0
scenario500,-90,left,0.8,100,40,0,100,60,20,100,0,1.3849221338647255,77.85903716087341,0
scenario501,90,right,0.2,20,80,40,60,0,40,40,0,1.0026751913893428,137.65911388397217,0
scenario502,-30,left,0.1,80,80,60,100,80,20,20,0,1.011483626714332,103.78361630439758,0
scenario503,60,right,0.6,60,40,20,60,0,100,60,0,0.7744945968757266,149.63584280014038,0
scenario504,90,right,0.8,80,100,100,100,40,0,0,0,0.97190258346764,92.38818693161012,0
scenario505,30,left,0.4,40,100,40,40,0,0,0,0,0.7667220463528822,84.11126828193665,0
scenario506,30,right,0.8,80,20,60,80,40,0,100,0,1.7402355643788454,151.22879672050476,0
scenario507,60,left,0.4,80,60,0,40,80,80,100,0,1.363488507118302,76.36802816390991,0
scenario508,30,right,0.6,100,0,60,20,20,100,0,0,0.9145039131943876,110.24538493156432,0
scenario509,-60,left,0.1,0,40,20,40,100,40,100,0,1.387677073271253,77.78635382652283,0
scenario510,-30,right,0.8,20,60,60,40,100,20,0,0,0.9072837249133912,109.06529879570007,0
scenario511,90,left,0.6,40,60,20,80,60,40,80,0,1.4316061220793943,75.55352234840393,0
scenario512,-30,left,0.4,100,60,20,20,80,40,40,0,1.3809531265374546,77.99004793167114,0
scenario513,90,right,1.0,0,0,20,100,100,0,0,0,2.007796944716425,161.23597621917725,0
scenario514,-90,right,0.8,100,40,80,40,100,40,80,0,0.7353986812450729,154.54798412322998,0
scenario515,-60,right,1.0,0,20,100,0,100,80,80,0,0.7311546013724256,156.40618991851807,0
scenario516,30,right,0.6,40,0,40,20,60,40,20,0,0.7642068864776994,90.23015451431274,0
scenario517,-90,right,0.2,0,100,0,60,20,20,40,0,0.9197708353373626,107.47701740264893,0
scenario518,60,left,0.2,60,100,20,100,40,80,40,0,1.378108787184072,75.98846006393433,0
scenario519,-30,right,0.4,40,100,20,20,100,60,60,0,0.8357374030889201,108.62761545181274,0
scenario520,60,right,0.8,40,0,100,60,0,80,20,0,2.2157061114467487,108.56003618240356,0
