Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario70,0,0,1.99146909868465,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario71,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario72,0,0,1.99146909868465,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario73,0,0,0.407343419563202,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario74,0,0,0.407343419563202,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
scenario75,0,0,1.99146909868465,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,-1.26632415443123
scenario76,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,1.17630343737262
scenario77,0,0,1.25907502046698,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,0.090020717058609
scenario78,0,0,-2.62773813689864,0,0,0,0,0,0,0.09002071705861,1.17630343737262,1.17630343737262,-1.26632415443123
scenario79,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,0.090020717058609
scenario80,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443123
scenario81,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,-1.26632415443124,1.17630343737262,-1.26632415443123
