Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.0603,0.0894,-0.1758,0.1918,-0.0514,0.3587,-0.3001,0.5345,-0.4695,0.469,0.1156,-0.9268,0.6523
Z_{2},-0.047,0.0287,0.1348,0.2516,0.0361,-0.1306,0.1858,0.6514,-0.6509,-0.0383,-0.0671,0.1558,-0.1116
