instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,40,0,60,40,-90,0,60,80,0.8,False,1.001,0
scenario2,1,40,0,20,20,-30,80,40,100,0.2,False,0.933,0
scenario3,0,0,60,0,80,0,0,0,40,1.0,False,1.065,0
scenario4,1,0,0,0,100,-60,20,0,40,0.6,False,0.912,0
scenario5,1,40,60,0,40,-30,80,60,20,0.8,False,0.901,0
scenario6,1,0,60,100,80,0,100,80,100,1.0,False,0.839,0
scenario7,1,80,100,60,40,30,0,100,20,1.0,False,0.857,0
scenario8,0,60,100,40,20,-30,40,80,60,0.1,False,1.096,0
scenario9,1,60,80,40,0,-60,80,0,100,0.4,False,0.899,0
scenario10,0,40,20,60,80,30,100,0,100,0.4,False,1.206,0
scenario11,1,100,100,20,80,0,20,20,80,0.6,False,1.03,0
scenario12,1,60,0,0,20,0,20,0,40,0.4,False,0.905,0
scenario13,1,60,100,60,0,-90,80,0,80,0.4,False,0.754,0
scenario14,0,0,60,0,80,0,0,80,100,1.0,False,1.029,0
scenario15,1,0,40,40,60,-90,80,40,60,0.4,False,0.837,0
scenario16,0,100,100,20,60,-90,100,100,20,0.4,False,1.007,0
scenario17,0,100,0,100,0,90,80,60,80,0.4,False,1.232,0
scenario18,0,100,40,60,40,-60,80,40,80,0.1,False,1.103,0
scenario19,0,80,60,60,0,60,20,60,100,0.1,False,1.185,0
scenario20,1,60,100,100,100,60,100,60,40,0.6,False,0.817,0
scenario21,0,20,80,40,80,30,80,20,40,0.8,False,1.163,0
scenario22,0,80,100,40,20,30,40,0,40,0.8,False,1.055,0
scenario23,0,20,40,40,60,-90,80,0,20,0.8,False,1.222,0
scenario24,0,0,20,40,80,-60,0,80,40,0.1,False,1.064,0
scenario25,1,80,80,20,80,-60,60,60,100,0.6,False,0.8,0
scenario26,0,40,100,80,60,-30,60,20,80,0.2,False,1.067,0
scenario27,0,80,80,60,40,60,80,0,100,0.1,False,1.165,0
scenario28,1,60,40,100,60,-30,40,20,60,0.4,False,0.838,0
scenario29,0,20,60,0,60,0,80,40,20,0.8,False,1.101,0
scenario30,1,40,0,40,0,-30,80,80,40,0.1,False,0.825,0
scenario31,1,0,80,60,40,-90,60,80,100,0.4,False,0.935,0
scenario32,0,100,60,40,60,30,80,40,20,1.0,False,1.227,0
scenario33,1,80,80,40,40,-90,20,0,0,0.6,False,0.823,0
scenario34,1,100,20,60,80,-90,60,80,20,0.4,False,0.861,0
scenario35,1,20,80,0,60,30,80,40,100,0.8,False,0.842,0
scenario36,0,40,100,60,20,60,0,40,40,0.2,False,1.147,0
scenario37,1,40,60,0,80,-90,60,100,20,0.2,False,0.846,0
scenario38,0,40,80,20,100,30,20,40,60,0.6,False,0.99,0
scenario39,0,40,80,0,0,0,80,80,80,0.4,False,1.079,0
scenario40,0,80,0,100,60,0,60,0,0,0.8,False,1.084,0
scenario41,1,100,60,80,40,-60,60,20,20,0.2,False,0.853,0
scenario42,0,0,20,20,0,0,0,0,60,1.0,False,1.126,0
scenario43,1,80,0,0,20,60,60,100,40,0.2,False,0.794,0
scenario44,1,0,40,100,100,90,40,20,80,0.1,False,0.789,0
scenario45,1,20,60,20,60,-60,80,100,60,0.6,False,0.916,0
scenario46,0,60,0,60,0,-30,20,60,100,1.0,False,0.971,0
scenario47,0,20,0,60,40,30,80,0,60,0.8,False,1.23,0
scenario48,1,40,40,20,60,-90,0,80,0,0.8,False,0.971,0
scenario49,1,100,0,100,20,0,20,60,20,0.6,False,0.991,0
scenario50,0,0,20,0,40,-90,0,20,20,0.6,False,1.019,0
scenario51,1,20,100,60,0,-90,20,0,60,1.0,False,0.832,0
scenario52,0,20,100,0,40,0,20,20,20,0.6,False,1.108,0
scenario53,1,100,20,0,100,-90,40,40,100,0.6,False,0.818,0
scenario54,1,20,0,0,80,-90,0,20,40,0.2,False,0.762,0
scenario55,0,80,0,80,100,90,80,40,60,0.8,False,1.177,0
scenario56,1,40,100,20,60,-90,80,40,40,0.4,False,5.146,0
scenario57,0,40,80,0,100,-30,0,60,100,0.2,False,1.087,0
scenario58,1,60,0,100,80,60,80,20,60,1.0,False,0.787,0
scenario59,0,20,20,100,40,0,60,40,100,0.8,False,1.047,0
scenario60,0,60,0,40,100,-90,100,100,20,0.2,False,1.039,0
scenario61,1,20,0,20,100,30,0,40,0,0.1,False,4.523,0
scenario62,1,0,40,40,20,-30,60,0,80,0.4,False,0.943,0
scenario63,0,100,80,0,40,-30,100,100,40,0.6,False,1.095,0
scenario64,0,0,0,0,80,-90,60,60,40,1.0,False,1.149,0
scenario65,0,20,60,0,60,-60,20,0,60,0.2,False,1.098,0
scenario66,0,20,80,40,60,-60,60,40,0,0.1,False,1.077,0
scenario67,0,80,60,40,80,-90,100,100,80,1.0,False,2.704,0
scenario68,0,40,40,80,80,90,100,40,0,1.0,False,1.17,0
scenario69,0,40,40,20,60,-60,60,0,60,0.1,False,1.061,0
scenario70,0,20,100,0,80,-60,0,60,80,0.2,False,0.954,0
scenario71,1,80,100,60,100,30,40,0,20,0.1,False,0.804,0
scenario72,1,0,80,40,100,-90,20,100,0,0.2,False,0.912,0
scenario73,0,100,0,60,100,0,80,60,40,1.0,False,1.009,0
scenario74,0,100,100,60,60,60,100,0,0,0.1,False,1.203,0
scenario75,0,20,100,100,20,90,100,100,80,0.4,False,1.092,0
scenario76,1,80,60,100,40,-30,60,20,80,0.8,False,0.802,0
scenario77,0,0,80,80,100,-60,80,80,100,0.8,False,1.198,0
scenario78,0,60,100,20,100,90,80,60,0,0.4,False,1.107,0
scenario79,1,60,40,100,100,-30,80,80,80,1.0,False,0.988,0
scenario80,1,20,20,0,40,-90,80,0,60,0.4,False,0.718,0
scenario81,1,100,20,0,100,30,0,20,80,0.6,False,0.824,0
scenario82,0,80,100,100,0,90,60,80,20,1.0,False,1.186,0
scenario83,1,40,40,80,100,90,60,100,40,0.4,False,0.916,0
scenario84,1,20,20,0,100,60,0,100,80,1.0,False,0.909,0
scenario85,0,40,0,20,20,90,100,20,100,1.0,False,1.098,0
scenario86,1,100,20,80,20,30,100,20,60,0.8,False,0.831,0
scenario87,0,60,20,40,40,60,80,100,60,0.2,False,1.081,0
scenario88,0,60,100,60,60,-30,0,100,60,0.6,False,2.552,0
scenario89,0,40,60,60,0,-90,0,100,40,0.4,False,1.245,0
scenario90,1,20,100,80,100,60,80,60,100,0.8,False,0.753,0
scenario91,1,100,20,0,20,-60,100,60,20,1.0,False,0.934,0
scenario92,1,60,100,0,40,60,20,40,40,0.8,False,0.819,0
scenario93,1,100,0,40,20,90,0,0,80,0.2,False,0.859,0
scenario94,0,80,60,80,60,0,100,60,0,0.2,False,1.122,0
scenario95,0,40,20,40,100,0,100,60,0,0.6,False,1.056,0
scenario96,0,40,80,60,0,-60,40,0,100,0.1,False,1.077,0
scenario97,1,20,20,0,0,0,100,100,60,1.0,False,0.959,0
scenario98,1,60,100,0,60,-90,0,40,80,0.6,False,4.779,0
scenario99,1,100,40,40,40,-90,40,80,20,0.1,False,0.935,0
scenario100,0,60,60,80,40,-90,20,40,40,1.0,False,1.066,0
scenario101,1,20,40,80,60,-30,20,80,0,0.8,False,0.832,0
scenario102,1,20,20,40,20,60,60,80,20,0.4,False,0.773,0
scenario103,0,20,60,60,40,0,100,60,60,0.4,False,1.065,0
scenario104,1,100,40,0,100,0,60,0,80,0.4,False,0.922,0
scenario105,1,80,80,80,80,-60,20,0,20,1.0,False,0.978,0
scenario106,1,80,60,100,80,-30,80,20,40,0.2,False,0.884,0
scenario107,0,100,60,100,0,30,60,80,0,0.4,False,1.238,0
scenario108,1,100,100,20,20,-30,100,80,20,0.2,False,0.841,0
scenario109,1,60,20,20,60,-30,80,20,80,0.2,False,0.885,0
scenario110,1,20,80,80,0,90,40,20,80,0.6,False,0.843,0
scenario111,0,20,20,40,80,60,20,40,0,0.1,False,1.137,0
scenario112,0,0,40,20,0,-60,60,60,20,0.1,False,1.09,0
scenario113,0,80,100,20,100,-90,60,20,20,1.0,False,0.65,0
scenario114,1,20,60,20,80,-30,100,60,0,0.8,False,6.783,0
scenario115,1,40,60,60,100,30,20,80,20,0.2,False,0.78,0
scenario116,0,40,100,100,60,30,20,100,80,1.0,False,1.015,0
scenario117,0,20,80,20,20,0,100,0,0,0.4,False,1.064,0
scenario118,0,100,0,60,100,90,100,100,60,0.2,False,1.112,0
scenario119,0,80,60,100,0,90,40,40,80,0.4,False,1.179,0
scenario120,1,20,20,80,20,-60,0,100,100,0.1,False,0.874,0
scenario121,1,80,40,60,0,-60,60,40,80,0.1,False,0.879,0
scenario122,1,80,40,0,60,60,0,20,40,0.4,False,0.772,0
scenario123,0,60,100,100,60,90,40,0,100,0.6,False,1.23,0
scenario124,1,40,40,0,20,-30,100,40,40,0.8,False,0.891,0
scenario125,0,0,0,100,100,-30,40,60,60,0.6,False,1.273,0
scenario126,0,20,20,20,100,60,40,20,100,0.6,False,1.136,0
scenario127,0,100,80,20,100,90,60,40,60,0.2,False,1.202,0
