instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,feature_direction,visibility,roadsurface,vehiclestability,probability,collision,min_ttc,run_duration,algo_safety
scenario176,-90,20,40,0,0,0,0.8,0,100,0,80,100,20,0.0081,0,1.0602032233213106,22.116932153701782,0
scenario177,-90,20,80,0,0,0,0.8,0,100,0,80,100,40,0.0081,0,1.019508541998275,22.195248126983643,0
scenario178,-90,20,40,0,0,0,0.8,0,100,1,80,100,60,0.0077,0,0.9201915257635862,26.820428609848022,0
scenario179,-90,20,40,0,0,0,0.8,0,100,1,80,100,80,0.00809,0,0.9324190554927516,26.83053088188172,0
scenario180,-90,20,80,0,0,0,0.8,0,100,0,80,100,100,0.00816,0,1.0486952279236377,22.34296941757202,0
scenario181,-90,20,40,0,0,0,0.8,0,100,1,100,0,0,0.00783,0,0.86275436502341,26.62822651863098,0
scenario182,-90,20,80,0,0,0,0.8,0,100,0,100,0,20,0.00773,0,1.1139468513719846,22.29638886451721,0
scenario183,-90,20,60,0,0,0,0.8,0,100,1,100,0,40,0.00793,0,0.8325679702652962,26.659828662872314,0
scenario184,-90,20,40,0,0,0,0.8,0,100,0,100,0,60,0.00768,0,1.039127632888451,22.26711225509644,0
scenario185,-90,20,80,0,0,0,0.8,0,100,1,100,0,80,0.00826,0,0.9210106721670732,26.78113532066345,0
scenario186,-90,20,40,0,0,0,0.8,0,100,0,100,0,100,0.00805,0,1.0108685955354633,22.27421522140503,0
scenario187,-90,20,80,0,0,0,0.8,0,100,1,100,20,0,0.00842,0,0.8938739649795313,26.771466493606567,0
scenario188,-90,20,40,0,0,0,0.8,0,100,0,100,20,20,0.00775,0,1.0762516155862765,21.935285806655884,0
scenario189,-90,20,60,0,0,0,0.8,0,100,0,100,20,40,0.00806,0,1.0416652079306017,22.211238622665405,0
scenario190,-90,20,40,0,0,0,0.8,0,100,1,100,20,60,0.00815,0,0.9331561414047852,26.96988701820373,0
scenario191,-90,20,80,0,0,0,0.8,0,100,0,100,20,80,0.00782,0,1.0204293487217824,21.95016312599182,0
scenario192,-90,20,40,0,0,0,0.8,0,100,1,100,20,100,0.00799,0,0.7682923578881115,26.694266080856323,0
scenario193,-90,20,40,0,0,0,0.8,0,100,0,100,40,0,0.00775,0,1.0308339359372984,22.522660732269287,0
scenario194,-90,20,80,0,0,0,0.8,0,100,0,100,40,20,0.00787,0,1.077157926378297,22.304367780685425,0
scenario195,-90,20,40,0,0,0,0.8,0,100,1,100,40,40,0.0081,0,0.7470292223349712,26.667803049087524,0
scenario196,-90,20,80,0,0,0,0.8,0,100,0,100,40,60,0.00788,0,1.0326173284581062,22.238592386245728,0
