Row,z_1,z_2
bnd_pnt_1,3.46843766008447,6.00353944427125
bnd_pnt_2,2.4390439114631,6.91758968600416
bnd_pnt_3,1.18684484428569,7.3547385762462
bnd_pnt_4,-0.246112349414687,7.42511511891312
bnd_pnt_5,-1.00544345718436,6.97567028255738
bnd_pnt_6,-2.87357862395685,5.8204732239083
bnd_pnt_7,-3.65338104462131,5.18749696577287
bnd_pnt_8,-4.36816605000276,4.02018775914666
bnd_pnt_9,-5.27979771180852,1.46110516249017
bnd_pnt_10,-5.71811475684127,0.177275913978314
bnd_pnt_11,-5.66568216792817,-1.19100044688108
bnd_pnt_12,-5.30491911356426,-2.18239213664409
bnd_pnt_13,-4.38705488611717,-4.0645971050735
bnd_pnt_14,-3.7347194093602,-5.31244620330818
bnd_pnt_15,-2.70532566073883,-6.2264964450411
bnd_pnt_16,-1.45312659356142,-6.66364533528314
bnd_pnt_17,-0.0201693998610426,-6.73402187795006
bnd_pnt_18,0.739161707908629,-6.28457704159431
bnd_pnt_19,2.60729687468112,-5.12937998294523
bnd_pnt_20,3.38709929534558,-4.49640372480981
bnd_pnt_21,4.10188430072703,-3.3290945181836
bnd_pnt_22,5.01351596253279,-0.770011921527106
bnd_pnt_23,5.45183300756554,0.513817326984751
bnd_pnt_24,5.39940041865244,1.88209368784414
bnd_pnt_25,5.03863736428853,2.87348537760715
bnd_pnt_26,4.12077313684144,4.75569034603657
bnd_pnt_27,3.46843766008447,6.00353944427125
