instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario300,c4,1,0,2,0,60,60,60,0,60,0,0,20,0.1,False,9999.0,0
scenario301,c2,2,1,0,1,80,100,40,0,60,0,40,0,0.1,False,0.805,0
scenario302,c4,1,2,2,0,100,60,20,0,-30,20,0,40,0.4,False,1.456,0
scenario303,c2,2,1,0,1,0,40,0,40,-60,40,100,40,0.4,False,0.768,0
scenario304,c4,2,0,1,0,60,80,20,0,-30,60,20,0,0.1,False,2.751,0
scenario305,c4,1,2,2,0,60,80,60,20,90,40,60,20,0.8,False,1.888,0
scenario306,c1,1,2,0,1,80,60,60,20,30,40,100,0,0.1,True,0.0,1
scenario307,c1,1,2,0,1,0,40,60,0,-30,40,40,0,0.1,False,0.889,0
scenario308,c1,1,2,0,1,100,80,60,20,0,20,0,20,0.2,False,0.738,0
scenario309,c1,0,2,1,2,60,60,20,20,-30,20,100,20,0.1,False,3.32,0
scenario310,c1,0,2,1,2,0,80,20,40,-30,0,20,40,0.1,False,2.865,0
scenario311,c1,1,2,0,1,80,60,60,20,30,40,100,0,0.1,False,1.171,0
scenario312,c4,2,0,1,0,40,60,20,0,0,80,0,0,0.1,False,2.379,0
scenario313,c1,1,2,0,1,100,100,80,20,0,20,0,0,0.4,False,1.217,0
scenario314,c4,1,2,2,0,60,80,40,60,90,40,60,20,1.0,True,0.0,1
scenario315,c1,0,2,1,2,40,60,20,20,0,20,80,40,0.1,False,1.911,0
scenario316,c4,2,0,1,0,20,60,0,40,-60,20,100,20,0.4,True,0.0,1
scenario317,c1,1,2,0,1,80,40,60,20,0,40,40,0,0.8,False,3.405,0
scenario318,c2,2,1,0,1,0,60,0,60,-30,60,80,20,0.6,False,2.654,0
scenario319,c2,0,1,2,0,20,80,100,60,-30,20,40,60,0.1,False,4.199,0
scenario320,c1,0,2,1,2,60,100,20,20,0,0,20,0,0.1,False,2.718,0
scenario321,c1,1,2,0,2,100,80,40,20,30,20,0,40,0.1,False,2.586,0
scenario322,c4,2,0,1,2,100,100,40,0,60,20,40,20,0.1,False,1.499,0
scenario323,c4,1,2,2,0,60,80,40,60,90,40,60,20,1.0,True,0.0,1
scenario324,c1,0,1,1,2,100,80,80,0,30,20,0,0,0.2,False,3.114,0
scenario325,c1,0,2,1,2,80,100,20,40,0,0,20,100,0.1,False,2.891,0
scenario326,c4,2,0,1,0,80,80,0,40,-30,20,20,20,0.1,False,3.016,0
scenario327,c2,0,1,2,0,80,100,20,40,60,0,20,20,0.1,False,4.128,0
scenario328,c4,1,0,2,0,100,80,40,100,30,20,0,60,0.1,False,2.444,0
scenario329,c4,2,0,1,0,0,100,0,40,0,20,100,0,0.1,False,2.955,0
scenario330,c2,2,1,0,1,0,80,0,80,-60,60,80,20,0.6,False,1.099,0
scenario331,c1,1,2,0,1,100,80,60,0,-30,20,40,40,0.6,False,2.433,0
scenario332,c2,0,1,2,0,100,80,20,20,60,0,0,40,0.1,False,4.053,0
scenario333,c2,0,1,2,1,100,40,40,40,0,20,0,40,0.1,False,4.262,0
scenario334,c1,1,2,0,1,80,100,20,80,90,40,20,40,1.0,False,0.925,0
scenario335,c4,1,2,2,0,60,80,40,60,90,40,60,20,1.0,False,3.516,0
scenario336,c1,0,1,1,2,100,20,60,20,-60,40,40,40,0.6,False,1.954,0
scenario337,c4,1,2,2,0,40,100,60,40,60,40,40,0,1.0,False,1.804,0
scenario338,c4,1,0,2,0,80,20,20,100,0,40,0,0,0.1,False,2.373,0
scenario339,c1,0,2,1,2,60,100,0,0,60,20,20,40,0.8,False,2.745,0
scenario340,c1,0,2,1,2,100,100,60,20,30,0,20,100,0.1,False,2.631,0
scenario341,c2,0,1,2,1,100,80,20,0,60,0,20,40,0.2,False,4.239,0
scenario342,c4,2,0,1,0,80,80,40,40,90,0,20,20,0.2,False,2.811,0
scenario343,c4,1,2,2,0,80,80,40,80,-30,40,0,40,0.2,False,3.537,0
scenario344,c4,2,0,1,0,100,60,40,100,90,60,40,60,0.1,False,3.042,0
scenario345,c1,1,2,0,1,20,80,80,80,90,40,20,60,1.0,True,0.0,1
scenario346,c4,2,0,1,2,100,100,80,0,0,0,20,0,0.2,False,1.553,0
scenario347,c1,0,1,1,2,40,100,100,100,60,20,80,20,0.2,False,3.421,0
scenario348,c1,0,1,1,2,20,100,40,100,60,0,60,0,0.4,False,3.161,0
scenario349,c1,0,1,1,2,80,40,0,80,90,20,100,80,1.0,False,2.871,0
scenario350,c1,0,1,1,2,60,100,80,80,90,40,40,0,0.8,False,2.594,0
scenario351,c1,0,1,1,2,0,100,60,0,0,20,0,80,0.1,False,2.787,0
scenario352,c1,0,1,1,2,100,80,60,100,-90,20,100,100,0.6,False,3.041,0
scenario353,c1,0,1,1,2,0,80,40,20,-90,20,40,0,1.0,True,0.0,1
scenario354,c1,0,1,1,2,0,0,0,100,30,80,20,0,0.4,False,1.955,0
scenario355,c1,0,1,1,2,0,40,60,100,60,20,100,80,0.8,False,3.268,0
scenario356,c1,0,1,1,2,60,0,80,100,30,20,40,20,1.0,False,2.365,0
scenario357,c1,0,1,1,2,100,0,80,80,60,80,40,20,1.0,True,0.0,1
scenario358,c1,1,2,0,2,20,0,80,20,90,20,20,0,1.0,False,1.787,0
scenario359,c1,1,2,0,2,20,0,80,20,90,20,20,0,1.0,True,0.0,1
scenario360,c1,0,2,1,2,20,0,100,20,90,40,20,0,1.0,False,1.091,0
scenario361,c1,0,2,1,2,20,0,100,0,90,20,40,0,1.0,False,2.11,0
scenario362,c4,1,0,2,0,0,0,80,20,90,40,20,0,0.1,False,1.874,0
scenario363,c2,2,0,0,1,40,0,100,20,90,20,40,0,0.1,False,1.103,0
scenario364,c2,2,0,0,1,0,20,80,40,60,20,0,0,1.0,True,0.0,1
scenario365,c1,1,2,0,2,20,0,100,20,-90,40,20,0,1.0,False,2.438,0
scenario366,c2,0,1,2,0,0,60,80,20,30,0,20,0,1.0,False,3.708,0
scenario367,c2,0,1,2,0,40,20,60,20,60,0,20,20,1.0,False,4.232,0
scenario368,c1,1,2,0,1,0,40,80,0,-60,20,20,0,1.0,False,3.609,0
scenario369,c1,1,2,0,2,40,20,80,20,90,20,0,0,0.8,False,1.227,0
scenario370,c2,0,1,2,0,60,0,60,40,90,20,40,0,0.6,False,3.929,0
scenario371,c1,1,2,0,2,20,0,80,20,90,20,20,0,1.0,False,1.678,0
scenario372,c1,1,2,0,1,20,0,100,0,-90,60,20,0,1.0,False,2.267,0
scenario373,c2,0,1,2,0,80,60,80,40,30,0,40,0,0.8,False,4.214,0
scenario374,c4,1,0,2,0,0,0,0,40,30,40,20,0,0.1,False,5.196,0
scenario375,c1,0,2,1,2,0,20,80,20,90,20,60,0,1.0,True,0.0,1
scenario376,c1,1,2,0,2,20,0,60,20,90,80,0,0,0.1,False,2.506,0
scenario377,c1,1,2,0,1,0,40,60,20,-60,40,20,0,1.0,False,2.287,0
scenario378,c4,2,0,1,0,40,100,60,40,90,0,40,80,0.6,False,1.15,0
scenario379,c1,0,1,1,2,0,0,60,20,0,40,40,20,0.6,False,4.092,0
scenario380,c1,0,2,1,2,60,40,60,0,60,0,40,0,0.1,False,2.733,0
scenario381,c1,0,2,1,2,0,20,60,20,90,100,60,20,0.8,False,3.532,0
scenario382,c1,0,2,1,2,20,0,100,20,30,20,40,0,1.0,False,2.896,0
scenario383,c1,0,2,1,2,0,20,80,20,90,20,60,0,1.0,False,2.908,0
scenario384,c1,0,2,1,2,20,0,60,0,90,40,80,0,1.0,False,1.972,0
scenario385,c1,1,2,0,1,0,40,60,20,-60,40,20,0,1.0,False,1.224,0
scenario386,c1,1,2,0,2,20,0,100,40,90,20,0,60,1.0,False,0.883,0
scenario387,c1,0,2,1,2,40,0,100,20,30,100,0,0,0.1,False,2.607,0
scenario388,c4,2,0,1,2,40,100,20,20,90,20,80,80,0.6,False,1.608,0
scenario389,c1,1,2,0,2,0,60,60,20,-30,60,80,20,1.0,False,2.88,0
scenario390,c2,2,0,0,1,20,0,100,0,-90,20,20,80,1.0,True,0.0,1
scenario391,c1,1,2,0,2,40,0,60,40,90,60,0,0,0.1,False,0.843,0
scenario392,c1,0,1,1,2,0,80,80,20,90,0,60,0,1.0,False,2.287,0
scenario393,c4,2,0,1,2,0,80,80,0,-30,60,60,40,0.4,False,2.538,0
scenario394,c1,0,1,1,2,0,40,60,100,90,100,80,60,0.8,False,1.248,0
scenario395,c2,2,0,0,1,20,0,100,0,-90,20,20,80,1.0,False,1.34,0
scenario396,c1,0,1,1,2,0,80,100,0,0,60,60,40,1.0,True,0.0,1
scenario397,c4,2,0,1,2,20,60,80,20,60,0,80,100,0.1,False,1.496,0
scenario398,c1,1,2,0,1,80,0,80,20,90,40,80,0,1.0,True,0.0,1
scenario399,c1,1,2,0,1,0,60,100,0,-60,40,40,0,1.0,True,0.0,1
scenario400,c4,2,0,1,2,0,100,20,0,60,0,40,0,1.0,False,1.819,0
scenario401,c1,1,2,0,2,0,100,100,60,90,20,0,60,1.0,False,1.036,0
scenario402,c1,1,2,0,2,20,0,0,40,-90,80,20,80,1.0,False,1.476,0
scenario403,c1,0,1,1,2,100,0,60,0,90,40,100,0,1.0,False,1.685,0
scenario404,c2,0,1,2,0,20,0,100,40,60,80,0,0,0.1,False,3.456,0
scenario405,c4,2,0,1,2,0,80,80,20,0,60,60,80,0.6,False,2.121,0
scenario406,c1,1,2,0,1,0,60,40,100,90,80,60,20,0.8,False,1.153,0
scenario407,c1,0,1,1,2,0,80,100,0,0,60,60,40,1.0,False,2.737,0
scenario408,c2,2,1,0,1,80,60,60,100,60,80,40,20,1.0,False,0.762,0
scenario409,c2,2,1,0,1,0,100,20,0,60,0,20,0,1.0,False,0.697,0
scenario410,c4,2,0,1,2,0,100,80,20,30,60,60,100,0.6,False,1.691,0
scenario411,c1,0,2,1,2,40,0,100,60,60,100,0,0,0.1,False,1.954,0
scenario412,c1,0,1,1,2,0,100,40,20,60,0,40,100,0.4,False,1.586,0
scenario413,c1,1,2,0,1,80,0,100,40,60,60,80,0,1.0,False,1.76,0
scenario414,c2,0,1,2,1,20,80,100,20,0,60,80,20,1.0,False,4.159,0
scenario415,c2,0,1,2,0,40,0,100,40,30,60,20,0,0.1,False,3.72,0
scenario416,c1,1,2,0,1,80,20,80,20,90,60,60,0,1.0,False,3.642,0
scenario417,c2,0,1,2,0,20,0,0,60,-60,100,0,100,0.8,False,4.601,0
scenario418,c1,0,1,1,2,0,40,60,100,60,20,40,0,0.6,False,1.642,0
scenario419,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,3.465,0
scenario420,c2,2,0,0,1,20,0,80,20,60,40,20,0,1.0,True,0.0,1
scenario421,c1,0,1,1,2,0,80,0,100,60,80,20,0,0.4,True,0.0,1
scenario422,c1,0,1,1,2,100,0,80,60,60,80,20,20,0.4,True,0.0,1
scenario423,c2,0,1,2,1,40,100,40,80,30,0,60,0,0.2,False,3.842,0
scenario424,c1,0,1,1,2,20,100,100,100,60,20,80,20,0.2,False,3.031,0
scenario425,c1,1,2,0,2,60,0,80,100,30,100,20,20,1.0,False,1.531,0
scenario426,c1,1,2,0,1,0,60,60,80,60,20,100,80,0.8,False,6143.226,0
scenario427,c1,0,2,1,2,0,0,0,20,90,20,0,0,1.0,False,3.777,0
scenario428,c1,1,2,0,2,20,0,80,20,90,20,20,0,1.0,False,1.562,0
scenario429,c1,1,2,0,2,0,0,80,0,90,20,0,0,0.4,True,0.0,1
scenario430,c2,2,0,0,1,40,0,80,0,90,20,20,20,1.0,False,1.19,0
scenario431,c2,2,0,0,1,40,0,80,0,90,20,20,20,1.0,False,0.792,0
scenario432,c1,1,2,0,2,40,0,20,0,90,40,20,20,1.0,True,0.0,1
scenario433,c4,1,0,2,0,40,0,60,0,90,0,20,20,1.0,False,9999.0,0
scenario434,c2,2,0,0,1,40,0,80,0,-30,0,0,20,1.0,False,1.077,0
scenario435,c2,2,1,0,1,60,0,80,20,60,20,80,40,0.8,False,0.922,0
scenario436,c4,1,0,2,0,60,0,80,0,90,0,20,0,0.8,False,9999.0,0
scenario437,c2,2,0,0,1,40,0,100,0,60,40,20,0,1.0,True,0.0,1
scenario438,c2,2,0,0,1,40,20,80,80,60,20,40,40,1.0,False,0.653,0
scenario439,c2,0,1,2,0,80,20,60,100,-90,0,0,0,1.0,False,3.298,0
scenario440,c1,1,2,0,2,20,0,80,0,90,40,0,0,0.1,False,0.649,0
scenario441,c4,2,0,1,2,40,0,100,20,-90,20,0,0,1.0,False,2.576,0
scenario442,c2,2,0,0,1,60,100,80,0,90,0,20,20,0.1,False,0.708,0
scenario443,c1,1,2,0,2,40,0,20,0,90,40,20,20,1.0,False,2.722,0
scenario444,c1,1,2,0,2,20,0,40,0,30,60,40,40,1.0,False,2.354,0
scenario445,c2,0,1,2,0,100,60,80,100,-90,20,20,0,1.0,False,4.02,0
scenario446,c4,1,0,2,0,60,0,80,0,90,0,40,0,0.8,False,9999.0,0
scenario447,c4,2,0,1,2,60,100,80,0,60,40,40,20,1.0,False,1.512,0
scenario448,c4,2,0,1,2,100,0,40,60,-90,0,40,20,0.8,False,1.538,0
scenario449,c1,1,2,0,1,20,0,80,40,60,60,20,20,0.1,False,1.817,0
scenario450,c4,1,0,2,0,100,0,80,0,90,60,80,20,0.8,False,1.525,0
scenario451,c2,2,0,0,1,40,20,60,0,90,0,0,100,1.0,False,0.769,0
scenario452,c2,2,1,0,1,60,100,60,100,90,0,40,20,0.1,False,2.998,0
scenario453,c1,1,2,0,1,60,60,20,0,90,20,20,40,0.8,False,0.933,0
scenario454,c2,2,0,0,1,40,20,80,100,60,20,20,60,0.8,True,0.0,1
scenario455,c2,2,0,0,1,40,20,80,100,60,20,20,60,0.8,False,1.123,0
scenario456,c2,2,0,0,1,60,0,80,0,0,40,0,100,1.0,False,1.033,0
scenario457,c2,2,0,0,1,60,20,80,0,60,60,60,0,0.8,False,1.113,0
scenario458,c1,1,2,0,2,80,60,0,0,90,20,20,20,0.8,False,1.599,0
scenario459,c1,0,1,1,2,80,100,40,100,90,100,20,60,0.2,False,2.448,0
scenario460,c1,1,2,0,2,40,20,0,20,60,60,40,40,1.0,False,2.743,0
scenario461,c2,0,1,2,1,20,0,40,0,60,40,60,0,1.0,False,3.928,0
scenario462,c4,1,2,2,0,60,0,80,0,-90,0,60,0,0.8,False,9999.0,0
scenario463,c2,0,1,2,0,100,100,20,100,-90,0,20,20,1.0,False,3.122,0
scenario464,c2,2,0,0,1,100,100,40,100,-90,0,20,40,0.8,False,0.903,0
scenario465,c4,2,0,1,0,100,80,60,80,-90,20,40,20,0.8,False,2.592,0
scenario466,c4,2,0,1,2,40,0,60,20,30,40,40,60,1.0,False,1.51,0
scenario467,c2,2,0,0,1,100,100,40,100,-90,0,20,40,0.8,False,0.572,0
scenario468,c2,0,1,2,1,20,20,20,0,60,20,60,0,0.8,False,4.133,0
scenario469,c2,2,0,0,1,60,80,80,0,0,40,0,100,1.0,True,0.0,1
scenario470,c1,1,2,0,2,40,0,60,0,0,20,40,40,1.0,False,1.16,0
scenario471,c2,2,1,0,1,60,100,100,80,30,20,40,20,1.0,False,3.879,0
scenario472,c4,2,0,1,2,40,20,60,60,90,20,40,80,1.0,False,9999.0,0
scenario473,c2,2,0,0,1,40,20,80,0,-90,60,80,0,0.8,True,0.0,1
scenario474,c1,0,2,1,2,100,100,100,100,-90,20,20,20,1.0,False,2.875,0
scenario475,c2,2,0,0,1,60,40,0,0,60,60,60,40,1.0,True,0.0,1
scenario476,c1,1,2,0,2,20,40,0,20,30,60,60,60,1.0,False,2.913,0
scenario477,c1,1,2,0,2,100,80,40,0,60,100,40,80,0.4,False,1.478,0
scenario478,c4,1,0,2,0,80,80,0,0,30,20,0,100,0.8,False,2.315,0
scenario479,c2,2,0,0,1,60,80,80,0,0,40,0,100,1.0,True,0.0,1
scenario480,c2,0,1,2,1,40,20,0,0,60,0,40,0,0.2,False,4.213,0
scenario481,c4,2,0,1,2,0,0,40,0,30,0,40,20,0.2,False,1.574,0
scenario482,c4,2,0,1,2,80,0,60,0,0,60,80,0,0.6,False,2.444,0
scenario483,c2,2,0,0,1,80,80,80,0,0,40,100,100,1.0,True,0.0,1
scenario484,c2,0,1,2,1,20,0,40,0,60,0,60,60,0.8,False,3.98,0
scenario485,c2,0,1,2,0,20,60,0,0,30,80,60,40,0.8,False,4.448,0
scenario486,c1,0,2,1,2,100,80,100,100,-90,20,40,20,0.2,False,2.721,0
scenario487,c4,1,2,2,0,100,60,40,20,90,100,40,100,0.2,False,1.628,0
scenario488,c1,1,2,0,2,60,20,60,80,30,20,40,20,1.0,False,2.385,0
scenario489,c4,1,0,2,0,60,0,0,60,90,60,40,80,0.6,False,2.492,0
scenario490,c1,0,1,1,2,20,100,60,60,-90,20,0,20,0.8,False,2.13,0
scenario491,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,1.408,0
scenario492,c1,0,1,1,2,100,0,60,40,30,80,0,0,0.6,False,2.711,0
scenario493,c1,0,1,1,2,20,60,0,100,90,80,20,20,0.2,False,1.048,0
scenario494,c1,0,1,1,2,0,80,0,100,90,80,20,20,1.0,False,1.819,0
scenario495,c1,1,2,0,2,40,0,0,0,60,40,20,0,0.4,False,2.308,0
scenario496,c2,2,0,0,1,20,0,100,40,60,20,20,20,0.8,False,2.139,0
scenario497,c1,1,2,0,2,40,0,20,0,90,60,20,20,1.0,False,1.234,0
scenario498,c1,0,1,1,2,0,80,0,40,30,80,20,0,0.4,False,1.883,0
scenario499,c1,1,2,0,2,0,40,100,0,-60,20,0,0,0.1,False,1.103,0
scenario500,c1,1,2,0,2,60,0,20,0,90,40,40,100,1.0,True,0.0,1
scenario501,c1,0,1,1,2,0,80,20,100,60,80,0,0,0.4,False,0.776,0
scenario502,c1,1,2,0,2,40,0,20,20,90,60,20,20,1.0,False,1.15,0
scenario503,c1,0,1,1,2,0,80,20,100,60,80,0,0,0.4,False,2.528,0
scenario504,c1,0,1,1,2,0,60,20,100,60,100,0,0,0.4,False,1.091,0
scenario505,c1,0,1,1,2,0,100,0,80,60,0,0,0,0.2,False,2.318,0
scenario506,c1,1,2,0,1,20,80,0,100,60,80,0,60,0.2,False,0.9,0
scenario507,c4,2,0,1,0,20,100,0,100,90,60,20,40,0.6,False,2.646,0
scenario508,c4,2,0,1,2,0,60,20,20,60,80,60,0,1.0,False,1.777,0
scenario509,c1,0,1,1,2,0,80,0,100,60,60,0,20,0.4,False,2.202,0
scenario510,c4,2,0,1,2,0,100,20,40,60,80,0,0,0.4,False,1.525,0
scenario511,c1,0,1,1,2,20,60,20,100,60,60,80,80,0.2,False,1.113,0
scenario512,c1,1,2,0,1,0,20,20,100,90,60,60,20,0.4,False,2.51,0
scenario513,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,1.028,0
scenario514,c1,0,1,1,2,100,0,60,40,30,80,0,0,0.6,False,2.226,0
scenario515,c1,0,1,1,2,20,60,0,100,90,80,20,20,0.2,False,1.985,0
scenario516,c1,0,1,1,2,0,80,0,100,90,80,20,20,1.0,False,2.486,0
scenario517,c1,1,2,0,2,40,0,0,0,60,40,20,0,0.4,False,1.26,0
scenario518,c2,2,0,0,1,20,0,100,40,60,20,20,20,0.8,False,2.282,0
scenario519,c1,1,2,0,2,40,0,20,0,90,60,20,20,1.0,False,2.408,0
scenario520,c1,0,1,1,2,0,80,0,40,30,80,20,0,0.4,False,2.087,0
scenario521,c1,1,2,0,2,0,40,100,0,-60,20,0,0,0.1,True,0.0,1
scenario522,c1,1,2,0,2,60,0,20,0,90,40,40,100,1.0,True,0.0,1
scenario523,c1,0,1,1,2,0,80,20,100,60,80,0,0,0.4,False,2.25,0
scenario524,c1,1,2,0,2,40,0,20,20,90,60,20,20,1.0,False,1.539,0
scenario525,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,0.85,0
scenario526,c1,1,2,0,1,0,60,80,80,-60,0,100,100,0.6,False,1944.842,0
scenario527,c1,0,2,1,2,20,40,20,60,-60,0,80,100,0.6,False,3.284,0
scenario528,c2,2,1,0,1,40,60,100,60,-60,0,100,60,0.6,False,1.623,0
scenario529,c2,2,1,0,1,40,40,60,80,-60,60,100,100,1.0,False,1.87,0
scenario530,c2,2,1,0,1,40,60,100,80,-90,80,100,60,0.8,True,0.0,1
scenario531,c2,2,1,0,1,60,40,100,80,0,80,100,80,0.8,False,0.789,0
scenario532,c2,2,1,0,1,20,60,60,40,-60,60,100,0,0.6,True,0.0,1
scenario533,c2,2,0,0,1,40,40,60,40,30,80,80,80,0.8,True,0.0,1
scenario534,c4,1,2,2,0,20,40,100,80,90,80,60,60,0.8,True,0.0,1
scenario535,c1,1,2,0,1,60,60,100,80,-30,40,80,60,0.6,False,2.612,0
scenario536,c2,2,1,0,1,60,80,80,40,-90,80,40,100,0.8,False,1.594,0
scenario537,c2,2,1,0,1,40,60,100,80,-90,80,100,60,0.8,False,1.304,0
scenario538,c4,1,0,2,0,60,40,100,60,60,0,0,80,0.4,False,9999.0,0
scenario539,c2,2,1,0,1,40,80,100,40,60,0,100,60,0.6,True,0.0,1
scenario540,c4,1,2,2,0,60,40,80,60,-60,40,0,100,1.0,False,1.39,0
scenario541,c2,2,1,0,1,0,20,60,100,-90,40,100,100,1.0,False,1.722,0
scenario542,c4,2,0,1,0,60,80,80,20,-60,80,20,80,0.6,False,2.936,0
scenario543,c4,1,2,2,0,20,80,100,80,90,60,60,80,0.8,True,0.0,1
scenario544,c1,1,2,0,1,40,40,60,80,30,60,100,60,0.8,False,1.297,0
scenario545,c1,1,2,0,1,0,40,100,40,-60,40,100,60,0.6,False,4457.417,0
scenario546,c1,1,2,0,1,60,60,100,80,0,20,80,20,0.8,False,0.746,0
scenario547,c1,0,2,1,2,20,40,80,80,-60,20,100,20,0.8,False,2.861,0
scenario548,c1,0,2,1,2,0,60,20,100,-60,0,100,100,0.6,False,2.647,0
scenario549,c2,2,1,0,1,40,80,100,40,60,0,100,60,0.6,False,1.117,0
scenario550,c4,2,0,1,0,40,60,80,20,-30,80,0,80,0.6,False,2.748,0
scenario551,c1,1,2,0,1,80,80,80,80,0,20,80,0,1.0,False,2.63,0
scenario552,c4,1,2,2,0,20,80,80,60,90,60,60,80,1.0,False,1.752,0
scenario553,c1,0,2,1,2,0,40,80,20,-30,20,80,40,0.6,False,2.785,0
scenario554,c4,2,0,1,0,20,40,60,100,-90,20,100,80,1.0,False,9999.0,0
scenario555,c1,1,2,0,1,80,40,100,60,-30,40,100,60,0.8,False,2.064,0
scenario556,c2,2,1,0,1,0,40,60,100,-60,60,80,80,1.0,False,0.693,0
scenario557,c2,0,1,2,0,20,60,100,100,-60,20,100,100,0.6,False,3.863,0
scenario558,c1,0,2,1,2,60,100,20,40,-30,0,20,80,0.6,False,2.807,0
scenario559,c1,1,2,0,2,80,60,80,80,30,20,80,40,0.6,False,2.357,0
scenario560,c4,2,0,1,2,60,80,100,20,60,20,100,80,0.6,False,1.786,0
scenario561,c2,2,1,0,1,0,40,60,100,-60,60,80,80,1.0,True,0.0,1
scenario562,c1,0,1,1,2,100,60,80,60,30,20,0,0,0.8,False,2.589,0
scenario563,c1,0,2,1,2,80,100,20,60,-30,0,20,100,0.4,False,3.096,0
scenario564,c4,2,0,1,0,80,80,0,60,-60,20,20,100,0.6,False,2.716,0
scenario565,c2,0,1,2,0,40,100,80,40,60,0,80,80,0.6,False,3.296,0
scenario566,c4,1,0,2,0,100,60,80,100,30,20,60,60,0.6,False,2.749,0
scenario567,c4,2,0,1,0,0,100,0,60,-30,20,100,60,0.6,False,2.597,0
scenario568,c2,2,1,0,1,0,60,40,100,-90,60,80,80,1.0,False,1.372,0
scenario569,c1,1,2,0,1,100,60,60,60,-30,20,40,40,1.0,False,2.496,0
scenario570,c2,0,1,2,0,80,60,60,80,60,0,80,40,0.6,False,4.42,0
scenario571,c2,0,1,2,1,100,40,80,100,0,20,60,40,0.4,False,4.641,0
scenario572,c1,1,2,0,1,40,100,60,80,90,60,20,40,1.0,False,1.903,0
scenario573,c2,2,1,0,1,0,40,60,100,-60,60,80,80,1.0,False,1.088,0
scenario574,c1,0,1,1,2,100,20,60,80,-60,40,40,40,1.0,False,2.65,0
scenario575,c4,1,2,2,0,0,60,60,80,-90,60,60,60,1.0,False,0.784,0
scenario576,c4,1,0,2,0,80,20,60,100,0,40,40,0,0.6,False,2.719,0
scenario577,c1,0,2,1,2,60,100,40,0,60,40,20,40,0.8,False,3.094,0
scenario578,c1,0,2,1,2,100,100,60,40,0,0,20,100,0.4,False,2.763,0
scenario579,c2,0,1,2,1,80,60,60,60,60,0,100,40,0.8,False,4.715,0
scenario580,c4,2,0,1,0,80,80,100,40,90,0,20,80,0.8,False,2.191,0
scenario581,c4,1,2,2,0,80,60,80,80,-30,40,40,40,0.8,False,1.276,0
scenario582,c4,2,0,1,0,100,40,80,100,90,60,40,60,0.6,False,2.285,0
scenario583,c1,1,2,0,1,20,80,80,80,90,60,20,60,1.0,False,2.585,0
scenario584,c4,2,0,1,2,100,80,80,40,0,0,20,0,0.8,False,1.598,0
scenario585,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,1.067,0
scenario586,c1,1,2,0,2,40,0,20,0,-60,20,60,0,0.2,False,9999.0,0
scenario587,c4,1,0,2,0,0,40,100,0,90,40,20,40,1.0,False,1.868,0
scenario588,c2,2,1,0,1,100,0,20,40,30,80,0,0,0.4,False,0.681,0
scenario589,c4,1,2,2,0,60,60,100,80,-90,60,80,60,0.6,False,2.171,0
scenario590,c1,1,2,0,2,40,0,20,20,90,60,40,20,0.1,False,1.891,0
scenario591,c1,1,2,0,2,20,20,100,40,90,40,20,0,0.8,False,2.504,0
scenario592,c1,0,2,1,2,0,80,20,20,90,60,20,40,1.0,False,2.725,0
scenario593,c1,1,2,0,2,60,0,20,100,60,80,0,0,0.4,False,0.986,0
scenario594,c1,1,2,0,2,40,0,20,20,90,60,20,20,1.0,False,1.182,0
scenario595,c2,2,0,0,1,20,0,100,40,30,20,20,20,0.8,True,0.0,1
scenario596,c1,1,2,0,1,20,0,40,20,60,40,40,100,1.0,False,1.316,0
scenario597,c4,2,0,1,0,60,100,40,80,60,0,100,20,0.1,False,3.514,0
scenario598,c4,2,0,1,0,80,40,60,100,-90,0,20,0,0.1,False,3.499,0
scenario599,c4,2,0,1,0,100,0,0,0,-30,60,100,60,0.1,False,3.142,0
scenario600,c4,2,0,1,0,20,60,0,80,-60,0,100,20,1.0,False,0.946,0
scenario601,c4,1,2,2,0,20,100,80,0,-60,0,100,100,0.2,False,9999.0,0
scenario602,c4,2,0,1,0,20,20,100,40,-60,0,80,80,0.1,False,2.056,0
scenario603,c4,2,0,1,0,100,100,60,40,60,100,80,20,1.0,False,3.718,0
scenario604,c2,0,1,2,0,40,60,80,100,-90,0,100,100,1.0,False,3.328,0
scenario605,c4,2,0,1,0,0,100,100,40,60,60,0,0,0.4,False,2.148,0
scenario606,c4,2,0,1,0,100,100,20,80,-90,20,20,20,0.6,False,2.709,0
scenario607,c4,2,0,1,0,80,40,100,60,-60,60,80,100,0.1,True,0.0,1
scenario608,c4,2,0,1,0,100,60,100,40,-90,20,0,20,0.6,False,2.934,0
scenario609,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,0.88,0
scenario610,c2,2,1,0,1,100,60,100,40,-90,20,0,20,0.6,True,0.0,1
scenario611,c2,0,1,2,0,100,0,0,0,0,60,100,80,0.1,False,4.21,0
