Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario1,1.24826532738628,-1.63639409328259,0.483709954716479,-1.60922153185632,1.18765015800733,0.753704892445642,1.03749922016812,0.0190278036889441,0.393590204496319,-0.521449766094992,1.06877081790175,-0.648228957945402
scenario2,0.511096810170179,1.19716795863927,1.24542189498456,-1.60922153185632,0.608494149482555,-0.310757790077805,-1.79979131935902,-1.70777690078317,-0.776390393210329,1.37933699118187,0.195451768483027,0.00294574329838611
scenario3,1.24826532738628,-1.63639409328259,0.483709954716479,1.21341071512909,-1.13347336607178,1.23076693675879,-0.932679962490241,0.54744631971414,1.30789486796527,0.108115189625916,-1.78015529203301,0.527633307141359
scenario4,0.511096810170179,-1.63639409328259,1.24542189498456,-1.60922153185632,-1.42461599762354,0.244626657498085,0.158945735894407,1.01110002152709,-1.76828070928255,1.01223022264975,0.649016175864026,-1.78679038175361
scenario5,1.24826532738628,-1.63639409328259,0.483709954716479,-1.60922153185632,-0.551960526849496,-0.945276130060356,-0.344965578874723,-0.626648208642685,-0.14048473647651,0.597255915268559,-0.897672115517035,0.983387749628657
scenario6,0.511096810170179,1.19716795863927,1.24542189498456,-1.60922153185632,0.0286547896473555,-1.83161224739837,0.614679752690161,1.43168160326648,0.870154608207171,-1.74189685813236,-0.307748306089864,1.39370807586716
scenario7,-1.01018645496319,-0.289657329186402,1.24542189498456,-0.249399496577684,1.18765015800733,0.753704892445642,1.03749922016812,0.0190278036889441,0.393590204496319,-0.521449766094992,1.06877081790175,-0.648228957945402
scenario8,1.24826532738628,-0.289657329186402,-1.02807795631315,-0.249399496577684,0.608494149482555,-0.310757790077805,-1.79979131935902,-1.70777690078317,-0.776390393210329,1.37933699118187,0.195451768483027,-0.648228957945402
scenario9,1.24826532738628,-1.63639409328259,-1.02807795631315,-0.249399496577684,-1.13347336607178,1.23076693675879,-0.932679962490241,0.54744631971414,1.30789486796527,0.108115189625916,-1.78015529203301,-0.648228957945402
scenario10,-1.01018645496319,-0.289657329186402,1.24542189498456,-1.60922153185632,0.608494149482555,0.753704892445642,-1.79979131935902,-1.70777690078317,-0.776390393210329,1.37933699118187,1.06877081790175,0.00294574329838611
