instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,c4,2,0,1,0,1.0,80,100,40,60,20,100,20,0,2.506808561838326,0
scenario2,c4,1,2,2,0,0.8,40,0,0,20,100,60,40,1,0.0,1
scenario3,c4,2,0,1,2,0.2,100,20,60,100,40,0,60,1,0.0,1
scenario4,c4,1,0,2,0,0.1,60,60,80,0,80,80,0,0,3.538686281078004,0
scenario5,c4,2,0,1,0,0.4,20,40,20,40,60,20,80,0,507.71989048395767,0
scenario6,c4,1,2,2,0,0.6,0,80,100,80,0,40,100,0,4.198260101369648,0
scenario7,c2,0,1,2,1,1.0,80,100,40,60,20,100,20,0,3.185414317617212,0
scenario8,c2,2,1,0,1,0.8,40,0,0,20,100,60,20,0,3.067594111016956,0
scenario9,c2,2,0,0,1,0.2,100,20,60,100,40,0,20,0,2.634258875256997,0
scenario10,c2,0,1,2,0,0.8,80,0,0,20,100,100,40,0,2.265407455627013,0
scenario11,c2,0,1,2,1,0.2,40,60,40,0,80,100,20,1,0.0,1
scenario12,c2,2,1,0,1,0.2,80,100,0,20,60,60,20,0,3.666636595311344,0
scenario13,c2,2,0,0,1,0.8,80,100,40,20,40,0,60,0,2.534156084113664,0
scenario14,c2,0,1,2,0,1.0,100,20,0,20,40,100,60,1,0.0,1
scenario15,c2,0,1,2,1,1.0,40,100,80,40,0,60,20,0,3.3203554611180888,0
scenario16,c2,2,1,0,1,0.8,60,40,40,60,20,60,20,0,2.2737818378463963,0
scenario17,c2,2,0,0,1,1.0,80,20,0,100,80,0,0,0,2.197216506473087,0
scenario18,c2,0,1,2,0,0.2,40,40,0,60,20,100,0,0,1.5936029680036177,0
scenario19,c2,0,1,2,1,0.1,80,60,60,20,20,80,20,0,2.914510140175542,0
scenario20,c2,2,1,0,1,1.0,40,100,40,100,60,100,40,0,2.899417989861512,0
scenario21,c2,2,0,0,1,0.4,40,80,20,60,20,0,20,0,2.804020817327485,0
scenario22,c1,0,2,1,2,1.0,20,0,40,80,20,20,20,0,3.1365004065276545,0
