Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.0417,0.0838,-0.1275,0.1829,-0.0925,0.3585,-0.2724,0.544,-0.5098,0.5166,0.0438,-0.9147,0.6314
Z_{2},-0.0658,0.0217,0.1583,0.237,0.0176,-0.1409,0.2127,0.6472,-0.6518,-0.019,-0.1104,0.1673,-0.1446
