instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario129,90,60,20,20,40,40,0.8,0,100,20,20,0,c4,1e-05,2,0,1,2,0,0.950950153051494,0
scenario130,90,20,20,0,100,100,0.4,40,60,20,20,20,c1,1e-05,1,2,0,1,0,2.417475985668864,0
scenario131,-90,60,80,0,80,40,0.6,80,20,20,20,20,c2,1e-05,0,1,2,1,0,3.5591893131582406,0
scenario132,0,60,80,0,0,100,0.4,0,100,20,20,20,c4,1e-05,1,0,2,0,0,2.2292128085664302,0
scenario133,-30,20,80,40,20,40,0.8,0,100,20,20,40,c1,1e-05,0,1,1,2,0,1.820125496518727,0
scenario134,0,20,100,60,0,80,0.4,40,60,20,20,40,c2,1e-05,0,1,2,0,0,1.6529269572175682,0
scenario135,90,40,100,0,20,40,0.8,40,60,20,20,40,c4,1e-05,2,0,1,0,0,2.2460078948609343,0
scenario136,-60,60,100,60,60,40,0.6,100,0,20,20,60,c1,1e-05,0,2,1,2,0,2.6668810014321096,0
scenario137,-60,40,40,0,100,60,0.6,0,100,20,20,60,c2,1e-05,2,1,0,1,0,3.371734281995106,0
scenario138,-60,40,80,40,0,100,0.2,100,0,20,20,60,c4,1e-05,1,2,2,0,0,3.812225734437381,0
scenario139,90,40,100,0,40,60,0.8,80,20,20,20,80,c1,1e-05,1,2,0,2,0,3.237153089359242,0
scenario140,60,0,80,0,100,40,0.6,0,100,20,20,80,c2,1e-05,2,0,0,1,0,2.642737527348677,0
scenario141,-60,20,60,60,40,0,0.8,100,0,20,20,80,c4,1e-05,2,0,1,2,1,0.0,1
scenario142,-60,80,60,0,0,0,0.8,0,20,20,20,100,c1,1e-05,1,2,0,1,0,3.308543190091151,0
scenario143,-60,20,20,0,0,20,0.8,40,60,20,20,100,c2,1e-05,0,1,2,1,0,1.869720388502365,0
scenario144,0,20,80,0,100,40,0.6,40,60,20,20,100,c4,1e-05,1,0,2,0,0,2.435711636098089,0
scenario145,-60,80,80,0,0,100,0.6,0,100,20,40,0,c1,1e-05,0,1,1,2,0,2.390957907572768,0
scenario146,-30,20,20,20,0,0,0.4,0,100,20,40,0,c2,1e-05,0,1,2,0,0,1.656171108530374,0
scenario147,90,60,20,0,40,40,0.8,40,60,20,40,0,c4,1e-05,2,0,1,0,0,5.540756385529869,0
scenario148,90,80,60,0,0,0,0.8,80,20,20,40,20,c1,1e-05,0,2,1,2,0,2.7059248629548627,0
scenario149,60,20,60,20,0,80,0.2,100,0,20,40,20,c2,1e-05,2,1,0,1,1,0.0,1
scenario150,0,60,20,0,20,40,0.8,80,20,20,40,20,c4,1e-05,1,2,2,0,0,6.290195052154565,0
scenario151,-60,20,60,0,40,60,0.8,80,20,20,40,40,c1,1e-05,1,2,0,2,0,3.5080111254232333,0
scenario152,60,20,40,60,0,40,0.8,40,60,20,40,40,c2,1e-05,2,0,0,1,1,0.0,1
scenario153,30,20,20,0,80,0,0.6,0,100,20,40,40,c4,1e-05,2,0,1,2,0,1.001860084856611,0
scenario154,-30,40,80,0,100,0,0.6,0,100,20,40,60,c1,1e-05,1,2,0,1,0,3.72390095997132,0
scenario155,30,20,60,0,80,40,0.6,80,20,20,40,60,c2,1e-05,0,1,2,1,0,3.1747576125151062,0
scenario156,0,20,40,60,100,40,0.6,100,0,20,40,60,c4,1e-05,1,0,2,0,0,2.4678142717951,0
scenario157,-30,60,60,0,40,0,0.8,0,100,20,40,80,c1,1e-05,0,1,1,2,0,3.456602627617729,0
scenario158,-90,40,80,100,100,60,0.6,100,0,20,40,80,c2,1e-05,0,1,2,0,1,0.0,1
scenario159,-30,40,40,40,100,100,0.1,100,0,20,40,80,c4,1e-05,2,0,1,0,0,2.4406524136569825,0
scenario160,30,40,40,20,20,60,0.2,60,40,20,40,100,c1,1e-05,0,2,1,2,0,2.3286150113889903,0
scenario161,30,60,20,40,0,0,0.8,40,60,20,40,100,c2,1e-05,2,1,0,1,1,0.0,1
scenario162,-60,20,100,0,40,60,0.6,0,100,20,40,100,c4,1e-05,1,2,2,0,0,3.988003697456636,0
scenario163,-60,40,100,20,80,60,0.6,40,60,20,60,0,c1,1e-05,1,2,0,2,0,3.1488451169561884,0
scenario164,-30,20,60,40,100,60,0.6,60,40,20,60,0,c2,1e-05,2,0,0,1,0,3.3841915930262965,0
scenario165,-30,60,80,60,0,0,0.8,40,60,20,60,0,c4,1e-05,2,0,1,2,0,0.6696958153106095,0
scenario166,30,80,40,0,0,0,0.8,80,20,20,60,20,c1,1e-05,1,2,0,1,0,2.6535609900620507,0
scenario167,-30,20,100,40,100,0,0.6,60,40,20,60,20,c2,1e-05,0,1,2,1,0,2.976812148916201,0
scenario168,30,60,100,0,0,100,0.2,80,20,20,60,20,c4,1e-05,1,0,2,0,0,2.262660002402589,0
scenario169,-90,0,40,0,0,80,0.4,40,60,20,60,40,c1,1e-05,0,1,1,2,0,1.688349029474869,0
scenario170,-90,60,60,40,100,100,0.1,40,60,20,60,40,c2,1e-05,0,1,2,0,0,1.3585849962924992,0
scenario171,-60,20,20,40,100,0,0.6,40,60,20,60,40,c4,1e-05,2,0,1,0,0,2.862805173818427,0
scenario172,-60,40,20,60,40,40,0.6,40,60,20,60,60,c1,1e-05,0,2,1,2,0,2.0014732682658223,0
scenario173,60,40,20,60,80,40,0.6,0,100,20,60,60,c2,1e-05,2,1,0,1,0,4.224083855999203,0
scenario174,30,60,20,20,0,80,0.6,100,0,20,60,60,c4,1e-05,1,2,2,0,0,3.377836003090537,0
scenario175,-90,20,20,0,100,40,0.2,80,20,20,60,80,c1,1e-05,1,2,0,2,0,3.4358013683840887,0
scenario176,-30,60,100,80,0,0,0.8,100,0,20,60,80,c2,1e-05,2,0,0,1,0,2.714574942084333,0
scenario177,-90,60,40,80,0,0,0.8,80,20,20,60,80,c4,1e-05,2,0,1,2,0,1.2091966839206156,0
scenario178,30,20,80,0,0,100,0.6,40,60,20,60,100,c1,1e-05,1,2,0,1,0,3.875381881210084,0
scenario179,-60,0,20,0,20,0,0.8,80,20,20,60,100,c2,1e-05,0,1,2,1,0,2.7772370815298246,0
scenario180,30,80,80,0,100,40,0.6,80,20,20,60,100,c4,1e-05,1,0,2,0,0,2.0088688625981947,0
scenario181,90,20,100,40,0,80,0.8,0,100,20,80,0,c1,1e-05,0,1,1,2,0,2.988342796220389,0
scenario182,-90,40,80,60,100,60,0.6,60,40,20,80,0,c2,1e-05,0,1,2,0,0,1.904084711147844,0
scenario183,0,40,40,0,40,80,0.6,0,100,20,80,0,c4,1e-05,2,0,1,0,0,1.929186999236892,0
scenario184,-30,80,60,20,80,40,0.6,100,0,20,80,20,c1,1e-05,0,2,1,2,0,3.215278862752863,0
scenario185,-90,20,80,20,60,100,0.6,20,80,20,80,20,c2,1e-05,2,1,0,1,0,3.125570408137763,0
scenario186,-90,40,100,80,0,80,0.4,40,60,20,80,20,c4,1e-05,1,2,2,0,0,4.675229861202527,0
scenario187,-60,60,60,40,60,40,0.6,60,40,20,80,40,c1,1e-05,1,2,0,2,0,3.194807416725181,0
scenario188,60,20,60,40,0,80,0.4,60,100,20,80,40,c2,1e-05,2,0,0,1,0,2.429008172823504,0
scenario189,60,20,80,20,60,40,0.6,40,0,20,80,40,c4,1e-05,2,0,1,2,0,0.8094812260703456,0
scenario190,-90,60,20,20,100,0,0.6,20,80,20,80,60,c1,1e-05,1,2,0,1,0,4.216687685563198,0
scenario191,30,60,80,20,60,0,0.6,20,80,20,80,60,c2,1e-05,0,1,2,1,0,2.013861011325776,0
scenario192,60,20,100,20,60,0,0.6,0,100,20,80,60,c4,1e-05,1,0,2,0,0,2.168091806696539,0
scenario193,90,20,60,0,40,0,0.8,0,100,20,80,80,c1,1e-05,0,1,1,2,0,3.033426501453845,0
scenario194,0,80,80,20,40,40,0.8,40,60,20,80,80,c2,1e-05,0,1,2,0,0,1.7036318799301255,0
scenario195,60,40,20,20,40,0,0.8,100,0,20,80,80,c4,1e-05,2,0,1,0,0,16.800121910903282,0
scenario196,-90,20,20,60,0,80,0.8,0,100,20,80,100,c1,1e-05,0,2,1,2,0,1.9537870498208083,0
scenario197,-60,40,20,20,40,80,0.8,0,100,20,80,100,c2,1e-05,2,1,0,1,0,3.4294452798426978,0
scenario198,90,60,100,0,0,0,0.6,0,100,20,80,100,c4,1e-05,1,2,2,0,0,4.125469565581965,0
scenario199,-60,80,40,60,0,80,0.6,40,60,20,100,0,c1,1e-05,1,2,0,2,0,3.6209910399206815,0
scenario200,60,20,40,40,40,0,0.8,40,60,20,100,0,c2,1e-05,2,0,0,1,0,2.2571339604440928,0
scenario201,-30,60,80,20,0,60,0.4,100,0,20,100,0,c4,1e-05,2,0,1,2,0,0.901244587767412,0
scenario202,0,60,60,60,0,80,0.4,100,80,20,100,20,c1,1e-05,1,2,0,1,0,3.478742565453866,0
scenario203,90,20,60,100,100,40,0.6,40,60,20,100,20,c2,1e-05,0,1,2,1,0,3.828584466927862,0
scenario204,30,20,100,40,80,40,0.6,0,100,20,100,20,c4,1e-05,1,0,2,0,0,2.8150425052197146,0
scenario205,-60,60,20,60,100,60,0.6,0,100,20,100,40,c1,1e-05,0,1,1,2,0,2.146059007906653,0
scenario206,90,80,80,20,60,100,0.6,40,60,20,100,40,c2,1e-05,0,1,2,0,0,1.6704095720202354,0
scenario207,-90,40,80,0,40,40,0.6,40,60,20,100,40,c4,1e-05,2,0,1,0,0,2.578277433619021,0
scenario208,30,0,60,0,40,40,0.6,0,100,20,100,60,c1,1e-05,0,2,1,2,0,2.059521877541901,0
scenario209,90,80,100,20,100,40,0.6,40,60,20,100,60,c2,1e-05,2,1,0,1,1,0.0,1
scenario210,0,20,100,20,0,0,0.8,40,60,20,100,60,c4,1e-05,1,2,2,0,0,3.905809836563385,0
scenario211,-90,80,20,0,0,0,0.8,80,20,20,100,80,c1,1e-05,1,2,0,2,0,3.246921185451944,0
scenario212,30,60,60,40,100,40,0.6,0,100,20,100,80,c2,1e-05,2,0,0,1,0,2.3062783477728974,0
scenario213,60,20,100,0,0,60,0.4,80,20,20,100,80,c4,1e-05,2,0,1,2,1,0.0,1
scenario214,90,0,20,0,80,40,0.6,0,100,20,100,100,c1,1e-05,1,2,0,1,0,3.805053671830106,0
scenario215,30,60,100,20,0,0,0.8,20,80,20,100,100,c2,1e-05,0,1,2,1,0,3.316061233636092,0
scenario216,-60,20,100,20,60,0,0.6,20,80,20,100,100,c4,1e-05,1,0,2,0,0,3.319148916260524,0
scenario217,-90,40,40,40,100,0,0.6,100,0,40,0,0,c1,1e-05,0,1,1,2,0,2.239246126524454,0
scenario218,60,20,100,40,40,0,0.8,100,0,40,0,0,c2,1e-05,0,1,2,0,1,0.0,1
scenario219,60,20,60,0,0,60,0.1,20,80,40,0,0,c4,1e-05,2,0,1,0,0,7.9988041646464385,0
scenario220,-90,20,60,40,100,100,0.1,100,0,40,0,20,c1,1e-05,0,2,1,2,0,2.013532138344857,0
scenario221,-60,60,20,0,60,40,0.6,80,20,40,0,20,c2,1e-05,2,1,0,1,0,3.0302648734532203,0
scenario222,-30,60,80,20,80,0,0.6,40,60,40,0,20,c4,1e-05,1,2,2,0,0,4.759789635906331,0
scenario223,30,40,40,100,0,80,0.4,60,40,40,0,40,c1,1e-05,1,2,0,2,0,3.107277500846206,0
scenario224,-90,60,80,40,0,0,0.6,40,60,40,0,40,c2,1e-05,2,0,0,1,0,2.854112240107647,0
scenario225,0,40,20,20,40,0,0.8,100,0,40,0,40,c4,1e-05,2,0,1,2,0,1.0140593981288686,0
