instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,-60,c4,1,0,2,0,1.0,100,0,0,0,0,0,0,0,2.100088963599544,0
scenario2,-60,c4,2,0,1,2,1.0,100,0,0,0,0,0,40,0,1.0958782098977502,0
scenario3,-60,c4,2,0,1,0,1.0,100,0,80,0,0,100,0,0,2.80305094146642,0
scenario4,-60,c4,1,2,2,0,1.0,40,0,0,0,0,100,40,0,4.601981010368781,0
scenario5,-60,c4,1,0,2,0,0.8,100,0,80,0,0,0,0,0,2.7641059333232048,0
scenario6,-30,c4,2,0,1,2,0.2,100,0,0,40,60,0,0,0,0.7761933199605714,0
scenario7,-60,c1,1,2,0,1,0.8,100,0,60,100,0,0,40,0,2.518344048446789,0
scenario8,-60,c2,2,0,0,1,1.0,100,0,80,80,60,0,20,0,2.5931923321384254,0
scenario9,-60,c4,2,0,1,0,0.2,40,0,0,0,0,100,40,0,2.242357598224704,0
scenario10,-30,c4,1,2,2,0,0.8,100,0,80,0,100,40,0,0,4.01118371902284,0
scenario11,-60,c4,1,0,2,0,1.0,40,0,60,40,0,100,0,0,2.3243166533665067,0
scenario12,-60,c1,0,1,1,2,0.2,100,0,40,100,0,60,20,0,2.410957685288998,0
scenario13,-30,c1,1,2,0,2,0.2,100,20,60,0,0,100,40,0,3.261300416775234,0
scenario14,-60,c2,0,1,2,0,0.8,60,0,80,80,0,0,40,0,1.6291496135769636,0
scenario15,-60,c1,0,2,1,2,1.0,40,20,60,0,60,0,20,1,2281.655768593993,1
scenario16,-60,c2,0,1,2,1,0.1,100,0,60,0,0,40,0,0,3.123103429780293,0
scenario17,0,c4,2,0,1,2,0.8,100,40,0,40,20,0,0,0,0.7669485931100298,0
scenario18,-30,c4,2,0,1,0,1.0,40,0,0,40,0,60,0,0,3.5023477408148915,0
scenario19,30,c1,1,2,0,1,1.0,100,100,80,100,100,100,100,0,2.8292587413910075,0
scenario20,-60,c1,0,1,1,2,1.0,60,0,0,0,100,60,20,0,2.1568377145611857,0
scenario21,-90,c1,1,2,0,2,0.2,100,0,0,100,60,0,0,0,4.7562672885077655,0
scenario22,60,c2,2,1,0,1,1.0,100,20,60,80,0,40,40,0,2.7408357330379114,0
scenario23,-30,c2,2,0,0,1,0.8,100,0,40,20,0,0,40,0,2.599632487862933,0
scenario24,-60,c2,0,1,2,0,1.0,40,40,40,0,0,60,40,0,1.618317855848586,0
scenario25,-30,c4,1,2,2,0,0.1,60,0,60,40,20,0,0,0,3.806604185488492,0
scenario26,-30,c4,1,0,2,0,0.8,60,20,0,40,60,100,0,0,3.573796271021896,0
scenario27,90,c4,2,0,1,2,0.1,100,100,20,80,0,0,20,0,0.9997518932312116,0
scenario28,0,c1,0,2,1,2,0.8,40,0,80,40,60,100,40,1,6401.634065363971,1
scenario29,30,c4,2,0,1,0,0.2,60,0,0,0,100,40,40,0,2.73709448503943,0
scenario30,-60,c1,1,2,0,1,0.1,80,20,0,0,20,40,0,0,3.872947583759977,0
scenario31,0,c2,0,1,2,1,1.0,60,20,60,80,0,100,0,0,3.198430882282828,0
scenario32,30,c2,2,1,0,1,1.0,100,0,0,80,0,20,100,0,2.9686900838548693,0
scenario33,60,c4,1,2,2,0,1.0,100,0,40,0,0,40,80,0,4.587602254045438,0
scenario34,-60,c4,1,0,2,0,1.0,20,100,0,100,20,60,100,0,2.801431201326862,0
scenario35,-90,c1,0,1,1,2,0.2,60,0,80,20,0,60,0,0,3.508475248138133,0
scenario36,-30,c2,2,0,0,1,1.0,40,40,40,100,100,0,40,1,9999.0,1
scenario37,-60,c4,2,0,1,2,0.6,100,20,80,20,80,0,20,1,3914.7352734371048,1
scenario38,0,c1,1,2,0,2,0.2,100,60,0,0,100,100,20,0,4.551827284144864,0
scenario39,30,c4,2,0,1,0,0.4,100,80,20,0,0,40,40,0,1.9131516773670088,0
scenario40,-90,c4,1,2,2,0,1.0,100,40,0,0,40,0,60,0,6.258493615893402,0
scenario41,90,c4,1,0,2,0,0.1,80,0,20,80,0,0,40,0,1.1218692448105303,0
scenario42,-60,c4,2,0,1,2,0.8,40,100,20,0,100,0,0,0,1.4909696719620813,0
scenario43,-30,c2,0,1,2,0,0.8,40,0,80,100,60,100,80,0,1.792004670970575,0
scenario44,60,c4,2,0,1,0,1.0,40,60,60,0,20,0,100,0,3.0738773825694428,0
scenario45,0,c4,1,2,2,0,0.8,100,40,60,60,20,0,0,0,4.169884018259714,0
scenario46,90,c4,1,0,2,0,1.0,80,20,20,20,0,60,40,0,4.14196390542514,0
scenario47,30,c4,2,0,1,2,0.2,40,60,40,20,0,0,0,1,2.3539799302110325,1
scenario48,-60,c4,2,0,1,0,0.1,20,60,80,80,0,40,80,0,3818.7525295308574,0
scenario49,30,c1,0,2,1,2,0.8,40,0,0,40,0,20,20,1,2327.641612649857,1
scenario50,-60,c4,1,2,2,0,0.6,100,80,100,80,100,100,60,0,4.079535175096691,0
scenario51,-60,c4,1,0,2,0,0.2,40,100,60,100,60,20,0,0,1.6339557655257635,0
scenario52,90,c4,2,0,1,2,0.6,20,0,80,0,100,60,60,0,1.0668457651891543,0
scenario53,-90,c4,2,0,1,0,0.8,60,0,20,60,80,0,0,0,2.798906363478088,0
scenario54,60,c4,1,2,2,0,0.8,60,20,0,100,60,100,0,0,3.973123505391722,0
scenario55,-30,c2,0,1,2,1,0.8,100,0,60,40,40,80,20,0,2.9391837656968893,0
scenario56,90,c4,1,0,2,0,0.1,80,20,80,0,20,0,40,0,2.3287201623938545,0
scenario57,90,c1,1,2,0,1,1.0,40,80,0,20,0,20,60,0,4.526506584184364,0
scenario58,90,c2,2,1,0,1,0.6,40,40,40,20,0,100,0,0,1.1579747780158829,0
scenario59,-60,c4,2,0,1,2,1.0,40,40,80,60,0,40,80,0,0.994115404601393,0
scenario60,0,c1,0,1,1,2,0.4,60,60,60,0,0,20,40,0,2.1183381777599646,0
scenario61,-60,c2,2,0,0,1,0.8,60,80,60,0,80,40,80,1,1.8962774731593377,1
scenario62,-90,c1,1,2,0,2,0.4,40,0,100,80,20,100,40,0,3.483155125717869,0
scenario63,-60,c2,0,1,2,0,0.8,40,100,60,80,40,60,40,0,1.566626003108607,0
scenario64,-30,c4,2,0,1,0,0.2,60,60,20,40,60,0,20,0,2.904486323143686,0
scenario65,-60,c4,1,2,2,0,0.4,80,80,20,0,40,0,0,0,4.272899451586661,0
scenario66,60,c1,0,2,1,2,0.1,60,100,80,80,60,100,40,0,4.317987690928508,0
scenario67,0,c4,1,0,2,0,1.0,20,60,80,20,80,100,100,0,2.401073104118084,0
scenario68,30,c1,1,2,0,1,0.2,40,20,80,100,100,100,20,0,3.530679835448629,0
scenario69,-90,c1,0,1,1,2,1.0,60,20,80,40,40,0,80,0,3.156782070824177,0
scenario70,-30,c1,1,2,0,2,1.0,60,0,100,100,0,80,20,0,3.365658994623786,0
scenario71,-30,c2,0,1,2,1,0.2,60,20,20,80,60,40,40,0,3.282482418875593,0
scenario72,-30,c1,0,2,1,2,0.8,80,20,0,60,100,20,80,0,3.142166709931488,0
scenario73,0,c2,2,1,0,1,0.6,20,60,0,80,80,40,20,0,4.336851204512269,0
scenario74,0,c1,1,2,0,1,0.6,20,80,0,100,80,20,0,0,4.923647891328879,0
scenario75,0,c4,2,0,1,2,0.6,20,20,60,60,80,0,60,0,0.958037451856984,0
scenario76,-60,c4,2,0,1,0,0.1,40,60,60,60,100,80,0,0,2.169098891035638,0
scenario77,0,c2,2,0,0,1,0.8,40,40,40,40,20,40,100,0,3.014409557694528,0
scenario78,-30,c1,0,1,1,2,0.2,60,20,100,0,60,60,20,0,3.1421299447057733,0
scenario79,30,c2,0,1,2,0,0.8,40,20,0,100,40,40,60,0,1.8841771765597348,0
scenario80,90,c1,1,2,0,2,0.2,80,60,20,40,100,100,40,0,3.6033126789114784,0
scenario81,-90,c4,1,2,2,0,0.8,20,80,60,40,20,60,40,0,5.439883353576492,0
scenario82,30,c4,1,0,2,0,0.6,60,40,60,100,100,20,40,0,2.400327993972892,0
scenario83,60,c2,0,1,2,1,0.4,40,40,0,100,100,60,20,0,3.3656972230270403,0
scenario84,0,c1,0,2,1,2,1.0,40,40,40,0,60,80,100,0,2.707656577236761,0
scenario85,60,c1,1,2,0,1,0.8,80,60,80,20,100,40,80,0,3.664225302021518,0
scenario86,-30,c2,2,1,0,1,0.2,60,40,100,60,100,0,40,0,3.20373348683304,0
scenario87,30,c1,0,1,1,2,0.1,40,80,80,20,60,20,20,0,2.672699057971558,0
scenario88,0,c4,2,0,1,2,0.2,60,80,40,40,80,100,20,0,0.4966950439783896,1
scenario89,60,c2,2,0,0,1,0.1,0,0,60,40,60,100,80,0,3.905476390267952,0
scenario90,30,c1,1,2,0,2,0.2,60,20,60,80,20,40,100,0,3.643833031159601,0
scenario91,-30,c1,0,2,1,2,0.1,20,40,40,100,80,100,40,0,2.272768708855485,0
scenario92,-90,c2,0,1,2,0,0.2,40,40,20,40,40,100,40,0,1.5528761491187273,0
scenario93,-90,c4,2,0,1,0,0.2,60,100,100,40,60,80,0,0,5.496896667581901,0
scenario94,-90,c4,1,2,2,0,0.4,60,100,60,20,20,100,20,0,3.982054183020785,0
scenario95,-60,c2,0,1,2,1,0.8,0,20,20,80,100,100,60,0,3.4381313799477904,0
scenario96,90,c1,1,2,0,1,0.8,40,60,80,60,80,100,60,0,2.4982923291617847,0
scenario97,0,c4,1,0,2,0,0.4,0,20,0,40,0,80,40,0,2.7683739227855275,0
scenario98,30,c1,0,1,1,2,0.6,20,100,80,40,20,100,100,0,2.652340606958845,0
scenario99,60,c2,2,1,0,1,0.2,60,20,40,80,100,60,20,0,0.9957695230142986,0
scenario100,30,c2,2,0,0,1,0.1,60,40,40,100,20,40,100,0,2.213731365650826,0
scenario101,-30,c2,0,1,2,0,1.0,0,100,100,100,20,40,40,0,1.8219287745004047,0
scenario102,0,c1,1,2,0,2,0.2,60,60,80,20,40,40,100,0,6.226968164916355,0
scenario103,-90,c1,0,2,1,2,0.4,40,20,80,100,100,40,80,0,3.010404914604422,0
scenario104,90,c2,0,1,2,1,0.1,80,40,60,80,60,60,20,0,3.58206961501985,0
scenario105,-30,c2,2,1,0,1,0.8,80,80,20,20,60,20,100,0,4.217932365383282,0
scenario106,60,c1,1,2,0,1,0.8,40,80,60,100,60,20,80,0,4.444522374436313,0
scenario107,0,c2,2,0,0,1,0.1,60,100,20,80,20,60,20,1,397.6709158077024,1
scenario108,30,c1,0,1,1,2,0.1,80,20,40,80,100,60,100,0,1.5167413600970887,0
scenario109,90,c4,2,0,1,2,0.2,0,40,100,0,100,100,80,0,1.421477006159642,0
scenario110,-90,c2,0,1,2,0,0.8,20,60,60,80,60,60,60,0,1.8815823620349224,0
scenario111,60,c2,0,1,2,1,0.6,40,20,20,80,20,40,20,0,2.736497054045947,0
scenario112,90,c1,1,2,0,2,0.2,0,80,20,40,60,0,20,0,4.088322597284193,0
scenario113,90,c1,0,2,1,2,0.2,60,60,20,100,60,20,20,0,1.70661427090843,0
scenario114,60,c2,2,1,0,1,0.8,40,40,40,20,40,60,100,0,3.267661985368401,0
scenario115,0,c1,1,2,0,1,0.2,80,100,80,40,100,80,80,0,2.478447003944651,0
scenario116,-90,c2,2,0,0,1,0.6,20,20,60,60,100,20,20,0,3.439564994533375,0
scenario117,90,c1,0,1,1,2,0.1,0,60,0,40,20,40,0,0,2.119887880199506,0
scenario118,60,c1,1,2,0,2,0.4,40,80,60,40,100,20,60,0,3.485097754010705,0
scenario119,0,c2,0,1,2,0,0.6,80,40,40,100,20,40,80,0,1.8881044053176024,0
scenario120,-30,c2,0,1,2,1,0.2,80,60,60,60,80,20,80,0,3.220121743745361,0
scenario121,30,c1,0,2,1,2,0.2,20,40,60,80,40,20,60,0,3.27251757318356,0
scenario122,-90,c1,1,2,0,1,0.1,20,100,40,60,60,40,60,0,3.986167937315588,0
scenario123,-30,c2,2,1,0,1,0.6,60,80,100,100,60,40,80,0,3.802044148585511,0
scenario124,-30,c2,2,0,0,1,0.8,40,20,100,20,100,80,60,0,2.6060972273651632,0
scenario125,-90,c4,2,0,1,0,0.1,80,40,20,80,20,60,80,0,2.328064318700424,0
scenario126,30,c1,0,1,1,2,0.4,60,100,60,100,20,80,60,0,3.8539402741390303,0
scenario127,60,c1,1,2,0,2,0.1,20,20,20,40,80,40,20,0,3.437707265111639,0
scenario128,90,c1,0,2,1,2,0.1,60,20,40,20,40,40,20,0,1.8100379220661027,0
scenario129,90,c2,0,1,2,0,0.6,0,60,20,40,100,60,40,0,1.678666101186601,0
scenario130,-30,c2,0,1,2,1,0.4,20,60,100,80,60,80,20,0,3.027596498319501,0
scenario131,0,c1,1,2,0,1,0.6,0,80,80,80,20,60,100,0,3.9074485896462754,0
scenario132,60,c1,0,1,1,2,0.2,20,100,100,100,20,60,100,0,1.2378061231160504,0
scenario133,-90,c2,2,1,0,1,0.6,60,40,20,20,80,60,100,0,3.596889958331148,0
scenario134,-30,c2,2,0,0,1,0.4,0,20,100,40,40,100,80,0,3.271553719827779,0
scenario135,90,c2,0,1,2,0,0.4,80,40,40,100,80,60,60,0,1.8381743642270112,0
scenario136,0,c1,1,2,0,2,0.1,60,20,20,60,100,20,80,0,3.58584355041752,0
scenario137,0,c2,0,1,2,1,0.4,80,100,20,20,20,40,80,0,3.8299544144369095,0
scenario138,30,c1,0,2,1,2,0.2,80,20,20,100,40,80,20,0,2.372953470424414,0
