Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario1,-0.871262606921667,-0.0264817103774266,-1.16282262763568,1.14143415958566,-1.1624782602287,1.36557999063323,1.35177900578241,-1.60383948625646,-1.69761101806625,-1.64019367590501,-1.57814713735887,-1.63808757951978,-1.6629828163885
scenario2,-0.871262606921667,1.16176134704088,-1.16282262763568,-0.0469237891535748,1.18788117601923,1.36557999063323,1.35177900578241,-1.60383948625646,-1.69761101806625,-1.64019367590501,-1.57814713735887,-1.63808757951978,0.0346124688027981
scenario3,-0.871262606921667,1.16176134704088,-1.16282262763568,-0.0469237891535748,-1.1624782602287,1.36557999063323,1.35177900578241,-1.60383948625646,0.915482512984362,-1.64019367590501,-1.57814713735887,1.24591523486681,-1.6629828163885
scenario4,-0.871262606921667,-0.0264817103774266,1.1784038908938,1.14143415958566,-1.1624782602287,1.36557999063323,-0.239133098477211,-1.60383948625646,-1.69761101806625,-1.64019367590501,-1.57814713735887,1.24591523486681,0.0346124688027981
scenario5,-0.871262606921667,-0.0264817103774266,-1.16282262763568,1.14143415958566,-1.1624782602287,0.865484351079519,1.35177900578241,-1.60383948625646,0.915482512984362,-1.64019367590501,-1.57814713735887,-1.63808757951978,-1.6629828163885
scenario6,-0.280009884496388,1.16176134704088,-1.16282262763568,-0.0469237891535748,1.18788117601923,-0.988247794540232,1.35177900578241,-1.60383948625646,-1.69761101806625,-0.0108030722603575,0.497209132641161,-1.63808757951978,-1.6629828163885
scenario7,-0.871262606921667,-0.0264817103774266,1.1784038908938,-1.3463132425968,0.238352215117032,0.865484351079519,1.35177900578241,-1.60383948625646,0.480348703281906,1.21217184668542,-1.57814713735887,-1.63808757951978,0.0346124688027981
scenario8,-0.871262606921667,1.16176134704088,-1.16282262763568,-1.3463132425968,0.238352215117032,1.36557999063323,1.35177900578241,-1.60383948625646,0.915482512984362,0.853543645152273,0.497209132641161,-1.63808757951978,-0.565914853249778
scenario9,-0.871262606921667,1.16176134704088,-1.16282262763568,-0.0469237891535748,-1.1624782602287,-0.988247794540232,-0.239133098477211,-1.60383948625646,-1.69761101806625,-1.64019367590501,-1.57814713735887,1.24591523486681,0.0346124688027981
scenario10,-0.280009884496388,-0.0264817103774266,1.1784038908938,1.14143415958566,-1.1624782602287,0.865484351079519,1.35177900578241,-1.60383948625646,0.915482512984362,-1.64019367590501,1.17971300093529,0.0217086027402225,-1.6629828163885
scenario11,-0.871262606921667,-0.0264817103774266,-1.16282262763568,1.14143415958566,-1.1624782602287,1.36557999063323,-0.239133098477211,-1.60383948625646,0.480348703281906,-0.0108030722603575,-1.57814713735887,1.24591523486681,-1.6629828163885
