instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario138,c4,2,0,0.1,20,3,40,80,80,0,0,80,90,1,1,9999.0,1
scenario139,c4,2,80,0.8,40,3,40,40,0,0,0,80,0,1,0,9999.0,0
scenario140,c1,2,60,0.2,80,2,100,100,0,2,20,100,-30,0,0,2.9307604167979675,0
scenario141,c1,2,100,0.2,80,0,20,20,60,2,100,60,0,1,0,2.724957313487275,0
scenario142,c1,1,20,0.2,60,2,40,100,60,2,20,20,30,0,1,9999.0,1
scenario143,c1,2,0,0.1,80,2,20,100,80,2,100,0,-60,0,0,3.091915629091907,0
scenario144,c4,0,100,0.8,40,2,80,100,0,2,20,100,90,2,0,2.1876283853376526,0
scenario145,c2,0,100,1.0,60,1,20,0,100,1,0,60,30,2,0,1.8288413339046712,0
scenario146,c2,1,80,0.4,20,3,60,20,20,0,0,20,-90,0,0,3.075081958463322,0
scenario147,c2,1,20,0.1,40,1,100,100,40,1,0,100,-90,2,0,2.7788414240355577,0
scenario148,c4,0,40,0.8,60,3,60,40,0,0,100,40,60,1,0,9999.0,0
scenario149,c2,1,40,0.1,40,3,40,40,100,0,80,100,90,0,0,3.8537999597168304,0
scenario150,c1,2,60,0.2,20,1,80,80,100,1,80,0,60,1,0,1.3938251096750405,0
scenario151,c1,2,20,1.0,0,2,0,80,80,2,20,20,-90,0,0,3.0099426483412937,0
scenario152,c2,0,20,0.6,100,1,60,0,60,1,100,0,60,2,0,2.662596482966656,0
scenario153,c4,2,60,0.6,60,3,100,40,60,0,40,100,-30,1,0,2.681755401960368,0
scenario154,c4,0,40,0.2,20,3,20,80,20,0,100,40,-30,1,0,2.816540368350408,0
scenario155,c4,0,60,0.6,60,2,80,0,40,0,20,60,90,2,0,4.210873476944864,0
scenario156,c2,1,0,0.4,0,3,20,60,0,1,20,0,-30,0,0,3.64368730187715,0
scenario157,c4,2,80,0.2,80,3,60,100,20,0,80,100,0,1,1,9999.0,1
scenario158,c4,0,80,0.1,40,2,0,60,0,0,80,0,-60,2,0,1.104028974901424,0
scenario159,c4,2,40,0.6,80,3,60,100,20,0,40,0,60,1,1,9999.0,1
scenario160,c2,0,60,0.6,80,1,100,20,100,1,20,40,30,2,0,3.140763137561624,0
scenario161,c1,1,20,0.8,100,2,20,60,60,2,100,60,-30,0,0,2.750806505056524,0
scenario162,c4,0,20,0.4,20,2,0,80,40,2,0,40,30,2,0,2.5078667304449347,0
scenario163,c2,0,100,0.4,0,1,0,20,80,1,0,40,30,2,0,2.8650739075953524,0
