instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario334,0,80,0,20,100,30,80,100,80,0.6,False,1.094,0
scenario335,1,60,60,20,40,-60,80,20,20,0.2,False,0.969,0
scenario336,0,40,100,40,0,30,0,60,40,0.8,False,1.04,0
scenario337,1,20,80,20,100,30,60,20,40,0.2,False,0.723,0
scenario338,0,60,20,80,100,60,80,80,20,0.1,False,1.235,0
scenario339,0,40,0,20,0,30,100,20,60,0.1,False,1.23,0
scenario340,1,100,100,40,100,0,100,80,100,0.2,False,1.057,0
scenario341,0,0,100,20,80,-90,80,100,100,0.2,False,1.04,0
scenario342,1,0,0,40,80,-90,40,20,80,0.2,False,0.794,0
scenario343,1,60,80,0,100,0,60,60,80,1.0,False,0.876,0
scenario344,0,100,80,40,60,90,20,20,60,1.0,False,1.197,0
scenario345,0,40,20,100,100,-90,60,80,80,0.6,False,1.041,0
scenario346,1,60,60,40,100,0,0,40,80,0.8,False,0.818,0
scenario347,0,0,60,60,0,-60,80,40,80,1.0,False,1.026,0
scenario348,0,80,60,80,80,-30,80,100,60,0.4,False,0.829,0
scenario349,1,60,20,100,40,-30,40,20,0,0.1,False,0.893,0
scenario350,0,60,100,100,60,60,20,100,100,0.2,False,1.182,0
scenario351,1,80,100,0,100,-90,60,100,60,1.0,False,0.704,0
scenario352,1,0,100,100,100,-60,100,0,40,0.1,False,0.993,0
scenario353,0,40,20,0,0,-30,0,100,80,1.0,False,3.073,0
scenario354,1,80,20,20,20,-90,0,20,40,0.6,False,0.929,0
scenario355,0,80,0,40,80,0,0,0,60,0.2,False,1.16,0
scenario356,1,0,60,60,0,0,60,20,60,0.1,False,0.88,0
scenario357,0,100,0,40,40,90,80,60,80,0.8,False,1.186,0
scenario358,1,60,100,100,100,0,20,0,40,0.8,False,0.84,0
scenario359,0,100,40,100,40,-60,20,40,80,0.1,False,1.084,0
scenario360,1,20,60,60,40,30,60,20,60,0.4,False,0.719,0
scenario361,0,60,0,20,20,90,0,80,20,1.0,False,1.226,0
