feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
right,20,20,60,80,-30,40,100,80,0.4,False,1.099,0
left,80,40,0,40,0,80,20,20,0.6,False,1.419,0
right,100,80,60,80,30,20,40,20,0.2,False,0.73,0
left,40,40,40,40,0,20,40,100,1.0,False,1.577,0
right,0,20,40,100,30,20,60,100,0.6,False,0.722,0
left,80,60,60,20,0,40,40,60,1.0,False,1.467,0
right,60,60,80,100,30,0,80,20,0.2,False,0.646,0
left,100,60,80,0,60,60,60,0,0.1,False,1.472,0
left,60,60,40,100,-30,100,20,0,0.2,False,0.91,0
right,100,20,80,60,-30,80,0,40,0.2,False,1.766,0
right,60,0,0,20,-30,80,100,60,1.0,False,0.79,0
left,20,0,100,20,90,60,60,60,0.1,False,1.35,0
right,20,20,40,100,-30,100,20,60,0.8,False,1.897,0
right,0,60,100,100,30,0,40,20,0.4,False,0.699,0
left,20,100,60,40,90,80,80,0,0.8,False,0.983,0
left,80,20,20,60,0,0,80,100,0.8,False,1.385,0
left,80,60,0,60,30,100,20,100,0.8,False,1.34,0
right,0,100,100,80,-30,0,0,0,0.4,False,0.876,0
right,0,20,80,40,30,80,0,60,1.0,False,1.88,0
left,80,40,60,0,-90,60,0,80,0.4,False,1.473,0
right,0,80,100,80,-90,60,0,80,0.6,False,0.965,0
right,60,40,80,40,-60,40,20,20,1.0,False,1.5,0
left,100,20,100,100,-90,0,60,40,0.2,False,1.002,0
left,0,20,80,80,30,0,40,100,0.6,False,1.169,0
left,60,100,20,0,60,40,100,40,0.8,False,1.381,0
left,40,80,40,0,-60,100,80,100,0.1,False,0.975,0
right,0,100,20,20,30,20,0,20,0.2,False,0.887,0
right,40,0,20,40,-90,20,60,20,0.6,False,1.434,0
right,0,0,80,0,90,80,100,100,0.8,False,1.904,0
left,100,40,100,0,0,100,100,80,0.1,False,1.454,0
left,80,0,0,20,-60,100,40,60,0.6,False,1.089,0
right,80,40,40,40,0,100,60,100,0.6,False,2.045,0
left,60,100,20,0,90,40,40,80,0.1,False,1.559,0
right,100,60,80,40,-60,20,40,80,0.4,False,1.751,0
right,100,40,60,20,60,20,20,20,1.0,False,1.665,0
left,100,40,20,0,-30,20,0,0,0.6,False,1.36,0
right,20,80,20,20,60,80,60,40,0.4,False,1.872,0
right,60,20,80,80,-60,20,100,40,0.8,False,0.833,0
left,100,80,80,80,-90,20,60,80,0.8,False,1.554,0
left,20,100,40,20,90,40,20,40,0.2,False,1.362,0
left,20,100,20,100,-90,0,80,40,0.4,False,1.424,0
left,20,100,60,40,90,60,20,0,0.2,False,1.366,0
right,20,100,100,20,-30,100,100,40,0.6,False,0.873,0
left,0,20,20,40,0,0,100,0,0.6,False,1.381,0
right,40,100,20,0,-90,100,100,20,0.4,False,0.746,0
left,80,40,60,100,90,20,0,0,0.8,False,1.442,0
right,40,60,100,80,30,40,80,0,0.1,False,0.464,1
left,80,40,20,100,-60,0,60,0,0.8,False,1.382,0
left,60,80,80,0,-90,40,40,40,1.0,False,1.366,0
right,100,100,20,0,60,100,100,100,0.4,False,1.657,0
right,40,80,0,100,0,60,40,40,1.0,False,1.163,0
right,80,100,40,40,0,60,40,100,0.4,False,1.817,0
right,40,100,0,20,0,40,0,20,0.8,False,2.376,0
left,100,60,0,80,30,40,0,60,0.8,False,1.366,0
left,40,40,80,40,90,80,60,0,0.4,False,1.383,0
right,0,40,80,0,-60,80,20,60,0.2,False,0.974,0
right,0,80,40,100,0,60,0,20,0.8,False,1.839,0
left,40,20,100,60,90,100,80,100,1.0,False,1.357,0
right,80,80,60,80,-60,80,0,60,0.8,False,1.252,0
left,40,40,0,60,-90,40,80,60,0.1,False,0.976,0
right,60,100,100,60,-90,60,60,20,0.2,False,0.831,0
left,20,40,100,0,-60,0,40,100,1.0,False,1.411,0
right,80,60,100,100,-60,40,80,60,0.2,False,1.607,0
left,20,20,100,60,-60,80,40,100,0.6,False,0.799,0
left,100,100,60,0,-30,20,80,80,0.4,False,1.467,0
right,0,0,100,80,60,0,20,60,0.8,False,1.706,0
left,100,20,60,60,60,100,80,60,0.4,False,1.532,0
left,0,100,40,40,0,40,80,40,0.6,False,1.71,0
right,0,40,40,20,-60,100,100,40,0.1,False,0.863,0
right,60,20,80,60,90,80,100,20,0.6,False,1.438,0
right,40,60,0,100,-60,0,80,100,0.4,False,0.873,0
left,60,60,0,100,-90,60,0,60,0.1,False,0.83,0
right,80,80,0,60,-90,80,20,100,0.2,False,1.572,0
left,80,20,20,60,30,100,80,20,0.2,False,1.371,0
right,60,40,60,80,60,60,100,100,1.0,False,0.842,0
left,40,20,60,40,60,80,0,80,0.6,False,1.356,0
left,60,60,100,80,30,40,20,80,0.2,False,1.394,0
right,20,20,80,80,60,20,20,0,1.0,False,2.167,0
right,40,0,0,20,0,100,100,80,0.1,False,0.763,0
left,20,80,40,20,-30,0,60,20,0.4,False,1.466,0
left,60,0,80,100,60,60,20,100,0.4,False,1.316,0
right,40,0,100,0,-30,40,20,20,1.0,False,0.917,0
left,20,100,100,20,90,60,0,60,0.4,False,1.43,0
right,100,60,20,60,0,20,20,0,1.0,False,1.948,0
right,40,60,40,100,0,60,40,0,0.2,False,1.624,0
left,80,80,0,100,90,60,60,40,0.8,False,1.353,0
right,100,80,80,0,30,80,80,0,1.0,False,1.748,0
left,60,40,20,0,60,20,60,20,0.2,False,1.368,0
right,80,0,40,60,60,80,100,40,0.4,False,0.737,0
left,60,40,0,20,-90,0,0,80,0.4,False,1.544,0
right,20,20,0,100,90,0,80,100,0.8,False,1.432,0
left,60,80,40,80,0,60,100,80,0.6,False,1.492,0
left,0,60,40,20,-30,0,40,0,1.0,False,1.41,0
right,0,40,0,0,-60,40,80,40,0.1,False,0.751,0
right,80,80,20,40,-30,80,40,80,0.6,False,0.864,0
left,0,100,40,100,30,40,20,40,0.2,False,1.025,0
left,80,40,40,40,-30,40,60,40,0.6,False,1.395,0
right,60,20,60,60,60,0,60,20,0.4,False,1.122,0
left,40,0,20,60,-90,20,20,20,1.0,False,1.406,0
right,0,60,0,60,-60,20,80,40,0.1,False,0.938,0
left,40,20,60,40,-90,0,40,60,0.6,False,1.525,0
right,40,0,80,0,-30,100,80,60,0.1,False,0.893,0
right,100,80,40,40,90,100,40,0,0.6,False,1.979,0
left,20,0,0,40,-60,60,60,0,1.0,False,1.107,0
left,60,80,20,80,-60,20,100,100,0.1,False,0.958,0
right,0,100,40,80,0,0,20,0,0.1,False,2.099,0
left,100,60,80,0,-90,40,100,60,0.8,False,1.478,0
left,0,0,100,20,90,100,80,20,1.0,False,1.352,0
right,20,80,0,60,30,0,20,100,0.6,False,0.734,0
right,40,0,60,0,-30,0,60,0,0.6,False,1.516,0
left,60,20,60,20,60,20,0,0,0.6,False,1.331,0
right,100,0,0,60,-30,100,80,60,0.1,False,1.003,0
right,40,0,60,80,0,80,0,40,0.4,False,1.8,0
left,40,60,80,60,90,40,100,60,1.0,False,1.612,0
right,100,100,20,80,90,100,0,80,0.1,False,2.004,0
left,20,0,100,20,90,100,0,100,0.4,False,1.293,0
right,100,60,80,40,0,0,20,0,0.2,False,0.707,0
left,0,80,0,0,-90,60,80,100,0.2,False,1.42,0
left,20,0,0,40,-60,20,0,40,1.0,False,1.408,0
right,80,0,100,20,-60,80,40,80,1.0,False,0.838,0
right,60,100,60,60,90,20,80,20,0.8,False,1.978,0
left,100,40,60,100,60,80,20,0,0.8,False,1.498,0
right,40,60,40,40,60,40,60,80,1.0,False,0.765,0
right,20,80,100,100,-60,100,0,60,0.2,False,1.528,0
left,80,20,60,20,-90,0,100,80,0.4,False,1.498,0
left,40,0,20,20,-60,60,0,20,1.0,False,1.403,0
right,60,40,60,0,90,60,100,40,0.2,False,2.046,0
left,80,60,0,80,90,100,80,80,0.8,False,1.403,0
left,40,60,20,60,-90,20,100,40,0.1,False,1.388,0
right,100,100,0,40,30,40,100,20,0.2,False,2.191,0
left,80,80,20,20,0,80,80,100,0.2,False,1.543,0
left,40,20,40,80,90,80,60,0,0.2,False,1.384,0
right,80,0,60,80,-60,0,0,40,1.0,False,0.74,0
left,100,100,60,100,60,20,20,0,0.6,False,1.446,0
right,0,80,80,20,0,80,100,40,0.2,False,0.7,0
right,80,80,80,100,-60,80,20,20,0.2,False,0.829,0
left,100,100,0,0,-90,100,60,20,0.6,False,1.368,0
right,0,80,100,80,30,0,60,20,1.0,False,0.605,0
right,0,40,60,0,60,80,60,40,0.4,False,0.922,0
left,100,100,0,100,60,60,0,100,0.8,False,1.33,0
right,100,20,100,0,60,100,40,100,0.2,False,1.835,0
right,0,100,100,60,0,60,40,60,0.1,False,0.938,0
left,60,0,100,80,-30,0,80,100,0.6,False,1.478,0
left,80,0,40,40,60,100,40,100,0.1,False,1.341,0
right,60,20,60,40,90,40,80,60,0.8,False,0.837,0
left,20,60,40,80,60,100,60,100,0.1,False,1.374,0
right,0,0,0,60,90,80,40,0,0.1,False,0.842,0
left,80,40,60,60,-30,0,20,100,0.6,False,1.419,0
right,20,60,80,0,-30,20,20,60,1.0,False,0.758,0
left,0,0,40,80,-30,60,20,0,1.0,False,1.729,0
left,0,100,80,60,30,40,0,20,0.8,False,0.629,0
left,20,40,60,60,30,60,100,80,0.8,False,1.52,0
right,40,100,0,60,-60,80,20,100,0.8,False,0.971,0
right,100,0,20,60,-60,20,60,40,0.6,False,0.765,0
right,100,20,100,20,-30,40,80,0,0.1,False,0.846,0
left,0,60,20,20,0,80,0,100,0.2,False,1.363,0
right,20,40,20,40,30,60,80,0,0.4,False,1.009,0
right,60,20,100,20,30,40,60,80,0.6,False,0.929,0
left,40,0,80,100,-90,60,0,60,0.4,False,1.399,0
right,80,60,100,20,30,60,40,0,0.6,False,1.043,0
left,20,0,60,100,0,100,40,80,0.8,False,1.442,0
left,40,0,0,20,60,20,80,20,0.8,False,1.934,0
left,20,80,100,40,30,80,60,0,0.1,False,1.183,0
right,100,20,60,40,60,20,60,40,0.4,False,1.789,0
left,60,100,0,60,30,80,80,80,0.1,False,1.253,0
left,60,80,40,80,-30,100,100,60,0.2,False,1.511,0
right,20,100,0,100,90,0,100,60,0.6,False,0.762,0
right,80,60,80,0,-90,40,40,0,0.1,False,0.935,0
right,40,40,20,60,90,0,0,80,0.1,False,0.673,0
left,100,0,40,60,30,100,0,80,0.6,False,1.394,0
right,20,40,60,80,-90,20,60,20,0.1,False,1.118,0
right,100,80,20,20,0,60,20,40,0.2,False,1.52,0
left,20,60,80,0,90,20,60,80,0.2,False,1.391,0
right,40,80,100,20,30,0,0,100,0.4,False,3.475,0
left,80,80,100,80,-60,100,100,20,0.6,False,1.397,0
left,80,60,80,0,60,80,100,40,0.8,False,1.437,0
left,40,20,80,40,0,0,20,20,0.1,False,1.495,0
right,20,100,20,0,-60,40,100,80,0.1,False,0.825,0
left,100,20,20,40,30,60,20,0,0.1,False,1.341,0
left,20,60,100,100,90,40,20,80,0.8,False,1.34,0
left,80,20,80,100,90,20,80,80,0.2,False,1.378,0
right,20,20,0,20,0,80,20,60,0.1,False,1.033,0
right,20,0,80,80,90,40,100,100,0.8,False,0.77,0
left,0,100,40,60,60,100,60,80,0.8,False,1.362,0
right,100,0,80,20,60,60,80,80,0.4,False,2.176,0
left,80,20,60,20,30,0,80,80,0.2,False,1.879,0
right,60,60,100,60,30,100,40,60,0.2,False,1.989,0
right,40,80,40,0,-30,100,100,40,0.1,False,0.913,0
right,20,100,20,20,-60,0,60,60,0.8,False,0.771,0
left,100,40,100,100,-30,0,40,60,0.1,False,1.467,0
left,60,40,20,80,-60,60,20,100,1.0,False,0.984,0
right,60,100,20,0,30,0,40,0,0.6,False,2.479,0
right,80,60,100,40,30,100,100,0,0.4,False,1.413,0
left,100,60,60,100,90,100,100,40,0.8,False,1.454,0
left,40,80,60,80,0,20,0,60,0.8,False,1.806,0
right,0,40,20,80,-90,60,60,60,0.2,False,0.894,0
left,20,60,20,20,60,20,0,40,1.0,False,1.471,0
left,40,60,20,100,-60,60,20,20,0.1,False,1.368,0
right,80,0,0,100,-60,20,40,60,0.4,False,1.992,0
right,80,100,80,80,-90,20,80,20,0.8,False,0.845,0
left,40,0,100,80,-90,80,60,40,0.4,False,1.399,0
left,20,80,60,80,60,40,60,0,1.0,False,1.431,0
right,0,0,40,100,0,80,20,60,0.2,False,0.883,0
right,0,80,0,0,30,80,20,60,1.0,False,1.82,0
left,100,20,40,60,-30,60,0,40,0.6,False,1.357,0
right,80,100,20,0,30,20,80,20,0.6,False,1.493,0
left,80,20,20,20,-30,100,60,80,0.2,False,1.71,0
right,20,80,20,80,-90,0,100,80,1.0,False,0.891,0
left,0,0,100,60,-90,60,40,0,0.4,False,1.408,0
right,100,40,0,0,90,40,100,40,0.8,False,1.945,0
right,0,60,0,80,-90,40,40,40,0.2,False,0.879,0
left,60,100,40,20,90,80,80,20,0.8,False,1.369,0
left,40,80,20,40,-30,20,100,20,0.1,False,1.368,0
right,100,40,80,100,60,20,80,40,0.2,False,1.856,0
right,40,20,100,60,-30,100,0,0,1.0,False,0.998,0
left,20,40,40,80,-60,60,80,80,0.4,False,1.402,0
left,100,40,80,0,-60,40,20,20,0.1,False,1.366,0
right,20,100,60,100,90,100,60,40,0.4,False,0.776,0
right,60,20,60,80,60,100,60,0,0.6,False,0.775,0
left,40,80,60,40,-60,40,60,60,0.6,False,0.92,0
left,80,20,0,0,0,40,20,80,0.4,False,1.396,0
left,0,100,100,100,-30,40,0,40,1.0,False,0.824,0
right,20,60,40,40,-90,40,20,20,0.2,False,1.013,0
right,100,0,0,40,0,60,100,0,0.4,False,1.591,0
left,100,20,60,0,0,20,0,100,1.0,False,1.953,0
right,20,100,60,40,-30,80,60,20,0.2,False,0.781,0
left,20,60,80,0,-30,100,40,0,1.0,False,1.212,0
right,60,20,0,20,90,40,0,80,0.4,False,1.541,0
left,0,20,40,100,60,80,80,100,0.8,False,1.457,0
right,40,60,40,0,-90,80,100,60,0.6,False,0.918,0
left,80,100,0,80,-90,40,40,60,0.8,False,1.028,0
left,80,100,20,40,-60,60,60,80,1.0,False,0.884,0
right,0,100,80,20,60,60,80,20,0.6,False,0.769,0
right,0,20,80,0,0,20,100,20,0.4,False,0.753,0
left,80,80,60,100,-90,0,0,40,1.0,False,1.586,0
right,100,60,100,20,-90,60,80,60,0.6,False,0.994,0
left,0,20,100,0,30,40,40,40,0.8,False,1.011,0
left,40,0,0,80,0,0,100,40,0.8,False,1.688,0
right,60,60,100,20,-30,40,60,80,0.6,False,0.968,0
left,80,0,40,80,30,20,0,0,0.1,False,0.897,0
right,100,40,0,20,-90,0,80,0,1.0,False,1.798,0
right,20,0,80,0,60,20,0,20,0.1,False,1.74,0
right,20,40,40,40,60,80,20,60,0.1,False,2.239,0
left,60,60,20,100,-30,0,100,80,1.0,False,1.525,0
right,60,0,0,60,30,0,80,80,0.1,False,1.764,0
left,20,80,20,100,-30,40,40,80,1.0,False,0.853,0
right,60,0,60,0,60,60,0,60,0.6,False,1.951,0
left,100,40,0,100,-30,60,40,100,0.2,False,1.038,0
left,80,20,100,60,0,100,0,100,0.4,False,1.369,0
right,60,60,40,20,90,100,80,60,0.1,False,0.889,0
left,80,0,80,100,-90,40,40,100,1.0,False,1.149,0
left,100,80,40,60,30,0,0,80,0.8,False,1.331,0
right,20,40,20,60,90,60,40,100,0.4,False,0.944,0
right,100,80,20,80,-30,20,20,20,0.4,False,0.754,0
