feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,20,80,80,40,90,80,60,20,0.2,False,1.358,0
right,100,40,40,40,-60,60,40,100,1.0,False,0.948,0
left,20,80,20,20,0,100,80,100,0.1,False,1.139,0
right,40,80,0,20,-30,40,20,80,1.0,False,0.743,0
right,20,40,0,0,0,0,60,60,0.1,False,1.959,0
right,40,40,60,40,90,60,100,100,0.8,False,3.701,0
left,80,20,40,60,-90,0,40,60,0.6,False,1.62,0
left,40,80,80,40,-60,40,80,40,0.6,False,1.431,0
left,60,80,0,0,0,0,0,20,1.0,False,1.45,0
right,100,40,80,40,0,80,20,100,0.1,False,0.91,0
right,0,0,40,0,-30,80,60,60,1.0,False,0.816,0
left,40,80,20,80,90,20,100,100,0.4,False,1.384,0
left,60,80,80,100,30,40,60,60,0.6,False,1.268,0
left,0,40,40,60,-30,60,20,20,0.8,False,0.926,0
right,80,100,0,0,90,60,80,20,0.1,False,2.255,0
right,100,20,60,80,-60,80,0,40,1.0,False,1.947,0
left,80,20,40,80,-90,40,100,100,0.2,False,1.456,0
right,100,100,0,100,0,40,100,80,0.1,False,0.791,0
right,80,100,100,100,-30,40,60,0,0.4,False,1.962,0
right,20,100,20,60,30,40,0,40,1.0,False,2.174,0
left,60,80,40,20,-90,0,80,60,0.8,False,1.442,0
right,60,0,60,60,90,40,80,60,1.0,False,0.749,0
left,60,60,20,100,60,100,0,100,0.6,False,1.474,0
right,0,0,80,20,60,20,0,100,0.6,False,1.576,0
left,0,20,100,0,60,100,20,40,0.8,False,1.329,0
right,80,40,20,20,-30,100,60,100,0.4,False,1.029,0
left,100,100,40,0,-60,40,80,0,1.0,False,1.382,0
left,100,40,60,40,-60,40,0,40,0.4,False,1.407,0
right,40,20,0,60,60,60,80,100,0.2,False,1.742,0
left,40,20,40,0,0,40,60,20,0.4,False,1.446,0
right,60,100,60,60,-60,60,20,0,0.1,False,0.859,0
left,0,40,0,80,90,60,100,60,0.8,False,1.338,0
right,20,60,40,60,90,100,100,40,0.1,False,1.75,0
left,0,60,100,80,-30,60,20,60,1.0,False,0.746,0
left,60,80,80,0,-90,40,40,80,0.6,False,1.423,0
left,0,0,60,0,90,80,40,80,0.4,False,1.439,0
right,60,20,0,100,-60,80,20,80,0.2,False,0.787,0
right,80,80,100,60,-90,20,60,20,0.8,False,1.064,0
left,0,40,20,100,30,20,80,100,0.1,False,1.944,0
right,40,80,20,20,-90,80,20,40,0.8,False,0.911,0
right,40,100,80,0,60,0,80,20,0.1,False,1.936,0
left,20,60,80,100,0,0,0,20,0.8,False,1.551,0
left,40,40,20,80,60,0,60,20,0.4,False,1.353,0
left,20,40,60,20,0,20,60,80,0.4,False,1.419,0
right,20,100,80,40,30,20,20,20,0.6,False,0.556,0
right,0,60,60,100,-90,20,0,100,0.6,False,1.884,0
left,40,80,20,100,90,60,0,40,0.6,False,1.416,0
right,100,60,80,80,-60,0,20,20,0.8,False,1.111,0
right,40,20,100,20,-90,80,80,40,0.2,False,0.994,0
left,20,0,60,0,90,20,80,80,1.0,False,1.378,0
right,100,40,40,60,60,0,0,20,1.0,False,1.774,0
left,0,100,0,40,-30,80,80,100,0.2,False,0.56,0
right,20,40,20,100,60,40,60,40,1.0,False,2.339,0
left,0,20,40,40,-30,80,20,40,1.0,False,1.397,0
right,60,20,0,40,90,40,40,80,0.4,False,2.178,0
left,40,0,100,40,30,20,0,60,0.2,False,1.462,0
left,60,0,80,80,60,100,80,100,1.0,False,1.305,0
left,100,60,0,80,-90,100,40,80,0.1,False,0.927,0
right,20,100,100,0,0,20,40,0,0.1,False,2.139,0
right,20,0,80,100,-30,0,80,0,1.0,False,1.743,0
right,60,40,40,80,-60,100,100,40,0.8,False,1.621,0
left,80,0,40,100,60,40,0,0,0.8,False,1.319,0
right,0,80,40,0,90,80,80,20,0.2,False,1.752,0
left,100,60,20,60,0,60,0,80,0.1,False,1.348,0
left,80,100,0,100,30,80,40,0,0.8,False,1.443,0
right,40,40,0,20,30,60,20,60,0.2,False,2.028,0
right,100,20,80,100,30,0,40,40,0.1,False,0.701,0
right,80,80,40,20,90,60,0,60,0.6,False,1.032,0
right,100,0,80,20,-90,80,60,100,0.4,False,2.335,0
left,40,40,60,80,-60,20,80,80,1.0,False,1.475,0
left,80,0,100,40,0,80,40,100,0.8,False,1.346,0
right,80,40,100,60,0,60,20,100,0.4,False,0.931,0
right,80,0,80,20,-90,0,100,40,0.4,False,0.7,0
left,40,100,20,80,60,40,60,100,1.0,False,1.444,0
left,100,100,0,60,-60,0,0,80,0.1,False,1.592,0
