feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
-60,right,0.8,20,100,100,40,60,100,100,0,2.0839707640417857,172.90515089035034,0
-30,left,0.8,40,60,100,100,20,20,60,0,1.3784664951676044,82.542236328125,0
90,left,0.4,40,40,80,60,20,0,40,0,1.4328101780740252,80.9230375289917,0
0,left,0.4,20,80,100,60,20,100,20,0,1.560096003663696,83.6523106098175,0
90,left,0.6,40,60,0,80,100,0,20,0,1.4418434016971728,80.28121209144592,0
-30,left,1.0,0,100,40,0,60,0,0,0,1.4760202290714666,83.95496273040771,0
90,right,0.6,80,80,60,40,20,80,40,0,0.9379697621869908,112.08086133003236,0
60,left,0.1,100,60,20,100,80,100,20,0,1.3687177197583398,81.32289552688599,0
30,left,0.2,40,40,20,40,20,0,0,0,1.3474002910125222,80.78588366508484,0
-90,left,1.0,0,80,60,40,60,80,60,0,1.4031807649703774,82.4833972454071,0
0,right,0.1,60,20,0,0,100,20,100,0,0.8453679849857821,164.44254183769226,0
30,left,0.8,60,80,0,60,40,0,80,0,1.5134556454692891,80.57552528381348,0
60,left,0.2,100,60,80,60,60,20,80,0,1.4660926643468382,80.97014713287354,0
0,left,0.1,80,60,20,80,20,60,20,0,1.3219221555489242,83.00245380401611,0
0,left,0.1,20,40,80,100,0,20,40,0,1.471950878899641,81.60747170448303,0
30,right,0.1,100,20,60,20,100,60,20,0,2.4116336353942174,115.79785513877869,0
-30,left,0.2,100,100,0,80,20,100,40,0,0.7114598036803955,98.27558612823486,0
-30,right,0.4,80,20,60,0,0,0,80,0,0.9421735498815716,114.86705803871156,0
-30,right,0.2,40,80,0,100,60,40,0,0,0.949602668484397,107.66286325454712,0
30,left,0.6,80,100,80,0,80,100,60,0,0.5918364475448605,167.4610733985901,0
60,left,0.8,100,0,0,80,0,40,40,0,1.3807013143463316,80.84323787689209,0
30,left,0.1,60,100,100,80,80,80,80,0,1.4022066080661162,79.86613655090332,0
-90,left,0.6,20,40,0,100,60,0,80,0,1.454757745601047,82.27822279930115,0
0,right,0.4,0,0,80,80,40,40,0,0,0.7583875195418102,108.11049008369446,0
-30,right,0.6,60,20,60,20,40,40,100,0,1.4278101176185491,163.21023964881897,0
