feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
-90,right,0.1,100,100,40,20,60,40,0,0,1.4704995003210697,191.758615732193,0
0,left,0.8,80,100,100,0,40,80,20,0,1.3676417652830593,82.36328220367432,0
-30,left,0.2,0,60,0,60,0,0,40,0,1.3914574213556423,81.20944094657898,0
-60,left,0.4,20,80,20,40,80,20,80,0,1.3857950682348028,81.27530717849731,0
0,right,0.6,20,20,60,60,20,60,60,0,1.7747353291027548,170.8073992729187,0
0,right,1.0,40,0,100,80,100,100,40,0,1.1783255935517951,176.4419302940369,0
60,right,0.8,80,60,80,100,20,20,100,0,0.7912982128359406,106.47481107711792,0
90,right,0.6,60,40,40,80,0,80,100,0,1.022863445881878,167.87105178833008,0
30,left,1.0,0,40,80,20,40,100,80,0,1.1653316863856842,87.61628365516663,0
60,right,0.2,60,20,100,0,80,0,0,0,0.8480948013577433,106.89736866950987,0
90,right,1.0,80,80,60,40,60,0,40,0,1.4914391727609462,166.76412773132324,0
-60,left,0.4,100,40,100,100,100,40,60,0,1.3732466179681453,82.24838876724243,0
0,right,0.8,0,0,20,40,0,60,0,0,1.7355254097906456,103.28610515594482,0
-60,left,0.6,40,80,0,100,20,100,0,0,0.6520456234049318,185.90956664085388,0
90,left,0.2,40,100,100,60,60,60,80,0,1.4124012386781248,78.21589612960815,0
90,left,0.1,60,20,80,40,100,40,20,0,1.34767314976062,80.5371527671814,0
90,right,0.1,20,0,20,100,40,0,60,0,0.8829465763787653,160.48028922080994,0
-90,left,1.0,60,100,0,60,80,20,100,0,1.4626815375653357,83.25705695152283,0
60,right,0.4,40,60,60,20,100,80,20,0,0.9926260651595852,104.9681956768036,0
0,left,0.2,100,80,60,20,0,20,100,0,1.447435157331732,81.64623069763184,0
30,right,0.8,40,80,40,60,80,40,60,0,0.8359411052626903,89.1784315109253,0
60,left,0.4,100,80,80,80,40,60,0,0,1.3443160313582354,81.33886313438416,0
60,left,0.6,0,20,100,100,60,80,40,0,1.45553064355877,79.80417060852051,0
60,left,1.0,20,40,80,0,0,0,20,0,1.3934727404161902,79.8469717502594,0
60,left,0.1,0,0,40,80,20,0,80,0,1.3540045928039903,79.69710922241211,0
90,right,0.8,100,20,60,80,80,100,80,0,2.1866961623535097,158.5426731109619,0
90,left,0.6,100,60,20,0,20,40,40,0,1.3151679582178706,80.13163185119629,0
0,right,0.4,0,100,60,100,80,40,40,0,1.7406850129459346,172.2116255760193,0
60,left,0.2,80,100,20,40,100,100,60,0,0.7008827971448468,87.75199818611145,0
60,right,0.2,60,0,0,100,40,40,20,0,1.8100978404521253,166.60435390472412,0
30,right,0.4,40,20,80,0,60,60,100,0,0.7348667526217983,88.02036380767822,0
-30,left,0.2,80,40,40,20,20,80,0,0,1.3829153877969105,81.91887950897217,0
-60,right,0.1,60,60,100,20,40,60,100,0,0.9200787627406012,117.66998100280762,0
90,left,0.8,0,80,0,0,100,20,60,0,1.4284628617388286,79.08844566345215,0
60,right,0.8,20,40,0,20,80,60,40,0,0.721718682493343,92.48211765289308,0
-30,right,0.6,100,0,20,60,60,20,20,0,1.9257657298624884,171.54796648025513,0
