feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
right,40,20,0,0,0,80,80,60,0.2,False,0.907,0
left,40,0,60,0,-30,100,100,80,0.6,False,1.157,0
left,0,0,20,20,60,40,0,60,0.1,False,1.244,0
right,60,60,60,100,-30,0,100,80,0.6,False,0.749,0
left,40,60,40,20,0,0,40,60,0.6,False,1.079,0
right,20,40,80,0,-60,100,100,0,0.1,False,0.783,0
right,80,60,80,20,30,0,60,80,0.6,False,0.887,0
right,80,20,60,40,-90,60,100,0,0.8,False,0.859,0
left,0,60,20,20,-60,20,20,0,0.6,False,1.129,0
left,100,60,20,100,-60,80,40,40,1.0,False,1.107,0
left,0,60,80,60,30,40,40,80,0.6,False,1.079,0
left,100,80,80,80,90,60,0,60,0.2,False,1.164,0
left,80,80,80,0,-90,80,0,40,0.8,False,1.128,0
right,60,40,60,100,0,80,80,60,0.1,False,0.959,0
left,40,60,20,80,30,100,100,60,0.1,False,1.104,0
right,40,100,20,0,60,60,40,40,0.1,False,0.875,0
right,40,40,40,60,90,100,100,0,0.2,False,0.837,0
left,40,100,60,40,-30,100,60,80,1.0,False,1.12,0
left,20,60,20,60,60,60,80,40,0.1,False,1.239,0
left,0,40,100,80,0,20,80,80,0.1,False,0.995,0
left,20,20,0,20,-90,60,0,40,1.0,False,1.179,0
left,40,40,60,80,0,100,0,100,0.1,False,1.127,0
left,40,60,80,60,-60,60,80,80,0.4,False,1.08,0
right,20,40,100,100,-90,40,0,60,0.1,False,0.682,0
left,80,20,20,100,-60,100,20,40,1.0,False,1.195,0
right,80,0,100,0,0,20,100,20,0.8,False,0.962,0
left,20,40,80,40,60,100,100,40,0.6,False,1.151,0
right,40,60,40,20,0,40,100,80,0.8,False,0.705,0
right,80,0,0,80,60,40,80,100,0.8,False,0.746,0
right,40,100,0,60,-90,40,40,100,0.4,False,0.852,0
right,40,100,100,100,-30,20,20,80,0.2,False,0.895,0
left,80,60,100,40,60,20,100,0,1.0,False,1.195,0
right,40,40,60,60,0,100,0,80,1.0,False,1.02,0
left,40,100,100,20,60,80,100,60,1.0,False,1.157,0
right,80,40,20,100,30,20,40,0,0.6,False,0.795,0
left,100,40,100,80,90,20,100,40,1.0,False,1.266,0
left,20,40,20,100,90,40,60,40,0.4,False,1.181,0
right,80,40,60,0,0,0,100,80,0.8,False,0.829,0
left,60,20,80,0,90,100,60,80,0.4,False,1.267,0
right,0,20,20,20,-30,60,80,60,0.2,False,0.691,0
right,100,20,0,60,-30,100,20,40,1.0,False,0.958,0
left,0,60,40,20,90,20,80,20,0.6,False,1.09,0
left,20,80,60,100,0,60,60,60,0.6,False,1.077,0
left,0,80,20,100,-30,0,40,80,0.2,False,1.202,0
left,100,0,100,100,-60,20,100,40,0.4,False,1.156,0
left,0,60,80,80,-30,20,0,0,0.4,False,0.666,0
right,60,100,80,80,30,40,60,100,0.2,False,0.884,0
right,60,40,20,20,90,60,0,20,0.2,False,0.843,0
left,20,100,0,80,30,20,0,40,1.0,False,1.038,0
left,60,100,40,80,30,0,80,0,1.0,False,1.174,0
left,100,0,0,100,-90,60,60,60,0.1,False,1.09,0
right,60,100,20,20,60,100,100,0,0.4,False,0.713,0
right,100,0,100,80,-30,80,80,100,0.2,False,0.711,0
right,0,80,100,80,-90,40,0,0,0.6,False,0.739,0
left,80,20,40,80,-60,40,100,60,0.4,False,1.047,0
left,0,80,60,20,60,60,40,20,0.1,False,1.223,0
left,100,0,0,80,60,60,20,0,0.8,False,1.182,0
left,100,100,0,40,60,20,60,40,0.4,False,1.248,0
right,0,0,20,0,90,40,40,100,0.4,False,0.694,0
right,100,0,0,0,-90,20,100,100,0.2,False,4.683,0
right,40,60,80,40,60,0,40,40,0.2,False,0.747,0
left,60,60,60,40,90,60,100,60,0.6,False,1.153,0
left,0,20,100,100,-90,20,0,60,0.8,False,1.129,0
right,80,100,60,20,30,60,40,80,0.1,False,0.951,0
left,60,60,0,60,0,0,0,40,1.0,False,1.068,0
right,0,100,100,80,90,100,80,100,0.8,False,0.932,0
left,100,40,80,80,60,100,80,0,0.6,False,1.09,0
left,60,40,100,100,60,60,20,80,0.8,False,1.199,0
left,0,100,20,80,90,60,60,20,0.1,False,1.178,0
right,40,20,40,40,-90,80,20,80,1.0,False,0.863,0
right,60,20,0,60,0,80,60,0,0.6,False,0.871,0
right,40,0,60,100,60,0,0,60,0.6,False,0.847,0
left,80,80,0,0,90,80,80,100,0.4,False,1.225,0
left,100,100,60,40,-30,0,20,60,0.4,False,1.122,0
right,100,100,40,100,0,0,0,100,0.2,False,0.9,0
left,40,40,100,40,30,80,40,100,0.1,False,1.102,0
left,20,60,20,100,60,100,60,0,0.4,False,1.171,0
left,20,0,60,20,0,20,100,40,0.1,False,1.08,0
right,0,100,100,80,-90,60,60,100,0.8,False,0.791,0
left,60,0,80,100,-90,80,60,80,0.6,False,1.101,0
left,100,80,20,100,90,20,0,60,1.0,False,1.198,0
right,80,60,60,80,60,20,40,60,0.4,False,0.749,0
right,60,20,20,60,30,100,100,80,0.4,False,0.732,0
right,100,100,80,100,-60,20,20,80,1.0,False,4.599,0
right,100,40,100,20,60,100,20,80,0.8,False,0.747,0
right,100,0,40,80,0,80,80,100,1.0,False,0.763,0
right,100,100,80,40,90,60,0,80,0.1,False,0.804,0
left,60,20,0,100,-90,20,40,20,0.4,False,1.11,0
right,20,0,100,40,-60,80,0,40,0.6,False,0.82,0
left,80,100,100,80,90,20,100,100,0.8,False,1.216,0
right,20,80,100,40,60,100,0,60,0.6,False,0.796,0
right,100,40,80,0,-90,100,40,20,0.8,False,0.871,0
right,20,100,100,100,60,40,80,80,1.0,False,0.854,0
left,100,20,40,60,-60,100,0,20,0.2,False,1.202,0
left,60,0,60,40,30,40,20,20,0.8,False,1.179,0
right,0,40,60,100,-60,0,20,40,0.8,False,0.913,0
left,100,80,100,40,0,80,80,40,0.1,False,1.118,0
right,80,20,20,80,-90,80,20,60,0.8,False,0.822,0
right,0,40,20,20,60,40,40,40,0.4,False,0.968,0
left,80,80,60,80,90,100,0,0,1.0,False,1.186,0
right,60,20,100,80,30,20,0,100,0.4,False,0.809,0
right,0,60,40,80,60,40,0,80,0.4,False,0.725,0
right,60,0,40,100,-60,40,80,0,0.1,False,0.897,0
left,80,80,0,100,-90,20,100,100,0.2,False,1.047,0
right,0,20,80,100,60,60,100,0,1.0,False,0.759,0
left,0,60,100,40,-90,0,0,0,0.2,False,0.874,0
right,80,0,80,20,-30,60,60,60,1.0,False,0.9,0
right,60,40,0,60,60,0,80,0,1.0,False,0.762,0
left,100,80,0,100,90,0,40,80,0.1,False,1.107,0
right,100,40,80,0,-30,60,60,60,1.0,False,0.806,0
left,60,20,80,20,-60,100,60,80,0.4,False,1.052,0
left,40,100,100,100,-30,0,80,80,0.2,False,1.253,0
left,0,0,80,80,0,80,80,0,0.4,False,1.101,0
left,100,100,100,40,-60,60,100,80,0.2,False,2.533,0
left,20,20,80,40,-60,0,20,100,0.8,False,0.816,0
left,80,60,100,80,-90,40,100,0,0.4,False,0.939,0
left,20,100,80,60,-30,40,20,100,1.0,False,1.087,0
left,0,40,80,0,-60,40,60,60,0.4,False,1.063,0
right,100,80,20,80,30,40,40,60,0.2,False,0.846,0
left,40,20,20,100,60,100,60,40,0.4,False,1.21,0
left,100,100,40,60,0,60,40,40,0.6,False,1.089,0
left,20,100,80,0,90,40,20,80,0.2,False,1.191,0
right,100,100,0,100,-90,0,80,100,0.1,False,4.736,0
right,80,20,0,80,-30,80,80,60,1.0,False,0.907,0
left,40,60,20,80,60,40,20,60,0.8,False,1.209,0
left,60,40,80,0,60,20,80,100,0.2,False,1.131,0
left,60,20,20,80,30,100,20,100,1.0,False,1.188,0
right,40,0,20,60,-60,0,40,40,0.2,False,0.911,0
left,100,20,80,40,0,60,60,0,0.1,False,1.108,0
right,0,100,80,100,90,40,100,40,0.8,False,0.747,0
left,60,100,60,40,30,100,0,80,0.4,False,1.119,0
right,20,80,60,40,90,40,60,60,0.8,False,0.776,0
left,80,20,60,20,-60,0,80,100,0.4,False,0.737,0
left,20,20,20,40,30,100,0,100,0.2,False,1.222,0
right,40,100,0,60,60,60,60,20,0.8,False,0.732,0
left,100,60,0,20,-90,20,80,80,0.2,False,1.167,0
left,100,80,0,80,-60,0,20,40,0.2,False,1.005,0
right,80,80,100,0,60,100,100,40,0.1,False,0.803,0
left,60,80,60,60,-60,20,60,80,0.2,False,1.014,0
left,80,100,80,40,-60,100,100,40,0.6,False,1.124,0
left,20,60,60,20,-90,0,20,80,0.8,False,0.858,0
right,20,80,0,20,0,80,80,0,0.8,False,1.016,0
left,0,60,100,20,30,80,0,100,1.0,False,1.208,0
right,80,60,40,0,60,80,60,20,0.6,False,0.794,0
right,40,80,100,100,30,0,60,20,0.4,False,0.89,0
right,20,0,40,80,30,60,40,20,0.1,False,0.745,0
left,80,80,0,80,-90,60,100,20,1.0,False,1.038,0
right,60,40,0,20,0,100,80,40,0.4,False,0.893,0
right,80,40,80,40,60,60,20,60,0.8,False,0.861,0
right,20,40,80,80,0,40,40,80,0.4,False,0.804,0
right,100,20,100,0,60,20,60,100,0.2,False,0.747,0
left,20,80,60,40,90,80,80,100,1.0,False,1.103,0
left,20,60,100,0,90,0,20,60,0.8,False,1.217,0
right,0,0,40,20,-30,0,80,0,1.0,False,0.848,0
right,60,80,100,80,-30,100,80,0,0.2,False,0.729,0
right,60,0,20,100,90,80,40,20,0.1,False,0.932,0
left,80,20,100,0,-30,20,100,0,0.2,False,1.172,0
left,40,60,40,100,0,60,80,20,0.8,False,1.101,0
left,100,100,0,0,30,40,100,80,0.8,False,1.101,0
right,40,40,20,80,-60,60,60,80,0.1,False,0.858,0
right,20,60,80,0,30,0,80,40,0.4,False,0.946,0
left,80,40,80,80,-30,100,60,60,0.8,False,1.079,0
right,20,40,60,100,0,80,0,60,0.1,False,0.879,0
right,0,60,100,20,60,100,20,40,0.6,False,0.87,0
right,80,80,0,100,90,40,20,40,0.1,False,0.814,0
right,100,100,40,0,30,20,60,40,0.4,False,0.737,0
left,80,40,20,100,60,20,60,100,0.2,False,1.23,0
left,100,20,40,20,-60,20,20,80,0.4,False,0.967,0
left,0,0,0,100,60,60,80,0,0.8,False,1.171,0
left,60,40,80,40,0,80,40,60,0.2,False,1.063,0
right,60,20,80,20,-90,80,60,60,0.8,False,0.886,0
left,80,40,60,100,90,20,60,0,1.0,False,1.166,0
right,40,100,0,0,60,20,60,80,0.1,False,0.727,0
right,40,80,40,20,30,40,20,40,0.6,False,0.749,0
right,40,20,60,60,-60,60,100,40,0.4,False,0.918,0
right,40,60,20,80,-60,80,100,20,0.1,False,0.827,0
right,20,80,60,60,-60,20,100,20,0.6,False,0.849,0
left,20,60,60,20,90,100,80,80,1.0,False,1.172,0
right,60,40,40,80,90,80,0,60,0.1,False,0.691,0
left,0,20,40,60,90,100,0,60,1.0,False,1.11,0
right,40,40,40,80,30,40,40,0,0.6,False,0.806,0
left,40,100,80,20,30,80,100,100,0.8,False,1.127,0
left,40,40,40,100,30,60,100,60,0.1,False,1.106,0
right,80,40,60,100,-60,20,100,40,0.6,False,0.824,0
right,0,0,20,40,-60,40,40,100,0.4,False,0.961,0
right,80,100,60,40,0,40,100,80,0.8,False,0.751,0
right,60,20,20,0,-60,100,20,100,0.4,False,0.702,0
left,20,20,60,0,-90,0,60,80,0.1,False,0.924,0
left,60,80,0,0,-30,80,20,0,1.0,False,1.033,0
right,40,20,20,100,-30,60,100,20,0.2,False,0.83,0
left,0,0,100,40,90,40,60,60,0.8,False,1.184,0
right,80,60,20,100,30,20,80,80,0.6,False,0.73,0
right,80,100,100,80,-30,40,60,80,0.2,False,0.808,0
left,60,40,40,60,-30,20,40,0,0.1,False,1.028,0
left,40,40,60,80,-90,100,60,60,0.4,False,1.085,0
left,60,40,80,20,90,0,80,40,0.2,False,1.194,0
right,80,60,60,20,-60,100,100,100,0.6,False,0.785,0
right,20,40,0,60,60,20,80,80,1.0,False,0.857,0
right,40,100,100,80,90,40,60,20,0.1,False,0.844,0
left,20,40,0,100,0,80,60,40,1.0,False,1.143,0
right,20,40,0,20,-90,80,0,20,0.1,False,0.827,0
right,40,20,100,60,60,0,20,0,0.2,False,0.872,0
left,60,20,40,60,-30,60,40,60,1.0,False,2.631,0
left,40,0,20,0,-30,60,0,80,0.6,False,1.078,0
left,20,40,60,0,-90,100,20,60,0.6,False,1.091,0
left,100,0,20,60,60,0,80,100,0.2,False,1.233,0
right,60,100,40,40,-60,100,100,0,1.0,False,0.796,0
