feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,80,40,80,100,0,60,60,0,0.2,False,1.138,0
right,80,40,0,20,-90,100,20,40,1.0,False,0.901,0
right,100,20,60,100,0,0,60,80,0.6,False,0.919,0
left,40,40,40,40,-60,80,80,20,0.6,False,1.044,0
left,20,80,40,40,60,80,40,100,0.1,False,1.204,0
right,40,80,60,40,30,0,0,80,0.4,False,0.828,0
right,60,0,20,60,0,20,100,100,1.0,False,0.947,0
right,0,20,40,80,-60,40,0,20,0.2,False,0.839,0
left,40,60,80,80,30,60,40,80,1.0,False,1.124,0
right,100,0,100,20,30,40,80,60,0.1,False,0.78,0
left,20,100,40,60,-30,80,100,80,0.1,False,2.959,0
left,0,60,60,80,-90,100,0,20,0.6,False,2.994,0
left,60,0,80,100,-60,0,60,80,1.0,False,0.993,0
left,100,100,20,40,60,80,100,0,0.6,False,1.12,0
right,0,0,20,80,-90,0,0,20,0.1,False,0.807,0
left,60,80,40,0,-60,40,60,100,1.0,False,1.072,0
left,80,100,60,80,-30,100,60,100,0.1,False,1.076,0
right,0,100,0,60,0,0,40,40,0.2,False,0.994,0
right,40,80,0,0,60,40,40,20,1.0,False,0.824,0
left,40,20,40,20,30,60,100,40,0.6,False,0.975,0
right,0,80,100,60,-90,20,80,80,0.6,False,0.983,0
right,100,40,60,0,-60,100,80,60,0.8,False,0.866,0
left,20,60,0,100,60,40,40,0,0.8,False,1.217,0
right,20,80,0,80,-30,60,20,40,0.6,False,0.958,0
right,40,100,100,0,0,60,20,80,0.4,False,0.886,0
right,0,40,20,0,-30,80,60,100,0.6,False,0.874,0
right,20,0,80,40,30,40,100,20,1.0,False,0.877,0
left,0,20,100,40,60,0,20,100,0.1,False,1.095,0
left,100,60,0,100,-90,40,80,40,0.1,False,1.143,0
left,20,0,0,100,60,0,40,0,0.2,False,1.088,0
right,60,0,100,0,30,40,60,100,0.8,False,0.927,0
left,100,100,100,80,60,0,20,40,0.4,False,1.192,0
left,80,40,80,20,-30,60,0,20,1.0,False,1.074,0
right,60,0,80,0,-30,100,0,60,0.1,False,0.945,0
right,60,80,80,0,-60,100,100,0,0.6,False,0.842,0
right,0,60,80,80,0,0,100,20,0.8,False,0.839,0
left,80,80,60,100,-30,20,20,0,0.4,False,1.091,0
left,60,20,0,40,30,40,40,100,0.2,False,1.129,0
right,40,40,100,40,30,80,80,40,1.0,False,0.889,0
left,80,40,80,20,90,100,60,20,0.4,False,1.125,0
right,60,40,40,100,-30,20,100,100,0.2,False,4.808,0
left,80,100,100,20,-90,20,40,60,0.6,False,1.032,0
right,100,100,100,100,-30,100,0,100,0.2,False,0.979,0
left,100,60,20,40,-30,100,80,0,0.2,False,1.087,0
left,60,20,60,100,30,80,0,20,0.4,False,1.104,0
right,20,20,20,80,0,80,40,80,0.4,False,0.805,0
left,40,100,80,80,0,0,60,40,0.1,False,1.034,0
left,20,80,60,60,-90,0,0,0,0.1,False,2.891,0
right,100,20,20,100,30,60,40,40,0.2,False,0.923,0
right,40,80,0,60,-30,100,0,60,0.8,False,0.835,0
right,40,40,100,0,0,100,20,40,0.4,False,1.006,0
left,20,20,100,80,-90,60,100,100,0.4,False,1.138,0
right,20,0,100,100,0,60,60,60,1.0,False,0.978,0
left,20,20,40,20,90,0,40,80,0.2,False,1.146,0
right,80,100,0,0,-90,100,100,0,0.8,False,0.852,0
left,0,20,40,80,-90,40,0,20,0.1,False,1.099,0
left,60,20,40,0,-60,60,40,0,0.6,False,1.024,0
right,0,80,20,100,90,40,0,80,0.8,False,0.938,0
left,80,100,20,40,90,60,20,100,0.8,False,1.171,0
right,60,0,20,60,0,100,20,0,0.1,False,0.818,0
right,20,60,40,80,-60,20,0,40,0.4,False,0.892,0
right,80,0,60,80,60,80,0,80,0.1,False,0.989,0
left,100,60,0,60,60,20,100,0,0.4,False,1.086,0
left,80,80,80,100,-90,40,20,20,0.4,False,1.185,0
right,0,0,100,80,-60,20,40,80,0.8,False,0.714,0
left,100,0,100,40,30,20,80,0,0.4,False,1.121,0
left,100,80,0,0,60,0,60,20,0.6,False,1.127,0
right,0,40,40,20,-30,40,60,80,0.2,False,0.863,0
left,20,60,40,100,30,80,20,20,0.8,False,1.213,0
left,60,40,80,60,-30,100,80,100,0.2,False,1.145,0
left,100,20,60,40,-90,80,40,0,0.4,False,0.988,0
right,60,0,100,40,90,20,100,20,0.2,False,0.791,0
right,80,0,40,60,-60,20,40,60,0.6,False,0.841,0
right,100,40,80,20,60,40,60,60,0.8,False,0.817,0
right,80,100,20,80,30,60,20,20,0.8,False,0.902,0
left,60,0,20,40,60,60,20,0,0.6,False,1.098,0
right,20,60,60,100,-60,40,100,40,0.2,False,0.901,0
