feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
-60,right,0.1,20,20,0,80,0,80,20,0,0.8987163921507014,27.16734981536865,0
60,left,0.1,80,0,60,0,80,20,60,0,1.0739096620738315,21.9900336265564,0
-90,left,0.6,80,60,100,80,0,60,60,0,1.0298087064579262,22.232908964157104,0
0,left,1.0,20,20,40,40,40,40,100,0,1.0097763614225066,22.61581516265869,0
-60,right,0.2,0,0,80,60,80,100,20,0,0.9045212110294072,25.735530853271484,0
30,left,0.6,0,0,0,40,100,80,100,0,1.1340034157270016,22.05327010154724,0
60,left,0.4,20,0,100,20,60,100,0,0,1.187533462995522,22.020690202713013,0
-60,right,0.6,40,40,60,0,100,0,80,0,0.8236489947983583,25.315101385116577,0
-90,right,0.2,20,0,80,40,20,20,40,0,0.8558746309743246,26.75560140609741,0
-60,right,0.4,40,100,40,40,40,80,40,0,0.8510612549668025,27.091954946517944,0
0,left,1.0,100,60,0,100,60,60,20,0,1.0484637433831585,22.51869416236877,0
-60,right,0.2,60,60,20,0,60,80,60,0,0.8514335795349832,26.886562824249268,0
90,right,0.4,60,100,80,100,0,100,0,0,0.898776738423804,26.33813190460205,0
60,right,0.1,80,80,20,60,0,40,80,0,0.8771877253062341,26.508813858032227,0
30,right,0.2,80,40,60,80,40,0,100,0,0.7788151902623928,26.63631248474121,0
-30,left,1.0,40,20,0,20,40,20,60,0,1.090783826032614,22.39597249031067,0
60,left,0.1,40,80,100,40,80,100,100,0,1.0724950517729075,21.92972707748413,0
90,right,0.2,0,40,20,80,100,40,0,0,0.7355698142222838,26.533151865005493,0
0,right,0.4,20,60,40,0,0,100,80,0,0.8410908818129083,27.297156810760494,0
90,left,0.1,0,100,80,20,20,60,40,0,1.1527882588392837,21.97924304008484,0
90,left,0.6,20,100,40,0,80,60,20,0,1.184036707205555,22.132224082946777,0
90,right,0.2,80,0,100,20,0,20,20,0,0.8573632619287584,26.29731035232544,0
-30,right,1.0,60,80,40,60,100,60,40,0,6.58383887669382,59.95037817955017,0
30,left,1.0,60,80,60,80,20,40,20,0,1.0880802358783357,21.96641778945923,0
90,right,1.0,40,40,80,100,80,80,60,0,0.8916187426262611,26.374728679656982,0
30,left,0.4,80,40,0,60,60,40,40,0,1.1804449283374303,22.06171202659607,0
30,left,0.2,20,60,0,20,100,40,80,0,1.0456753270970804,21.908358097076416,0
30,left,0.8,80,0,80,60,100,0,0,0,1.1753333678840836,21.867830991744995,0
-90,left,0.8,20,0,100,80,60,40,100,0,1.1027444008864662,22.637022733688354,0
60,left,0.8,40,40,40,40,60,20,0,0,1.1569184080778188,22.091368198394772,0
-30,right,0.1,60,40,100,0,20,20,80,0,0.8877858693072436,27.22591781616211,0
60,left,0.8,20,100,60,100,20,80,80,0,1.153597214468763,22.250305652618408,0
-30,right,0.6,20,100,100,40,0,40,60,0,0.8307686405181535,27.17513680458069,0
60,left,0.6,60,100,20,20,40,0,40,0,1.201287132408425,22.112340927124023,0
30,right,0.4,100,60,100,40,80,0,20,0,0.8159015716590047,26.447938680648804,0
90,left,0.8,100,20,0,40,20,0,100,0,1.168416104254511,22.05157160758972,0
60,right,0.6,0,80,40,60,40,20,20,0,0.8547514956439664,22.981152534484863,0
-90,right,0.6,100,0,80,100,40,80,80,0,0.7653449488383113,27.15440821647644,0
-90,right,1.0,80,0,0,0,40,100,0,0,0.7643264688402523,27.06165385246277,0
60,right,1.0,100,20,20,80,100,60,100,0,0.8094510253136494,26.415966749191284,0
60,right,0.8,20,20,80,80,40,100,60,0,0.9006930524226113,26.35487914085388,0
-60,left,0.2,80,20,20,100,80,60,40,0,1.1922599514908354,22.477391004562374,0
-60,left,0.1,100,60,20,60,100,100,0,0,1.0626555844885208,22.582688093185425,0
90,left,0.8,60,0,80,0,60,40,80,0,1.146771794436532,21.92567801475525,0
-30,right,0.4,60,80,0,40,60,80,80,0,0.9248590316316476,27.149333000183105,0
90,left,0.1,40,60,60,100,0,40,100,0,1.0871301642375422,22.002360343933105,0
30,left,0.8,40,100,0,20,0,100,20,0,1.103222052993322,22.353159189224243,0
-90,right,0.4,0,80,20,20,20,80,60,0,0.7606817864258792,26.87975668907165,0
30,left,0.6,0,20,60,0,0,40,0,0,1.093140866879272,22.22897219657898,0
-30,right,0.2,20,40,60,100,60,100,100,0,0.9574956435368076,27.188267469406128,0
-60,left,1.0,80,100,100,60,20,0,60,0,1.1194218568451588,22.623310804367065,0
-30,left,0.1,100,80,80,0,80,80,40,0,1.0648617672528613,22.11763858795166,0
-90,left,0.1,80,80,40,100,100,0,20,0,1.0330127529527535,22.670239686965942,0
30,left,0.2,0,60,40,40,40,60,60,0,1.0225535813637756,22.24834632873535,0
-90,left,0.1,60,40,20,80,60,100,40,0,1.0019778887628346,22.338441133499146,0
90,right,0.4,80,40,20,60,40,60,20,0,0.9521081806884408,26.29191493988037,0
-30,left,0.6,60,60,60,40,80,100,0,0,1.0769284400880188,22.688592672348022,0
0,right,0.2,100,100,80,40,100,0,80,0,0.7610904554278035,27.10226511955261,0
90,left,0.4,20,20,100,60,80,20,40,0,1.174397023780109,22.03270983695984,0
0,right,0.8,60,60,40,60,60,0,100,0,0.8086613733993993,27.268341541290283,0
-90,left,0.6,20,20,20,0,100,20,100,0,1.0832495646114697,22.66400146484375,0
-30,right,0.1,0,40,80,40,60,60,60,0,0.8874172270439027,26.607271194458008,0
0,right,0.2,100,40,0,80,80,20,60,0,0.9092756839318864,27.2314715385437,0
-30,left,0.6,40,0,80,20,0,60,40,0,1.0714147085600043,22.70273232460022,0
90,right,0.6,80,20,0,20,20,100,80,0,0.7986468389302086,26.608726263046265,0
90,left,1.0,100,100,100,80,20,20,0,0,1.1655201994884246,22.110605478286743,0
60,right,0.4,0,100,0,80,60,0,20,0,0.8349850755752711,26.59293031692505,0
30,right,0.8,100,100,60,0,100,20,40,0,0.8658640636874984,26.70472025871277,0
-90,right,0.8,100,60,40,80,20,80,20,0,0.7999958500966008,27.107301473617557,0
-60,left,0.6,0,40,100,40,20,60,20,0,1.068504643979093,22.476619005203247,0
-90,left,0.4,100,0,40,0,0,0,60,0,1.12893800809173,22.65746808052063,0
-30,left,0.8,40,20,20,100,100,80,0,0,1.0671420024782652,22.920239686965942,0
-60,left,1.0,100,0,60,20,80,80,100,0,1.068108479703621,22.73369288444519,0
-60,right,0.6,80,100,80,80,60,80,0,0,0.8245711668137572,27.180251836776733,0
30,right,0.2,20,80,100,100,40,100,40,0,0.8145893483187833,26.67444396018982,0
-60,right,0.1,0,100,0,100,60,20,80,0,0.7268339171933298,27.025978326797485,0
90,left,0.6,100,100,80,60,40,100,100,0,1.073602381961621,21.796133995056152,0
-90,right,0.2,40,40,60,60,0,80,40,0,0.869338941279102,25.99983811378479,0
-30,right,1.0,80,60,40,80,80,40,80,0,0.9466166382326756,27.23040246963501,0
90,right,0.2,40,80,40,20,80,0,0,0,0.8947862064104528,26.53736186027527,0
-90,left,0.8,60,80,60,20,60,60,80,0,1.058979939464937,22.599613666534424,0
-30,right,0.8,0,40,40,0,40,40,40,0,0.9464129534757624,27.39292311668396,0
30,right,0.8,60,20,100,20,20,80,40,0,0.8315082915853347,26.571080923080444,0
30,right,0.1,60,0,60,60,0,100,60,0,0.9357746396451024,26.47368168830872,0
0,right,0.1,40,100,0,60,20,40,0,0,0.7882890776320367,27.087738513946533,0
30,right,0.4,80,80,20,20,100,100,100,0,0.7351327179050293,26.431154251098636,0
-60,left,0.8,40,100,60,80,80,60,60,0,1.1806213159999954,23.90189480781555,0
-60,left,0.4,60,60,80,20,0,20,60,0,1.061731210027854,22.04736852645874,0
60,left,0.2,100,20,40,60,100,80,60,0,1.1081572945266565,21.631494522094727,0
90,left,0.4,0,0,60,60,100,0,80,0,1.2131412935009265,21.94517159461975,0
-30,left,0.1,0,100,60,80,40,100,20,0,3.0678132081361222,64.17681407928467,0
0,left,1.0,0,80,20,0,60,100,100,0,1.0533703618100712,22.47565531730652,0
-60,right,1.0,60,40,0,40,0,40,0,0,0.8410056722377978,27.04926347732544,0
0,left,0.1,40,20,100,100,0,0,60,0,1.0975082651260493,22.46807551383972,0
30,right,0.1,40,60,80,80,100,20,60,0,0.8046196068135443,25.907689094543457,0
0,left,0.4,60,0,40,20,100,60,60,0,1.0751267339163502,22.742998600006104,0
90,right,0.8,100,80,0,100,0,60,20,0,0.8962159033291133,25.951698541641235,0
-90,left,0.2,100,80,100,0,20,100,80,0,1.0628627247519942,22.215054035186768,0
-30,left,0.4,80,20,80,100,20,40,20,0,1.038562401708396,22.1190984249115,0
90,left,0.4,20,100,60,40,0,60,100,0,1.1750321930297347,21.680137634277344,0
30,right,0.4,0,60,20,60,20,20,0,0,0.864984030441389,26.454063415527344,0
60,left,0.4,0,40,40,100,0,100,100,0,1.0968777813546575,21.76236081123352,0
90,left,0.1,100,20,40,40,0,100,40,0,1.1735790879910364,21.99852442741394,0
-30,left,0.1,20,80,60,20,20,0,20,0,0.8552956583623448,22.452443599700928,0
60,left,0.6,80,60,40,80,100,20,40,0,1.0879500059413358,21.770776748657227,0
0,right,1.0,0,20,80,0,100,20,20,0,0.9272905229646332,27.08254146575928,0
60,right,0.6,100,40,80,20,20,40,100,0,1.0199114270589802,26.158727645874023,0
30,left,0.1,80,80,100,40,0,80,0,0,1.1903761471367391,22.08330464363098,0
30,left,1.0,100,100,20,100,40,40,0,0,1.217495064269224,22.037145853042603,0
30,right,0.6,20,0,20,80,20,60,80,0,0.8874166486062326,26.05563163757324,0
0,left,0.2,60,0,40,100,40,20,0,0,1.1204745786058914,22.55214023590088,0
30,right,0.6,60,0,0,100,80,0,40,0,0.8835172298537143,26.306771993637085,0
30,right,0.4,0,80,100,80,0,60,40,0,0.7627748051876393,26.271104335784912,0
30,left,0.4,100,20,0,0,40,80,80,0,1.2027701416754222,22.123570919036865,0
60,right,1.0,60,60,0,40,20,100,60,0,0.8154465227603982,26.11409282684326,0
-60,right,0.8,100,40,40,60,0,60,80,0,0.8253084369414353,26.597439765930176,0
-30,left,0.2,80,20,100,40,60,20,100,0,1.104271548462983,22.203718900680546,0
-90,left,0.2,40,0,0,0,20,60,20,0,1.0422427875132851,22.324226140975952,0
-60,right,1.0,20,60,80,20,80,40,40,0,0.92813324752952,26.941505193710327,0
30,left,1.0,60,40,20,20,80,60,0,0,1.1803073951819996,21.979681253433228,0
-30,right,0.1,100,40,0,0,100,100,20,0,1.0679146396765542,27.35190749168396,0
90,left,0.4,80,80,40,80,60,100,60,0,1.115145725962129,21.860700607299805,0
0,left,0.2,80,60,20,60,80,80,80,0,1.127733694218928,22.58116340637207,0
0,left,0.6,0,80,80,80,80,0,100,0,1.1035524121640414,22.466208934783936,0
-90,right,0.2,60,100,60,0,100,80,0,0,0.8909290397140449,26.261245727539062,0
-60,left,0.8,0,20,0,20,40,0,0,0,0.9979492239521676,22.3188579082489,0
60,left,0.8,0,60,100,0,100,40,0,0,1.1080483825653442,21.94422125816345,0
-90,right,0.6,40,20,20,40,60,0,60,0,0.8613740825789727,26.554845809936523,0
30,left,0.4,20,0,60,80,80,80,60,0,1.0671682244329403,21.80344128608704,0
-60,right,0.2,0,80,60,0,40,40,100,0,0.82986785720469,25.01019811630249,0
90,left,0.6,60,80,100,20,80,40,60,0,1.167083418143726,21.626737356185917,0
90,left,0.6,40,40,100,60,100,20,100,0,1.137987969657562,21.86553001403809,0
0,right,0.2,40,20,100,80,60,40,80,0,0.739288617984184,26.96916913986206,0
-90,left,0.8,40,60,80,0,40,0,40,0,1.005383918920449,22.11590313911438,0
60,left,0.1,100,60,60,40,40,20,80,0,1.09560944931795,21.55650401115417,0
-90,left,0.4,40,20,80,60,60,100,20,0,1.0691893366960894,22.34138894081116,0
60,right,1.0,40,100,20,0,40,60,80,0,0.9256320271429356,26.346018075942997,0
-30,right,1.0,20,100,20,20,60,20,40,0,0.884394743808031,26.95425009727478,0
-60,right,0.2,20,60,20,40,0,0,0,0,0.7913119063127768,29.358070611953732,0
-30,left,0.8,0,100,100,100,80,60,80,0,1.0663366537998311,22.10944414138794,0
0,left,0.6,60,100,40,40,20,100,20,0,1.1492854044552552,22.40687894821167,0
30,left,1.0,20,40,40,0,20,0,60,0,1.000195501529024,21.590508699417114,0
-30,right,1.0,20,0,100,60,40,0,80,0,0.794644040349892,26.936323642730716,0
-90,left,0.2,20,60,20,80,40,20,20,0,1.0401467099082913,22.14931321144104,0
-90,right,0.1,0,100,100,60,20,80,100,0,0.8503938841396468,27.051335096359253,0
90,right,0.2,20,80,80,20,60,80,20,0,0.7914816637226847,26.08949184417725,0
30,right,1.0,40,0,40,40,60,80,80,0,0.9639543814999014,26.14937663078308,0
0,left,0.8,80,100,20,60,0,20,40,0,1.1185966122458946,22.437119960784912,0
-30,left,0.6,80,0,20,0,0,80,100,0,1.16343413058386,68.83755993843079,0
90,right,0.4,80,60,0,0,80,40,0,0,0.7822772217310355,26.07261347770691,0
0,left,0.6,80,40,60,0,60,60,0,0,1.1137035079528872,22.53660535812378,0
0,right,1.0,20,80,0,80,100,80,0,0,0.941632578569946,27.09308171272278,0
0,right,1.0,80,20,20,20,80,0,20,0,0.9396503468446528,27.3870861530304,0
-30,right,0.8,60,80,20,80,0,0,60,0,0.8690170782870037,26.951117753982544,0
0,right,0.8,100,80,20,20,40,40,60,0,0.938602353987294,26.91764640808105,0
30,left,0.6,100,20,40,80,60,100,0,0,1.1103163524359414,21.729429721832275,0
-60,right,0.1,80,0,60,40,20,40,60,0,0.7072126153712848,26.62005615234375,0
60,left,0.4,40,80,60,0,20,100,40,0,1.085932122134302,21.815031051635746,0
-90,left,0.4,40,100,80,80,0,20,80,0,1.069614385145032,22.30289053916931,0
-30,right,0.1,20,60,40,100,100,60,0,0,0.9525895976623432,26.85025644302368,0
60,left,0.6,60,40,0,60,80,80,80,0,1.1648502859138674,21.91716718673706,0
60,left,1.0,100,80,100,60,60,0,40,0,1.2218337917646889,21.87547087669373,0
-60,left,0.1,40,40,20,20,60,40,20,0,1.1963941691575215,22.584272384643555,0
0,right,0.4,80,0,0,100,20,80,100,0,0.9593455589768874,27.019513368606567,0
0,right,0.1,80,80,0,40,80,60,40,0,0.9255844520298984,27.11668372154236,0
0,right,0.8,0,40,100,60,40,100,60,0,1.098554580645814,27.34687352180481,0
60,right,0.8,60,40,60,60,80,0,20,0,0.8840840767280508,26.142516613006592,0
90,left,0.4,60,40,60,100,20,20,20,0,1.1089182126799673,21.83271360397339,0
-90,left,0.6,100,60,60,60,20,0,0,0,1.0290924658644296,22.36852550506592,0
-90,right,0.2,0,20,40,100,80,60,100,0,0.8498827294772787,26.875008583068848,0
0,left,0.6,60,40,20,100,100,40,80,0,1.0944049753997522,22.521800756454468,0
30,left,0.2,40,0,100,100,100,80,20,0,1.077680351704715,22.158265113830566,0
30,right,0.8,80,60,60,100,60,100,20,0,0.789089678292468,26.489816188812256,0
-60,right,0.4,80,20,0,60,0,100,100,0,4.948204602480898,70.54646730422974,0
-60,left,0.8,0,60,80,100,0,80,80,0,1.1012705512837937,23.253523111343384,0
0,right,0.6,40,60,60,80,40,60,0,0,0.7486090306264555,27.00135803222656,0
-90,left,0.6,80,100,40,100,40,20,60,0,1.0477717978843346,22.533563375473022,0
90,left,0.1,100,0,0,80,80,60,0,0,1.0930225942651215,21.94773411750793,0
0,left,0.8,40,40,40,0,80,80,100,0,1.130853374797789,22.759539127349854,0
-90,left,0.8,80,40,100,40,80,40,20,0,1.0257854854909385,22.55153775215149,0
30,left,0.2,40,80,80,40,0,40,40,0,1.192065909638415,21.996480464935303,0
60,right,0.6,40,0,0,0,60,40,60,0,0.7925287522680997,26.23805332183838,0
-90,right,1.0,60,20,20,100,20,100,100,0,5.141057449627907,70.91849517822266,0
-90,left,0.4,20,80,0,60,100,40,60,0,1.0764251582414566,22.45857572555542,0
-90,left,0.6,0,60,40,20,80,100,40,0,1.128083096064039,22.134812116622925,0
-90,right,0.4,60,20,40,20,0,40,20,0,0.7567719832951268,26.592130661010746,0
-60,left,0.1,20,0,40,0,60,0,40,0,1.0875888807284275,22.139858722686768,0
30,right,0.1,20,40,20,40,40,80,20,0,0.8305588853979842,26.35527229309082,0
-60,left,1.0,0,100,0,0,100,60,60,0,1.0225703914769908,22.30336546897888,0
90,left,0.1,0,100,20,0,0,0,20,0,1.0733099230403746,22.01385188102722,0
-60,right,0.4,80,0,40,0,100,20,0,0,0.8315227660118466,27.36394023895264,0
-90,left,1.0,60,60,100,20,100,0,80,0,1.0231051779098392,22.629677534103397,0
-60,left,0.1,60,80,60,60,60,20,0,0,1.0646860590365994,22.9618616104126,0
-60,left,0.2,40,20,40,80,20,20,100,0,0.9954089729576548,22.64014720916748,0
-30,right,0.8,0,0,60,60,20,60,100,0,0.8498566714818838,27.275242567062374,0
60,left,1.0,0,80,20,100,80,80,0,0,1.09785966427121,22.335781574249268,0
-90,left,0.4,100,20,60,100,40,60,40,0,1.132093383258637,70.44970464706421,0
-30,left,0.4,0,0,20,40,100,40,40,0,1.10418599321575,22.891411542892456,0
-30,left,0.2,100,0,20,20,0,100,80,0,1.0548266735516036,69.44998002052307,0
-90,left,0.4,60,20,100,40,40,60,0,0,1.088035202732058,22.72838521003723,0
0,left,0.6,40,60,80,20,80,20,0,0,1.1354961078129415,23.098674535751343,0
0,right,1.0,60,40,80,80,20,0,40,0,0.969364028728116,27.615423679351807,0
0,left,0.1,80,100,60,20,60,80,60,0,1.062776245335712,23.136001110076904,0
30,left,0.1,80,100,40,100,20,60,100,0,1.0022451857146826,22.274277925491333,0
-90,right,0.8,0,40,80,20,100,20,20,0,0.953886837791466,26.73342084884644,0
-60,right,1.0,40,80,80,60,40,20,20,0,0.881771967984758,27.163957357406616,0
-60,right,0.6,100,0,100,40,0,20,80,0,0.9618912284716842,27.400834321975708,0
90,left,0.8,40,0,40,20,40,20,80,0,1.176904621447087,22.218229055404663,0
-30,left,0.4,100,40,100,80,40,80,0,0,1.033266036236845,22.87067747116089,0
30,left,0.2,0,100,80,100,60,0,20,0,1.1103477228403669,22.463321685791016,0
-90,left,0.8,20,80,0,80,0,20,0,0,1.0943167253401584,22.870147943496704,0
-60,right,0.2,100,20,80,80,40,0,20,0,0.8807475060711489,27.39344835281372,0
-30,right,0.4,40,20,40,60,80,100,60,0,1.0352655685546774,29.72260451316833,0
90,left,1.0,60,20,100,0,0,60,60,0,1.1780736076053584,22.287562370300293,0
90,right,0.8,20,0,0,100,100,80,40,0,0.7982066059517836,26.68439531326294,0
0,right,0.8,80,20,60,40,100,60,80,0,0.7229927539635133,27.464795112609863,0
-90,right,0.1,60,0,80,40,100,0,100,0,1.0158639974341963,28.86130714416504,0
30,right,1.0,20,60,100,0,80,80,100,0,0.7782371475896244,26.557629585266117,0
-60,right,0.6,100,100,60,60,100,40,20,0,0.9251550813089874,27.500701665878296,0
90,right,1.0,20,40,40,40,100,100,80,0,0.7809558235728382,26.791863441467285,0
90,right,1.0,0,60,0,20,60,40,100,0,0.9175864869063826,26.65350317955017,0
60,left,0.2,0,40,60,20,0,60,60,0,1.104567660642891,22.56883668899536,0
60,right,0.2,20,100,20,60,80,40,100,0,0.750747620854822,27.10069966316223,0
-60,left,0.8,60,20,60,80,100,100,40,0,1.0968178755852378,23.3127121925354,0
-30,left,0.6,100,40,60,100,100,0,60,0,1.0230516199052837,23.19264936447144,0
60,right,0.2,60,0,80,40,40,80,100,0,0.8333804897181777,26.671756267547607,0
90,right,0.1,0,20,20,40,40,80,80,0,0.8214974252733594,27.00871229171753,0
60,right,0.2,60,80,80,100,20,60,60,0,0.7858551691607475,26.695496082305908,0
0,right,0.1,0,0,0,20,20,100,80,0,0.8382531520130619,27.561803340911865,0
30,left,0.6,60,60,100,0,60,20,20,0,1.0907709358649975,22.592203617095947,0
90,right,0.8,40,0,20,40,80,100,60,0,0.8039769872740198,26.460135221481323,0
-90,left,0.1,20,20,80,60,80,60,80,0,1.1681065129493695,23.05398178100586,0
30,right,0.2,60,80,0,0,0,20,40,0,0.7407855912128901,26.629701137542725,0
-60,right,1.0,40,60,0,80,60,100,80,0,0.7873305328436797,27.340269565582275,0
0,left,1.0,60,20,60,40,0,80,20,0,1.1029437338079042,22.84043025970459,0
-90,left,0.2,80,0,60,20,40,40,40,0,1.0549479394286958,22.847993850708008,0
-90,right,0.1,40,60,0,60,40,40,40,0,0.6629173921276275,27.265777826309204,0
-30,left,0.2,20,100,80,80,100,60,0,0,1.1178263124835084,22.86908316612244,0
-60,left,0.6,80,60,80,40,40,40,20,0,1.061824673226305,22.901559829711918,0
30,left,1.0,100,0,80,40,20,40,60,0,1.1631756996774392,22.614385843276978,0
60,right,0.1,80,40,100,40,100,0,40,0,0.9948838916458752,26.772490739822388,0
-60,left,0.4,40,0,20,100,40,0,100,0,1.1332803342724012,23.09691548347473,0
-30,right,1.0,100,0,40,100,0,100,100,0,4.7063003005199455,69.61411452293396,0
60,right,1.0,40,80,100,20,20,20,80,0,0.7742592458993467,26.933606147766117,0
30,left,0.4,60,100,100,60,100,40,100,0,1.0760789329597025,22.444977045059204,0
-60,left,0.1,80,20,80,0,20,60,0,0,1.135319119712189,66.66612672805786,0
-60,right,0.8,20,100,100,40,60,100,100,0,0.94284562993168,27.74442195892334,0
-30,left,0.8,40,60,100,100,20,20,60,0,1.1731467546724277,22.97463178634644,0
90,left,0.4,40,40,80,60,20,0,40,0,1.2219272100475682,22.81358528137207,0
0,left,0.4,20,80,100,60,20,100,20,0,1.1587991156365385,23.303746938705444,0
90,left,0.6,40,60,0,80,100,0,20,0,1.2261742718960535,22.40830636024475,0
-30,left,1.0,0,100,40,0,60,0,0,0,1.1999252079770568,26.580257177352905,0
90,right,0.6,80,80,60,40,20,80,40,0,1.0264259126627944,26.51491403579712,0
60,left,0.1,100,60,20,100,80,100,20,0,1.209050445631034,22.491865396499637,0
30,left,0.2,40,40,20,40,20,0,0,0,1.0195975288045205,22.46365857124329,0
-90,left,1.0,0,80,60,40,60,80,60,0,1.1093784381078733,24.334174633026123,0
0,right,0.1,60,20,0,0,100,20,100,0,0.9597429380703614,27.898859977722168,0
30,left,0.8,60,80,0,60,40,0,80,0,1.1029306625501136,22.434574127197266,0
60,left,0.2,100,60,80,60,60,20,80,0,1.2155693773201242,22.513638257980347,0
0,left,0.1,80,60,20,80,20,60,20,0,1.0565699250455476,23.195210933685303,0
0,left,0.1,20,40,80,100,0,20,40,0,1.0905728357546631,23.501950979232788,0
30,right,0.1,100,20,60,20,100,60,20,0,0.9219178444811092,26.958348035812374,0
-30,left,0.2,100,100,0,80,20,100,40,0,1.0745039663583875,23.009525299072266,0
-30,right,0.4,80,20,60,0,0,0,80,0,0.9103141983475824,27.35526728630066,0
-30,right,0.2,40,80,0,100,60,40,0,0,0.7458709616781067,27.007279634475708,0
30,left,0.6,80,100,80,0,80,100,60,0,1.0748181992227868,22.578973531723022,0
60,left,0.8,100,0,0,80,0,40,40,0,1.1294872953217243,22.93667459487915,0
30,left,0.1,60,100,100,80,80,80,80,0,0.9868694237608712,22.60761570930481,0
-90,left,0.6,20,40,0,100,60,0,80,0,1.1278888511371077,23.825644731521606,0
0,right,0.4,0,0,80,80,40,40,0,0,0.8784060436846978,27.46797728538513,0
-30,right,0.6,60,20,60,20,40,40,100,0,0.7944193058672461,26.853041410446167,0
-30,right,0.1,40,100,40,60,100,80,80,0,0.7300220484934011,27.4317626953125,0
60,right,0.6,20,60,100,60,0,60,20,0,0.7848777017642748,26.82092308998108,0
0,left,0.8,20,100,20,0,80,0,0,0,1.087478570893303,23.04255104064941,0
30,right,1.0,20,20,0,80,40,60,40,0,0.7826661612067625,27.197513103485107,0
-30,left,0.2,40,40,0,40,80,60,20,0,1.0917378152559996,23.350345134735107,0
30,right,0.8,20,0,40,60,60,80,20,0,0.7407798194461864,26.978108882904053,0
-90,left,0.8,80,100,20,40,60,40,80,0,1.1694200107712178,70.54055261611938,0
30,right,0.4,100,20,20,100,60,100,60,0,0.8724557665213399,26.629545211791992,0
