feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,40,20,60,0,30,40,20,20,0.2,False,1.18,0
left,20,80,40,60,30,40,80,60,0.2,False,1.222,0
left,0,80,20,60,90,40,40,20,0.4,False,1.186,0
right,40,100,60,100,0,100,0,0,1.0,False,0.744,0
left,60,60,20,100,-60,60,20,80,0.4,False,1.077,0
left,60,0,100,20,-90,100,40,100,0.6,False,1.047,0
right,40,40,60,60,60,20,0,80,0.4,False,0.728,0
right,0,80,80,40,-60,80,0,40,0.4,False,0.806,0
left,0,60,100,100,-60,20,60,80,0.2,False,1.397,0
left,80,20,20,100,0,100,80,0,1.0,False,1.125,0
right,80,0,0,40,-30,100,0,0,0.1,False,0.671,0
right,20,80,80,20,90,40,60,100,0.4,False,0.769,0
right,60,40,80,60,-90,0,100,20,0.1,False,0.899,0
right,0,20,100,0,30,60,20,40,0.6,False,0.867,0
left,20,80,0,20,0,100,20,20,0.4,False,1.065,0
left,20,20,60,0,90,0,20,100,1.0,False,1.212,0
right,0,100,20,80,30,100,80,100,0.6,False,0.886,0
right,60,0,20,60,30,40,80,60,0.1,False,0.904,0
right,60,100,100,20,0,40,0,60,0.2,False,0.791,0
left,80,60,60,20,60,0,40,60,0.6,False,1.091,0
left,100,80,60,0,90,60,100,20,1.0,False,1.108,0
right,40,0,60,40,-30,40,20,80,0.4,False,0.711,0
right,40,0,0,100,0,40,100,0,0.4,False,0.899,0
left,80,80,0,20,90,20,100,20,0.6,False,1.204,0
right,60,40,40,20,60,100,40,0,0.1,False,0.849,0
left,40,40,80,80,-90,20,20,80,0.4,False,1.029,0
left,0,100,100,100,-60,80,0,0,0.8,False,1.067,0
left,20,0,0,80,90,80,60,60,0.2,False,1.141,0
right,80,40,80,60,-30,100,60,20,0.8,False,0.933,0
left,40,60,0,40,30,60,100,60,0.1,False,1.091,0
right,80,80,20,40,30,40,100,40,0.8,False,0.869,0
left,60,80,60,0,-30,20,40,80,1.0,False,1.165,0
left,0,80,80,60,-60,80,60,0,0.2,False,1.102,0
right,100,60,100,100,30,100,40,0,0.6,False,0.795,0
right,100,80,60,80,-60,40,100,60,0.1,False,0.807,0
left,40,100,40,0,-90,40,80,20,1.0,False,0.998,0
right,20,80,60,100,-90,0,60,80,1.0,False,0.841,0
right,60,100,0,20,0,40,80,0,0.6,False,0.985,0
left,80,60,0,20,60,0,40,100,0.8,False,1.157,0
left,60,100,80,80,30,0,60,20,0.6,False,1.188,0
left,100,60,80,20,60,40,0,20,0.2,False,1.173,0
right,20,20,0,60,60,100,40,40,0.2,False,0.861,0
right,100,100,0,0,-60,0,60,40,0.8,False,0.941,0
left,60,0,100,20,0,40,40,100,0.2,False,1.104,0
right,100,80,100,60,-30,20,20,0,0.4,False,0.786,0
left,80,40,20,40,-30,100,20,80,0.4,False,1.119,0
left,40,0,40,40,90,20,20,60,0.2,False,1.27,0
right,40,100,80,20,-60,60,60,20,0.1,False,1.065,0
right,0,20,20,0,90,40,40,80,0.6,False,0.735,0
right,100,40,60,100,0,40,60,80,0.4,False,0.9,0
left,0,80,100,60,-30,60,40,60,0.8,False,1.168,0
left,20,60,40,80,-60,60,0,100,1.0,False,1.387,0
left,0,80,20,20,60,0,100,40,0.2,False,1.147,0
right,40,40,60,40,30,80,80,100,0.1,False,0.888,0
right,0,60,40,100,60,100,20,80,0.1,False,0.745,0
right,100,40,80,80,30,0,60,60,1.0,False,0.847,0
right,20,40,40,20,60,20,0,0,1.0,False,0.747,0
left,80,0,20,60,30,0,80,40,1.0,False,1.23,0
left,60,20,0,0,90,40,100,80,0.8,False,1.049,0
right,40,80,60,80,-90,60,60,20,0.8,False,0.806,0
left,60,60,20,100,30,60,0,100,0.6,False,1.166,0
left,100,60,60,20,60,100,100,80,0.1,False,1.205,0
right,100,20,0,80,-90,60,40,40,1.0,False,0.897,0
right,20,80,60,40,90,60,40,100,0.6,False,0.922,0
left,20,80,100,80,-90,40,80,80,0.2,False,1.064,0
right,100,60,60,100,0,80,40,100,1.0,False,0.817,0
left,40,40,100,40,-60,0,20,0,1.0,False,1.048,0
right,40,40,80,0,60,40,40,0,0.8,False,0.888,0
left,60,0,20,60,-90,60,80,100,0.6,False,1.037,0
right,0,100,20,40,30,80,20,20,0.8,False,0.961,0
left,20,80,80,40,-60,60,0,20,1.0,False,1.013,0
right,0,60,40,60,-90,0,40,20,0.1,False,0.849,0
left,80,40,20,0,-30,0,20,60,1.0,False,1.011,0
left,80,40,20,0,60,0,20,100,1.0,False,1.163,0
right,80,100,40,0,0,20,60,0,1.0,False,1.013,0
left,60,20,80,80,-60,40,80,60,0.1,False,1.053,0
right,100,40,60,80,90,80,80,80,0.6,False,0.78,0
left,100,80,60,80,30,0,80,20,0.1,False,1.173,0
right,60,20,80,100,90,80,100,100,0.4,False,0.719,0
right,40,20,20,60,60,100,0,60,0.6,False,0.776,0
left,80,60,0,0,-60,20,100,0,0.1,False,1.163,0
left,40,100,80,80,0,100,80,40,0.4,False,1.05,0
right,20,60,0,20,-60,60,20,80,0.2,False,0.874,0
right,20,60,40,40,30,20,100,60,0.8,False,0.943,0
right,20,60,80,40,-60,80,40,40,0.8,False,0.88,0
left,80,0,60,40,90,20,40,0,1.0,False,1.133,0
left,20,80,20,20,60,40,80,60,1.0,False,1.191,0
right,80,40,100,40,-30,0,20,100,0.1,False,0.835,0
right,60,80,100,0,-30,60,40,60,0.4,False,0.883,0
left,0,80,100,80,-90,80,60,40,0.6,False,1.058,0
left,60,40,100,20,-90,40,0,20,0.2,False,1.069,0
right,0,100,0,20,-90,20,60,100,0.8,False,0.846,0
left,60,80,80,40,60,0,100,80,0.6,False,1.1,0
right,80,20,100,0,0,60,100,60,0.2,False,0.813,0
left,20,0,100,0,-30,80,80,0,0.1,False,1.088,0
left,60,0,40,80,60,80,100,80,0.2,False,1.206,0
right,20,20,40,0,0,100,40,40,0.2,False,0.888,0
left,100,100,20,20,-90,0,60,80,1.0,False,1.1,0
right,40,0,0,80,30,40,60,100,0.4,False,0.835,0
right,100,80,60,40,-90,100,60,40,0.4,False,0.731,0
left,80,20,20,80,-90,20,80,80,0.2,False,1.12,0
left,60,40,100,40,0,100,80,100,0.6,False,1.118,0
right,100,60,100,20,30,60,40,60,0.8,False,0.878,0
right,100,0,0,20,0,0,100,80,0.1,False,0.874,0
right,0,60,80,100,0,60,40,40,0.2,False,0.704,0
left,60,20,0,40,30,80,20,80,0.8,False,1.259,0
left,20,40,20,0,60,60,80,40,0.8,False,1.201,0
left,80,20,100,20,90,80,60,40,0.8,False,1.223,0
left,20,0,20,20,-60,100,80,40,0.6,False,1.052,0
right,100,0,0,20,30,80,100,0,0.4,False,0.786,0
left,60,100,40,60,-60,60,0,40,0.4,False,0.95,0
right,0,20,80,40,-60,0,40,20,0.4,False,0.898,0
right,0,20,60,100,30,0,60,0,0.6,False,0.92,0
right,0,0,80,20,-30,0,100,100,0.2,False,0.875,0
left,60,40,0,80,-60,80,100,40,0.1,False,1.043,0
left,80,80,80,60,0,100,20,20,0.1,False,1.055,0
right,40,20,20,80,90,60,80,60,0.6,False,0.841,0
right,60,20,20,100,30,100,100,0,0.8,False,0.738,0
left,20,100,80,60,-30,80,100,40,0.8,False,0.664,0
right,40,80,80,100,-60,100,60,20,0.2,False,0.805,0
right,60,40,100,0,0,40,0,0,0.2,False,0.916,0
left,40,20,40,80,90,40,0,60,0.1,False,1.09,0
left,0,60,40,100,30,100,80,100,0.6,False,1.094,0
left,40,60,40,60,60,40,60,40,0.4,False,1.171,0
right,40,80,40,0,-30,0,100,0,0.8,False,0.913,0
left,20,60,100,60,0,60,20,20,0.1,False,1.124,0
right,40,20,80,100,-60,40,80,20,0.8,False,0.805,0
right,0,60,60,0,-30,80,100,80,0.2,False,0.916,0
left,80,100,100,0,-90,100,60,0,0.6,False,1.179,0
left,80,100,20,20,90,40,40,60,0.8,False,1.187,0
right,60,40,20,20,30,80,40,80,0.2,False,0.943,0
right,100,100,40,0,60,20,100,40,0.8,False,0.755,0
left,0,80,60,40,90,0,20,60,0.8,False,1.209,0
right,20,20,40,40,60,20,100,80,0.6,False,0.787,0
left,100,80,20,60,-30,40,100,40,1.0,False,1.116,0
right,80,100,20,40,60,100,0,0,0.1,False,0.839,0
right,80,100,100,80,90,60,20,40,0.4,False,0.756,0
left,100,0,80,60,-90,0,0,20,0.2,False,1.038,0
left,0,80,100,60,-60,20,60,0,1.0,False,1.058,0
right,80,60,0,100,30,80,80,20,0.1,False,0.767,0
left,80,20,0,20,90,20,20,80,0.6,False,1.249,0
right,40,0,0,100,90,40,20,100,0.1,False,0.808,0
left,40,0,0,60,30,60,20,60,0.8,False,1.23,0
left,60,20,60,40,90,60,60,20,0.4,False,1.167,0
right,0,80,60,80,90,20,40,100,0.8,False,0.84,0
right,80,100,40,40,-90,20,100,60,1.0,False,0.839,0
right,0,60,20,100,60,40,40,60,1.0,False,0.737,0
left,80,60,0,20,-90,80,0,40,0.1,False,0.902,0
left,0,40,40,80,0,40,60,20,1.0,False,1.064,0
right,20,100,40,60,-90,0,0,80,1.0,False,0.768,0
left,100,80,60,60,60,80,100,20,1.0,False,1.177,0
left,100,0,0,60,-30,0,100,40,0.4,False,1.232,0
right,40,60,20,0,-30,60,40,80,0.8,False,0.77,0
right,0,0,60,40,-60,60,0,60,0.2,False,1.149,0
left,100,80,20,0,-30,0,0,80,0.4,False,3.054,0
left,80,60,80,60,-90,40,20,20,1.0,False,1.133,0
right,100,100,20,100,-30,80,40,40,1.0,False,0.804,0
left,0,40,40,100,30,20,100,0,0.4,False,1.197,0
right,100,20,0,80,-60,20,100,0,0.1,False,0.732,0
right,0,60,80,0,-30,20,0,0,0.6,False,0.945,0
left,0,80,0,100,-30,100,0,0,0.4,False,1.306,0
right,60,0,40,80,90,20,0,60,0.1,False,0.778,0
right,80,100,100,80,-60,100,80,60,0.6,False,0.789,0
left,20,40,20,80,-30,100,20,80,0.2,False,1.122,0
left,20,20,40,0,0,100,0,80,0.4,False,1.114,0
right,20,20,40,20,-90,80,20,60,0.1,False,0.824,0
left,60,60,60,20,-60,60,60,60,0.4,False,1.159,0
right,80,0,80,60,-90,100,80,100,0.8,False,0.741,0
right,20,80,60,100,-60,0,80,20,0.2,False,0.949,0
left,0,80,60,80,-30,40,80,80,0.8,False,1.041,0
right,60,20,60,100,-30,60,60,100,0.1,False,0.859,0
left,80,100,40,0,-30,80,80,60,0.6,False,1.046,0
left,100,60,40,60,-60,60,40,100,1.0,False,1.044,0
right,100,100,40,40,0,80,100,60,0.2,False,0.931,0
right,60,40,40,20,30,80,20,20,0.8,False,0.942,0
left,20,80,100,40,60,100,60,20,0.1,False,1.204,0
left,100,60,20,20,30,0,80,100,0.4,False,1.068,0
left,100,20,80,60,30,60,100,100,0.2,False,1.212,0
left,80,60,100,80,60,40,20,0,0.2,False,1.167,0
right,100,100,40,60,30,60,80,80,0.1,False,0.734,0
left,60,20,80,60,90,40,100,40,1.0,False,1.169,0
left,100,60,100,80,0,80,40,100,0.8,False,1.153,0
right,100,100,60,40,-30,80,100,100,0.2,False,5.175,0
left,100,100,80,40,30,60,80,20,0.2,False,1.216,0
right,40,20,40,40,-30,0,100,100,1.0,False,0.966,0
right,60,40,100,40,30,0,20,80,1.0,False,1.005,0
right,60,40,0,20,0,40,60,40,0.2,False,0.991,0
right,60,40,20,20,0,20,60,0,0.8,False,0.817,0
right,20,80,40,100,60,80,60,0,0.2,False,0.902,0
left,60,80,0,0,0,0,0,20,0.6,False,1.06,0
left,40,100,0,40,0,20,0,0,0.4,False,1.112,0
left,60,20,40,0,60,20,40,40,0.2,False,1.26,0
right,60,40,60,20,0,40,40,20,0.2,False,0.952,0
right,80,80,20,0,-60,80,100,100,0.6,False,5.124,0
left,40,20,80,100,30,20,100,40,0.4,False,1.173,0
right,60,60,100,100,60,100,20,40,0.8,False,0.76,0
left,80,80,40,60,-30,40,20,40,0.4,False,1.197,0
left,60,80,60,80,-60,20,60,100,0.2,False,1.12,0
right,20,40,100,0,30,100,20,40,0.2,False,0.736,0
left,100,40,80,100,-30,80,100,20,0.1,False,1.017,0
right,0,40,80,20,-90,40,0,60,1.0,False,0.774,0
left,0,40,40,80,60,100,0,100,0.4,False,1.161,0
right,20,40,100,20,-30,100,60,80,0.1,False,0.79,0
left,40,80,80,80,30,20,80,40,0.4,False,1.126,0
left,100,60,20,60,-60,80,100,60,0.6,False,1.011,0
right,0,60,60,0,60,40,0,60,0.2,False,0.768,0
right,100,60,20,0,-90,80,20,0,0.6,False,0.856,0
left,40,80,40,20,-60,0,40,0,0.4,False,1.036,0
left,0,100,40,80,90,100,0,60,1.0,False,1.176,0
right,40,100,80,100,60,80,60,40,0.4,False,0.851,0
right,0,100,60,60,-90,80,80,20,0.8,False,0.794,0
