feature_TimeofDay,feature_Direction,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,run_duration,algo_safety
-60,right,1.0,0,100,80,80,80,80,80,0,0.7493136069923294,24.9480893611908,0
-30,left,1.0,60,60,0,40,60,20,20,0,1.0657967167419669,22.480875730514526,0
-90,right,0.2,20,80,100,60,20,40,20,0,0.9265260035137118,26.82801032066345,0
-90,left,0.6,40,0,60,20,40,100,0,0,1.0253517922768554,22.157065391540527,0
-90,left,0.4,80,40,20,100,0,0,100,0,1.1010359489548895,22.40124011039734,0
-60,left,0.8,100,20,40,0,100,60,60,0,1.0556345618159082,22.50787353515625,0
-30,right,0.4,100,0,100,20,80,60,40,0,0.8036664231591202,27.077011346817017,0
-90,right,1.0,60,40,80,60,100,100,60,0,0.8779824897079804,26.88778614997864,0
60,right,0.1,0,60,60,0,20,0,40,0,0.9086234988169468,26.606422185897827,0
-90,left,0.1,20,60,0,80,40,60,80,0,2.843336385572759,62.369059324264526,0
0,right,0.8,0,100,40,20,60,40,100,0,0.7624262242568256,26.974189281463623,0
-60,right,0.1,40,20,20,40,0,40,0,0,0.9207200841215782,27.04023623466492,0
-60,right,0.2,80,0,80,100,40,0,20,0,0.8148485621656616,26.991734981536865,0
60,left,0.2,40,100,100,100,100,20,0,0,1.1039921759608662,21.84028911590576,0
30,left,0.6,60,80,40,60,0,80,40,0,1.181941759829643,21.925208568573,0
-30,left,0.8,100,80,20,100,20,100,80,0,1.0450571455074005,22.297022819519043,0
0,left,0.6,100,40,20,0,40,80,20,0,1.0660742565878816,22.642136096954346,0
90,right,0.6,80,80,60,40,80,20,60,0,0.792326388399449,26.29607319831848,0
60,left,0.2,60,20,20,60,80,60,100,0,1.107219011211451,22.114577770233154,0
60,right,0.4,100,80,0,80,60,0,0,0,0.7999432144027178,26.41163158416748,0
0,left,1.0,80,0,60,80,100,40,80,0,1.0709242723267804,22.684067964553837,0
90,left,1.0,20,20,0,20,20,80,100,0,1.171096095636587,22.2295036315918,0
-30,left,0.4,20,100,80,0,40,40,60,0,2.92136253832019,59.80865287780762,0
60,left,0.8,40,60,40,80,0,100,20,0,1.1591322588316126,21.87581729888916,0
90,left,0.8,60,40,100,60,60,0,80,0,1.1891198881630494,21.987024307250977,0
0,left,0.6,0,20,80,100,40,20,40,0,1.1347457551133402,22.777682542800903,0
-60,right,0.2,20,40,0,40,60,100,40,0,0.9312646504490216,27.12901473045349,0
-30,left,0.6,0,60,100,40,100,0,100,0,1.067801238702212,22.651062488555908,0
