feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,40,0,60,40,-90,0,60,80,0.8,False,1.333,0
right,40,0,20,20,-30,80,40,100,0.2,False,0.835,0
left,0,60,0,80,0,0,0,40,1.0,False,1.342,0
right,0,0,0,100,-60,20,0,40,0.6,False,0.999,0
right,40,60,0,40,-30,80,60,20,0.8,False,0.938,0
right,0,60,100,80,0,100,80,100,1.0,False,0.819,0
right,80,100,60,40,30,0,100,20,1.0,False,0.672,0
left,60,100,40,20,-30,40,80,60,0.1,False,1.511,0
right,60,80,40,0,-60,80,0,100,0.4,False,0.973,0
left,40,20,60,80,30,100,0,100,0.4,False,1.373,0
right,100,100,20,80,0,20,20,80,0.6,False,0.756,0
right,60,0,0,20,0,20,0,40,0.4,False,1.378,0
right,80,100,60,40,30,0,100,20,1.0,False,0.786,0
right,80,100,80,40,90,20,100,40,0.8,False,0.85,0
right,100,80,60,40,30,20,100,40,1.0,False,0.738,0
left,100,100,60,40,30,0,80,40,0.8,False,0.92,0
left,100,80,0,20,30,0,100,20,0.6,False,1.407,0
right,80,80,60,80,30,0,80,20,0.8,False,0.99,0
right,100,100,20,60,0,0,100,40,1.0,False,1.811,0
right,40,100,80,40,0,0,80,0,1.0,False,1.204,0
right,80,20,60,20,30,0,80,0,0.6,False,0.979,0
left,100,100,100,40,-90,20,80,0,1.0,False,1.374,0
left,0,80,100,40,30,0,100,40,1.0,False,1.17,0
right,100,80,60,20,-90,20,100,0,0.1,False,1.755,0
right,100,80,60,40,30,20,100,40,1.0,False,0.796,0
left,100,100,100,20,-30,40,100,20,1.0,False,1.415,0
right,20,80,40,60,30,0,80,20,1.0,False,1.846,0
left,100,100,80,60,-90,20,60,0,1.0,False,1.474,0
left,80,80,60,60,30,0,100,40,0.8,False,0.919,0
left,0,0,40,60,0,0,40,40,0.8,False,1.458,0
left,80,60,100,40,0,0,100,40,0.2,False,1.467,0
left,80,0,80,0,30,20,80,0,0.2,False,1.359,0
left,20,80,20,40,90,20,20,60,1.0,False,1.488,0
left,80,100,80,40,60,0,80,20,0.8,False,1.355,0
right,20,80,80,40,30,0,100,100,1.0,False,0.789,0
right,80,100,80,40,0,0,80,0,1.0,False,1.762,0
right,20,80,80,40,30,0,100,100,1.0,False,0.64,0
left,80,60,100,20,90,0,100,40,0.2,False,1.357,0
right,20,80,100,40,60,0,20,60,0.2,False,1.716,0
right,0,80,40,80,0,80,80,40,1.0,False,0.906,0
left,80,40,100,20,0,20,100,40,0.2,False,1.425,0
left,40,40,80,40,30,0,100,80,1.0,False,1.064,0
left,100,100,100,20,-30,20,80,0,1.0,False,2.315,0
right,0,100,40,60,90,0,20,60,1.0,False,0.98,0
right,20,100,40,0,90,20,20,60,1.0,False,0.837,0
left,20,0,20,60,30,0,40,60,0.6,False,1.469,0
left,40,100,40,60,0,0,20,20,1.0,False,1.524,0
left,60,80,80,20,60,0,100,20,0.1,False,1.435,0
right,20,80,80,40,30,0,100,100,1.0,False,0.634,0
right,0,20,80,60,30,20,40,40,0.6,False,1.256,0
right,0,100,20,60,90,20,80,40,1.0,False,2.302,0
right,100,40,100,20,90,0,100,60,0.2,False,0.801,0
left,80,100,100,0,60,0,40,40,0.1,False,1.388,0
right,100,60,80,20,30,100,60,20,0.8,False,2.132,0
left,0,80,60,100,-30,80,60,40,1.0,False,0.886,0
right,20,100,20,0,90,20,20,60,0.8,False,1.796,0
left,80,60,60,0,30,0,40,40,0.2,False,1.313,0
right,20,100,20,60,60,0,20,20,1.0,False,0.894,0
right,60,100,40,80,-30,0,0,20,0.8,False,0.905,0
left,0,100,60,60,30,80,80,20,0.4,False,0.966,0
right,20,80,80,40,30,0,100,100,1.0,False,0.632,0
right,0,80,80,20,30,100,40,40,0.8,False,1.571,0
right,0,80,80,60,0,60,80,0,0.2,False,0.704,0
right,60,100,80,20,-60,0,0,40,0.6,False,0.868,0
right,100,60,60,20,60,0,80,40,0.2,False,0.829,0
left,0,100,80,100,30,80,60,0,0.6,False,1.056,0
right,100,60,80,20,30,100,80,20,0.8,False,1.861,0
right,100,100,20,80,90,0,0,20,0.8,False,1.996,0
right,40,100,20,0,90,40,0,60,0.6,False,1.077,0
left,60,80,80,20,90,0,20,40,0.2,False,1.358,0
left,80,60,40,60,60,0,40,60,0.1,False,1.354,0
right,0,100,80,40,30,0,100,100,0.8,False,0.636,0
right,80,100,60,40,30,0,100,20,1.0,False,1.99,0
left,60,100,20,40,-30,40,80,60,0.1,False,1.463,0
right,40,60,20,40,-30,80,40,40,0.8,False,0.76,0
right,20,80,80,40,30,0,100,100,1.0,False,0.578,0
right,0,0,0,60,-60,40,20,20,0.6,False,0.979,0
right,40,20,20,40,-30,80,40,100,0.4,False,0.852,0
right,20,100,20,80,0,20,0,100,0.6,False,1.563,0
left,20,60,0,40,-60,80,60,20,0.8,False,0.849,0
right,40,60,0,40,-30,80,40,20,0.1,False,0.941,0
right,100,0,20,0,-30,80,40,100,0.2,False,0.947,0
left,40,20,60,40,-90,20,60,80,0.8,False,1.57,0
left,40,0,60,60,-90,20,60,80,0.8,False,1.575,0
right,20,80,80,40,30,0,100,100,1.0,False,0.556,0
right,20,80,80,80,30,20,100,100,1.0,False,2.555,0
right,20,60,80,40,30,0,100,100,1.0,False,0.637,0
right,0,20,80,60,60,0,100,100,1.0,False,2.006,0
right,40,60,80,20,30,0,100,100,1.0,False,0.747,0
right,40,80,100,60,60,0,100,100,0.8,False,1.639,0
right,40,60,100,40,60,20,100,100,0.8,False,0.809,0
right,0,100,60,20,-90,0,100,80,0.1,False,0.711,0
right,0,100,60,20,0,20,100,80,1.0,False,0.76,0
left,20,60,100,40,30,20,20,100,1.0,False,1.059,0
right,20,60,80,20,30,0,100,100,1.0,False,1.705,0
right,100,80,0,40,30,0,100,100,0.8,False,0.691,0
right,20,80,80,40,30,0,100,100,1.0,False,0.569,0
right,20,100,40,40,-60,0,100,100,0.8,False,0.958,0
right,0,100,60,20,0,0,100,60,0.8,False,1.557,0
right,0,80,20,20,-30,20,0,80,1.0,False,1.107,0
left,20,60,100,60,60,40,20,100,1.0,False,1.351,0
left,20,60,80,40,-30,0,100,100,1.0,False,1.427,0
right,100,100,0,40,60,0,100,100,0.6,False,1.679,0
right,60,60,80,20,-90,0,20,100,0.8,False,0.741,0
left,0,0,40,40,-30,20,100,80,1.0,False,1.382,0
right,100,80,0,40,0,0,80,100,0.4,False,0.853,0
left,100,60,0,40,-30,20,40,100,0.6,False,1.01,0
left,20,60,100,60,60,0,20,80,1.0,False,1.365,0
right,20,80,80,40,30,0,100,100,1.0,False,0.62,0
left,40,80,40,20,30,0,80,80,1.0,False,0.904,0
right,100,100,20,20,-60,0,0,100,1.0,False,0.838,0
left,20,40,20,0,-30,40,80,80,1.0,False,1.716,0
right,0,100,20,60,-30,0,80,100,0.8,False,0.82,0
right,40,60,100,20,90,20,100,80,1.0,False,1.445,0
left,0,100,40,80,-60,20,0,40,0.8,False,1.398,0
right,20,100,80,40,0,0,100,80,0.8,False,1.652,0
left,100,100,0,40,90,0,100,100,0.6,False,1.403,0
right,20,80,40,0,-30,0,100,100,0.8,False,0.839,0
right,0,100,20,80,-30,80,0,80,1.0,False,0.976,0
left,100,60,20,20,-30,20,40,100,0.6,False,1.058,0
right,20,80,80,40,30,0,100,100,1.0,False,0.787,0
right,40,100,80,20,0,0,100,100,1.0,False,0.866,0
left,80,80,40,0,-60,0,20,80,0.6,False,1.56,0
right,0,80,20,80,-60,0,0,60,0.6,False,0.853,0
left,20,20,20,0,-30,40,80,60,1.0,False,1.422,0
right,20,40,100,40,-30,0,100,80,0.8,False,1.139,0
right,60,20,100,40,90,20,100,60,1.0,False,2.162,0
right,20,40,100,20,90,0,80,100,1.0,False,1.439,0
left,60,60,40,40,-30,0,40,100,0.8,False,1.48,0
right,100,80,40,0,-90,0,80,100,0.8,False,0.874,0
left,100,60,0,0,60,40,40,100,0.2,False,1.398,0
right,0,80,80,40,30,20,100,80,1.0,False,0.681,0
right,0,80,80,40,30,20,100,80,1.0,False,0.575,0
right,0,100,60,20,60,40,100,100,1.0,False,0.784,0
right,0,80,40,100,-90,40,0,60,0.8,False,1.04,0
right,0,100,20,20,60,20,80,100,1.0,False,1.628,0
left,100,60,0,0,60,20,60,80,0.1,False,1.453,0
right,40,100,80,40,0,0,0,100,1.0,False,1.899,0
right,60,0,80,40,90,100,60,80,1.0,False,1.43,0
left,0,80,100,60,30,40,80,80,0.8,False,1.177,0
right,40,60,60,40,90,80,40,100,1.0,False,1.033,0
right,100,80,20,0,-90,0,40,20,0.6,False,1.778,0
right,100,40,0,0,90,20,20,100,0.4,False,1.621,0
right,20,80,20,40,-30,80,100,80,1.0,False,0.84,0
right,80,100,60,40,30,0,100,20,1.0,False,1.867,0
right,20,100,80,40,30,0,100,100,0.1,False,0.65,0
right,20,80,80,20,0,20,100,0,1.0,False,0.835,0
right,40,60,20,40,-30,80,40,40,0.1,False,1.578,0
right,80,100,60,40,30,20,100,20,1.0,False,2.3,0
right,60,40,0,40,-30,80,60,40,0.1,False,0.922,0
right,40,60,20,40,-30,40,100,40,0.8,False,0.805,0
right,80,100,80,40,60,0,60,20,0.1,False,0.782,0
right,40,60,0,40,-90,80,100,20,0.8,False,1.417,0
right,20,100,20,80,0,0,0,100,0.6,False,0.829,0
right,20,60,80,40,60,0,100,80,1.0,False,1.825,0
right,80,0,20,0,-30,80,20,100,0.2,False,0.753,0
right,20,100,80,40,30,0,100,100,0.1,False,0.625,0
right,80,80,80,40,30,20,100,100,0.2,False,0.736,0
right,20,100,0,0,30,0,60,100,0.1,False,0.716,0
left,20,0,100,0,0,20,100,100,0.1,False,1.406,0
right,40,80,80,20,60,20,100,100,0.1,False,1.82,0
right,20,100,60,20,60,0,80,100,0.1,False,1.638,0
right,40,20,80,60,-30,0,80,100,0.1,False,0.718,0
right,0,100,80,40,0,0,100,80,0.8,False,1.548,0
right,40,100,60,40,60,0,80,40,0.1,False,1.757,0
right,0,80,40,40,0,0,100,100,0.8,False,0.912,0
left,100,80,80,40,30,0,100,0,0.2,False,0.904,0
left,20,100,80,40,0,60,100,100,0.1,False,1.373,0
right,20,100,80,40,30,0,100,100,0.1,False,0.809,0
right,40,0,60,40,0,100,100,100,0.2,False,0.697,0
right,0,100,40,20,0,0,100,100,0.6,False,1.776,0
left,0,40,20,60,-30,80,100,80,1.0,False,1.422,0
left,20,0,80,0,-30,20,100,100,0.6,False,1.396,0
right,20,100,80,60,90,0,100,100,0.1,False,0.923,0
right,40,80,80,0,60,0,80,100,0.2,False,1.688,0
left,40,20,100,60,-30,20,80,100,0.1,False,1.691,0
right,0,80,80,60,0,0,100,60,0.6,False,0.882,0
left,100,100,80,20,0,0,80,80,0.8,False,1.357,0
left,20,100,80,20,-30,60,80,100,0.1,False,1.384,0
right,20,80,100,100,-60,20,100,80,0.6,False,0.869,0
right,40,0,60,40,0,100,100,100,0.2,False,0.76,0
right,40,60,0,100,60,20,100,100,0.2,False,1.699,0
left,100,80,100,0,30,0,80,100,1.0,False,0.984,0
left,20,100,80,20,0,40,60,100,0.4,False,0.896,0
