feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,100,80,60,0,30,0,0,100,0.6,False,2.011,0
left,100,100,20,20,-60,20,40,60,0.4,False,1.377,0
right,0,20,40,40,-90,80,20,40,0.6,False,0.812,0
right,20,0,100,100,0,80,40,0,0.8,False,2.047,0
left,40,0,100,20,-60,60,20,60,0.6,False,1.353,0
right,80,100,100,60,-30,100,0,20,0.1,False,1.142,0
left,20,80,20,20,90,60,0,80,0.1,False,1.342,0
right,20,0,80,80,-90,80,80,0,0.4,False,0.879,0
right,60,40,0,40,0,20,80,60,1.0,False,1.886,0
left,80,80,60,80,-90,40,60,40,0.1,False,1.558,0
left,60,20,40,100,-90,20,40,80,0.2,False,1.547,0
right,0,100,80,60,30,100,100,20,1.0,False,1.332,0
right,100,20,0,20,0,40,100,100,0.1,False,1.625,0
left,20,0,20,100,90,20,60,80,0.4,False,1.349,0
right,20,60,20,20,-30,0,60,40,0.1,False,0.834,0
right,40,20,60,100,60,20,80,80,0.2,False,2.046,0
left,80,60,60,0,30,100,20,0,0.1,False,1.433,0
left,0,60,20,60,-60,0,80,40,1.0,False,1.4,0
left,0,100,100,20,-30,80,100,60,0.6,False,1.414,0
left,100,100,60,40,60,40,80,100,1.0,False,1.449,0
right,0,0,100,60,-60,0,0,60,0.1,False,1.179,0
right,80,60,20,80,90,20,20,80,0.8,False,1.471,0
right,60,0,40,40,30,40,100,40,1.0,False,1.785,0
right,60,60,60,0,-60,80,20,0,0.8,False,0.848,0
right,100,100,40,0,90,100,40,100,1.0,False,0.858,0
left,40,80,20,0,-90,60,100,80,0.6,False,1.55,0
left,100,20,60,100,-30,80,60,60,0.4,False,1.467,0
right,80,80,100,60,60,60,80,60,0.8,False,0.767,0
right,40,40,0,60,30,0,40,40,0.4,False,1.491,0
left,0,80,40,0,-90,60,80,20,0.6,False,1.417,0
left,60,60,80,80,-30,100,40,20,0.8,False,0.803,0
left,0,0,100,100,-30,80,40,0,0.2,False,1.38,0
right,80,60,20,100,-60,80,60,60,0.4,False,0.989,0
left,80,0,0,0,-90,0,100,80,0.4,False,1.547,0
left,40,20,40,40,30,60,60,0,0.4,False,1.374,0
right,100,80,0,0,30,60,0,60,1.0,False,1.812,0
left,60,40,60,100,-90,40,100,100,0.2,False,1.381,0
left,0,0,80,0,-30,20,80,0,0.8,False,1.534,0
left,80,80,100,80,60,80,20,0,0.8,False,1.339,0
right,40,40,80,40,60,100,100,40,0.8,False,1.289,0
left,100,60,80,40,-60,100,40,0,1.0,False,1.337,0
right,100,100,60,60,60,40,20,40,0.6,False,1.82,0
right,80,0,40,0,-60,40,40,100,0.2,False,0.914,0
left,80,60,0,20,-90,60,0,100,0.8,False,0.836,0
left,100,40,40,80,-60,100,100,80,0.2,False,1.846,0
right,40,40,100,20,-60,40,0,40,0.1,False,0.9,0
left,60,80,60,100,90,20,20,100,0.2,False,1.732,0
left,100,0,100,60,30,100,0,60,1.0,False,1.373,0
right,60,60,60,60,90,100,0,20,1.0,False,1.946,0
right,60,40,0,40,90,20,60,0,1.0,False,2.077,0
right,40,40,80,80,60,0,100,100,0.8,False,1.128,0
right,40,100,100,0,-60,0,40,80,1.0,False,0.964,0
right,20,100,80,100,90,40,40,20,0.1,False,0.823,0
right,100,100,40,80,-90,100,100,20,0.4,False,1.13,0
right,60,20,60,60,60,20,0,80,0.4,False,0.976,0
left,80,60,40,100,30,40,0,0,0.6,False,1.349,0
left,20,20,0,40,-30,60,40,40,0.8,False,1.134,0
left,80,40,60,80,-30,100,0,100,0.4,False,0.742,0
left,100,40,20,60,-60,20,0,20,0.1,False,1.392,0
left,60,20,20,100,-90,40,80,20,0.2,False,1.374,0
right,20,20,0,0,60,40,20,40,0.4,False,0.808,0
left,80,60,0,80,60,100,0,20,0.8,False,1.342,0
right,20,40,40,60,-30,20,60,80,0.1,False,1.84,0
right,100,40,40,0,0,40,60,20,0.2,False,2.02,0
left,20,20,20,20,0,100,60,80,0.8,False,1.398,0
left,40,60,80,40,30,0,40,40,0.6,False,1.109,0
right,100,60,20,20,-30,0,20,0,0.2,False,2.283,0
left,80,0,60,40,90,100,20,40,1.0,False,1.36,0
right,20,0,80,100,-60,40,60,20,0.8,False,1.471,0
right,40,40,20,0,0,60,40,60,0.1,False,0.758,0
right,0,20,0,0,60,100,40,100,0.2,False,1.83,0
right,60,40,40,40,60,80,100,100,0.1,False,0.778,0
right,0,0,80,60,-60,80,0,80,0.2,False,0.944,0
left,80,80,60,40,0,80,40,80,0.4,False,1.33,0
left,20,80,40,20,30,80,40,60,1.0,False,1.387,0
left,100,80,20,20,60,80,80,60,1.0,False,1.428,0
left,20,20,80,0,60,40,80,100,0.2,False,1.35,0
left,80,0,40,80,30,0,20,80,0.6,False,1.331,0
right,40,20,20,20,90,80,60,40,0.4,False,1.533,0
left,40,60,80,0,90,80,100,60,0.6,False,1.519,0
right,0,60,60,60,-90,60,100,100,0.4,False,0.79,0
right,80,0,100,100,-30,40,60,40,0.1,False,0.753,0
right,0,40,40,60,0,100,20,20,0.8,False,0.83,0
left,40,20,0,60,30,40,100,20,0.6,False,1.348,0
left,60,20,100,20,30,40,0,100,0.4,False,0.983,0
left,60,20,100,20,-90,0,0,40,0.6,False,1.386,0
right,40,60,40,40,90,60,20,0,1.0,False,1.795,0
right,20,80,40,0,-60,0,80,60,0.1,False,0.764,0
left,60,0,0,80,-30,0,80,20,0.1,False,1.409,0
right,100,100,40,80,-90,20,20,100,0.1,False,0.957,0
left,0,20,60,40,-30,100,100,20,0.2,False,1.415,0
right,20,80,40,60,-90,40,20,100,0.8,False,1.624,0
right,40,100,80,40,-30,0,20,60,0.6,False,0.739,0
left,80,100,60,20,30,20,0,100,0.2,False,0.993,0
left,40,80,100,20,30,0,20,80,1.0,False,1.092,0
right,60,20,100,40,60,20,60,0,0.2,False,1.776,0
left,60,40,20,40,0,20,80,20,0.6,False,1.422,0
right,100,80,20,0,30,20,60,0,0.6,False,0.743,0
left,80,0,0,80,60,60,80,40,0.2,False,1.385,0
right,60,40,60,40,-30,0,100,0,1.0,False,1.501,0
left,40,100,80,100,0,80,80,80,0.2,False,1.383,0
left,100,100,0,80,-90,100,20,60,1.0,False,0.498,1
right,20,100,100,100,60,40,100,80,0.2,False,1.695,0
left,60,20,0,0,-30,80,40,80,0.1,False,1.088,0
right,80,40,80,100,-90,60,20,0,0.8,False,1.776,0
right,40,100,80,100,30,20,80,40,0.4,False,0.599,0
right,100,80,40,40,-60,80,20,0,0.4,False,1.922,0
left,20,0,0,100,90,40,40,60,0.2,False,1.449,0
right,0,40,100,100,-60,60,80,0,1.0,False,0.867,0
right,60,60,60,20,-30,0,20,20,0.8,False,3.166,0
left,100,100,100,100,-60,0,40,80,0.8,False,1.531,0
right,20,20,60,60,-90,60,0,100,0.2,False,0.775,0
right,100,100,80,60,-30,60,0,40,0.4,False,0.864,0
left,40,0,20,60,30,0,100,40,0.6,False,1.434,0
left,20,80,60,20,90,100,80,60,1.0,False,1.533,0
left,80,80,80,60,-90,80,0,100,0.8,False,0.845,0
right,0,40,80,0,-30,80,100,40,0.1,False,0.876,0
left,100,80,20,60,30,60,80,0,0.8,False,1.454,0
right,20,60,100,0,60,100,80,0,0.2,False,1.843,0
left,40,40,60,0,-90,100,100,100,0.8,False,2.034,0
right,0,0,20,60,90,80,80,40,0.2,False,1.497,0
left,40,20,80,80,-60,20,0,80,0.6,False,0.976,0
right,0,60,100,40,0,60,40,20,1.0,False,1.632,0
right,20,20,0,80,-60,20,100,60,1.0,False,0.715,0
left,80,80,100,80,30,60,0,0,1.0,False,1.146,0
right,40,0,0,80,30,40,20,60,0.1,False,1.656,0
left,80,40,40,0,-60,0,40,60,0.6,False,1.567,0
left,80,80,0,60,0,0,20,100,0.1,False,1.713,0
right,60,60,0,40,-90,60,0,20,0.1,False,1.379,0
left,0,60,80,80,60,20,20,0,0.6,False,1.394,0
left,100,0,40,80,60,100,80,80,0.2,False,1.448,0
left,100,60,80,40,-90,60,60,80,0.1,False,1.005,0
right,0,100,20,100,0,20,20,80,0.6,False,0.953,0
right,60,20,100,100,-90,60,20,60,0.1,False,1.792,0
