feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,100,100,40,20,60,0,60,0,1.0,False,1.3589223732668745,0
left,60,20,100,40,-90,0,40,0,0.4,False,1.4091639975033734,0
right,40,60,20,20,30,60,80,100,0.2,False,1.7283094806564558,0
left,20,0,80,60,30,100,20,60,0.8,False,1.3100472778103402,0
left,20,60,100,40,0,40,100,0,0.6,False,1.3152689334697552,0
right,100,80,20,0,0,40,80,40,1.0,False,0.8022998554034728,0
right,100,40,60,40,-60,60,60,0,0.2,False,0.7075070359836297,0
right,80,40,80,40,60,40,0,100,0.6,False,1.963839408226575,0
right,0,80,100,100,-90,80,100,60,0.4,False,1.1431153858340446,0
left,80,40,20,100,-60,80,40,100,1.0,False,0.968564315935096,0
left,100,0,100,100,-90,40,60,0,0.8,False,1.3756234095646656,0
right,100,20,0,40,-30,100,60,20,0.2,False,1.0001872167387664,0
left,80,40,80,80,-30,20,40,60,0.4,False,1.4528661650802854,0
right,0,60,0,20,90,20,100,100,1.0,False,1.6660258792160685,0
right,80,40,0,60,-90,40,80,0,0.6,False,0.8525400626909457,0
right,100,100,100,40,30,60,100,40,0.1,False,1.7976855441205812,0
left,60,0,80,80,-30,80,20,100,0.1,False,1.6961331615012376,0
right,100,40,100,60,-90,20,0,0,0.4,False,0.7720438355555108,0
right,0,0,20,80,-60,60,60,40,1.0,False,0.8351205888363876,0
right,80,100,100,20,0,100,0,60,0.8,False,2.187217132399108,0
right,40,0,100,40,-60,60,60,20,0.4,False,1.0999061426886008,0
left,100,40,80,100,-30,0,60,40,0.2,False,1.398784334664172,0
left,60,0,100,20,60,100,80,0,0.1,False,1.375849725863768,0
right,20,20,80,20,-90,80,20,80,0.2,False,0.9512420298111912,0
left,40,20,80,0,-30,20,20,80,0.4,False,1.446506281518665,0
left,0,100,0,20,-90,40,20,80,0.4,False,0.9661910295536544,0
left,20,40,0,20,60,60,80,0,1.0,False,1.4557412401413232,0
left,60,60,40,80,30,0,60,80,0.2,False,1.4362958706459403,0
left,100,100,80,40,0,100,0,0,0.6,False,1.105539690852953,0
right,60,100,0,60,60,60,0,0,0.4,False,1.97805084510708,0
left,0,20,40,80,60,80,80,100,0.4,False,1.4312414318651303,0
right,80,80,40,60,30,80,60,0,1.0,False,2.152799865737653,0
left,100,100,80,100,90,20,60,60,0.2,False,1.3364083733932872,0
right,40,60,60,60,60,0,40,60,0.4,False,1.0216430837228363,0
right,40,20,100,60,-90,0,0,0,0.6,False,0.7583358177693045,0
left,100,100,40,20,30,0,80,80,0.8,False,1.3964019266900554,0
right,100,0,60,40,90,100,60,100,0.1,False,1.9576126555006288,0
right,80,40,40,0,30,80,20,20,1.0,False,1.1090846206108649,0
right,20,0,40,80,-30,0,40,80,0.2,False,0.8060946414348834,0
right,80,80,80,100,60,80,0,80,1.0,False,2.1535245992371723,0
right,0,20,40,100,90,40,40,40,0.1,False,0.7460413347375482,0
left,20,80,100,60,-90,20,100,100,0.1,False,1.4654069592794186,0
left,100,80,20,60,0,60,40,20,0.4,False,1.2990839003982335,0
right,100,40,80,80,-90,0,20,20,0.8,False,2.218477316991599,0
left,100,0,40,60,60,60,60,80,0.6,False,1.4108672936627016,0
right,40,20,80,0,-30,60,0,40,1.0,False,0.8672293715441366,0
right,80,100,40,0,-60,60,80,0,0.1,False,0.8708594747999682,0
left,40,20,20,40,-30,40,0,0,0.6,False,1.3797408460180574,0
right,20,20,60,80,60,20,80,80,1.0,False,1.084847450901102,0
right,0,60,100,0,0,0,60,0,0.4,False,1.1100526976702592,0
right,80,60,100,100,0,40,0,60,0.1,False,2.0676016572932348,0
right,20,80,60,100,-30,0,60,0,0.2,False,1.5265193196927724,0
right,80,60,80,0,0,40,100,40,0.2,False,1.3946592784553675,0
right,20,0,80,100,-90,80,80,20,0.4,False,0.9634269865431084,0
right,100,100,20,20,-90,20,40,20,0.2,False,0.8777975846054987,0
left,100,0,20,100,0,60,80,80,0.6,False,1.4289416974742042,0
right,100,40,20,60,-90,60,60,100,0.4,False,0.8801002811249546,0
right,80,0,40,80,-90,40,60,60,0.1,False,0.645498803337183,0
left,40,40,0,100,90,0,80,80,0.8,False,1.332875303809027,0
right,60,80,80,100,-90,60,80,100,0.2,False,0.8586188842712065,0
right,80,60,80,20,-90,60,0,40,1.0,False,0.8627883471664681,0
left,80,100,20,0,-60,100,60,60,0.8,False,0.9015099426240852,0
left,40,40,40,60,0,40,100,80,0.1,False,1.542556319664413,0
right,0,40,0,80,60,60,40,40,1.0,False,0.896760282682139,0
left,40,0,80,100,-60,40,40,100,1.0,False,1.4621364137665722,0
right,20,80,100,0,-30,80,60,100,0.4,False,0.9180271064862624,0
left,100,100,100,100,30,0,100,100,0.6,False,1.091071099757151,0
right,0,40,40,20,-60,40,60,20,0.2,False,1.8904692743167928,0
left,20,0,40,0,30,80,100,80,0.1,False,1.6278548773146435,0
right,80,20,80,60,-60,20,20,100,0.8,False,0.7473918322991671,0
left,100,60,0,60,-30,100,100,20,0.6,False,1.3623250437940393,0
right,100,60,20,80,-60,40,60,20,0.4,False,0.9025049178914508,0
right,60,40,60,80,30,60,20,20,0.8,False,0.8103400582954884,0
left,40,0,100,60,90,40,80,0,1.0,False,1.3658640940906706,0
left,40,0,20,40,0,80,20,60,0.1,False,1.367663154111154,0
left,60,40,0,60,-90,60,80,40,0.2,False,0.949268698667768,0
right,0,40,20,0,-30,0,100,100,0.4,False,0.6892687834278011,0
left,20,0,40,60,60,20,100,60,0.6,False,1.3642869337777748,0
left,0,0,40,20,90,20,80,100,0.8,False,1.346762984186348,0
right,0,40,20,40,-90,0,20,60,1.0,False,0.8473895143195455,0
right,0,0,60,80,30,0,100,80,0.8,False,0.7978200494550065,0
left,100,20,40,60,-90,80,40,20,0.8,False,1.3719472279760945,0
right,20,100,100,0,30,40,0,80,0.8,False,1.2957031461408606,0
left,60,60,0,100,0,40,40,100,0.1,False,1.5223773806711929,0
right,0,40,20,100,60,100,0,80,1.0,False,2.3814272075944984,0
right,20,0,40,80,-30,100,20,100,0.6,False,0.748949784412365,0
right,100,20,20,0,60,60,0,40,0.2,False,1.8588097106890176,0
left,20,0,40,40,30,60,80,60,0.4,False,1.4742434548348575,0
left,100,20,40,40,90,0,100,40,0.4,False,1.3641272156362354,0
left,40,60,60,100,0,60,40,20,0.6,False,1.3679534394952948,0
right,40,80,40,0,60,60,0,60,0.8,False,2.104338914420788,0
left,80,40,40,0,-90,40,100,40,0.4,False,1.3994639627831698,0
right,80,100,60,20,60,60,40,60,0.1,False,0.8503085770169808,0
right,80,60,40,100,90,0,0,100,1.0,False,1.7976110606963032,0
right,40,80,100,100,-60,0,20,80,1.0,False,0.716252491300378,0
right,0,20,0,20,90,100,40,40,0.6,False,1.8579147716547244,0
left,80,20,100,60,-30,40,60,0,0.8,False,1.454133387833112,0
left,80,40,60,40,60,40,20,0,0.1,False,1.4160097290368203,0
left,60,80,60,80,-90,40,40,100,0.6,False,0.9779209643391206,0
left,80,40,100,60,-60,0,20,0,0.6,False,1.376794723600461,0
left,100,60,0,100,90,40,100,40,1.0,False,1.4352397609471312,0
left,80,80,40,40,90,20,100,100,1.0,False,1.3480286319295147,0
left,40,80,20,0,-60,20,20,60,0.1,False,0.9180070561181302,0
right,80,80,40,60,90,80,20,80,0.1,False,1.540315540887872,0
left,40,60,100,100,0,80,60,60,0.8,False,1.1225414558012532,0
left,20,40,100,0,0,60,100,80,0.4,False,1.4682197710980307,0
left,80,100,80,20,90,20,60,80,0.1,False,1.4288643068359868,0
left,80,20,40,20,-60,40,100,20,0.4,False,1.4513465577543014,0
right,0,40,20,100,30,40,20,100,0.4,False,0.6938999730941957,0
left,80,100,20,80,30,20,20,100,0.8,False,1.8973854916749704,0
right,80,0,0,0,-90,100,80,40,1.0,False,0.939864796586429,0
left,80,60,80,100,-90,60,100,80,0.4,False,1.4145731169010396,0
right,60,20,100,60,-30,60,0,100,0.1,False,1.0620074432635784,0
left,60,60,60,60,-60,40,80,20,0.4,False,1.5523119741726603,0
right,100,40,60,20,90,40,80,80,0.1,False,0.915523861500628,0
right,20,60,0,40,0,20,20,0,0.1,False,1.851747740862566,0
right,60,80,60,20,90,20,40,80,1.0,False,0.83584226212413,0
right,20,20,60,80,0,60,40,60,0.1,False,1.7712241473169834,0
left,60,80,60,20,-60,80,40,0,0.1,False,1.378080470582823,0
right,60,80,100,100,0,40,80,0,0.1,False,0.8501844538830837,0
right,20,40,100,40,90,60,40,0,0.6,False,1.982184783801081,0
left,80,80,20,40,30,40,0,60,0.8,False,1.3504109014696797,0
right,80,40,80,100,30,0,20,0,0.6,False,0.8988579337403872,0
right,40,80,40,20,-60,80,80,60,0.8,False,0.7707104600105261,0
left,0,0,20,100,-30,60,80,60,0.2,False,0.9389701335927324,0
left,40,80,40,20,0,80,100,40,0.8,False,1.59347581661184,0
right,80,80,80,60,60,80,40,60,0.1,False,1.443300285768929,0
right,40,100,0,60,30,40,100,100,1.0,False,0.8002088974122917,0
left,80,60,40,100,90,80,80,20,1.0,False,1.42666646219895,0
left,80,60,20,80,60,100,80,60,0.2,False,1.5325197852053387,0
left,0,80,100,0,-60,0,60,40,0.6,False,1.5402092229009436,0
left,60,100,20,60,30,80,60,100,1.0,False,1.4114859161189712,0
left,100,20,80,20,30,40,100,60,0.8,False,1.5319683926655197,0
right,40,20,60,80,-30,80,40,100,1.0,False,0.916995037303096,0
right,80,60,20,20,-30,80,40,20,0.4,False,1.0034124135296667,0
right,100,20,100,100,0,40,60,40,0.8,False,0.8882231709721587,0
right,40,0,80,100,30,60,60,40,0.2,False,1.126865487094376,0
right,0,40,100,0,-30,60,100,40,1.0,False,0.8526675179756144,0
right,20,20,80,40,30,100,40,20,0.1,False,2.367668171893534,0
left,20,0,100,80,-60,100,20,0,0.1,False,1.1642116711688342,0
right,40,100,60,0,60,20,0,80,0.2,False,1.8384703422052264,0
right,100,60,60,100,-60,40,40,40,1.0,False,1.5800607969157188,0
left,0,100,80,20,30,100,100,0,0.2,False,1.3656044246573569,0
right,20,0,60,60,-60,100,40,0,0.1,False,1.9746956228148185,0
right,80,80,0,40,-30,60,100,80,0.8,False,2.1047448440322096,0
right,20,80,60,40,-60,0,40,20,1.0,False,0.7863386924201597,0
right,100,40,100,20,-90,100,40,40,0.8,False,0.82208487054186,0
left,20,80,100,60,90,60,80,40,0.1,False,1.4404135039118595,0
right,100,0,20,20,0,40,20,0,0.4,False,2.096949059425997,0
right,20,60,40,40,-30,80,100,80,0.1,False,1.8424610349488568,0
right,100,40,100,20,-90,100,0,60,0.4,False,1.4093868798510647,0
left,60,100,80,100,90,40,100,0,1.0,False,1.4523584015379365,0
right,40,80,20,20,-60,60,20,60,1.0,False,0.9440055420961866,0
right,60,100,80,60,90,80,100,20,0.2,False,0.929414433622032,0
left,80,60,80,100,-30,0,80,0,0.1,False,1.4273646388017016,0
left,80,80,20,20,-30,80,60,0,1.0,False,1.3735330593749209,0
left,100,80,60,0,30,60,0,60,0.2,False,1.4316048214430783,0
right,60,80,0,80,0,100,40,100,0.1,False,0.8094894659468613,0
right,40,0,100,20,30,0,0,60,0.4,False,0.890932210725285,0
left,80,0,0,60,-90,40,60,20,0.2,False,1.3959916336949276,0
right,40,60,60,60,0,0,100,100,0.8,False,0.6794817456708785,0
left,100,40,0,20,30,60,80,20,1.0,False,1.411633520000562,0
left,0,0,40,60,60,100,80,60,0.8,False,1.4630141438299478,0
right,20,20,60,40,-60,40,20,100,0.1,False,1.636963486567114,0
left,100,60,80,0,-60,20,0,0,0.8,False,1.372958758867569,0
left,60,80,100,100,90,0,20,100,0.1,False,1.355311477519581,0
right,60,20,80,20,90,0,20,80,0.4,False,1.7728839667708691,0
left,100,80,40,80,30,100,40,20,0.4,False,1.337044614827026,0
left,100,80,20,60,-30,40,0,80,0.8,False,0.9422340896816016,0
left,100,100,60,80,0,0,40,100,1.0,False,1.934009251410958,0
right,80,40,100,60,0,20,40,60,0.2,False,0.7890307107006308,0
right,20,20,40,100,-60,60,0,80,0.6,False,0.8242712534786494,0
right,80,80,20,60,-60,40,20,40,1.0,False,0.7778153168537403,0
left,60,40,0,80,60,20,0,40,0.6,False,1.4432306922749107,0
left,0,20,80,100,60,80,20,60,0.2,False,1.348114523985062,0
right,40,0,20,20,60,0,100,60,0.2,False,1.7781408911023056,0
left,60,20,80,40,90,40,60,60,0.8,False,1.423034278107364,0
right,40,40,40,80,0,60,0,100,0.6,False,1.1258153525378078,0
right,20,40,40,60,-90,80,20,100,0.2,False,2.329975596923388,0
left,40,80,80,80,60,60,40,20,0.2,False,1.369752718982392,0
right,20,60,80,20,0,80,100,100,0.4,False,1.444996151656236,0
right,60,100,100,100,0,60,20,100,0.4,False,0.7749208410490068,0
left,20,100,80,60,-60,80,100,0,0.8,False,1.4067519417145469,0
left,0,100,0,0,0,20,100,20,0.1,False,1.3604061831359493,0
left,0,20,80,60,-30,0,80,100,1.0,False,1.7652241708294327,0
right,100,60,0,0,30,80,60,0,0.1,False,0.8305358884220854,0
right,80,40,0,80,90,100,100,60,0.2,False,1.825569822378939,0
left,0,80,20,20,-60,80,80,40,0.4,False,0.9494351678885852,0
right,60,0,40,60,0,80,20,100,0.2,False,2.3084503649653008,0
right,100,0,100,100,90,0,0,60,0.6,False,1.9490551204444075,0
right,80,60,0,100,-90,100,20,0,0.6,False,0.7461514121780801,0
right,100,40,80,0,30,0,20,20,1.0,False,0.6428229020098931,0
right,40,0,0,100,-30,80,80,100,0.1,False,1.5749461537911258,0
left,40,0,20,80,-60,100,60,0,0.4,False,1.3800139270846956,0
left,80,20,80,60,60,80,40,60,1.0,False,1.337942859008925,0
left,100,100,0,80,60,40,0,0,0.6,False,1.3428903004015105,0
left,0,40,80,80,30,60,40,0,1.0,False,1.3964562751748302,0
right,60,60,20,40,30,60,60,20,1.0,False,1.2038981724186348,0
right,0,80,40,20,60,0,0,40,0.2,False,0.9019566431126392,0
right,100,100,20,100,0,40,40,0,0.1,False,1.062182319631083,0
left,40,60,40,40,-90,20,0,20,0.6,False,0.9437252110409164,0
right,80,80,80,60,-90,0,0,40,0.8,False,1.5248314288069378,0
left,80,80,40,60,-90,40,60,60,0.1,False,1.1299711016786524,0
left,80,80,20,100,0,20,20,40,0.4,False,1.1179589040485225,0
right,60,20,0,20,0,40,60,40,0.6,False,1.826144325337044,0
left,40,40,20,100,60,60,80,80,0.2,False,1.501685197765371,0
right,0,20,40,0,0,40,80,60,0.4,False,0.7948739004571483,0
right,40,60,100,80,-60,40,40,80,1.0,False,1.788883116748679,0
left,60,40,20,60,-30,40,100,100,1.0,False,1.724818493348057,0
right,80,20,40,60,-30,60,40,0,0.8,False,0.8861320258856104,0
left,80,80,20,100,90,80,0,100,0.6,False,1.3661437810735344,0
left,60,40,100,0,90,60,100,60,0.2,False,1.3634768440979683,0
right,20,40,100,20,60,60,60,0,0.6,False,1.5425585952084706,0
right,80,60,80,80,90,100,60,80,0.1,False,2.6706723012837976,0
right,100,80,80,100,-90,0,20,100,1.0,False,1.6594302520130828,0
right,20,100,80,0,30,100,100,100,0.6,False,1.631335851406534,0
right,60,0,0,0,-30,20,80,100,0.8,False,0.744272736770541,0
left,60,40,60,60,90,100,80,100,0.8,False,0.947951333657262,0
left,40,0,60,0,-30,60,0,0,1.0,False,1.3688221365924893,0
left,40,40,40,60,90,20,80,60,0.4,False,1.360375976595097,0
right,0,60,100,100,0,40,0,40,0.1,False,0.8142285952563797,0
left,0,40,100,0,60,20,100,20,0.8,False,1.381480486574808,0
left,80,20,40,80,0,60,20,60,1.0,False,1.4530528622139764,0
left,20,100,100,60,0,0,100,80,0.2,False,1.5638823557062882,0
right,80,60,60,0,60,20,20,40,1.0,False,0.8073307876495383,0
left,80,0,80,20,-30,40,20,60,0.1,False,0.9200626238556282,0
right,100,60,80,100,-30,80,60,80,0.6,False,0.8963664359975713,0
left,40,40,60,80,-60,100,100,40,0.8,False,1.4701241074712614,0
left,100,20,40,0,-60,40,0,20,0.4,False,1.3719296981895108,0
left,80,60,60,80,-60,80,60,60,0.2,False,1.5198756882105515,0
right,100,80,100,100,-60,80,20,60,0.4,False,1.1381896260834197,0
left,20,40,60,80,-90,40,0,60,0.2,False,1.3976632609300177,0
left,60,80,80,100,0,60,100,60,0.6,False,1.4577213117956662,0
right,60,20,0,80,-90,20,40,0,0.4,False,0.7568273351659263,0
left,80,40,20,60,30,100,60,80,0.8,False,1.343648374623211,0
left,80,0,40,80,90,40,80,0,1.0,False,1.3890765466478745,0
right,80,20,60,0,60,100,20,40,0.1,False,1.1214055603676316,0
right,40,40,0,60,90,0,20,20,1.0,False,1.7656213759066175,0
right,100,80,100,60,-60,80,20,20,0.2,False,0.884259039509963,0
left,80,40,80,40,30,80,20,40,1.0,False,1.3759737788413944,0
right,40,80,40,80,60,0,20,60,0.1,False,1.8435077373999211,0
right,100,20,100,20,-60,20,100,40,0.2,False,1.5267566519804006,0
right,60,20,80,100,-30,100,60,60,0.6,False,0.8204716432645647,0
left,100,0,60,80,60,40,100,40,0.6,False,1.4716724621128694,0
right,40,80,0,100,-90,100,60,100,1.0,False,0.7671389132260168,0
right,0,80,60,20,0,20,60,40,0.4,False,0.6769505606910338,0
right,40,80,80,20,30,60,40,100,0.1,False,1.6881360578051372,0
left,0,100,60,0,-90,20,60,60,0.1,False,1.4237371044566456,0
right,20,100,20,100,-30,20,40,0,1.0,False,0.7480048509583833,0
right,40,0,40,100,60,20,0,60,1.0,False,1.7362835118113171,0
right,100,100,20,60,60,0,100,0,0.1,False,1.412376478260122,0
left,60,0,20,80,-60,80,100,60,0.1,False,1.513827272436428,0
left,100,40,0,60,60,20,60,0,0.2,False,1.4133156381878866,0
right,0,100,0,0,-30,40,40,20,0.6,False,0.8724748816930851,0
left,100,100,20,0,30,80,0,80,1.0,False,1.348686621593626,0
left,60,40,100,20,60,100,20,60,0.8,False,1.328635383221458,0
right,20,0,0,20,90,0,80,100,0.6,False,1.371313536534912,0
right,60,40,20,20,-30,100,0,20,0.8,False,1.5816391388283575,0
right,100,0,100,40,-60,80,80,80,0.2,False,0.9739532223449496,0
right,40,100,0,20,0,60,0,20,0.6,False,1.8070058975516607,0
left,80,0,40,40,-60,60,80,60,0.4,False,1.5371148588931922,0
left,60,0,0,80,-90,0,40,20,0.1,False,1.6214401874375275,0
left,60,80,40,100,60,80,60,60,1.0,False,1.5736047074449333,0
right,0,100,80,80,30,20,40,0,0.4,False,0.5951218222911704,0
left,80,20,20,80,-30,60,80,100,1.0,False,0.9338807450434372,0
left,40,100,60,100,90,20,0,20,0.1,False,1.371089373204662,0
right,0,60,80,80,-90,40,100,100,1.0,False,0.7373093822277198,0
left,0,0,100,20,60,0,20,60,0.4,False,1.3826345136850504,0
