feature_TimeofDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,feature_Direction,Visibility,RoadSurface,VehicleStability,probability,collision,min_ttc,run_duration,algo_safety
30,80,60,0,0,80,0.8,80,20,right,40,80,0,1e-05,0,2.0273591167693605,168.3871729373932,0
0,40,20,20,40,40,0.6,0,100,right,40,80,20,1e-05,0,0.7051353502319436,89.70278239250183,0
30,80,100,0,100,40,0.4,80,20,right,40,80,40,1e-05,0,1.720818564723906,168.25088357925415,0
90,20,40,40,60,40,0.6,100,0,right,40,80,60,1e-05,0,1.942852476806372,166.97258162498474,0
-30,60,20,100,40,40,0.8,20,80,left,40,80,80,1e-05,0,1.3871357581582964,82.23441886901855,0
60,20,100,40,20,40,0.8,40,60,right,40,80,100,1e-05,0,1.476129943760052,105.87331199645996,0
-90,40,40,0,60,60,0.6,0,100,right,40,100,0,1e-05,0,1.9667446791512757,162.43227124214172,0
0,40,60,60,100,100,0.6,100,0,left,40,100,20,1e-05,0,1.3319798349706289,82.21586894989014,0
-60,20,60,40,0,100,0.2,40,20,left,40,100,40,1e-05,0,1.7456412635984493,146.673357963562,0
-30,20,60,0,0,0,0.8,40,60,left,40,100,60,1e-05,0,0.9857025630391724,105.12782669067384,0
30,40,40,100,0,80,0.4,80,20,left,40,100,80,1e-05,0,1.4032913239770268,81.33083510398865,0
30,40,80,60,0,80,0.4,0,100,right,40,100,100,1e-05,0,1.805892220946739,168.6667673587799,0
30,60,20,0,0,0,0.8,40,60,left,60,0,0,1e-05,0,1.445611430347394,78.2925078868866,0
-90,40,40,80,60,40,0.6,40,60,right,60,0,20,1e-05,0,0.9029175292275964,116.35705733299255,0
0,60,80,0,100,0,0.6,0,100,left,60,0,40,1e-05,0,1.367561611003176,82.15766477584839,0
90,20,20,40,100,40,0.6,0,100,right,60,0,60,1e-05,0,1.8917659719116904,170.40615725517273,0
60,20,100,0,100,40,0.4,80,20,left,60,0,80,1e-05,0,1.3412798336882386,80.25640034675598,0
-90,60,80,0,0,100,0.2,40,60,right,60,0,100,1e-05,0,0.8685290583518266,95.48615837097168,0
-90,60,40,40,80,100,0.1,100,0,right,60,20,0,1e-05,0,0.8709484324320084,94.22230219841003,0
0,80,80,0,60,40,0.6,0,100,right,60,20,20,1e-05,0,1.996534540322772,163.93128490447998,0
-90,60,40,20,40,40,0.6,100,0,right,60,20,40,1e-05,0,1.963310282381673,171.06220984458923,0
90,40,60,0,0,100,0.2,80,20,right,60,20,60,1e-05,0,2.274409259744417,120.52612257003784,0
30,80,100,0,0,0,0.8,80,20,right,60,20,80,1e-05,0,2.225571331041728,119.12625455856325,0
60,60,20,20,0,100,0.2,40,60,left,60,20,100,1e-05,0,1.459221550554557,79.65289807319641,0
90,20,60,0,0,60,0.1,0,100,right,60,40,0,1e-05,0,0.6722318395644382,88.24309277534485,0
30,60,60,0,40,0,0.8,0,100,left,60,40,20,1e-05,0,1.3385116981055036,78.6107337474823,0
-60,40,80,20,100,40,0.6,100,0,right,60,40,40,1e-05,0,0.9460198562765848,102.15854597091676,0
0,20,100,0,0,80,0.4,40,60,left,60,40,60,1e-05,0,1.498782345009038,80.37644863128662,0
-90,80,40,20,60,40,0.6,20,80,left,60,40,80,1e-05,0,1.5576904036942416,78.01203513145447,0
-90,60,20,0,0,80,0.4,40,60,left,60,40,100,1e-05,0,1.102821929274041,104.88297057151794,0
0,40,100,20,60,40,0.6,40,60,right,60,60,0,1e-05,0,1.7694687446616226,107.58787894248962,0
-30,40,60,60,0,0,0.8,0,100,left,60,60,20,1e-05,0,1.3550734832923164,81.43668723106384,0
30,20,20,40,100,40,0.6,40,60,right,60,60,40,1e-05,0,0.6205458808476289,83.57614827156067,0
60,20,20,0,60,40,0.6,40,60,left,60,60,60,1e-05,0,1.4056879513049276,78.03905844688416,0
90,60,80,60,100,40,0.6,20,80,left,60,60,80,1e-05,0,1.4646793652124674,79.0417697429657,0
-90,40,80,0,0,0,0.8,40,60,right,60,60,100,1e-05,0,1.4671644257610883,168.43277978897095,0
-30,20,40,0,20,60,0.8,80,20,left,60,80,0,1e-05,0,1.3694421839582247,82.06161689758301,0
0,20,40,0,0,60,0.1,0,100,left,60,80,20,1e-05,0,1.538629277913707,79.5612120628357,0
-90,40,20,40,60,100,0.6,40,60,left,60,80,40,1e-05,0,1.4860260229484543,82.33731579780579,0
90,40,80,20,100,100,0.6,40,60,left,60,80,60,1e-05,0,1.4107920737054065,79.06739234924316,0
0,20,60,0,100,40,0.6,80,20,left,60,80,80,1e-05,0,1.3686115549410338,80.55819964408875,0
30,20,100,0,80,60,0.6,0,100,left,60,80,100,1e-05,0,1.4700944831460874,77.6958680152893,0
-90,80,100,0,0,100,0.1,0,100,left,60,100,0,1e-05,0,1.5184729295798445,81.96626138687134,0
30,20,80,60,40,60,0.6,20,80,left,60,100,20,1e-05,0,1.4426138624683993,78.30199074745178,0
-90,60,40,20,100,40,0.6,40,60,right,60,100,40,1e-05,0,1.0427126587682305,114.63293290138245,0
30,40,100,40,100,0,0.6,20,80,right,60,100,60,1e-05,0,0.6630224162535187,87.48654294013977,0
-90,40,20,100,0,0,0.8,80,20,right,60,100,80,1e-05,0,0.8031693739066182,99.29525446891785,0
-30,20,60,0,40,100,0.4,0,100,right,60,100,100,1e-05,0,0.7864914492361781,163.0862512588501,0
90,20,80,0,0,80,0.2,40,60,left,80,0,0,1e-05,0,1.471810051801364,76.98594236373901,0
60,40,20,0,0,40,0.8,40,60,right,80,0,20,1e-05,0,0.9108431906420854,158.1906099319458,0
-90,60,20,0,0,0,0.8,20,80,left,80,0,40,1e-05,0,1.448736387322782,81.69680857658386,0
60,80,60,0,80,40,0.6,0,100,left,80,0,60,1e-05,0,1.347782045903975,79.9301016330719,0
90,20,60,20,100,40,0.6,40,60,right,80,0,80,1e-05,0,1.3129471584047028,103.57445764541626,0
90,20,100,40,20,40,0.8,100,0,right,80,0,100,1e-05,0,0.8453039750781411,105.21355104446413,0
0,40,100,100,0,80,0.4,100,0,right,80,20,0,1e-05,0,1.733971751163354,170.30140566825867,0
-90,0,60,0,0,80,0.4,0,100,right,80,20,20,1e-05,0,0.7593975193340522,163.12265491485596,0
-90,40,100,40,60,100,0.6,40,60,right,80,20,40,1e-05,0,1.6202338219015242,162.87537598609924,0
-30,60,100,0,0,20,0.8,80,20,left,80,20,60,1e-05,0,1.3553415110307443,82.51766061782837,0
90,60,40,0,0,80,0.4,0,0,left,80,20,80,1e-05,0,2.157936524471743,79.83911919593811,0
-30,60,40,40,100,40,0.6,40,60,left,80,20,100,1e-05,0,0.9968709905714151,104.14686393737792,0
30,0,100,0,60,40,0.6,80,20,right,80,40,0,1e-05,0,0.8078771840901028,158.70099234580994,0
60,60,100,80,100,40,0.6,40,60,right,80,40,20,1e-05,0,1.821937143192944,167.81500148773193,0
-60,80,100,40,60,0,0.6,40,60,right,80,40,40,1e-05,0,0.6869341853650544,93.83913779258728,0
60,20,80,40,0,0,0.4,0,100,left,80,40,60,1e-05,0,1.3741412028467894,80.16252636909485,0
-90,20,100,40,80,40,0.6,60,40,right,80,40,80,1e-05,0,1.4635151342626065,171.70497059822085,0
-90,20,60,20,60,40,0.6,20,20,left,80,40,100,1e-05,0,1.441676615754527,80.91577100753784,0
90,80,80,0,40,40,0.8,0,100,right,80,60,0,1e-05,0,0.894269590026812,110.99182868003844,0
-90,20,100,40,0,80,0.4,100,0,left,80,60,20,1e-05,0,0.903020732421723,100.10756039619446,0
-30,60,20,100,0,80,0.4,60,40,right,80,60,40,1e-05,0,2.302829158060263,114.5239601135254,0
-90,40,80,20,100,40,0.2,0,100,left,80,60,60,1e-05,0,1.4153235365120425,82.87968134880066,0
90,20,20,20,0,60,0.6,100,0,right,80,60,80,1e-05,0,2.3173030552590865,112.8339490890503,0
-60,20,40,60,80,40,0.6,0,100,right,80,60,100,1e-05,0,1.034863144123732,113.19387531280518,0
0,60,80,0,60,0,0.6,40,60,left,80,80,0,1e-05,0,1.417982478490277,80.59424138069153,0
0,60,80,80,0,0,0.8,100,0,left,80,80,20,1e-05,0,0.9071324611647208,97.97331237792967,0
90,80,100,0,0,80,0.4,40,60,right,80,80,40,1e-05,0,0.920876564209678,106.16133856773376,0
0,60,60,40,0,0,0.8,40,60,right,80,80,60,1e-05,0,1.8908550912142,172.29111313819885,0
-90,20,20,20,0,100,0.4,40,60,right,80,80,80,1e-05,0,1.3929259230957742,189.5221989154816,0
-30,0,20,0,0,80,0.4,40,60,left,80,80,100,1e-05,0,1.4062884298235478,82.33937954902649,0
-60,80,60,0,20,40,0.8,0,100,right,80,100,0,1e-05,0,0.7534530832333994,163.52492880821228,0
-90,60,60,40,100,40,0.6,100,0,left,80,100,20,1e-05,0,0.7342553193448129,94.71770906448364,0
30,60,40,0,40,40,0.6,80,20,left,80,100,40,1e-05,0,1.3476204215302876,79.72829508781433,0
-30,40,80,20,40,60,0.8,0,100,left,80,100,60,1e-05,0,1.3888076858815517,81.90860843658447,0
90,40,40,0,100,100,0.1,80,20,right,80,100,80,1e-05,0,1.607033104047518,165.6112768650055,0
90,60,80,40,0,0,0.8,100,0,left,80,100,100,1e-05,0,1.3355287561660871,82.06361126899719,0
0,0,80,0,100,40,0.6,0,100,right,100,0,0,1e-05,0,0.7728919875808672,162.29291248321533,0
30,60,80,60,0,0,0.8,0,100,right,100,0,20,1e-05,0,2.620518633309705,168.32098603248596,0
30,80,100,40,0,80,0.4,40,60,right,100,0,40,1e-05,0,4.226526253201511,171.85951471328735,0
0,60,20,40,20,40,0.8,100,0,right,100,0,60,1e-05,0,1.7337001964298668,170.09310364723206,0
60,60,20,0,0,0,0.4,80,20,left,100,0,80,1e-05,0,1.3134957046325364,81.15800499916077,0
30,60,40,40,0,100,0.4,100,0,left,100,0,100,1e-05,0,1.3541980641813285,81.07231307029724,0
-30,20,20,20,100,0,0.6,40,60,right,100,20,0,1e-05,0,1.587894972359939,173.55332684516907,0
60,60,100,60,100,60,0.6,100,0,right,100,20,20,1e-05,0,0.8999523596911506,111.35538840293884,0
-60,40,40,100,100,40,0.6,80,20,left,100,20,40,1e-05,0,0.793451162110866,81.67809128761292,0
-60,40,40,100,0,100,0.6,20,80,left,100,20,60,1e-05,0,1.4771174871156336,82.3921766281128,0
-60,60,20,0,100,60,0.6,0,100,left,100,20,80,1e-05,0,1.4144001411837088,81.3424859046936,0
60,20,20,0,100,40,0.4,0,100,left,100,20,100,1e-05,0,1.3355818811755769,80.50095820426941,0
90,20,40,0,60,0,0.6,0,100,right,100,40,0,1e-05,0,0.8108189139526807,111.30335760116576,0
90,20,40,40,0,0,0.8,0,100,right,100,40,20,1e-05,0,0.8110395558056233,113.85617804527284,0
-60,0,100,0,20,40,0.8,80,20,left,100,40,40,1e-05,0,1.4181757919953426,81.92438626289368,0
30,40,20,60,100,40,0.6,100,0,left,100,40,60,1e-05,0,1.4361029679954689,81.6813097000122,0
90,40,80,20,40,40,0.6,40,60,left,100,40,80,1e-05,0,1.4387335449912602,78.83643770217896,0
90,40,60,20,40,0,0.6,40,60,right,100,40,100,1e-05,0,1.5172241971564917,168.0743260383606,0
30,40,60,60,100,40,0.6,0,100,left,100,60,0,1e-05,0,1.1347223795338994,84.04079127311707,0
30,60,20,0,100,60,0.6,0,100,right,100,60,20,1e-05,0,1.7940098553436594,165.91220450401306,0
-90,20,40,20,80,40,0.6,100,100,left,100,60,40,1e-05,0,1.4991506533304984,81.68457365036011,0
30,20,100,0,0,100,0.1,80,20,right,100,60,60,1e-05,0,1.2048649235353317,116.04379296302795,0
-90,60,40,0,0,80,0.8,80,20,right,100,60,80,1e-05,0,0.8152209556526687,96.95146679878236,0
30,60,80,0,0,40,0.8,0,100,right,100,60,100,1e-05,0,1.085817587891656,146.3746690750122,0
-90,40,100,0,100,0,0.6,100,0,left,100,80,0,1e-05,0,1.3681105724089,81.35305428504944,0
60,60,60,100,0,0,0.8,40,60,left,100,80,20,1e-05,0,1.4777095408881251,79.2280650138855,0
-60,0,20,0,60,40,0.6,0,100,left,100,80,40,1e-05,0,1.4139879931475432,85.77203297615051,0
-60,40,100,80,0,80,0.4,40,60,left,100,80,60,1e-05,0,1.3520476117642493,81.56831955909729,0
0,20,100,0,0,80,0.1,0,100,right,100,80,80,1e-05,0,1.167155169871414,169.75176858901978,0
0,20,20,0,60,0,0.6,0,100,left,100,80,100,1e-05,0,1.4909348830808098,81.76614832878113,0
-30,0,60,0,60,40,0.6,80,20,right,100,100,0,1e-05,0,0.8080515709051149,91.58121585845949,0
0,80,20,0,0,0,0.0,0,100,right,100,100,20,1e-05,0,0.9055074959591676,93.87946844100952,0
-30,40,20,60,0,80,0.4,100,0,left,100,100,40,1e-05,0,0.7955156851877339,98.26738262176514,0
-90,80,100,0,0,0,0.8,80,20,left,100,100,60,1e-05,0,0.8846812401320719,103.06804037094116,0
30,40,40,80,40,40,0.8,40,60,right,100,100,80,1e-05,0,0.9157589229417846,93.26604557037354,0
-60,60,20,20,100,0,0.6,100,0,right,100,100,100,1e-05,0,1.9649349154555675,170.0100164413452,0
