feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
right,80,0,40,0,-60,40,40,100,0.2,False,0.829,0
left,80,60,0,20,-90,60,0,100,0.8,False,1.051,0
left,100,40,40,80,-60,100,100,80,0.2,False,3.359,0
right,40,40,100,20,-60,40,0,40,0.1,False,0.863,0
left,60,80,60,100,90,20,20,100,0.2,False,1.239,0
left,100,0,100,60,30,100,0,60,1.0,False,1.187,0
right,60,60,60,60,90,100,0,20,1.0,False,0.783,0
right,60,40,0,40,90,20,60,0,1.0,False,0.87,0
right,40,40,80,80,60,0,100,100,0.8,False,0.896,0
right,40,100,100,0,-60,0,40,80,1.0,False,0.777,0
right,20,100,80,100,90,40,40,20,0.1,False,0.909,0
right,100,100,40,80,-90,100,100,20,0.4,False,0.877,0
right,60,20,60,60,60,20,0,80,0.4,False,0.932,0
left,80,60,40,100,30,40,0,0,0.6,False,1.147,0
left,20,20,0,40,-30,60,40,40,0.8,False,1.068,0
left,80,40,60,80,-30,100,0,100,0.4,False,3.037,0
left,100,40,20,60,-60,20,0,20,0.1,False,1.045,0
left,60,20,20,100,-90,40,80,20,0.2,False,0.89,0
right,20,20,0,0,60,40,20,40,0.4,False,0.777,0
left,80,60,0,80,60,100,0,20,0.8,False,1.202,0
right,20,40,40,60,-30,20,60,80,0.1,False,0.842,0
right,100,40,40,0,0,40,60,20,0.2,False,0.792,0
left,20,20,20,20,0,100,60,80,0.8,False,1.132,0
left,40,60,80,40,30,0,40,40,0.6,False,1.027,0
right,100,60,20,20,-30,0,20,0,0.2,False,0.785,0
left,80,0,60,40,90,100,20,40,1.0,False,1.189,0
right,20,0,80,100,-60,40,60,20,0.8,False,0.909,0
right,40,40,20,0,0,60,40,60,0.1,False,0.813,0
right,0,20,0,0,60,100,40,100,0.2,False,0.849,0
right,60,40,40,40,60,80,100,100,0.1,False,0.756,0
right,0,0,80,60,-60,80,0,80,0.2,False,0.801,0
left,80,80,60,40,0,80,40,80,0.4,False,1.04,0
left,20,80,40,20,30,80,40,60,1.0,False,1.108,0
left,100,80,20,20,60,80,80,60,1.0,False,1.172,0
left,20,20,80,0,60,40,80,100,0.2,False,1.089,0
left,80,0,40,80,30,0,20,80,0.6,False,1.077,0
right,40,20,20,20,90,80,60,40,0.4,False,0.928,0
left,40,60,80,0,90,80,100,60,0.6,False,1.082,0
right,0,60,60,60,-90,60,100,100,0.4,False,63.183,0
right,80,0,100,100,-30,40,60,40,0.1,False,0.823,0
right,0,40,40,60,0,100,20,20,0.8,False,0.941,0
left,40,20,0,60,30,40,100,20,0.6,False,1.164,0
left,60,20,100,20,30,40,0,100,0.4,False,1.232,0
left,60,20,100,20,-90,0,0,40,0.6,False,1.076,0
right,40,60,40,40,90,60,20,0,1.0,False,0.754,0
right,20,80,40,0,-60,0,80,60,0.1,False,0.835,0
left,60,0,0,80,-30,0,80,20,0.1,False,1.055,0
right,100,100,40,80,-90,20,20,100,0.1,False,0.799,0
left,0,20,60,40,-30,100,100,20,0.2,False,0.889,0
right,20,80,40,60,-90,40,20,100,0.8,False,0.871,0
right,40,100,80,40,-30,0,20,60,0.6,False,0.865,0
left,80,100,60,20,30,20,0,100,0.2,False,1.129,0
left,40,80,100,20,30,0,20,80,1.0,False,1.089,0
right,60,20,100,40,60,20,60,0,0.2,False,0.81,0
left,60,40,20,40,0,20,80,20,0.6,False,1.137,0
right,100,80,20,0,30,20,60,0,0.6,False,0.751,0
left,80,0,0,80,60,60,80,40,0.2,False,1.065,0
right,60,40,60,40,-30,0,100,0,1.0,False,0.858,0
left,40,100,80,100,0,80,80,80,0.2,False,1.105,0
left,100,100,0,80,-90,100,20,60,1.0,False,1.104,0
right,20,100,100,100,60,40,100,80,0.2,False,0.867,0
left,60,20,0,0,-30,80,40,80,0.1,False,1.062,0
right,80,40,80,100,-90,60,20,0,0.8,False,0.848,0
right,40,100,80,100,30,20,80,40,0.4,False,0.71,0
right,100,80,40,40,-60,80,20,0,0.4,False,0.905,0
left,20,0,0,100,90,40,40,60,0.2,False,1.167,0
right,0,40,100,100,-60,60,80,0,1.0,False,0.927,0
right,60,60,60,20,-30,0,20,20,0.8,False,0.795,0
left,100,100,100,100,-60,0,40,80,0.8,False,3.122,0
right,20,20,60,60,-90,60,0,100,0.2,False,5.369,0
right,100,100,80,60,-30,60,0,40,0.4,False,0.765,0
left,40,0,20,60,30,0,100,40,0.6,False,1.021,0
left,20,80,60,20,90,100,80,60,1.0,False,1.038,0
left,80,80,80,60,-90,80,0,100,0.8,False,1.034,0
right,0,40,80,0,-30,80,100,40,0.1,False,0.913,0
left,100,80,20,60,30,60,80,0,0.8,False,1.18,0
right,20,60,100,0,60,100,80,0,0.2,False,0.941,0
left,40,40,60,0,-90,100,100,100,0.8,False,0.919,0
right,0,0,20,60,90,80,80,40,0.2,False,0.905,0
left,40,20,80,80,-60,20,0,80,0.6,False,1.085,0
right,0,60,100,40,0,60,40,20,1.0,False,0.941,0
right,20,20,0,80,-60,20,100,60,1.0,False,0.773,0
left,80,80,100,80,30,60,0,0,1.0,False,1.229,0
right,40,0,0,80,30,40,20,60,0.1,False,0.784,0
left,80,40,40,0,-60,0,40,60,0.6,False,1.059,0
left,80,80,0,60,0,0,20,100,0.1,False,1.124,0
right,60,60,0,40,-90,60,0,20,0.1,False,0.95,0
left,0,60,80,80,60,20,20,0,0.6,False,1.108,0
left,100,0,40,80,60,100,80,80,0.2,False,1.101,0
left,100,60,80,40,-90,60,60,80,0.1,False,1.023,0
right,0,100,20,100,0,20,20,80,0.6,False,1.032,0
right,60,20,100,100,-90,60,20,60,0.1,False,0.827,0
left,40,100,80,80,-90,40,40,40,1.0,False,1.173,0
right,60,40,80,40,30,100,100,40,0.2,False,0.803,0
right,20,80,60,80,-30,0,80,100,0.2,False,0.733,0
right,0,100,40,20,30,80,60,60,0.4,False,0.835,0
left,20,100,20,80,0,20,80,0,1.0,False,1.087,0
left,0,0,40,20,60,80,60,20,0.6,False,1.156,0
left,0,0,80,80,90,40,100,80,0.6,False,1.062,0
left,0,40,0,40,90,100,0,0,0.4,False,1.131,0
right,40,0,0,100,90,100,0,100,0.6,False,0.807,0
right,60,60,60,0,60,0,40,80,0.2,False,0.921,0
right,0,80,40,100,60,0,80,100,1.0,False,0.799,0
left,60,100,60,0,30,100,80,60,0.2,False,1.16,0
left,60,20,60,100,60,0,100,40,1.0,False,1.12,0
right,80,100,40,20,-30,60,80,80,0.8,False,1.0,0
right,0,60,0,20,-30,40,40,60,0.4,False,0.917,0
left,40,20,0,60,90,60,60,40,0.4,False,1.206,0
right,40,0,20,40,60,40,60,40,0.6,False,0.842,0
right,80,100,0,20,90,0,60,100,0.2,False,0.789,0
left,100,40,0,40,0,20,20,20,0.8,False,1.105,0
left,60,80,20,40,0,0,0,60,0.1,False,1.164,0
right,0,60,20,100,30,60,100,60,0.1,False,0.792,0
right,60,80,100,20,90,20,60,40,0.8,False,0.86,0
left,20,80,20,80,-30,40,60,0,0.6,False,1.27,0
left,0,80,100,20,0,0,0,80,0.6,False,1.076,0
left,40,60,60,100,60,20,80,40,0.4,False,1.048,0
right,100,0,0,80,90,60,20,0,0.1,False,0.835,0
left,20,20,40,0,0,60,0,80,0.2,False,1.105,0
right,80,60,20,20,30,80,100,60,0.6,False,0.938,0
left,0,60,100,0,-30,80,20,60,0.1,False,1.08,0
right,40,80,80,100,90,20,40,0,1.0,False,0.784,0
right,100,40,60,0,60,80,0,100,0.8,False,0.807,0
left,20,20,40,0,-30,100,60,20,0.4,False,1.086,0
right,60,100,60,100,60,100,20,100,0.1,False,0.731,0
left,100,100,100,80,30,20,0,40,0.2,False,1.219,0
left,100,60,100,20,60,80,100,40,0.6,False,1.098,0
left,40,40,0,40,0,0,0,0,1.0,False,1.128,0
right,40,20,40,40,0,20,80,20,0.6,False,0.84,0
left,0,80,40,0,-60,100,0,80,1.0,False,1.009,0
right,0,20,0,80,0,0,60,100,0.8,False,0.916,0
right,60,40,40,20,-30,100,60,20,0.4,False,0.948,0
right,80,80,0,40,-90,40,0,20,0.8,False,0.876,0
left,20,0,20,100,0,80,100,60,0.1,False,1.033,0
left,100,0,60,20,-30,40,80,40,0.4,False,1.237,0
right,80,100,100,80,90,40,80,40,0.2,False,0.84,0
left,100,40,80,60,0,100,80,80,0.1,False,1.081,0
left,80,40,80,0,-90,0,80,0,0.1,False,1.032,0
right,80,40,20,40,-90,80,60,0,0.2,False,0.799,0
right,80,20,0,0,-30,100,20,80,0.8,False,0.79,0
left,0,60,80,80,-60,40,0,100,0.8,False,1.249,0
right,60,60,80,80,-60,60,20,20,1.0,False,0.962,0
left,40,40,60,100,30,20,20,20,1.0,False,1.087,0
right,80,100,100,100,60,20,80,40,0.8,False,0.835,0
right,60,0,60,100,30,100,0,0,0.1,False,0.78,0
right,20,60,100,60,0,40,60,60,0.4,False,0.849,0
left,100,80,80,20,90,40,0,20,0.8,False,1.117,0
left,40,80,20,60,60,80,60,20,0.4,False,1.173,0
right,0,80,0,80,-90,20,100,20,0.4,False,0.877,0
left,100,100,40,40,-30,60,100,60,0.4,False,1.172,0
right,0,60,40,80,-90,0,60,60,0.6,False,0.779,0
left,60,40,60,60,-90,80,40,100,0.6,False,1.204,0
left,20,80,80,80,-30,60,60,0,0.4,False,1.122,0
left,20,60,80,100,60,100,80,40,0.6,False,1.125,0
left,40,100,40,40,-90,60,20,20,0.4,False,1.031,0
left,80,20,60,20,90,80,40,40,1.0,False,1.148,0
right,80,40,40,0,30,0,80,60,0.4,False,0.843,0
right,0,60,0,80,-60,60,100,0,0.1,False,0.759,0
right,20,100,20,20,0,80,40,80,0.1,False,0.92,0
left,0,100,0,40,30,40,40,100,0.1,False,1.098,0
right,60,100,0,40,30,20,80,100,0.4,False,0.879,0
left,60,40,100,60,-60,20,0,0,0.2,False,1.102,0
right,60,40,0,100,-90,80,0,80,0.6,False,0.721,0
right,40,0,100,80,0,60,60,40,0.8,False,0.919,0
left,40,80,60,0,-30,80,20,20,0.2,False,1.126,0
right,60,20,100,100,60,100,20,60,1.0,False,0.85,0
left,0,40,100,40,-30,40,20,80,0.8,False,1.122,0
right,100,20,60,20,-30,80,60,80,0.8,False,0.901,0
right,60,0,80,80,90,20,100,100,0.2,False,0.789,0
left,20,0,100,60,90,0,40,60,0.1,False,1.159,0
right,40,100,40,100,0,60,60,0,1.0,False,0.95,0
left,0,60,60,60,90,100,0,80,0.2,False,1.195,0
right,60,80,20,40,60,80,60,20,0.6,False,0.888,0
left,0,80,100,0,60,20,20,20,0.6,False,1.169,0
right,80,20,100,40,-60,100,80,0,0.8,False,0.945,0
left,0,0,80,20,0,80,40,60,0.8,False,1.016,0
left,20,0,20,60,30,100,100,80,0.8,False,1.226,0
left,100,60,60,0,-30,40,60,100,0.6,False,0.97,0
right,20,40,0,80,90,100,40,100,0.2,False,0.823,0
right,100,0,100,80,-90,20,100,20,1.0,False,0.766,0
right,60,0,20,0,-60,40,40,60,0.2,False,0.906,0
right,0,100,80,60,-60,60,100,20,0.1,False,0.839,0
left,0,60,100,100,-90,40,0,100,0.6,False,1.374,0
left,100,80,80,100,0,40,60,40,0.4,False,1.116,0
right,60,100,40,60,0,60,60,80,0.2,False,0.942,0
left,40,40,60,100,-90,60,80,40,0.8,False,1.057,0
left,40,40,0,0,-60,20,100,20,0.6,False,1.08,0
right,20,20,40,0,-30,0,20,0,0.1,False,0.861,0
right,60,60,20,100,-30,40,0,60,0.1,False,0.901,0
left,100,40,80,100,0,0,40,40,0.4,False,1.053,0
right,80,60,20,80,-90,100,100,0,0.8,False,0.847,0
left,0,60,60,0,0,20,60,40,0.1,False,1.064,0
right,0,0,20,80,-90,60,80,20,0.6,False,0.858,0
left,100,80,100,60,-60,0,100,0,0.6,False,1.135,0
left,40,20,40,40,60,0,20,60,0.4,False,1.1,0
right,100,80,40,60,60,20,40,80,0.4,False,0.874,0
right,100,100,40,20,30,60,40,60,0.8,False,0.751,0
left,20,40,0,80,30,20,20,0,0.6,False,1.208,0
left,0,40,20,60,0,60,40,20,1.0,False,1.062,0
right,20,60,0,40,-30,100,40,0,0.1,False,0.702,0
left,0,80,40,20,90,80,0,100,0.4,False,1.232,0
right,100,100,20,100,-60,40,40,40,0.6,False,0.693,0
right,60,80,100,40,-30,20,40,20,0.1,False,0.948,0
left,100,60,20,60,0,0,60,80,0.4,False,1.087,0
right,100,60,60,60,30,20,40,0,0.4,False,0.772,0
left,100,100,80,40,60,100,20,80,0.2,False,1.176,0
left,80,100,0,40,-30,100,60,100,0.6,False,1.111,0
right,20,80,40,40,0,40,60,100,1.0,False,0.934,0
right,80,40,100,20,90,0,100,40,1.0,False,0.858,0
left,80,40,60,60,60,100,0,60,0.8,False,1.216,0
right,0,20,20,80,90,20,20,100,0.1,False,0.813,0
left,80,20,0,80,60,80,80,0,0.8,False,1.198,0
right,80,100,60,0,-90,40,0,40,0.4,False,0.824,0
left,20,80,100,0,0,100,60,20,0.1,False,1.152,0
right,80,0,0,40,90,20,40,20,1.0,False,0.801,0
left,100,20,40,20,30,60,100,60,0.4,False,1.106,0
left,80,40,40,60,30,60,0,80,0.2,False,1.179,0
right,80,60,60,0,-90,80,40,60,0.2,False,0.85,0
right,0,80,20,0,-90,40,0,20,0.8,False,5.289,0
right,0,20,80,20,-30,0,40,20,1.0,False,0.803,0
left,100,40,100,40,0,100,20,80,0.6,False,1.116,0
left,80,0,0,80,60,60,100,80,1.0,False,1.085,0
left,0,80,80,0,0,20,100,40,0.4,False,1.094,0
left,40,20,0,80,30,40,100,100,0.2,False,1.105,0
right,100,20,80,60,-30,20,20,80,0.8,False,0.867,0
right,40,80,20,100,0,20,40,0,0.1,False,0.782,0
left,80,0,40,20,0,0,20,40,0.6,False,1.156,0
right,60,0,60,100,60,60,80,20,0.8,False,0.892,0
right,100,0,0,80,-60,80,20,20,0.1,False,0.753,0
right,40,20,40,0,-90,40,80,100,1.0,False,0.82,0
right,80,80,60,40,0,40,0,20,0.2,False,0.87,0
left,40,0,100,100,-90,80,100,60,1.0,False,1.168,0
left,20,0,0,60,30,80,60,0,0.8,False,1.116,0
left,60,20,40,100,-90,20,60,100,0.8,False,1.053,0
left,0,60,60,0,30,100,60,20,0.4,False,1.085,0
left,20,100,60,60,-60,40,0,0,0.4,False,1.081,0
left,80,100,80,100,90,20,100,20,1.0,False,1.184,0
right,100,40,20,40,-60,60,20,80,1.0,False,0.734,0
right,80,100,100,60,60,100,80,0,0.4,False,1.022,0
left,60,60,0,60,-30,80,60,0,0.1,False,1.115,0
right,20,60,20,20,-90,100,80,0,0.4,False,6.053,0
right,60,0,20,40,-30,100,100,0,0.8,False,0.837,0
left,60,100,100,60,-30,40,80,40,0.6,False,1.066,0
right,20,20,100,0,-60,40,20,0,0.1,False,0.692,0
right,20,100,60,40,-30,60,60,80,0.2,False,0.756,0
right,100,100,40,80,-60,40,60,20,0.6,False,0.727,0
left,80,20,0,0,90,100,60,60,1.0,False,1.148,0
left,60,80,80,0,-90,80,60,40,0.4,False,1.064,0
left,60,0,40,60,-30,0,100,40,0.2,False,1.052,0
left,0,60,100,20,-60,60,80,100,0.4,False,1.204,0
right,60,80,20,40,0,80,100,100,0.8,False,0.987,0
right,60,0,60,80,-90,0,80,60,1.0,False,5.02,0
left,60,20,80,80,90,0,40,60,0.2,False,1.202,0
right,80,60,40,100,60,60,80,100,0.2,False,0.762,0
left,20,20,100,100,0,60,80,60,1.0,False,1.137,0
right,0,80,80,40,90,0,100,0,0.8,False,0.881,0
left,20,60,80,60,90,100,0,60,0.8,False,1.175,0
left,80,40,40,0,90,80,0,40,0.2,False,1.168,0
right,80,20,80,60,-90,80,100,0,0.6,False,0.778,0
right,20,20,20,60,60,20,80,40,0.1,False,0.922,0
left,40,80,20,0,30,20,100,80,0.6,False,1.111,0
left,40,80,0,20,30,20,40,100,0.1,False,1.12,0
right,100,0,40,80,-30,80,40,40,0.4,False,0.911,0
left,40,20,20,80,90,100,60,20,0.1,False,1.26,0
right,0,60,80,60,60,20,0,100,0.2,False,0.886,0
right,60,20,20,60,90,80,100,20,0.2,False,0.962,0
right,100,20,60,80,-60,60,40,0,0.6,False,0.865,0
left,100,40,100,20,0,60,100,20,0.1,False,1.095,0
left,80,100,40,20,30,40,60,0,0.6,False,1.231,0
right,20,80,0,20,-60,80,80,0,0.2,False,0.721,0
left,20,0,60,80,90,60,60,20,1.0,False,1.205,0
right,80,100,60,20,-90,60,80,80,0.6,False,0.879,0
left,100,60,60,20,0,40,100,80,0.8,False,0.964,0
right,20,60,40,40,-30,60,100,20,1.0,False,0.851,0
left,0,20,60,0,0,40,80,20,0.8,False,1.073,0
right,20,0,0,0,60,0,60,100,1.0,False,0.897,0
left,20,20,20,60,60,60,20,40,1.0,False,1.171,0
right,100,100,20,40,0,40,100,100,0.1,False,0.892,0
right,40,0,100,80,30,100,80,80,0.4,False,0.764,0
left,60,0,80,20,60,0,0,0,0.8,False,1.116,0
right,0,0,0,20,-60,100,20,40,0.1,False,0.893,0
left,60,20,0,40,0,20,20,100,0.6,False,1.085,0
left,40,60,80,80,30,0,40,60,1.0,False,1.144,0
right,0,60,0,20,90,0,60,40,0.4,False,0.901,0
left,40,40,0,80,30,0,40,60,0.6,False,1.108,0
left,0,80,60,100,60,80,80,60,0.2,False,1.143,0
right,20,100,100,40,-60,0,20,100,1.0,False,0.86,0
left,100,40,60,100,60,0,60,20,0.4,False,1.101,0
right,100,60,20,20,-30,20,20,0,0.4,False,0.942,0
right,60,80,0,20,30,60,40,0,0.8,False,0.731,0
right,0,80,60,80,30,80,80,60,0.1,False,0.784,0
left,80,0,20,100,30,80,100,80,0.6,False,1.094,0
right,60,60,20,40,-60,80,20,20,0.2,False,0.969,0
left,40,100,40,0,30,0,60,40,0.8,False,1.04,0
right,20,80,20,100,30,60,20,40,0.2,False,0.723,0
left,60,20,80,100,60,80,80,20,0.1,False,1.235,0
left,40,0,20,0,30,100,20,60,0.1,False,1.23,0
right,100,100,40,100,0,100,80,100,0.2,False,1.057,0
left,0,100,20,80,-90,80,100,100,0.2,False,1.04,0
right,0,0,40,80,-90,40,20,80,0.2,False,0.794,0
right,60,80,0,100,0,60,60,80,1.0,False,0.876,0
left,100,80,40,60,90,20,20,60,1.0,False,1.197,0
left,40,20,100,100,-90,60,80,80,0.6,False,1.041,0
right,60,60,40,100,0,0,40,80,0.8,False,0.818,0
left,0,60,60,0,-60,80,40,80,1.0,False,1.026,0
left,80,60,80,80,-30,80,100,60,0.4,False,0.829,0
right,60,20,100,40,-30,40,20,0,0.1,False,0.893,0
left,60,100,100,60,60,20,100,100,0.2,False,1.182,0
right,80,100,0,100,-90,60,100,60,1.0,False,0.704,0
right,0,100,100,100,-60,100,0,40,0.1,False,0.993,0
left,40,20,0,0,-30,0,100,80,1.0,False,3.073,0
right,80,20,20,20,-90,0,20,40,0.6,False,0.929,0
left,80,0,40,80,0,0,0,60,0.2,False,1.16,0
right,0,60,60,0,0,60,20,60,0.1,False,0.88,0
left,100,0,40,40,90,80,60,80,0.8,False,1.186,0
right,60,100,100,100,0,20,0,40,0.8,False,0.84,0
left,100,40,100,40,-60,20,40,80,0.1,False,1.084,0
right,20,60,60,40,30,60,20,60,0.4,False,0.719,0
left,60,0,20,20,90,0,80,20,1.0,False,1.226,0
right,0,40,80,20,-60,0,60,100,0.8,False,0.93,0
right,20,20,100,20,30,20,0,100,0.8,False,0.976,0
right,20,40,20,0,-60,40,100,0,0.2,False,0.714,0
left,100,40,60,80,90,0,40,40,0.6,False,1.25,0
right,40,100,0,0,90,20,40,60,0.6,False,0.88,0
left,40,0,0,40,-30,40,80,20,0.1,False,1.242,0
left,0,80,0,60,-30,20,0,40,0.8,False,1.1,0
right,20,80,20,60,-90,60,100,40,0.1,False,0.81,0
right,60,80,20,20,-60,0,100,80,1.0,False,5.109,0
left,80,20,100,100,90,100,60,20,0.4,False,1.235,0
left,80,80,80,100,-60,20,20,0,0.4,False,1.134,0
left,100,100,20,20,0,100,0,0,0.2,False,1.054,0
left,100,40,60,20,0,40,60,80,0.8,False,1.085,0
right,80,80,0,0,90,20,60,40,0.4,False,0.858,0
right,100,20,80,20,60,20,0,40,0.4,False,0.946,0
left,60,40,40,40,-90,40,60,60,0.2,False,1.038,0
right,100,20,80,60,90,100,80,60,0.6,False,0.96,0
left,20,0,100,80,90,0,60,40,0.1,False,1.177,0
left,0,60,80,0,30,80,40,0,0.2,False,1.228,0
right,100,100,100,20,-90,100,40,20,0.1,False,0.933,0
right,40,20,60,20,0,60,20,100,1.0,False,1.058,0
left,20,100,40,20,-60,0,40,60,1.0,False,1.074,0
right,80,100,40,40,60,40,100,0,1.0,False,0.982,0
right,0,40,40,0,-90,80,100,60,0.8,False,0.713,0
left,0,60,100,60,60,0,20,60,0.4,False,1.158,0
right,60,40,20,0,-90,40,40,80,0.6,False,0.859,0
left,20,0,100,0,-60,40,0,100,0.6,False,1.249,0
right,80,100,20,100,-30,100,80,80,0.6,False,0.937,0
right,40,80,40,80,90,100,0,100,0.6,False,0.918,0
left,40,100,20,100,-30,60,40,20,0.6,False,1.165,0
left,20,0,100,100,60,40,60,20,0.6,False,1.183,0
right,40,80,20,100,-60,0,60,80,0.8,False,4.922,0
right,20,60,20,20,0,60,40,0,0.2,False,0.892,0
left,80,0,40,0,-60,0,60,60,0.1,False,0.999,0
left,80,100,0,20,-90,100,100,40,0.1,False,1.096,0
right,40,0,60,0,0,80,20,0,0.6,False,0.955,0
right,40,20,80,20,0,100,40,60,0.1,False,0.809,0
left,80,20,20,80,90,100,0,40,0.4,False,1.185,0
left,20,80,0,60,-60,40,20,40,0.6,False,1.078,0
right,80,80,0,20,-90,20,40,40,0.8,False,0.901,0
left,40,60,20,60,-60,20,100,100,0.2,False,1.065,0
left,20,60,100,80,-30,80,40,0,0.8,False,1.256,0
right,20,0,100,20,30,100,100,80,0.8,False,0.874,0
right,20,40,80,40,-60,40,20,60,1.0,False,0.892,0
right,60,100,60,80,90,0,80,0,1.0,False,0.971,0
left,20,80,40,100,90,0,0,100,0.6,False,1.199,0
left,60,60,60,60,-60,60,40,20,0.8,False,1.087,0
right,20,60,80,20,-90,0,0,80,1.0,False,0.797,0
right,20,40,100,40,-90,60,0,0,0.2,False,0.87,0
left,40,40,0,40,30,80,100,0,1.0,False,1.065,0
left,40,0,0,60,60,40,80,40,0.1,False,1.154,0
left,40,80,100,80,-90,80,60,100,0.2,False,1.059,0
right,20,60,60,60,30,0,60,40,0.6,False,0.855,0
left,0,0,80,100,60,80,0,40,0.8,False,1.198,0
left,0,80,40,20,30,0,40,100,1.0,False,1.072,0
right,0,40,40,60,-60,40,20,0,0.2,False,0.924,0
left,100,40,60,100,-30,100,60,100,0.2,False,1.117,0
right,80,60,40,0,60,80,0,60,0.8,False,1.029,0
right,100,40,80,60,30,20,0,20,0.4,False,0.959,0
right,20,0,100,0,-60,60,60,60,0.1,False,0.873,0
left,60,40,20,60,-30,100,0,60,0.6,False,1.109,0
left,60,100,80,60,-60,80,20,80,0.4,False,1.041,0
right,60,20,100,0,-30,40,0,80,0.8,False,0.869,0
right,40,80,40,40,90,100,20,0,0.6,False,0.762,0
left,0,20,60,20,0,60,100,40,0.2,False,1.137,0
left,100,40,40,80,90,40,60,0,1.0,False,1.149,0
right,100,0,60,60,0,60,40,40,0.1,False,0.918,0
left,80,20,0,60,60,60,100,60,0.2,False,1.084,0
right,0,40,100,40,30,20,0,20,0.4,False,0.898,0
left,100,80,60,80,60,0,40,80,1.0,False,1.078,0
right,100,0,100,100,0,20,80,0,0.4,False,0.987,0
right,80,60,40,80,60,100,0,100,0.1,False,0.921,0
left,0,40,60,40,-60,0,60,100,0.4,False,0.912,0
left,0,100,80,60,30,40,80,60,0.8,False,1.14,0
right,60,40,100,60,-60,60,20,80,0.6,False,0.791,0
left,60,80,60,20,-60,80,0,40,0.1,False,1.113,0
left,40,0,40,40,0,60,40,100,0.1,False,1.148,0
left,0,40,60,100,-90,60,100,0,0.1,False,3.212,0
right,60,60,0,100,-90,100,20,0,0.2,False,0.809,0
right,60,20,20,100,30,80,100,20,0.4,False,0.815,0
left,0,60,80,40,-60,40,40,0,0.4,False,1.073,0
left,100,60,80,20,60,40,20,20,0.2,False,1.186,0
right,60,40,100,0,-60,20,40,80,1.0,False,0.916,0
right,100,20,40,40,60,100,0,80,0.4,False,0.728,0
right,60,100,80,80,0,0,80,20,0.4,False,1.077,0
left,40,100,0,60,90,40,0,20,1.0,False,1.226,0
right,100,20,20,60,30,40,40,40,0.6,False,0.953,0
left,40,40,60,20,0,80,0,40,0.8,False,1.116,0
left,80,40,80,80,-30,60,60,20,0.2,False,1.023,0
right,40,20,0,40,90,20,80,0,0.6,False,0.909,0
left,40,0,60,60,-90,40,60,100,0.2,False,1.03,0
