feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
left,0,100,40,20,-60,20,100,0,1.0,False,1.487546971030191,0
left,80,60,0,0,-90,20,20,80,0.8,False,0.9952846521361396,0
left,80,20,100,100,60,80,60,20,0.6,False,1.3492340879222746,0
right,0,20,100,60,-30,40,20,20,0.4,False,0.876595021671236,0
left,0,60,0,40,90,40,80,40,0.1,False,1.4151758421231786,0
right,80,0,60,0,30,40,100,80,0.4,False,1.7522411202487234,0
left,100,0,0,100,-60,40,0,20,0.1,False,1.0085007129236718,0
right,40,60,100,40,-60,40,40,20,1.0,False,0.9370187792112428,0
right,100,100,100,0,30,100,20,80,1.0,False,1.828849947981113,0
left,20,60,60,40,60,100,80,20,1.0,False,1.3906759980388863,0
right,0,20,0,40,0,40,0,20,0.8,False,1.784830545571665,0
right,20,100,60,60,60,60,20,40,0.2,False,1.9374099879700692,0
left,100,80,80,40,60,80,60,80,0.6,False,1.3509764326725917,0
right,20,20,80,60,-90,0,0,20,1.0,False,0.9081332726419176,0
left,100,60,80,0,0,60,80,60,0.8,False,1.5008870803257093,0
right,80,0,100,100,-90,100,80,40,1.0,False,0.8026918008465664,0
right,0,40,60,20,0,0,100,100,0.4,False,0.7458412533356481,0
left,80,0,100,40,90,100,80,80,0.2,False,1.3274649383981838,0
left,40,20,80,80,-90,80,40,60,0.1,False,1.6680744549047266,0
left,40,40,20,0,-60,80,0,0,1.0,False,1.3521847105892193,0
right,0,80,20,20,60,60,80,20,0.4,False,0.7362297964737763,0
right,20,80,100,100,-60,100,40,60,1.0,False,0.969678301910646,0
right,60,80,60,0,-60,20,0,40,0.1,False,1.4737830525457722,0
left,80,20,0,0,60,100,0,20,0.1,False,1.4109802774066065,0
left,40,0,80,20,-30,100,60,20,0.8,False,0.9780624337165424,0
left,100,80,80,60,-60,60,60,20,0.1,False,1.3884151654648114,0
left,100,60,40,60,0,60,100,0,1.0,False,1.6270802697734388,0
left,0,60,100,40,90,0,20,20,0.2,False,1.4129739094609723,0
right,20,60,20,40,0,20,0,60,0.8,False,0.8558946104211737,0
left,0,100,80,0,-90,20,20,60,0.6,False,0.9082324773963832,0
right,20,60,0,20,0,0,60,40,0.6,False,1.0920562162235854,0
right,60,100,100,80,60,100,60,20,0.2,False,1.9699753370496604,0
right,20,0,80,100,30,0,100,40,0.1,False,2.03074261085753,0
left,80,60,80,80,-60,0,80,0,0.2,False,1.386373274820215,0
left,80,0,100,20,0,0,80,20,0.8,False,1.3402771381072447,0
left,80,0,60,100,30,80,80,40,0.4,False,1.3679818504825512,0
left,100,100,40,20,-30,60,20,100,1.0,False,0.917323593625378,0
right,60,40,0,0,0,80,80,0,0.1,False,2.1655270596103966,0
left,80,40,20,40,-90,20,40,40,0.2,False,1.4236090456396384,0
right,80,100,40,80,90,100,80,0,1.0,False,1.824475005547854,0
right,100,0,20,40,-90,0,100,80,0.2,False,0.6221250218773864,0
right,40,80,20,100,-30,20,100,100,0.4,False,1.0257612632149076,0
right,40,0,0,100,0,40,0,0,0.4,False,1.417537167910522,0
left,100,40,20,100,0,80,100,60,0.8,False,1.5467542064071262,0
left,0,0,100,20,30,0,40,80,0.8,False,1.3768559847912372,0
left,60,20,0,40,-30,0,40,20,1.0,False,1.3910914587626937,0
left,100,0,40,80,90,60,80,100,0.2,False,1.3309499451262663,0
left,20,20,60,0,-60,100,40,60,1.0,False,1.4103434762983194,0
left,40,20,100,0,0,0,60,20,0.2,False,1.3483511696411916,0
right,40,40,20,20,-90,100,20,60,0.4,False,0.8544958928483303,0
right,0,40,40,100,30,60,100,80,0.4,False,2.2600420382134665,0
left,0,40,20,80,-30,0,0,80,0.6,False,1.4146678646379929,0
right,100,40,60,80,30,0,60,80,0.2,False,0.8241547489900616,0
right,0,100,60,0,30,80,100,100,1.0,False,0.7268671898296605,0
left,40,60,0,100,-30,80,40,100,0.1,False,0.958806907256027,0
right,80,40,100,60,-30,60,100,40,0.8,False,0.7887300876409546,0
left,20,60,100,60,60,100,20,80,0.8,False,1.3150725013680054,0
right,60,80,0,40,-30,20,60,80,0.8,False,1.263148000840501,0
right,60,60,60,100,-60,80,60,100,0.2,False,0.9257814269184892,0
left,40,80,100,100,30,40,0,20,1.0,False,0.8706534347110089,0
right,20,20,20,0,-90,20,60,80,0.1,False,0.88683822664286,0
right,60,100,80,20,60,100,60,60,0.6,False,0.9322039403903156,0
left,20,100,100,0,90,0,60,20,0.2,False,1.3517691637315996,0
right,0,80,20,0,0,20,60,100,0.8,False,0.9845377470824788,0
right,60,80,100,80,0,80,60,20,1.0,False,1.7839406895749763,0
right,60,40,20,100,-30,80,60,100,0.2,False,0.8700056675323317,0
right,60,0,100,40,-60,40,40,40,0.8,False,0.855851291045667,0
left,20,20,20,60,60,20,100,20,0.1,False,1.3795856624539031,0
right,60,40,80,60,0,0,20,60,0.6,False,1.747237757892941,0
left,80,60,60,0,-30,40,60,60,0.8,False,1.5727083370723316,0
left,60,20,40,60,0,0,60,40,1.0,False,1.550835202806132,0
right,100,20,60,20,30,80,0,60,0.8,False,2.145384454660273,0
left,0,100,60,20,90,60,20,0,0.4,False,1.3858815392693271,0
right,40,20,60,40,-30,60,40,60,0.4,False,0.8499101596158791,0
left,60,0,100,80,-90,40,20,100,0.1,False,1.0688274831156748,0
left,0,20,20,0,30,20,20,20,0.6,False,1.4859521473596176,0
left,80,20,60,100,-30,40,20,80,0.8,False,1.4836397183336831,0
left,20,40,0,80,-90,40,80,100,0.6,False,1.502423143124613,0
right,100,20,0,80,60,100,20,0,1.0,False,0.8730325162317918,0
right,100,80,0,80,90,0,40,80,0.6,False,2.642755022366929,0
right,0,80,100,40,-90,60,60,0,0.6,False,1.023795760203901,0
right,100,60,100,20,0,20,100,80,1.0,False,0.8368333964872073,0
right,80,80,60,60,0,100,80,40,0.4,False,2.287880461348503,0
left,0,40,60,20,90,60,80,80,1.0,False,0.876329774350015,0
right,40,0,60,40,-60,60,20,40,0.4,False,1.4139108684384458,0
right,40,80,100,40,30,0,80,20,0.1,False,0.7161403385248865,0
left,100,60,60,80,90,20,100,60,1.0,False,1.3687473140338182,0
right,60,0,0,40,-60,60,100,20,0.4,False,1.9430246106020177,0
right,60,80,80,40,0,100,80,40,0.4,False,0.9499257680899266,0
right,40,40,40,20,-90,100,20,40,0.1,False,1.7703757722335496,0
left,20,20,100,60,-30,100,80,80,0.8,False,0.9664110279687176,0
right,0,20,40,20,-30,20,40,0,1.0,False,0.9246851020623164,0
