Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},-0.1503,0.613,-0.5039,-0.1757,-0.036,0.2661,0.1873,-0.3633,-0.2944,-0.4,-0.3453,-0.4687,-0.3189
Z_{2},-0.2167,-0.4784,0.189,0.5948,-0.3864,0.1587,0.0966,-0.175,-0.1727,-0.0803,-0.2269,-0.0014,-0.2333
