instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,-60,c4,1,0,2,0,1.0,100,0,0,0,0,0,0,0,2.313182973230464,0
scenario2,-60,c4,2,0,1,2,1.0,100,0,0,0,0,0,40,0,0.9063102029861776,0
scenario3,-60,c4,2,0,1,0,1.0,100,0,80,0,0,100,0,0,2.661027130507477,0
scenario4,-60,c4,1,2,2,0,1.0,40,0,0,0,0,100,40,0,4.84768419220876,0
scenario5,-60,c4,1,0,2,0,0.8,100,0,80,0,0,0,0,0,2.442772514250688,0
scenario6,-30,c4,2,0,1,2,0.2,100,0,0,40,60,0,0,0,0.9139306910457498,0
scenario7,-60,c1,1,2,0,1,0.8,100,0,60,100,0,0,40,0,3.7550123066853054,0
scenario8,-60,c2,2,0,0,1,1.0,100,0,80,80,60,0,20,0,3.0220948006197483,0
scenario9,-60,c4,2,0,1,0,0.2,40,0,0,0,0,100,40,0,1.8730556398167275,0
scenario10,-30,c4,1,2,2,0,0.8,100,0,80,0,100,40,0,0,4.1539289807914965,0
scenario11,-60,c4,1,0,2,0,1.0,40,0,60,40,0,100,0,0,1.9660485749915368,0
scenario12,-60,c1,0,1,1,2,0.2,100,0,40,100,0,60,20,0,3.2860528080326934,0
scenario13,-30,c1,1,2,0,2,0.2,100,20,60,0,0,100,40,0,3.103438220922914,0
scenario14,-60,c2,0,1,2,0,0.8,60,0,80,80,0,0,40,0,1.6409391980041432,0
scenario15,-60,c1,0,2,1,2,1.0,40,20,60,0,60,0,20,0,2.457641797202548,0
scenario16,-60,c2,0,1,2,1,0.1,100,0,60,0,0,40,0,0,2.886598105512159,0
scenario17,0,c4,2,0,1,2,0.8,100,40,0,40,20,0,0,1,4245.390333437692,1
scenario18,-30,c4,2,0,1,0,1.0,40,0,0,40,0,60,0,0,2.5988397369844463,0
scenario19,30,c1,1,2,0,1,1.0,100,100,80,100,100,100,100,0,3.884371724699247,0
scenario20,-60,c1,0,1,1,2,1.0,60,0,0,0,100,60,20,0,2.847623203840062,0
scenario21,-90,c1,1,2,0,2,0.2,100,0,0,100,60,0,0,0,2.975844352722842,0
scenario22,60,c2,2,1,0,1,1.0,100,20,60,80,0,40,40,0,2.7717514612947034,0
scenario23,-30,c2,2,0,0,1,0.8,100,0,40,20,0,0,40,0,2.563003735489307,0
scenario24,-60,c2,0,1,2,0,1.0,40,40,40,0,0,60,40,0,1.755797667351275,0
scenario25,-30,c4,1,2,2,0,0.1,60,0,60,40,20,0,0,0,4.249771887300054,0
scenario26,-30,c4,1,0,2,0,0.8,60,20,0,40,60,100,0,0,2.38536954187614,0
scenario27,90,c4,2,0,1,2,0.1,100,100,20,80,0,0,20,0,1.169125072755568,0
scenario28,0,c1,0,2,1,2,0.8,40,0,80,40,60,100,40,1,1.4606228701409874,1
scenario29,30,c4,2,0,1,0,0.2,60,0,0,0,100,40,40,0,3.112920972998702,0
scenario30,-60,c1,1,2,0,1,0.1,80,20,0,0,20,40,0,0,4.027527419172692,0
scenario31,0,c2,0,1,2,1,1.0,60,20,60,80,0,100,0,0,3.0484154394527003,0
scenario32,30,c2,2,1,0,1,1.0,100,0,0,80,0,20,100,0,2.792658975959419,0
scenario33,60,c4,1,2,2,0,1.0,100,0,40,0,0,40,80,0,4.704720468005876,0
scenario34,-60,c4,1,0,2,0,1.0,20,100,0,100,20,60,100,0,2.01076028177193,0
scenario35,-90,c1,0,1,1,2,0.2,60,0,80,20,0,60,0,0,3.1154689860020803,0
scenario36,-30,c2,2,0,0,1,1.0,40,40,40,100,100,0,40,1,0.1754484465336016,1
scenario37,-60,c4,2,0,1,2,0.6,100,20,80,20,80,0,20,1,4457.942913711956,1
scenario38,0,c1,1,2,0,2,0.2,100,60,0,0,100,100,20,0,3.90067299932202,0
scenario39,30,c4,2,0,1,0,0.4,100,80,20,0,0,40,40,0,3.2854847999499275,0
scenario40,-90,c4,1,2,2,0,1.0,100,40,0,0,40,0,60,0,3.021542613531116,0
scenario41,90,c4,1,0,2,0,0.1,80,0,20,80,0,0,40,0,2.682197884102553,0
scenario42,-60,c4,2,0,1,2,0.8,40,100,20,0,100,0,0,1,9999.0,1
scenario43,-30,c2,0,1,2,0,0.8,40,0,80,100,60,100,80,0,1.6705995333179238,0
scenario44,60,c4,2,0,1,0,1.0,40,60,60,0,20,0,100,0,45.00360908193461,0
scenario45,0,c4,1,2,2,0,0.8,100,40,60,60,20,0,0,0,3.579949849809841,0
scenario46,90,c4,1,0,2,0,1.0,80,20,20,20,0,60,40,0,2.438747026292283,0
scenario47,30,c4,2,0,1,2,0.2,40,60,40,20,0,0,0,0,1.0367202263361806,0
scenario48,-60,c4,2,0,1,0,0.1,20,60,80,80,0,40,80,0,2.122433784504704,0
scenario49,30,c1,0,2,1,2,0.8,40,0,0,40,0,20,20,1,2531.2205760058164,1
scenario50,-60,c4,1,2,2,0,0.6,100,80,100,80,100,100,60,0,3.315612538474793,0
scenario51,-60,c4,1,0,2,0,0.2,40,100,60,100,60,20,0,0,2.1347320620033177,0
scenario52,90,c4,2,0,1,2,0.6,20,0,80,0,100,60,60,0,0.9579952072194792,0
scenario53,-90,c4,2,0,1,0,0.8,60,0,20,60,80,0,0,0,2.709978667106243,0
scenario54,60,c4,1,2,2,0,0.8,60,20,0,100,60,100,0,0,4.001463979962828,0
scenario55,-30,c2,0,1,2,1,0.8,100,0,60,40,40,80,20,0,2.737595229776603,0
scenario56,90,c4,1,0,2,0,0.1,80,20,80,0,20,0,40,0,2.368998809681157,0
scenario57,90,c1,1,2,0,1,1.0,40,80,0,20,0,20,60,0,4.676367796099879,0
scenario58,90,c2,2,1,0,1,0.6,40,40,40,20,0,100,0,0,1.3085898138313805,0
scenario59,-60,c4,2,0,1,2,1.0,40,40,80,60,0,40,80,0,0.9157757496846324,0
scenario60,0,c1,0,1,1,2,0.4,60,60,60,0,0,20,40,0,2.8680141003204964,0
scenario61,-60,c2,2,0,0,1,0.8,60,80,60,0,80,40,80,1,2630.709750709802,1
scenario62,-90,c1,1,2,0,2,0.4,40,0,100,80,20,100,40,0,3.04253129225297,0
scenario63,-60,c2,0,1,2,0,0.8,40,100,60,80,40,60,40,1,9999.0,1
scenario64,-30,c4,2,0,1,0,0.2,60,60,20,40,60,0,20,0,2.7899747775760875,0
scenario65,-60,c4,1,2,2,0,0.4,80,80,20,0,40,0,0,0,4.171780257854959,0
scenario66,60,c1,0,2,1,2,0.1,60,100,80,80,60,100,40,0,3.213644297498841,0
scenario67,0,c4,1,0,2,0,1.0,20,60,80,20,80,100,100,0,2.8705896319051227,0
scenario68,30,c1,1,2,0,1,0.2,40,20,80,100,100,100,20,0,2.634467092518725,0
scenario69,-90,c1,0,1,1,2,1.0,60,20,80,40,40,0,80,0,3.1016855776572934,0
scenario70,-30,c1,1,2,0,2,1.0,60,0,100,100,0,80,20,0,3.772244180545967,0
scenario71,-30,c2,0,1,2,1,0.2,60,20,20,80,60,40,40,0,2.7639227535207342,0
scenario72,-30,c1,0,2,1,2,0.8,80,20,0,60,100,20,80,0,3.564612457064481,0
scenario73,0,c2,2,1,0,1,0.6,20,60,0,80,80,40,20,0,4.349092223162856,0
scenario74,0,c1,1,2,0,1,0.6,20,80,0,100,80,20,0,0,4.434871427597602,0
scenario75,0,c4,2,0,1,2,0.6,20,20,60,60,80,0,60,0,0.8700688990783959,0
scenario76,-60,c4,2,0,1,0,0.1,40,60,60,60,100,80,0,0,2.173004748000495,0
scenario77,0,c2,2,0,0,1,0.8,40,40,40,40,20,40,100,0,2.6979854273534287,0
scenario78,-30,c1,0,1,1,2,0.2,60,20,100,0,60,60,20,0,3.1316123593045835,0
scenario79,30,c2,0,1,2,0,0.8,40,20,0,100,40,40,60,0,1.7191971696315411,0
scenario80,90,c1,1,2,0,2,0.2,80,60,20,40,100,100,40,0,3.56688171430967,0
scenario81,-90,c4,1,2,2,0,0.8,20,80,60,40,20,60,40,0,4.529409707091991,0
scenario82,30,c4,1,0,2,0,0.6,60,40,60,100,100,20,40,0,1.8829091928060864,0
scenario83,60,c2,0,1,2,1,0.4,40,40,0,100,100,60,20,0,3.256039767889477,0
scenario84,0,c1,0,2,1,2,1.0,40,40,40,0,60,80,100,0,2.0316367744310337,0
scenario85,60,c1,1,2,0,1,0.8,80,60,80,20,100,40,80,0,3.688467050123581,0
scenario86,-30,c2,2,1,0,1,0.2,60,40,100,60,100,0,40,1,2285.206591369399,1
scenario87,30,c1,0,1,1,2,0.1,40,80,80,20,60,20,20,0,3.037753401492864,0
scenario88,0,c4,2,0,1,2,0.2,60,80,40,40,80,100,20,1,4086.608424581453,1
scenario89,60,c2,2,0,0,1,0.1,0,0,60,40,60,100,80,0,3.05010063028045,0
scenario90,30,c1,1,2,0,2,0.2,60,20,60,80,20,40,100,0,3.844302758051201,0
scenario91,-30,c1,0,2,1,2,0.1,20,40,40,100,80,100,40,0,1.943103092063705,0
scenario92,-90,c2,0,1,2,0,0.2,40,40,20,40,40,100,40,0,1.926395750886075,0
scenario93,-90,c4,2,0,1,0,0.2,60,100,100,40,60,80,0,0,2.3170347172379304,0
scenario94,-90,c4,1,2,2,0,0.4,60,100,60,20,20,100,20,0,4.3858335970570215,0
scenario95,-60,c2,0,1,2,1,0.8,0,20,20,80,100,100,60,0,3.0266819231969984,0
scenario96,90,c1,1,2,0,1,0.8,40,60,80,60,80,100,60,0,2.682039065418385,0
scenario97,0,c4,1,0,2,0,0.4,0,20,0,40,0,80,40,0,1.8631253639157488,0
scenario98,30,c1,0,1,1,2,0.6,20,100,80,40,20,100,100,0,3.136200688188825,0
scenario99,60,c2,2,1,0,1,0.2,60,20,40,80,100,60,20,1,2484.05064529478,1
scenario100,30,c2,2,0,0,1,0.1,60,40,40,100,20,40,100,0,2.60505500891723,0
scenario101,-30,c2,0,1,2,0,1.0,0,100,100,100,20,40,40,0,1.823514391403668,0
scenario102,0,c1,1,2,0,2,0.2,60,60,80,20,40,40,100,0,3.462223259445781,0
scenario103,-90,c1,0,2,1,2,0.4,40,20,80,100,100,40,80,0,1.8848344559123107,0
scenario104,90,c2,0,1,2,1,0.1,80,40,60,80,60,60,20,0,3.4734772425478573,0
scenario105,-30,c2,2,1,0,1,0.8,80,80,20,20,60,20,100,0,2.809230849731968,0
scenario106,60,c1,1,2,0,1,0.8,40,80,60,100,60,20,80,0,6.429835141163023,0
scenario107,0,c2,2,0,0,1,0.1,60,100,20,80,20,60,20,0,3.22925176536528,0
scenario108,30,c1,0,1,1,2,0.1,80,20,40,80,100,60,100,0,1.350466193515604,0
scenario109,90,c4,2,0,1,2,0.2,0,40,100,0,100,100,80,0,0.9428749419099391,0
scenario110,-90,c2,0,1,2,0,0.8,20,60,60,80,60,60,60,1,2837.745145880983,1
scenario111,60,c2,0,1,2,1,0.6,40,20,20,80,20,40,20,0,3.336319717243715,0
scenario112,90,c1,1,2,0,2,0.2,0,80,20,40,60,0,20,0,3.5089663180617627,0
scenario113,90,c1,0,2,1,2,0.2,60,60,20,100,60,20,20,0,4.0122497202706535,0
scenario114,60,c2,2,1,0,1,0.8,40,40,40,20,40,60,100,0,3.64241389025576,0
scenario115,0,c1,1,2,0,1,0.2,80,100,80,40,100,80,80,0,2.613468660775058,0
scenario116,-90,c2,2,0,0,1,0.6,20,20,60,60,100,20,20,0,2.259515082753897,0
scenario117,90,c1,0,1,1,2,0.1,0,60,0,40,20,40,0,0,2.034147014267058,0
scenario118,60,c1,1,2,0,2,0.4,40,80,60,40,100,20,60,0,3.46337650677412,0
scenario119,0,c2,0,1,2,0,0.6,80,40,40,100,20,40,80,0,1.7236053153476345,0
scenario120,-30,c2,0,1,2,1,0.2,80,60,60,60,80,20,80,0,2.8119164981307043,0
scenario121,30,c1,0,2,1,2,0.2,20,40,60,80,40,20,60,0,3.209614539059601,0
scenario122,-90,c1,1,2,0,1,0.1,20,100,40,60,60,40,60,0,3.698041908181932,0
scenario123,-30,c2,2,1,0,1,0.6,60,80,100,100,60,40,80,0,3.351120112861939,0
scenario124,-30,c2,2,0,0,1,0.8,40,20,100,20,100,80,60,0,2.727629481823024,0
scenario125,-90,c4,2,0,1,0,0.1,80,40,20,80,20,60,80,0,2.7127815431337194,0
scenario126,30,c1,0,1,1,2,0.4,60,100,60,100,20,80,60,0,3.0486654148160617,0
scenario127,60,c1,1,2,0,2,0.1,20,20,20,40,80,40,20,0,4.241002993486644,0
scenario128,90,c1,0,2,1,2,0.1,60,20,40,20,40,40,20,0,2.515408849503032,0
scenario129,90,c2,0,1,2,0,0.6,0,60,20,40,100,60,40,0,1.8041685813839443,0
scenario130,-30,c2,0,1,2,1,0.4,20,60,100,80,60,80,20,0,2.718494938213262,0
scenario131,0,c1,1,2,0,1,0.6,0,80,80,80,20,60,100,0,4.1300808658650014,0
scenario132,60,c1,0,1,1,2,0.2,20,100,100,100,20,60,100,0,2.4935355778503583,0
scenario133,-90,c2,2,1,0,1,0.6,60,40,20,20,80,60,100,0,2.631184062366326,0
scenario134,-30,c2,2,0,0,1,0.4,0,20,100,40,40,100,80,0,3.1522564730615743,0
scenario135,90,c2,0,1,2,0,0.4,80,40,40,100,80,60,60,0,1.6810806412248696,0
scenario136,0,c1,1,2,0,2,0.1,60,20,20,60,100,20,80,0,3.095678710941925,0
scenario137,0,c2,0,1,2,1,0.4,80,100,20,20,20,40,80,0,3.820754400817589,0
scenario138,30,c1,0,2,1,2,0.2,80,20,20,100,40,80,20,0,4.722156273807107,0
scenario139,30,c4,1,2,2,0,0.1,80,60,40,20,100,20,80,0,4.631964271650805,0
scenario140,60,c4,1,0,2,0,0.1,20,80,20,20,100,20,60,0,2.422823841783732,0
scenario141,90,c2,2,1,0,1,0.4,60,100,100,80,80,40,100,0,3.322708936288723,0
scenario142,0,c4,2,0,1,2,0.6,20,20,40,80,40,60,60,0,0.9875862341107288,0
scenario143,90,c2,2,0,0,1,0.8,0,80,40,60,20,60,100,0,2.2287224675422155,0
scenario144,-30,c2,0,1,2,0,0.6,60,100,100,40,100,80,80,0,1.7690336565258944,0
scenario145,90,c4,2,0,1,0,0.6,20,40,20,20,20,20,60,0,3.044043886755377,0
scenario146,0,c4,1,2,2,0,0.4,80,20,40,60,100,20,100,0,4.62926355929247,0
scenario147,-90,c4,1,0,2,0,0.1,20,20,40,60,80,20,60,0,2.649485886984188,0
scenario148,0,c4,2,0,1,2,0.6,20,60,100,60,20,60,100,0,0.930187315465382,0
scenario149,0,c1,1,2,0,1,0.1,0,80,60,80,40,80,20,0,3.508114655108152,0
scenario150,30,c4,2,0,1,0,0.6,20,80,40,60,80,80,60,0,2.8499686775277246,0
scenario151,60,c4,1,2,2,0,0.6,80,100,20,60,80,20,80,0,4.465584026441327,0
scenario152,-90,c2,0,1,2,1,0.6,0,60,20,40,40,40,100,0,2.489855145238532,0
scenario153,-90,c4,1,0,2,0,0.4,0,80,100,100,60,80,80,0,2.7912065717645222,0
scenario154,60,c4,2,0,1,2,0.2,0,60,100,20,100,80,100,0,0.7540989253884738,0
scenario155,0,c4,2,0,1,0,0.4,80,40,100,60,80,80,100,0,2.385565879890978,0
scenario156,30,c4,1,2,2,0,0.4,80,40,100,20,40,20,60,0,3.840265443627543,0
scenario157,60,c4,1,0,2,0,0.4,20,100,100,60,40,80,60,0,2.5280265606244257,0
scenario158,90,c4,2,0,1,2,0.4,80,20,100,60,20,80,80,0,1.0591333007732158,0
scenario159,90,c4,2,0,1,0,0.1,0,60,100,20,80,60,60,0,3.312033242418859,0
scenario160,90,c4,1,2,2,0,0.4,80,80,20,0,40,80,80,0,3.9461773855423217,0
scenario161,-30,c4,1,0,2,0,0.4,0,60,40,60,40,20,0,0,2.599793610481945,0
scenario162,-60,c4,2,0,1,2,1.0,20,0,0,0,0,0,80,0,1.016442523325432,0
scenario163,0,c4,2,0,1,0,0.6,0,20,20,0,20,0,0,0,8.261119276738619,0
scenario164,30,c4,1,2,2,0,1.0,0,40,0,0,0,0,0,0,4.388494461526751,0
scenario165,-60,c4,1,0,2,0,1.0,0,100,0,0,0,0,0,0,2.737847655198892,0
