instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,c2,2,0,0,1,0.4,100,20,20,60,40,0,100,0,3.138590243015793,0
scenario2,c1,0,2,1,2,0.2,40,100,100,80,60,60,60,0,2.761371722056254,0
scenario3,c2,0,1,2,0,0.4,20,0,40,0,80,20,40,0,1.785840449074642,0
scenario4,c4,2,0,1,0,1.0,0,40,60,60,20,100,0,0,21.53825399746723,0
scenario5,c1,1,2,0,2,0.1,80,60,80,40,0,80,20,0,4.494911537169638,0
scenario6,c2,0,1,2,1,0.6,60,80,60,20,100,40,80,0,3.238822024133773,0
scenario7,c1,1,2,0,2,0.4,60,40,0,20,60,80,0,0,4.657967491445578,0
scenario8,c4,1,0,2,0,0.8,40,100,80,20,80,0,20,0,2.7283723787116223,0
scenario9,c2,0,1,2,1,0.2,0,80,0,100,0,20,100,0,3.481357161340595,0
scenario10,c1,0,1,1,2,0.8,80,20,100,0,40,100,80,0,2.9798012280545287,0
scenario11,c1,0,2,1,2,1.0,100,0,20,100,100,60,20,0,3.0149581331850297,0
scenario12,c2,0,1,2,1,1.0,80,80,40,40,60,0,40,0,4.324825762980857,0
scenario13,c4,2,0,1,0,0.6,20,60,0,40,20,60,80,0,26.785181121028582,0
scenario14,c4,1,2,2,0,0.1,100,100,100,100,20,40,40,1,0.0,1
scenario15,c2,2,1,0,1,1.0,60,60,80,60,80,20,60,0,2.4152317702589503,0
scenario16,c2,0,1,2,1,0.1,0,0,40,20,40,80,60,0,3.200589389929198,0
scenario17,c2,2,0,0,1,0.2,40,60,40,100,100,100,0,0,2.222650339607027,0
scenario18,c1,0,2,1,2,0.8,0,40,20,40,80,40,100,0,3.677904143345859,0
scenario19,c1,1,2,0,2,0.6,20,20,60,80,40,20,20,0,5.848827331856456,0
scenario20,c2,2,0,0,1,0.4,0,80,80,0,60,60,20,0,3.436091128058712,0
scenario21,c1,1,2,0,1,0.8,20,80,100,60,20,80,20,0,6.4521184341503055,0
scenario22,c1,0,2,1,2,0.6,100,40,40,80,0,0,80,0,2.97004380379095,0
scenario23,c4,2,0,1,0,0.8,60,0,80,80,100,100,40,0,3.857264006531437,0
scenario24,c2,0,1,2,0,0.1,40,100,20,60,60,20,80,0,1.7745349794959882,0
scenario25,c2,0,1,2,0,0.2,80,40,100,20,40,60,40,0,2.0123716466729324,0
scenario26,c2,2,0,0,1,1.0,80,100,0,0,40,40,0,0,2.7090992181645173,0
scenario27,c4,1,0,2,0,0.1,40,20,0,0,0,100,60,0,3.386832008045355,0
scenario28,c4,2,0,1,0,1.0,40,20,80,80,20,80,100,0,22.149037130952696,0
scenario29,c1,0,1,1,2,0.4,80,80,20,80,20,40,60,0,2.7044295122817865,0
scenario30,c1,1,2,0,1,0.1,20,40,60,100,100,0,60,0,7.829222353221179,0
scenario31,c1,1,2,0,2,0.2,60,0,60,0,0,60,100,0,5.142668825625858,0
scenario32,c4,2,0,1,2,0.6,40,0,100,60,0,40,0,0,1.218536518955235,0
scenario33,c2,0,1,2,1,0.4,100,20,100,40,100,20,0,0,2.9606580021068347,0
scenario34,c1,1,2,0,2,0.6,0,20,20,100,80,80,40,0,5.189476430928161,0
scenario35,c4,1,2,2,0,0.2,100,60,80,0,80,80,80,0,3.575173363740965,0
scenario36,c4,2,0,1,0,0.2,60,20,40,20,20,40,20,0,3.774443632206701,0
scenario37,c1,1,2,0,1,0.4,20,60,20,20,40,100,100,0,6.228679608914368,0
scenario38,c2,0,1,2,1,0.1,60,0,20,0,20,0,0,0,3.1775689367334703,0
scenario39,c2,0,1,2,1,0.8,20,60,80,80,60,40,0,0,3.381590304252376,0
scenario40,c4,2,0,1,0,0.8,100,80,60,40,80,100,60,0,2.96729428564835,0
scenario41,c4,2,0,1,2,0.6,80,0,60,100,60,20,100,0,1.098472300628714,0
scenario42,c1,0,2,1,2,0.1,80,100,40,60,80,60,0,0,2.090384793833806,0
scenario43,c1,1,2,0,2,0.8,40,40,80,100,40,20,80,0,6.580893302265296,0
scenario44,c4,2,0,1,0,0.2,20,100,0,40,0,0,40,0,18.676811547433903,0
