instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario45,c2,0,1,2,1,0.8,0,100,0,60,100,100,20,0,3.029669786294083,0
scenario46,c4,2,0,1,0,1.0,0,60,100,0,100,0,100,0,21.73210269883732,0
scenario47,c1,1,2,0,2,0.4,40,100,60,100,100,80,80,0,5.314282321538202,0
scenario48,c1,0,2,1,2,1.0,100,40,20,20,20,20,20,0,2.153065380158549,0
scenario49,c1,1,2,0,2,0.2,100,60,60,60,60,100,40,0,6.490022731676326,0
scenario50,c2,0,1,2,1,1.0,0,0,0,80,80,60,80,0,4.221543587039401,0
scenario51,c4,1,0,2,0,0.8,60,100,40,100,40,60,100,0,1.4002152870513402,0
scenario52,c4,2,0,1,0,0.8,40,80,20,20,0,60,0,0,3.4283418975626243,0
scenario53,c1,1,2,0,2,0.6,100,20,0,40,60,60,60,0,4.4958827646515305,0
scenario54,c2,0,1,2,0,0.6,40,80,80,0,40,100,40,0,1.7640009167056163,0
scenario55,c4,2,0,1,0,0.1,60,80,100,40,40,0,100,0,9.677027483100495,0
scenario56,c1,1,2,0,2,1.0,20,40,20,0,0,80,0,0,5.22459719619892,0
scenario57,c2,0,1,2,0,0.4,40,0,100,40,80,0,60,0,1.7147832172555482,0
scenario58,c2,2,0,0,1,0.2,80,40,20,80,100,0,60,0,1.948263508080404,0
scenario59,c4,2,0,1,2,0.1,0,0,40,80,40,40,80,0,1.0951456853229282,0
scenario60,c4,2,0,1,2,0.4,100,60,40,80,0,80,80,1,0.0,1
scenario61,c1,1,2,0,2,0.6,20,100,40,20,20,60,60,0,5.416731274233122,0
