Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.0288,-0.799,0.9504,-0.1496,0.7391,-0.1706,-0.013,0.2054,-0.0396,0.0313,0.0151,0.0877,-0.02
Z_{2},-0.043,0.3388,0.6637,-1.2798,1.0619,0.0044,0.0293,0.0913,-0.148,0.1386,0.1633,0.0578,0.0952
