Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},-0.116,0.5891,-0.4572,-0.2053,-0.0112,0.2423,0.232,-0.3865,-0.3091,-0.4117,-0.4008,-0.4443,-0.3397
Z_{2},-0.2644,-0.4587,0.1402,0.6447,-0.4414,0.1801,0.0328,-0.1672,-0.1642,-0.0719,-0.1721,-0.0404,-0.1966
