PathInteraction,GoalEgo,WindIntensity,RoadFriction,FogDistance,StartOther,PrecipitationDeposits,Cloudiness,FogDensity,GoalOther,Precipitation,Wetness,StartEgo,Min_TTC,Collision_Occurred
c4,right,20,0.1,60,right,0,100,80,base,20,80,left,0.0,True
c2,left,60,0.6,80,right,0,80,20,base,100,60,base,2.169377499235904,False
c2,left,40,0.4,60,right,100,100,100,base,0,40,base,1.9504705418003332,False
c2,left,40,0.4,100,right,100,100,60,left,60,40,base,3.7541160640082385,False
c4,base,40,0.1,20,right,100,0,80,base,60,20,left,2.735655072361298,False
c4,base,20,0.1,80,right,60,80,60,base,80,100,left,3.5500421819326897,False
c1,right,80,0.6,20,left,100,40,80,right,40,0,base,3.0591909328485962,False
c4,base,100,0.1,60,left,80,0,60,base,60,0,right,11.286363711847008,False
c1,right,20,0.2,80,base_left_lane,80,40,20,left,60,60,left,0.7848619762226322,False
c4,base,80,0.8,20,right,80,20,100,base,60,20,left,2.98459542703215,False
c4,base,20,0.4,100,left,80,60,20,right,20,100,right,1.020556475675236,False
c2,left,20,1.0,80,right,60,100,60,left,60,60,base,3.906458481037989,False
c2,left,60,1.0,0,base_left_lane,40,0,100,left,60,40,right,3.4128553084084046,False
c2,left,0,0.1,80,right,20,100,0,left,80,100,base,3.9354381700550225,False
c4,right,100,0.6,20,right,60,20,40,base,0,40,left,4.895570623415004,False
c1,right,20,1.0,60,left,20,0,20,right,100,40,base,3.233014404502434,False
c1,right,60,0.6,0,base_left_lane,80,100,80,left,40,0,left,1.2249132949398738,False
c4,base,60,0.2,40,right,100,20,0,base,0,80,left,2.908596781711915,False
c2,left,60,0.8,100,right,20,20,80,base,80,80,base,1.775332504128694,False
c2,left,100,0.4,0,right,80,60,0,left,60,80,base,3.701599970213025,False
c1,right,40,0.2,0,base_left_lane,20,60,0,left,40,20,left,0.796737821852208,False
c4,base,20,0.1,40,left,60,40,20,base,0,100,right,15.782816100680284,False
c1,right,100,0.6,20,left,40,100,100,right,100,40,base,2.539190503752289,False
c1,right,80,0.2,100,left,40,100,100,right,40,60,base,3.4109187955524285,False
c4,right,0,0.1,60,right,20,20,20,base,20,100,left,2.0288504019015763,False
c4,base,80,0.6,0,left,40,0,20,right,60,0,right,1.2689569972812675,False
c2,left,20,0.2,60,right,80,40,0,base,20,0,base,1.6661307752814138,False
c4,base,40,0.2,40,left,60,0,100,base,100,80,right,15.772250077340704,False
c2,base,60,0.8,40,base_left_lane,0,20,0,left,80,80,right,4.403731397663816,False
c2,base,80,0.8,80,base_left_lane,100,0,60,left,20,0,right,4.1746137171385,False
c1,right,0,0.8,100,base,40,0,80,right,100,40,left,5.16751809340675,False
c1,left,60,1.0,100,left,20,0,100,right,100,100,base,1.9922907245380734,False
c2,base,40,0.1,60,base_left_lane,40,60,20,left,40,40,right,4.305452984341979,False
c4,base,0,0.2,100,left,100,40,40,right,100,100,right,1.263347628371309,False
c1,left,100,0.1,60,left,80,40,60,right,80,0,base,2.046407591713007,False
c4,base,80,0.8,60,right,0,20,60,base,40,100,left,2.2896198563032493,False
c4,base,40,0.4,60,left,80,60,100,base,60,40,right,4.278333263862525,False
c4,right,20,0.1,60,right,0,40,20,base,80,0,left,3.481106243390199,False
c1,right,100,0.1,40,base,0,40,0,right,60,80,left,5.418850190345666,False
c4,base,40,0.4,0,left,100,60,100,right,40,40,right,0.0,True
c1,right,40,1.0,100,base_left_lane,60,40,80,left,0,40,left,1.0578367804125792,False
c2,left,40,0.2,80,right,0,20,20,base,0,60,base,1.6653587758894393,False
c2,left,80,0.8,80,right,20,80,0,left,60,20,base,3.7477184996300608,False
c4,base,100,0.6,20,left,100,100,40,base,100,100,right,2.572972576965471,False
c2,left,0,0.6,40,right,60,60,100,base,40,100,base,1.878836891856441,False
c2,left,20,0.8,20,base_left_lane,0,80,100,left,100,20,right,3.808634834239362,False
c1,right,40,0.4,60,left,60,100,0,right,20,80,base,2.9079655040703343,False
c4,right,40,0.2,20,right,60,80,20,base,40,80,left,4.898027021174854,False
c2,base,80,0.4,40,base_left_lane,0,80,20,left,0,80,right,4.078604800442151,False
c1,left,20,0.6,100,left,80,20,40,right,60,60,base,2.9753925647452117,False
c4,base,0,0.2,20,left,0,60,100,base,60,0,right,4.430708083487158,False
c2,left,40,0.1,40,base_left_lane,20,100,20,left,100,20,right,3.2485791740407595,False
c4,base,0,1.0,100,right,80,40,20,base,0,20,left,0.0,True
c4,right,40,0.8,40,right,0,0,0,base,0,20,left,0.0,True
c1,right,0,0.6,0,left,20,20,100,right,60,0,base,0.0,True
c1,right,60,1.0,100,base_left_lane,80,20,80,left,20,80,left,0.9752965071364015,False
c4,base,20,1.0,0,right,80,80,0,base,20,80,left,2.310289717931916,False
c1,right,40,1.0,60,base_left_lane,80,100,20,left,100,60,left,0.8124081928191507,False
c4,base,100,0.2,20,left,60,100,60,right,80,100,right,1.096281701507875,False
c2,left,20,0.2,80,right,100,60,40,base,100,100,base,1.7306370106196263,False
c4,base,80,0.4,0,left,60,20,40,base,0,100,right,1.695316850066728,False
c1,left,100,0.1,20,left,40,0,40,right,60,0,base,3.360773222522209,False
c2,base,100,0.6,40,base_left_lane,60,0,40,left,40,40,right,3.0423709101369867,False
c4,base,0,0.4,60,right,80,0,100,base,100,0,left,3.3587101184891406,False
c1,right,20,0.6,80,base,80,80,40,right,100,40,left,6.432880857267671,False
c4,base,40,0.1,60,left,100,0,40,right,20,60,right,1.1921411459471967,False
c1,left,60,0.1,80,left,20,20,0,right,100,100,base,2.813136134140363,False
c2,base,100,0.2,80,base_left_lane,0,40,20,left,100,60,right,4.508129547493953,False
c1,right,0,0.6,60,base,40,100,0,right,60,20,left,5.414223598049445,False
c4,base,20,0.6,60,left,60,20,80,base,20,0,right,22.55298445194601,False
c2,left,20,0.4,0,right,40,100,80,base,0,40,base,1.8645999639800797,False
c2,base,40,0.1,80,base_left_lane,40,60,80,left,80,0,right,2.6957029236200487,False
c1,right,100,0.1,100,left,40,0,80,right,40,0,base,2.3290733223182536,False
c2,left,60,0.1,80,right,60,40,80,left,60,100,base,3.3202904192910467,False
c4,right,100,0.2,100,right,20,20,80,base,20,20,left,4.301064597834007,False
c2,left,80,0.4,100,right,0,80,60,base,20,20,base,2.0172265490296715,False
c4,base,60,1.0,0,right,80,20,100,base,40,100,left,2.3632791057852316,False
c4,base,60,1.0,20,left,0,40,20,right,100,0,right,1.0475750326384394,False
c1,right,60,1.0,40,left,40,40,80,right,20,60,base,0.0,True
c1,right,100,0.8,100,left,80,40,40,right,80,100,base,2.6184798704326964,False
c4,base,20,0.1,40,right,100,100,20,base,80,80,left,0.0,True
c4,base,80,0.2,60,left,0,80,20,base,0,40,right,30.688808200082008,False
c4,base,0,0.1,100,left,60,40,0,right,40,60,right,1.2593248115868094,False
c1,right,60,0.6,80,base_left_lane,20,80,60,left,100,100,left,0.7163552243902696,False
c2,left,80,0.4,100,base_left_lane,0,60,80,left,100,20,right,5.501398864238881,False
c4,base,40,0.4,40,left,60,60,0,right,100,20,right,1.0300247730902992,False
c2,left,20,1.0,60,right,40,20,60,base,0,100,base,1.9324243802672676,False
c1,right,40,0.4,40,base,100,80,100,right,60,80,left,5.677927246558922,False
c1,right,80,0.8,100,base,60,20,80,right,100,20,left,5.421580110497111,False
c4,base,20,0.1,60,right,60,20,80,base,0,80,left,2.3719381918863167,False
c2,left,100,1.0,80,right,100,0,100,left,40,0,base,3.953683534259593,False
c2,left,0,0.8,20,right,100,60,0,base,100,60,base,1.74977333168677,False
c2,base,80,0.6,100,base_left_lane,40,40,100,left,60,40,right,4.328361161083898,False
c1,right,40,0.2,80,left,0,0,60,right,40,60,base,3.280074320113884,False
c4,base,0,1.0,60,left,60,20,100,base,0,40,right,22.168460313377714,False
c2,left,40,1.0,80,right,0,0,100,left,0,40,base,4.128112532451971,False
c2,base,60,0.4,0,base_left_lane,0,100,0,left,0,40,right,4.154895264889312,False
c4,right,20,0.8,0,right,100,20,100,base,60,100,left,4.89262793740446,False
c1,left,60,0.1,80,left,20,60,0,right,100,60,base,3.375710633858574,False
c2,base,20,0.2,20,base_left_lane,100,40,40,left,100,60,right,5.052730823028168,False
c1,right,100,0.8,0,left,20,0,0,right,0,60,base,3.4554203045868697,False
c1,right,40,0.2,40,base_left_lane,40,20,40,left,40,80,left,0.7731647271600407,False
c1,left,100,1.0,100,left,60,100,40,right,40,40,base,2.859195248731152,False
c4,base,80,0.8,0,right,80,40,40,base,40,60,left,2.6423164103935592,False
c4,base,100,0.1,0,left,60,40,60,base,20,0,right,5.896351007149855,False
c2,left,100,0.2,0,right,0,60,80,base,0,0,base,1.9040561917302654,False
c2,left,80,1.0,100,right,100,100,100,left,60,100,base,3.355997869678031,False
c2,left,40,1.0,60,right,40,0,20,base,100,80,base,1.8086993677315264,False
c1,right,0,1.0,20,base,40,80,60,right,20,100,left,6.596806076884304,False
c1,right,60,0.1,80,base_left_lane,80,60,100,left,40,0,left,1.059983917619104,False
c1,right,0,0.2,80,base,60,40,40,right,40,20,left,6.252895648958892,False
c2,base,40,0.2,0,base_left_lane,40,80,80,left,100,100,right,2.9875682772000447,False
c4,base,20,0.6,40,left,20,60,0,base,60,40,right,24.948959552376415,False
c4,base,60,0.4,40,right,0,40,40,base,60,80,left,0.0,True
c4,base,0,0.1,80,left,60,100,0,right,60,60,right,0.8817448553900267,False
c2,left,20,1.0,80,right,60,40,60,base,0,60,base,1.8119811270595576,False
c4,right,40,1.0,100,right,20,100,100,base,100,0,left,0.0,True
c4,base,80,0.8,20,right,20,60,20,base,20,40,left,4.865352761595823,False
c1,right,100,0.6,0,base,0,0,100,right,100,60,left,3.9995096604786395,False
c4,base,100,0.1,0,left,40,20,80,base,100,80,right,3.3680145242280424,False
c2,left,80,0.2,20,base_left_lane,80,100,40,left,40,100,right,3.5214395970988845,False
c1,right,60,0.2,60,left,20,20,60,right,40,20,base,2.7663132762182334,False
c2,base,40,0.6,80,base_left_lane,40,40,40,left,80,100,right,2.361828291514822,False
c4,base,0,0.4,100,right,20,20,80,base,40,100,left,3.3049632137223472,False
c2,left,100,0.4,80,right,40,40,60,left,20,0,base,3.2644039204054964,False
c1,right,60,1.0,0,left,60,80,60,right,20,0,base,2.578824293406168,False
c1,left,100,0.2,60,left,100,80,60,right,60,100,base,2.964762409831972,False
c2,left,20,0.8,40,right,0,0,40,base,0,60,base,1.7001508580912958,False
c2,base,20,0.4,20,base_left_lane,60,40,20,left,0,40,right,5.845072892702005,False
c2,left,20,1.0,60,base_left_lane,100,100,100,left,40,40,right,3.3429129077967437,False
c1,left,80,0.8,80,left,80,20,20,right,0,60,base,3.7459558997618383,False
c1,right,40,0.8,60,base_left_lane,80,40,0,left,100,80,left,0.796370751434989,False
c4,base,20,0.6,100,left,100,100,80,right,60,0,right,0.9975828128958176,False
c4,right,40,0.2,60,right,0,80,100,base,0,100,left,4.731081406402449,False
c1,right,40,0.6,60,left,80,80,0,right,20,20,base,2.906105790746794,False
c1,right,80,0.2,20,base_left_lane,80,0,40,left,60,100,left,1.0291236084406419,False
c4,base,80,0.1,80,left,20,100,0,base,80,20,right,23.90944068103434,False
c1,right,40,0.4,40,base,60,20,40,right,80,80,left,4.699279174920032,False
c2,left,60,0.1,0,right,80,80,40,left,80,40,base,2.5972160017654256,False
c2,base,60,0.8,0,base_left_lane,20,40,0,left,80,0,right,5.044691830641211,False
c1,right,40,0.8,0,base,80,80,60,right,20,40,left,4.677867789740791,False
c1,right,0,0.4,100,left,20,20,60,right,20,80,base,2.567343254720153,False
c4,base,60,1.0,60,right,0,80,60,base,100,60,left,0.0,True
c2,left,60,0.1,60,right,80,0,80,left,60,80,base,3.493761102371908,False
c4,base,60,0.6,0,left,40,100,20,base,40,40,right,3.444047776654865,False
c4,base,20,0.6,100,left,40,60,100,right,40,40,right,1.2591467020945497,False
c4,base,0,0.1,40,left,40,60,80,right,60,60,right,0.0,True
c4,right,60,1.0,60,right,20,60,80,base,0,20,left,2.7949507878976214,False
c1,right,20,1.0,0,base_left_lane,20,0,80,left,60,20,left,0.8783599850128091,False
c2,left,0,0.6,100,base_left_lane,100,20,40,left,40,20,right,3.5783866892475324,False
c4,base,0,1.0,60,right,100,40,40,base,20,40,left,1.7372821177157045,False
c1,right,100,1.0,0,left,20,20,0,right,80,60,base,3.3671058451342293,False
c1,right,60,0.2,20,base,40,60,60,right,20,40,left,5.178871228019281,False
c4,base,0,0.1,100,left,80,80,20,right,80,0,right,1.2727544813847163,False
c1,right,60,1.0,100,base_left_lane,60,80,0,left,60,80,left,0.8005992183683387,False
c4,base,80,0.2,0,left,20,60,0,base,40,100,right,21.130685325395845,False
c1,right,100,0.1,60,left,80,0,20,right,20,100,base,3.575978727891499,False
c2,left,20,0.2,20,right,100,100,100,base,60,100,base,1.8645975177355223,False
c4,base,40,0.1,100,left,60,40,80,base,100,0,right,28.588385465878453,False
c2,left,100,0.2,20,right,80,0,20,left,100,40,base,4.610701450778095,False
c4,base,20,0.2,60,left,20,60,40,base,80,20,right,3.178080709005175,False
c1,left,20,0.8,0,left,80,80,100,right,60,80,base,2.6333083389839325,False
c2,left,100,1.0,20,right,40,20,80,base,0,80,base,2.005144112464895,False
c4,right,80,0.4,100,right,100,0,80,base,20,0,left,2.113087432968364,False
c2,base,100,0.1,80,base_left_lane,20,0,60,left,0,20,right,4.460693617314566,False
c4,base,20,1.0,0,left,0,20,100,right,20,20,right,1.295285534808199,False
c4,base,20,0.1,40,right,60,60,0,base,60,40,left,3.044674997927625,False
c1,left,20,0.6,40,left,60,100,20,right,80,80,base,2.4619540745364565,False
c4,base,0,0.2,40,left,40,60,60,right,40,80,right,1.2720927734622074,False
c4,right,100,1.0,20,right,0,40,40,base,80,60,left,0.0,True
c2,left,100,0.4,80,right,60,40,20,base,100,20,base,1.6866639760262494,False
c1,right,0,1.0,20,base,60,80,60,right,40,100,left,5.339842079182637,False
c4,base,20,0.8,0,left,20,100,60,right,0,0,right,1.0910976080652994,False
c1,right,60,0.8,100,left,0,60,80,right,80,80,base,3.699131759047926,False
c1,right,60,0.6,60,base_left_lane,100,80,0,left,20,0,left,1.0374970621991193,False
c2,left,80,0.4,80,right,0,40,40,base,0,60,base,1.7330665557767595,False
c2,base,100,0.6,0,base_left_lane,0,40,20,left,80,0,right,3.2833766821995622,False
c2,left,40,0.4,20,right,100,20,0,left,0,40,base,3.3289815714983058,False
c4,right,0,0.4,60,right,40,100,40,base,20,40,left,4.708501266887898,False
c4,right,0,0.2,20,right,60,60,100,base,20,100,left,0.0,True
c4,base,40,0.6,100,right,20,100,80,base,60,80,left,3.0515741898773503,False
c2,base,20,0.8,100,base_left_lane,40,60,100,left,0,100,right,2.8023760737668515,False
c2,left,80,0.6,60,right,20,20,100,base,20,0,base,2.3327255162900515,False
c1,right,80,0.4,0,base_left_lane,40,0,100,left,40,20,left,0.7020833484011697,False
c2,left,0,0.4,20,right,100,80,20,left,60,100,base,3.673913316686943,False
c4,base,20,0.6,60,right,40,80,60,base,20,60,left,2.48018707095283,False
c1,right,20,0.1,20,base_left_lane,40,0,20,left,100,40,left,0.7800704707353636,False
c1,right,20,1.0,80,base,80,60,40,right,100,100,left,6.163451459733316,False
c4,base,40,0.6,80,left,40,100,80,right,20,20,right,1.2075050295460072,False
c4,base,0,0.2,80,left,100,100,60,right,60,100,right,0.0,True
c1,left,40,0.2,40,left,40,20,0,right,60,100,base,2.8256029761576134,False
c4,base,20,0.1,60,right,20,0,0,base,40,60,left,0.0,True
c1,right,40,0.8,80,left,80,20,0,right,100,0,base,2.5286495561408104,False
c2,left,20,1.0,20,right,60,0,100,base,40,20,base,1.9234285839143834,False
c2,base,100,0.2,40,base_left_lane,100,60,40,left,20,20,right,4.687489843040482,False
c4,base,0,0.2,0,left,40,80,100,base,80,20,right,3.5414728889133946,False
c2,left,80,0.2,20,right,100,60,100,left,0,0,base,3.0027528954307856,False
c4,right,20,0.1,40,right,60,40,40,base,100,20,left,4.7120229077617655,False
c2,base,60,1.0,100,base_left_lane,80,0,60,left,40,80,right,3.775861561217159,False
c2,left,0,0.1,60,base_left_lane,100,80,20,left,100,60,right,5.089584147207023,False
c1,right,80,0.2,60,base_left_lane,20,40,20,left,80,0,left,0.791424703334604,False
c1,right,60,0.6,80,left,60,100,60,right,80,60,base,3.7672429406750876,False
c1,right,60,1.0,80,base_left_lane,0,20,80,left,100,80,left,1.1326675392960601,False
c2,base,40,0.1,60,base_left_lane,80,0,100,left,100,100,right,2.561109037713991,False
c2,left,40,0.8,80,right,60,100,80,left,60,60,base,4.012717215047785,False
c1,right,100,1.0,40,base,80,60,100,right,40,40,left,5.837440273102896,False
c4,base,0,0.6,40,right,0,20,40,base,40,40,left,2.8949247471546027,False
c1,left,100,0.4,20,left,60,60,0,right,60,80,base,2.7005146047148387,False
c4,right,100,0.6,60,right,0,40,40,base,80,80,left,4.619661304327676,False
c2,left,100,0.4,0,base_left_lane,20,100,40,left,80,40,right,2.950057741268585,False
c4,base,100,0.8,60,left,20,20,100,base,100,100,right,2.7016664470303478,False
c1,right,40,0.6,20,left,80,80,60,right,40,20,base,3.0643805673079996,False
c1,left,60,0.1,40,left,100,60,0,right,0,80,base,3.3344493992571724,False
c1,right,40,0.4,20,base,100,20,60,right,80,100,left,5.382762654546124,False
c2,left,60,0.4,80,right,80,80,40,left,20,80,base,5.687897748856812,False
c4,base,0,0.8,100,left,20,100,0,base,20,80,right,66.46152883975448,False
c1,right,80,0.1,20,base_left_lane,80,80,100,left,20,60,left,0.7260076578717868,False
c1,right,60,0.8,60,left,40,100,60,right,60,100,base,3.5226192096070785,False
c4,base,100,0.6,80,left,60,80,20,base,60,80,right,7.901283189370546,False
c2,base,20,0.1,100,base_left_lane,60,100,40,left,60,100,right,4.8330703831153095,False
c4,right,40,0.2,100,right,20,100,20,base,20,40,left,4.465184077159594,False
c1,right,80,0.6,0,left,0,100,20,right,40,100,base,2.7672365441318045,False
c4,base,60,0.8,60,right,0,40,80,base,80,80,left,4.2494224237922245,False
c4,base,60,0.4,60,right,0,20,60,base,20,80,left,3.3453343400669184,False
c2,left,60,0.1,0,base_left_lane,60,0,20,left,80,20,right,3.125337769457489,False
c2,left,20,1.0,40,right,80,0,80,left,40,40,base,2.7122341727516224,False
c1,left,60,0.2,80,left,0,60,100,right,100,40,base,3.519359646045392,False
c4,base,100,0.1,40,left,40,60,20,base,60,60,right,0.0,True
c4,right,80,1.0,100,right,40,100,100,base,60,60,left,0.0,True
c4,base,20,0.4,100,left,80,60,60,right,0,80,right,9999.0,False
c4,base,80,0.2,20,left,100,40,80,right,20,40,right,3.5589081243209293,False
c2,left,60,0.2,60,base_left_lane,20,60,20,left,20,100,right,6.12338375376349,False
c1,right,60,0.4,80,base,60,20,60,right,40,80,left,1.7716421967084892,False
c2,left,100,0.8,60,right,100,40,0,base,0,20,base,1.263436847619814,False
c4,base,100,1.0,60,left,20,80,40,right,60,60,right,1.712786311394241,False
c2,left,80,0.1,40,right,40,40,0,base,100,60,base,5.582377964527066,False
c2,left,40,1.0,60,right,0,80,0,left,20,40,base,2.6273730908012087,False
c1,right,100,0.8,100,left,60,40,80,right,80,60,base,2.2313594097555343,False
c2,left,80,0.6,40,right,20,80,80,base,80,80,base,0.8746358836693884,False
c1,right,20,1.0,100,base_left_lane,20,40,60,left,100,100,left,3.521618374675819,False
c4,base,20,0.8,60,left,80,0,60,base,80,40,right,1700.2941500448505,False
c1,right,40,0.8,80,base,60,20,100,right,40,100,left,3.2527723569291207,False
c4,right,20,1.0,40,right,0,60,60,base,40,20,left,0.0,True
c4,base,40,0.2,40,left,100,20,100,base,0,60,right,9999.0,False
c4,base,0,0.6,40,left,40,100,40,right,0,40,right,3.57962989046358,False
c4,base,100,0.4,60,right,20,20,60,base,0,60,left,2.8639494451757215,False
c1,right,100,0.8,20,left,100,0,80,right,80,20,base,3.3099951425142167,False
c2,left,80,0.4,100,right,100,80,40,left,20,0,base,2.3633757339913526,False
c4,base,60,0.6,80,right,20,100,100,base,60,0,left,10.270816432169728,False
c4,base,0,0.6,100,left,60,40,40,base,0,60,right,2.327717353514508,False
c1,left,60,1.0,20,left,60,20,100,right,100,0,base,5.512989483307613,False
c1,right,40,0.6,40,base,80,0,0,right,100,20,left,10.320499586053542,False
c4,base,0,0.8,40,left,80,0,20,base,100,0,right,4.659720464279342,False
c4,right,0,0.6,80,right,20,0,80,base,60,40,left,2.609344317877159,False
c1,right,80,0.2,60,left,40,0,100,right,80,60,base,2.409803891258048,False
c1,left,20,0.1,20,left,0,80,100,right,40,40,base,3.737926019317723,False
c4,base,60,0.6,80,right,0,60,80,base,100,40,left,0.0,True
c4,right,20,0.8,20,right,80,40,60,base,80,40,left,1.4754506025583445,False
c4,base,80,0.4,40,right,20,40,40,base,100,80,left,1.0767567255067758,False
c4,base,100,0.2,0,left,80,80,60,right,40,20,right,2.990435103995177,False
c2,left,40,0.4,60,right,20,100,80,left,0,0,base,5.370762425675776,False
c1,right,40,1.0,100,base,60,80,80,right,80,80,left,1.0876585203039815,False
c4,base,60,0.6,40,left,0,80,0,right,60,100,right,4.078479039964859,False
c2,left,60,0.2,100,base_left_lane,0,40,60,left,40,100,right,1.6436521502365913,False
c2,left,80,1.0,0,right,20,20,100,base,60,60,base,1.8163164070978028,False
c4,right,100,0.1,80,right,80,20,0,base,40,80,left,0.7963411521227074,False
c1,right,0,0.4,0,base_left_lane,40,0,0,left,0,60,left,0.0,True
c2,left,100,0.6,40,base_left_lane,0,100,100,left,20,80,right,5.968634759504674,False
c1,right,100,0.4,80,left,20,20,0,right,20,0,base,5.172498720696209,False
c2,base,0,1.0,40,base_left_lane,80,60,20,left,20,20,right,4.838685414942808,False
c4,right,40,0.8,40,right,40,20,100,base,40,60,left,3.9483952190336424,False
c4,base,60,0.4,0,left,80,60,60,base,20,100,right,2.2007848749540604,False
c2,left,20,0.6,60,right,20,60,20,base,80,0,base,2.0192475004644517,False
c2,left,0,0.8,60,right,80,60,80,base,20,20,base,2.3869747054471726,False
c1,left,20,0.1,60,left,60,100,80,right,0,40,base,5.413998402910459,False
c1,right,60,0.8,100,base,100,80,20,right,60,0,left,1.2507639846288214,False
c4,base,0,0.2,100,left,40,100,20,right,80,40,right,2.2600766253808398,False
c4,base,100,0.1,80,right,0,100,40,base,60,60,left,4.031390061267867,False
c2,left,0,1.0,0,right,100,0,40,left,0,20,base,4.3734236748881115,False
c2,base,80,1.0,40,base_left_lane,100,40,60,left,60,100,right,2.923398752084572,False
c4,right,20,0.4,40,right,100,40,60,base,60,80,left,1.7914802946720922,False
c4,right,0,0.8,0,right,60,20,80,base,100,100,left,119.1353078762005,False
c4,base,0,0.2,100,left,80,40,100,base,80,0,right,4.153856849352176,False
c2,base,20,0.8,60,base_left_lane,100,80,80,left,0,0,right,3.692875026035337,False
c1,right,40,0.4,60,left,60,20,20,right,0,20,base,17.70020853193508,False
c4,base,80,0.8,40,left,60,100,20,base,20,100,right,0.7841515114205505,False
c4,base,80,0.4,100,left,40,40,20,right,80,60,right,2.856467705619544,False
c2,base,100,0.8,20,base_left_lane,0,40,100,left,100,40,right,0.0,True
c2,base,60,1.0,80,base_left_lane,60,0,0,left,40,100,right,2443.7617088434126,False
c1,right,60,0.6,0,left,100,100,20,right,100,40,base,3.8051219893410773,False
c1,right,60,0.2,20,base,80,60,40,right,80,100,left,4.196221570220604,False
c2,base,100,0.4,100,base_left_lane,40,0,40,left,20,0,right,0.8690226764493213,False
c4,base,60,0.4,60,left,80,40,0,right,20,80,right,5.094755906635407,False
c2,left,20,1.0,60,base_left_lane,60,40,0,left,20,0,right,3.7680531990642323,False
c2,left,40,0.1,0,right,40,60,0,left,80,40,base,2.9063867797090293,False
c4,base,80,0.2,100,right,60,40,60,base,100,80,left,2.8450288095522605,False
c1,left,40,0.6,80,left,80,60,100,right,60,20,base,4.785221714110654,False
c4,base,80,1.0,100,left,0,0,60,base,60,100,right,2.018174158372203,False
c2,left,40,0.6,100,right,40,80,0,base,0,100,base,1.0475948481736694,False
c1,right,40,0.1,0,base_left_lane,60,100,20,left,0,60,left,2.8265961279713854,False
c1,right,60,1.0,40,left,0,20,60,right,0,20,base,4.462314260882501,False
c4,right,20,0.6,40,right,0,80,20,base,40,0,left,2.820071373390083,False
c1,left,40,0.2,20,left,20,100,80,right,40,0,base,20.123894470334637,False
c4,base,20,0.8,60,left,60,100,20,base,100,80,right,5.681635734794993,False
c1,right,20,1.0,40,base,0,100,20,right,40,60,left,2.0793490734818727,False
c4,base,20,1.0,40,right,0,0,40,base,20,40,left,2.488618218281278,False
c2,base,60,0.4,80,base_left_lane,20,0,60,left,20,80,right,4.739478110118475,False
c2,left,100,0.1,100,right,100,60,80,left,100,20,base,5.118314757676013,False
c2,base,20,0.8,60,base_left_lane,60,40,0,left,100,80,right,4.9551407848647,False
c1,right,0,0.4,60,base_left_lane,80,20,40,left,80,80,left,0.7834057417137545,False
