Row,NumGoodAlgos
scenario1,1
scenario2,1
scenario3,1
scenario4,1
scenario5,1
scenario6,0
scenario7,1
scenario8,0
scenario9,1
scenario10,1
scenario11,1
scenario12,1
scenario13,1
scenario14,1
scenario15,1
scenario16,0
scenario17,0
scenario18,0
scenario19,1
scenario20,1
scenario21,1
scenario22,1
scenario23,1
scenario24,1
scenario25,0
scenario26,1
scenario27,1
scenario28,1
scenario29,0
scenario30,1
scenario31,1
scenario32,1
scenario33,1
scenario34,1
scenario35,0
scenario36,1
scenario37,1
scenario38,1
scenario39,1
scenario40,1
scenario41,1
scenario42,1
scenario43,1
scenario44,1
scenario45,1
scenario46,0
scenario47,1
scenario48,1
scenario49,0
scenario50,1
scenario51,1
scenario52,1
scenario53,1
scenario54,1
scenario55,1
scenario56,1
scenario57,0
scenario58,1
scenario59,1
scenario60,0
scenario61,0
scenario62,1
scenario63,1
scenario64,1
scenario65,1
scenario66,1
scenario67,1
scenario68,0
scenario69,1
scenario70,1
scenario71,1
scenario72,1
scenario73,0
scenario74,0
scenario75,1
scenario76,1
scenario77,1
scenario78,1
scenario79,1
scenario80,1
scenario81,1
scenario82,1
scenario83,1
scenario84,1
scenario85,1
scenario86,1
scenario87,1
scenario88,1
scenario89,1
scenario90,1
scenario91,1
scenario92,0
scenario93,1
scenario94,1
scenario95,1
scenario96,1
scenario97,1
scenario98,1
scenario99,1
scenario100,1
scenario101,1
scenario102,0
scenario103,0
scenario104,1
scenario105,0
scenario106,1
scenario107,1
scenario108,1
scenario109,1
scenario110,1
scenario111,1
scenario112,1
scenario113,1
scenario114,1
scenario115,1
scenario116,1
scenario117,1
scenario118,1
scenario119,1
scenario120,0
scenario121,1
scenario122,0
scenario123,0
scenario124,1
scenario125,1
scenario126,0
scenario127,1
scenario128,1
scenario129,1
scenario130,1
scenario131,1
scenario132,0
scenario133,1
scenario134,0
scenario135,1
scenario136,1
scenario137,1
scenario138,0
scenario139,1
scenario140,1
scenario141,1
scenario142,1
scenario143,1
scenario144,0
scenario145,1
scenario146,1
scenario147,1
scenario148,1
scenario149,1
scenario150,1
scenario151,0
scenario152,1
scenario153,1
scenario154,0
scenario155,1
scenario156,0
scenario157,1
scenario158,1
scenario159,1
scenario160,1
scenario161,1
scenario162,0
scenario163,1
scenario164,1
scenario165,1
scenario166,1
scenario167,0
scenario168,1
scenario169,1
scenario170,1
scenario171,1
scenario172,0
scenario173,1
scenario174,0
scenario175,0
scenario176,0
scenario177,0
scenario178,0
scenario179,1
scenario180,0
scenario181,1
scenario182,1
scenario183,0
scenario184,1
scenario185,0
scenario186,1
scenario187,1
scenario188,1
scenario189,1
scenario190,1
scenario191,1
scenario192,1
scenario193,1
scenario194,1
scenario195,0
scenario196,1
scenario197,0
scenario198,0
scenario199,1
scenario200,1
scenario201,1
scenario202,0
scenario203,1
scenario204,1
scenario205,1
scenario206,1
scenario207,1
scenario208,1
scenario209,1
scenario210,1
scenario211,1
scenario212,1
scenario213,1
scenario214,0
scenario215,1
scenario216,1
scenario217,1
scenario218,1
scenario219,1
scenario220,1
scenario221,1
scenario222,0
scenario223,1
scenario224,1
scenario225,1
scenario226,1
scenario227,1
scenario228,1
scenario229,1
scenario230,1
scenario231,1
scenario232,1
scenario233,1
scenario234,0
scenario235,1
scenario236,1
scenario237,1
scenario238,1
scenario239,1
scenario240,1
scenario241,1
scenario242,1
scenario243,1
scenario244,0
scenario245,1
scenario246,0
scenario247,0
scenario248,1
scenario249,1
scenario250,0
scenario251,0
scenario252,0
scenario253,0
scenario254,1
scenario255,1
scenario256,1
scenario257,1
scenario258,0
scenario259,1
scenario260,0
scenario261,1
scenario262,1
scenario263,1
scenario264,1
scenario265,1
scenario266,0
scenario267,1
scenario268,1
scenario269,0
scenario270,1
scenario271,0
scenario272,0
scenario273,1
scenario274,1
scenario275,1
scenario276,1
scenario277,1
scenario278,1
scenario279,1
scenario280,1
scenario281,1
scenario282,0
scenario283,1
scenario284,1
scenario285,1
scenario286,1
scenario287,1
scenario288,1
scenario289,1
scenario290,1
scenario291,1
scenario292,1
scenario293,0
scenario294,1
scenario295,1
scenario296,1
scenario297,1
scenario298,0
scenario299,1
scenario300,1
scenario301,1
scenario302,1
scenario303,0
scenario304,1
scenario305,1
scenario306,0
scenario307,1
scenario308,1
scenario309,1
scenario310,1
scenario311,1
scenario312,1
scenario313,1
scenario314,1
scenario315,1
scenario316,1
scenario317,0
scenario318,1
scenario319,1
scenario320,0
scenario321,1
scenario322,0
scenario323,0
scenario324,0
scenario325,0
scenario326,1
scenario327,0
scenario328,0
scenario329,1
scenario330,0
scenario331,1
scenario332,1
scenario333,0
scenario334,1
scenario335,0
scenario336,0
scenario337,0
scenario338,0
scenario339,0
scenario340,1
scenario341,1
scenario342,1
scenario343,1
scenario344,1
scenario345,1
scenario346,1
scenario347,1
scenario348,1
scenario349,1
scenario350,0
scenario351,1
scenario352,1
scenario353,1
scenario354,1
scenario355,1
scenario356,0
scenario357,1
scenario358,0
scenario359,1
scenario360,1
scenario361,1
scenario362,1
scenario363,1
scenario364,0
scenario365,1
scenario366,0
scenario367,1
scenario368,1
scenario369,1
scenario370,1
scenario371,1
scenario372,1
scenario373,1
scenario374,1
scenario375,1
scenario376,1
scenario377,1
scenario378,0
scenario379,0
scenario380,0
scenario381,1
scenario382,1
scenario383,1
scenario384,1
scenario385,1
scenario386,1
scenario387,1
scenario388,0
scenario389,1
scenario390,1
scenario391,1
scenario392,1
scenario393,1
scenario394,1
scenario395,1
scenario396,1
scenario397,1
scenario398,1
scenario399,1
scenario400,1
scenario401,1
scenario402,1
scenario403,1
scenario404,1
scenario405,1
scenario406,0
scenario407,1
scenario408,1
scenario409,1
scenario410,1
scenario411,1
scenario412,1
scenario413,1
scenario414,0
scenario415,1
scenario416,1
scenario417,1
scenario418,1
scenario419,1
scenario420,0
scenario421,1
scenario422,0
scenario423,1
scenario424,0
scenario425,1
scenario426,0
scenario427,1
scenario428,1
scenario429,1
